,why,did,opec,block,oil,deliveries,to,the,united,states,?
posted,0.32066354155540466,0.30364125967025757,0.15662723779678345,0.357018381357193,0.13499586284160614,0.1950094997882843,0.23453709483146667,0.23956431448459625,0.18638654053211212,0.18719826638698578,0.32166787981987
price,0.10916681587696075,0.20305229723453522,0.27403274178504944,0.17887172102928162,0.3166557550430298,0.29792240262031555,0.2590087652206421,0.22636492550373077,0.16175177693367004,0.18923580646514893,0.14631175994873047
of,0.28464117646217346,0.2513895630836487,0.30163517594337463,0.1477721929550171,0.22900764644145966,0.235518217086792,0.41548454761505127,0.733189046382904,0.3187655806541443,0.30884552001953125,0.1826142966747284
oil,0.20345439016819,0.10956666618585587,0.3863743841648102,0.12667304277420044,1.0,0.2762795388698578,0.1619214415550232,0.21849922835826874,0.20490624010562897,0.18727123737335205,0.14867261052131653
by,0.19170543551445007,0.18574509024620056,0.1619173139333725,0.13997070491313934,0.20634248852729797,0.21347090601921082,0.33534231781959534,0.4408751428127289,0.23958808183670044,0.23827408254146576,0.17966607213020325
70,-0.06920923292636871,-0.12820127606391907,-0.03156501427292824,-0.06518064439296722,0.008664420805871487,-0.07350441068410873,-0.03760145604610443,-0.05826566368341446,-0.04314710572361946,-0.06964791566133499,-0.18177002668380737
%,0.19196875393390656,0.1450016051530838,0.19733864068984985,0.14154736697673798,0.15217198431491852,0.15947259962558746,0.18513022363185883,0.21490740776062012,0.1906377077102661,0.22840973734855652,0.21441808342933655
",",0.2827242314815521,0.3015086054801941,0.21738165616989136,0.24290941655635834,0.20043784379959106,0.21752388775348663,0.44245919585227966,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
to,0.4100138247013092,0.4452643394470215,0.25495490431785583,0.30297139286994934,0.1619214415550232,0.2617136240005493,1.0,0.535392165184021,0.2715383470058441,0.2828785181045532,0.29463258385658264
$,0.1711443066596985,0.23203131556510925,0.19418135285377502,0.13215026259422302,0.21180790662765503,0.19957037270069122,0.22282108664512634,0.23367542028427124,0.24067075550556183,0.25376713275909424,0.2786129117012024
5.11,0.012838485650718212,0.06185347959399223,0.13883231580257416,-0.039188601076602936,0.11519623547792435,0.2661283612251282,0.08816349506378174,0.2219618856906891,0.19441358745098114,0.13776662945747375,-0.16115137934684753
a,0.2667238116264343,0.2552328109741211,0.22445102035999298,0.2515272796154022,0.18393073976039886,0.20070742070674896,0.45503583550453186,0.5829201340675354,0.2732578217983246,0.24708621203899384,0.23916715383529663
barrel,0.19106031954288483,0.20079731941223145,0.23000377416610718,0.21847596764564514,0.28189224004745483,0.2163638323545456,0.2075759470462799,0.24735139310359955,0.13180801272392273,0.12185332179069519,0.175601065158844
.,0.32909876108169556,0.35288307070732117,0.27708402276039124,0.24829226732254028,0.22117017209529877,0.27632418274879456,0.4645031690597534,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.4130953550338745
,why,did,opec,block,oil,deliveries,to,the,united,states,?
on,0.2698206305503845,0.2670976221561432,0.15701349079608917,0.27317050099372864,0.12803566455841064,0.26744917035102844,0.41031414270401,0.5107308030128479,0.2703288793563843,0.2692825198173523,0.2714994251728058
october,0.2107020765542984,0.2746104896068573,0.16644196212291718,0.1648375391960144,0.12903504073619843,0.11299242079257965,0.23106063902378082,0.2621108889579773,0.24000099301338196,0.2242458313703537,0.29706719517707825
19,0.04749523103237152,-0.056934259831905365,-0.021795742213726044,-0.03186291083693504,-0.15455685555934906,0.057111043483018875,-0.09078327566385269,-0.17766842246055603,-0.12648780643939972,-0.09727847576141357,0.008002291433513165
",",0.2827242314815521,0.3015086054801941,0.21738165616989136,0.24290941655635834,0.20043784379959106,0.21752388775348663,0.44245919585227966,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
nixon,0.21098849177360535,0.27418097853660583,0.1880234330892563,0.19431708753108978,0.15655170381069183,0.21894969046115875,0.21478617191314697,0.19296984374523163,0.30364564061164856,0.3352072238922119,0.18047039210796356
requested,0.3088301718235016,0.3457925021648407,0.17419980466365814,0.3845957815647125,0.06571102887392044,0.2671433091163635,0.35950326919555664,0.2535228729248047,0.17603376507759094,0.2066972404718399,0.3419589698314667
congress,0.1822466105222702,0.18929614126682281,0.32305455207824707,0.153804212808609,0.13833017647266388,0.20182742178440094,0.2541917860507965,0.27082565426826477,0.36628416180610657,0.44416534900665283,0.2020287960767746
to,0.4100138247013092,0.4452643394470215,0.25495490431785583,0.30297139286994934,0.1619214415550232,0.2617136240005493,1.0,0.535392165184021,0.2715383470058441,0.2828785181045532,0.29463258385658264
appropriate,0.30901485681533813,0.17629960179328918,0.1893186718225479,0.24738290905952454,0.1353909969329834,0.19505465030670166,0.31406155228614807,0.27732113003730774,0.2008669227361679,0.21799926459789276,0.2732597291469574
$,0.1711443066596985,0.23203131556510925,0.19418135285377502,0.13215026259422302,0.21180790662765503,0.19957037270069122,0.22282108664512634,0.23367542028427124,0.24067075550556183,0.25376713275909424,0.2786129117012024
2.2,0.04167619347572327,0.0991118773818016,-0.07380281388759613,-0.03393041342496872,0.019033601507544518,0.008445835672318935,-0.0381411649286747,-0.03408137336373329,0.045354582369327545,0.05141521990299225,0.08368320763111115
billion,0.22740288078784943,0.1482735127210617,0.26648563146591187,0.1509069949388504,0.2441488802433014,0.1801052838563919,0.2046312391757965,0.2162325382232666,0.21774736046791077,0.2332400530576706,0.25791820883750916
in,0.23227278888225555,0.2593238651752472,0.24516436457633972,0.1659933477640152,0.21800900995731354,0.25389331579208374,0.45010748505592346,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.20430970191955566
emergency,0.1978847086429596,0.1988172084093094,0.3102819621562958,0.16991543769836426,0.1826058179140091,0.302803635597229,0.2783624827861786,0.21307751536369324,0.27620503306388855,0.25220656394958496,0.16178704798221588
aid,0.1459229588508606,0.1701076328754425,0.2738218605518341,0.14033189415931702,0.1583620011806488,0.2628643214702606,0.2690417766571045,0.21952909231185913,0.19321374595165253,0.1829213798046112,0.08358026295900345
to,0.4100138247013092,0.4452643394470215,0.25495490431785583,0.30297139286994934,0.1619214415550232,0.2617136240005493,1.0,0.535392165184021,0.2715383470058441,0.2828785181045532,0.29463258385658264
israel,0.22977615892887115,0.16748307645320892,0.28120890259742737,0.15183261036872864,0.14114989340305328,0.17238949239253998,0.182975634932518,0.21617624163627625,0.3040662109851837,0.28390777111053467,0.15015864372253418
",",0.2827242314815521,0.3015086054801941,0.21738165616989136,0.24290941655635834,0.20043784379959106,0.21752388775348663,0.44245919585227966,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
including,0.24291585385799408,0.26678287982940674,0.14326973259449005,0.0941208153963089,0.11212632805109024,0.26639941334724426,0.24006329476833344,0.3738902807235718,0.2665407657623291,0.2230973243713379,0.1633303165435791
$,0.1711443066596985,0.23203131556510925,0.19418135285377502,0.13215026259422302,0.21180790662765503,0.19957037270069122,0.22282108664512634,0.23367542028427124,0.24067075550556183,0.25376713275909424,0.2786129117012024
1.5,-0.04934387654066086,0.003907196223735809,-0.06819766759872437,0.0160495787858963,0.05158182978630066,-0.029034841805696487,0.01102264504879713,-0.0306364968419075,-0.05188848823308945,-0.06064845621585846,0.007378216367214918
billion,0.22740288078784943,0.1482735127210617,0.26648563146591187,0.1509069949388504,0.2441488802433014,0.1801052838563919,0.2046312391757965,0.2162325382232666,0.21774736046791077,0.2332400530576706,0.25791820883750916
in,0.23227278888225555,0.2593238651752472,0.24516436457633972,0.1659933477640152,0.21800900995731354,0.25389331579208374,0.45010748505592346,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.20430970191955566
outright,0.3592686653137207,0.36154240369796753,0.2848178446292877,0.2974889874458313,0.17343474924564362,0.23789234459400177,0.3443544805049896,0.2790127098560333,0.2013927847146988,0.19426387548446655,0.340726375579834
grants,0.13956375420093536,0.1914467066526413,0.18420253694057465,0.11658071726560593,0.1873122900724411,0.28630635142326355,0.2831681966781616,0.2900126874446869,0.2903796434402466,0.3002113401889801,0.1494954377412796
.,0.32909876108169556,0.35288307070732117,0.27708402276039124,0.24829226732254028,0.22117017209529877,0.27632418274879456,0.4645031690597534,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.4130953550338745
,why,did,opec,block,oil,deliveries,to,the,united,states,?
at,0.23853865265846252,0.28390252590179443,0.2396247535943985,0.14899460971355438,0.14921875298023224,0.16370925307273865,0.36524343490600586,0.457212895154953,0.2064037322998047,0.19903600215911865,0.21978627145290375
their,0.2619993984699249,0.38078752160072327,0.3049544095993042,0.13981091976165771,0.1690470576286316,0.30996131896972656,0.44619059562683105,0.516537070274353,0.20338627696037292,0.20773419737815857,0.1898253709077835
kuwait,0.1607569307088852,0.16071505844593048,0.42317846417427063,0.1760360151529312,0.3242296576499939,0.19045394659042358,0.198533833026886,0.21079742908477783,0.3032190799713135,0.26129603385925293,0.1848645955324173
meeting,0.16644884645938873,0.18026037514209747,0.21345026791095734,0.1393696814775467,0.06664152443408966,0.20288050174713135,0.2453547865152359,0.3390691578388214,0.1655898243188858,0.16084563732147217,0.1329771876335144
",",0.2827242314815521,0.3015086054801941,0.21738165616989136,0.24290941655635834,0.20043784379959106,0.21752388775348663,0.44245919585227966,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
oapec,0.2263781577348709,0.21027544140815735,0.663046658039093,0.18855156004428864,0.3052835464477539,0.32259508967399597,0.21892274916172028,0.31918999552726746,0.2884688675403595,0.274341881275177,0.18202649056911469
proclaimed,0.11723201721906662,0.22170822322368622,0.2333264946937561,0.06841692328453064,0.16775386035442352,0.13943500816822052,0.14341698586940765,0.24787339568138123,0.22519658505916595,0.240342378616333,0.203518345952034
the,0.30742117762565613,0.34736719727516174,0.3102748692035675,0.20056472718715668,0.21849922835826874,0.28567758202552795,0.535392165184021,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
embargo,0.16918177902698517,0.14320364594459534,0.46237245202064514,0.22872821986675262,0.316433310508728,0.23916517198085785,0.24951419234275818,0.2032013237476349,0.259500116109848,0.2430560141801834,0.21724076569080353
that,0.5601457357406616,0.47518548369407654,0.2433229237794876,0.3335796594619751,0.2114400863647461,0.27217206358909607,0.5436353087425232,0.5473989248275757,0.25567954778671265,0.291576623916626,0.32716336846351624
curbed,0.2272084355354309,0.14550168812274933,0.23336616158485413,0.21634484827518463,0.22812552750110626,0.3075997531414032,0.20796623826026917,0.3692217171192169,0.18039530515670776,0.18695253133773804,0.11509913206100464
exports,0.17254944145679474,0.1211555227637291,0.46387267112731934,0.1796647012233734,0.37218958139419556,0.36200663447380066,0.23712901771068573,0.23671451210975647,0.2521474063396454,0.23932388424873352,0.10682802647352219
to,0.4100138247013092,0.4452643394470215,0.25495490431785583,0.30297139286994934,0.1619214415550232,0.2617136240005493,1.0,0.535392165184021,0.2715383470058441,0.2828785181045532,0.29463258385658264
various,0.21605631709098816,0.19538888335227966,0.17413803935050964,0.16481591761112213,0.15512306988239288,0.3063102066516876,0.33564820885658264,0.3235042691230774,0.22694112360477448,0.21367919445037842,0.12823495268821716
countries,0.17245282232761383,0.2888847887516022,0.42577266693115234,0.10007442533969879,0.24815769493579865,0.29503244161605835,0.3111797273159027,0.33290645480155945,0.38267436623573303,0.4093204438686371,0.15128466486930847
and,0.27806392312049866,0.34479495882987976,0.21474598348140717,0.19999995827674866,0.19239190220832825,0.27073025703430176,0.48971283435821533,0.5171257257461548,0.28213179111480713,0.2974761426448822,0.20544172823429108
blocked,0.3938789367675781,0.21547158062458038,0.19004076719284058,0.7064225077629089,0.11728587746620178,0.21258412301540375,0.29294899106025696,0.2196941375732422,0.11323422938585281,0.12072008103132248,0.3316977918148041
all,0.3601224720478058,0.33943864703178406,0.21771736443042755,0.20975913107395172,0.13254079222679138,0.28594303131103516,0.42520734667778015,0.4860881567001343,0.20563383400440216,0.22727420926094055,0.29575422406196594
oil,0.20345439016819,0.10956666618585587,0.3863743841648102,0.12667304277420044,1.0,0.2762795388698578,0.1619214415550232,0.21849922835826874,0.20490624010562897,0.18727123737335205,0.14867261052131653
deliveries,0.17712728679180145,0.1934528350830078,0.2972477972507477,0.20939300954341888,0.2762795388698578,0.9999999403953552,0.2617136240005493,0.28567758202552795,0.25085878372192383,0.231188103556633,0.16189239919185638
to,0.4100138247013092,0.4452643394470215,0.25495490431785583,0.30297139286994934,0.1619214415550232,0.2617136240005493,1.0,0.535392165184021,0.2715383470058441,0.2828785181045532,0.29463258385658264
the,0.30742117762565613,0.34736719727516174,0.3102748692035675,0.20056472718715668,0.21849922835826874,0.28567758202552795,0.535392165184021,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
us,0.2816409468650818,0.23250600695610046,0.26490822434425354,0.20089326798915863,0.20205363631248474,0.18694673478603363,0.2928973436355591,0.25727739930152893,0.4374046325683594,0.4605454206466675,0.2742428481578827
as,0.3103298544883728,0.3596470057964325,0.24072979390621185,0.21416059136390686,0.18042321503162384,0.24037159979343414,0.42092081904411316,0.48381632566452026,0.27979812026023865,0.26192235946655273,0.27043893933296204
a,0.2667238116264343,0.2552328109741211,0.22445102035999298,0.2515272796154022,0.18393073976039886,0.20070742070674896,0.45503583550453186,0.5829201340675354,0.2732578217983246,0.24708621203899384,0.23916715383529663
``,0.05334433168172836,-0.029888948425650597,0.13478456437587738,0.1250908523797989,0.022594861686229706,-0.026290614157915115,0.06720756739377975,0.029072100296616554,0.0029474215116351843,0.029627995565533638,0.0685480609536171
principal,0.14017851650714874,0.1948373019695282,0.23237739503383636,0.01442750170826912,0.15532009303569794,0.08387061208486557,0.21641375124454498,0.23882900178432465,0.16477885842323303,0.15757550299167633,0.10016445070505142
hostile,0.22424475848674774,0.17339487373828888,0.11620854586362839,0.1751834899187088,-0.012173867784440517,0.15347273647785187,0.2607683837413788,0.26774856448173523,0.17223700881004333,0.1933685541152954,0.13611407577991486
country,0.12197279185056686,0.24348343908786774,0.31026920676231384,0.16362379491329193,0.17200785875320435,0.16356970369815826,0.31281599402427673,0.30432501435279846,0.3808354437351227,0.4065426290035248,0.12647280097007751
'',-0.038651224225759506,0.01978493109345436,-0.031567495316267014,0.013385987840592861,0.12877920269966125,-0.10131451487541199,-0.009905828163027763,0.041273195296525955,-0.05345742404460907,-0.06360612064599991,0.018684765323996544
.,0.32909876108169556,0.35288307070732117,0.27708402276039124,0.24829226732254028,0.22117017209529877,0.27632418274879456,0.4645031690597534,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.4130953550338745
