,who,do,most,jurisdictions,say,can,give,scheduled,drugs,to,the,public,?
scheduled,0.1412137746810913,0.1468510925769806,0.13510462641716003,0.20481885969638824,0.19263355433940887,0.13033322989940643,0.10377585142850876,1.0000001192092896,0.16227440536022186,0.25710105895996094,0.23960356414318085,0.27884820103645325,0.15473315119743347
pharmaceuticals,0.218036487698555,0.21455030143260956,0.21301476657390594,0.23924532532691956,0.15876349806785583,0.24138149619102478,0.157782644033432,0.10662857443094254,0.4796336591243744,0.18899211287498474,0.1849970519542694,0.1691955327987671,0.14314424991607666
to,0.42656609416007996,0.38876664638519287,0.321603000164032,0.2819231450557709,0.38071900606155396,0.4979398250579834,0.4396136403083801,0.25710105895996094,0.2537701725959778,1.0,0.535392165184021,0.2672370672225952,0.29463258385658264
the,0.3733934462070465,0.30239659547805786,0.47635307908058167,0.2714405059814453,0.3200206458568573,0.312528520822525,0.29086416959762573,0.23960356414318085,0.19485467672348022,0.535392165184021,1.0,0.22857438027858734,0.22068053483963013
public,0.18950407207012177,0.14626605808734894,0.18297888338565826,0.2932538390159607,0.21828898787498474,0.18920445442199707,0.20049674808979034,0.27884820103645325,0.2203410267829895,0.2672370672225952,0.22857438027858734,1.0000001192092896,0.19872993230819702
",",0.3365725874900818,0.3283645510673523,0.3636029064655304,0.22841385006904602,0.35129812359809875,0.3139454126358032,0.2844066619873047,0.2531873285770416,0.1834760159254074,0.44245919585227966,0.4933079481124878,0.2588968276977539,0.31091248989105225
and,0.41279885172843933,0.276123583316803,0.4309377074241638,0.24461956322193146,0.3314565122127533,0.3675691485404968,0.3040338158607483,0.2042222023010254,0.26581162214279175,0.48971283435821533,0.5171257257461548,0.3227643668651581,0.20544172823429108
that,0.45444270968437195,0.44533252716064453,0.4497850239276886,0.28165361285209656,0.5852095484733582,0.4522190988063812,0.41792264580726624,0.2917189300060272,0.2915695607662201,0.5436353087425232,0.5473989248275757,0.2622828185558319,0.32716336846351624
pharmacists,0.38864052295684814,0.328380823135376,0.2470005452632904,0.22456330060958862,0.31284967064857483,0.31512337923049927,0.2133404165506363,0.14472927153110504,0.4488057494163513,0.24341562390327454,0.24311043322086334,0.23048073053359985,0.1797308325767517
can,0.2602734863758087,0.45775556564331055,0.3452373743057251,0.2675124406814575,0.36452728509902954,1.0,0.3823885917663574,0.13033322989940643,0.2963178753852844,0.4979398250579834,0.312528520822525,0.18920445442199707,0.3226337134838104
not,0.369414746761322,0.6619802713394165,0.419027179479599,0.34502431750297546,0.5230055451393127,0.49270012974739075,0.4267578423023224,0.22953489422798157,0.30160534381866455,0.5149973034858704,0.4310511648654938,0.20537999272346497,0.41942933201789856
form,0.137381911277771,0.23068922758102417,0.2929508090019226,0.1858430653810501,0.23274382948875427,0.3206974267959595,0.2498747855424881,0.1045382171869278,0.18358920514583588,0.2772196829319,0.29286009073257446,0.11697383970022202,0.1463010311126709
business,0.25227707624435425,0.24167226254940033,0.21127663552761078,0.26595866680145264,0.19322624802589417,0.19319318234920502,0.1650545597076416,0.1551642268896103,0.24727843701839447,0.28079214692115784,0.2389037162065506,0.37519752979278564,0.1545659303665161
partnerships,0.20503775775432587,0.16482900083065033,0.24100522696971893,0.32930269837379456,0.08575905859470367,0.1830691248178482,0.13818976283073425,0.19879689812660217,0.23295283317565918,0.18647566437721252,0.19164608418941498,0.34989798069000244,0.13447776436805725
with,0.3282766342163086,0.23744353652000427,0.336320698261261,0.18182975053787231,0.2529304027557373,0.3572797477245331,0.32338687777519226,0.12026636302471161,0.19421935081481934,0.4239959120750427,0.4223487675189972,0.17061910033226013,0.2433311939239502
physicians,0.35749727487564087,0.2205246388912201,0.2406316101551056,0.2807731330394745,0.17928524315357208,0.19532375037670135,0.23498019576072693,0.07153606414794922,0.339998722076416,0.2605861723423004,0.20843391120433807,0.2207738310098648,0.12075905501842499
or,0.31144875288009644,0.39439281821250916,0.30746427178382874,0.31824779510498047,0.38240423798561096,0.5614996552467346,0.34672385454177856,0.13640624284744263,0.27312225103378296,0.38921234011650085,0.4174870550632477,0.23869332671165466,0.32389625906944275
give,0.28740519285202026,0.4184249937534332,0.26406097412109375,0.22559219598770142,0.47688746452331543,0.3823885917663574,1.0000001192092896,0.10377585142850876,0.24513749778270721,0.4396136403083801,0.29086416959762573,0.20049674808979034,0.2985610067844391
them,0.5243523120880127,0.4653012752532959,0.41988104581832886,0.2995951771736145,0.4016338586807251,0.4612884819507599,0.42730119824409485,0.14968813955783844,0.31272777915000916,0.5916602611541748,0.4788833558559418,0.21352608501911163,0.35435691475868225
``,0.02397952415049076,0.06628920882940292,0.08567854017019272,0.1104968935251236,0.062410302460193634,0.12428006529808044,0.06498900055885315,0.015918536111712456,0.01645839586853981,0.06720756739377975,0.029072100296616554,-0.011037950403988361,0.0685480609536171
kickback,0.20397114753723145,0.20589406788349152,0.2197476625442505,0.20800861716270447,0.16560479998588562,0.20130406320095062,0.19504618644714355,0.18246519565582275,0.23996520042419434,0.2631819248199463,0.23746773600578308,0.1549633890390396,0.2833353281021118
'',0.024401003494858742,-0.00043653504690155387,0.01990530639886856,0.06918320059776306,0.09060607105493546,0.008988718502223492,0.0572582483291626,-0.11110016703605652,0.06902510672807693,-0.009905828163027763,0.041273195296525955,0.07067567110061646,0.018684765323996544
payments,0.3014761209487915,0.19840297102928162,0.2167559266090393,0.3734293282032013,0.1867145299911499,0.22355662286281586,0.25080421566963196,0.23559986054897308,0.3025403916835785,0.23819133639335632,0.24524469673633575,0.357390433549881,0.1551275998353958
.,0.3541337847709656,0.3613996207714081,0.35404038429260254,0.2451501190662384,0.33481550216674805,0.35783761739730835,0.34017711877822876,0.19395571947097778,0.23083394765853882,0.4645031690597534,0.5934505462646484,0.21888655424118042,0.4130953550338745
