,what,other,series,mentioned,returned,with,a,plot,continuation,?
[,0.010752761736512184,0.16010931134223938,0.19555062055587769,0.0036377361975610256,0.06780479848384857,0.07157395780086517,0.03893941268324852,0.09135223180055618,0.03735903277993202,0.011015460826456547
citation,0.26448965072631836,0.21905770897865295,0.14892736077308655,0.28901419043540955,0.16017591953277588,0.22510166466236115,0.24621744453907013,0.2136068046092987,0.3026723563671112,0.3382055461406708
needed,0.3631289601325989,0.367343544960022,0.15857471525669098,0.22107069194316864,0.2609052360057831,0.33687737584114075,0.2915569543838501,0.22116632759571075,0.22187228500843048,0.2863257825374603
],-0.03775298595428467,-0.054534874856472015,0.053967639803886414,-0.013259302824735641,-0.024105818942189217,-0.05078836530447006,-0.049516137689352036,-0.040415208786726,-0.022340083494782448,-0.0022520492784678936
),0.26259949803352356,0.26200005412101746,0.20434704422950745,0.19841192662715912,0.14627952873706818,0.3069596290588379,0.3640355169773102,0.14283126592636108,0.21714267134666443,0.42300865054130554
or,0.33867141604423523,0.5325124859809875,0.12278314679861069,0.20224392414093018,0.10642895847558975,0.38158315420150757,0.48853766918182373,0.1447320133447647,0.21343879401683807,0.32389625906944275
set,0.28954121470451355,0.22195905447006226,0.28456470370292664,0.1971592903137207,0.24220813810825348,0.19515010714530945,0.2540091574192047,0.18915434181690216,0.2550114691257477,0.1698019951581955
in,0.30808621644973755,0.39989137649536133,0.2914260923862457,0.31094276905059814,0.341925710439682,0.4080928862094879,0.539380669593811,0.18982252478599548,0.33535462617874146,0.20430970191955566
the,0.42745697498321533,0.44152235984802246,0.31376904249191284,0.3624042272567749,0.32857778668403625,0.4223487675189972,0.5829201340675354,0.22070206701755524,0.41826045513153076,0.22068053483963013
same,0.3764382302761078,0.44757193326950073,0.1877945363521576,0.2804383933544159,0.2160952091217041,0.33861321210861206,0.4048157036304474,0.1552136242389679,0.24179339408874512,0.22649677097797394
universe,0.2486504465341568,0.21341942250728607,0.312102347612381,0.13900524377822876,0.150859534740448,0.16755671799182892,0.16387277841567993,0.25214752554893494,0.19019776582717896,0.22314924001693726
as,0.31749409437179565,0.42805421352386475,0.2641415596008301,0.3467070758342743,0.2330649346113205,0.40387406945228577,0.39550232887268066,0.16937339305877686,0.28988713026046753,0.27043893933296204
the,0.42745697498321533,0.44152235984802246,0.31376904249191284,0.3624042272567749,0.32857778668403625,0.4223487675189972,0.5829201340675354,0.22070206701755524,0.41826045513153076,0.22068053483963013
original,0.24651947617530823,0.2503800690174103,0.25316357612609863,0.2707289755344391,0.22090594470500946,0.24073785543441772,0.25438275933265686,0.1459076851606369,0.2658684551715851,0.17256900668144226
but,0.5029441118240356,0.5185769200325012,0.22529686987400055,0.38748642802238464,0.30373454093933105,0.4495173394680023,0.44750767946243286,0.26358506083488464,0.31144601106643677,0.27921953797340393
in,0.30808621644973755,0.39989137649536133,0.2914260923862457,0.31094276905059814,0.341925710439682,0.4080928862094879,0.539380669593811,0.18982252478599548,0.33535462617874146,0.20430970191955566
a,0.3320399522781372,0.2806335389614105,0.23966510593891144,0.2350543588399887,0.22562164068222046,0.3783375024795532,1.0,0.22975772619247437,0.31851640343666077,0.23916715383529663
different,0.39262300729751587,0.5510044097900391,0.22847282886505127,0.19997581839561462,0.11516911536455154,0.3571763038635254,0.29175353050231934,0.144217848777771,0.19323989748954773,0.24476227164268494
time,0.36319252848625183,0.32153698801994324,0.2359362095594406,0.23990724980831146,0.31328001618385315,0.31862112879753113,0.3292340338230133,0.13947437703609467,0.344177782535553,0.27391523122787476
period,0.24507179856300354,0.21095453202724457,0.19910156726837158,0.15640763938426971,0.18676497042179108,0.20673511922359467,0.25205814838409424,0.12386458367109299,0.31779152154922485,0.18706195056438446
and,0.31309178471565247,0.5504306554794312,0.26972857117652893,0.25729507207870483,0.2844434380531311,0.5477725267410278,0.3739250600337982,0.21544823050498962,0.25166255235671997,0.20544172823429108
with,0.2464839518070221,0.44086363911628723,0.17767351865768433,0.217593714594841,0.23341523110866547,0.9999999403953552,0.3783375024795532,0.18997003138065338,0.21199291944503784,0.2433311939239502
different,0.39262300729751587,0.5510044097900391,0.22847282886505127,0.19997581839561462,0.11516911536455154,0.3571763038635254,0.29175353050231934,0.144217848777771,0.19323989748954773,0.24476227164268494
characters,0.20830649137496948,0.28538939356803894,0.43935295939445496,0.2625775635242462,0.16901101171970367,0.20476822555065155,0.22774147987365723,0.3836378753185272,0.2072426825761795,0.21720224618911743
(,0.2411840260028839,0.25035592913627625,0.21145714819431305,0.1880137175321579,0.13364744186401367,0.29503780603408813,0.3206180930137634,0.13799114525318146,0.19381502270698547,0.40561532974243164
for,0.3017193675041199,0.3273986279964447,0.2715710699558258,0.25718954205513,0.2675482928752899,0.39140474796295166,0.44038116931915283,0.17641091346740723,0.2838452160358429,0.264628142118454
example,0.3456268310546875,0.42318204045295715,0.2143770009279251,0.2471390962600708,0.11784317344427109,0.3082926869392395,0.40234753489494324,0.13142132759094238,0.2522489130496979,0.30374911427497864
",",0.3087472915649414,0.4446498453617096,0.24060699343681335,0.3424985706806183,0.24382898211479187,0.4120737314224243,0.427140474319458,0.20161598920822144,0.2539788484573364,0.31091248989105225
star,0.14606088399887085,0.1577824503183365,0.2072688341140747,0.11690909415483475,0.06711111962795258,0.18842561542987823,0.23992229998111725,0.16568848490715027,0.20326213538646698,0.10727278888225555
trek,0.16750630736351013,0.16550935804843903,0.37080439925193787,0.18752793967723846,0.1515926569700241,0.08594116568565369,0.15733927488327026,0.18531732261180878,0.22369928658008575,0.10332777351140976
:,-0.12022944539785385,-0.0941355749964714,-0.02288590557873249,-0.07942947745323181,0.050893623381853104,0.039687950164079666,-0.0007584693375974894,-0.11719043552875519,-0.022482283413410187,-0.07156077772378922
the,0.42745697498321533,0.44152235984802246,0.31376904249191284,0.3624042272567749,0.32857778668403625,0.4223487675189972,0.5829201340675354,0.22070206701755524,0.41826045513153076,0.22068053483963013
next,0.25980645418167114,0.1907666027545929,0.1560383290052414,0.12370261549949646,0.2707769274711609,0.24421751499176025,0.3054417371749878,0.14572294056415558,0.19283601641654968,0.167460098862648
generation,0.1869358867406845,0.20692811906337738,0.30867916345596313,0.0954144075512886,0.1564357727766037,0.17593884468078613,0.19374467432498932,0.09373293071985245,0.21686984598636627,0.18250396847724915
and,0.31309178471565247,0.5504306554794312,0.26972857117652893,0.25729507207870483,0.2844434380531311,0.5477725267410278,0.3739250600337982,0.21544823050498962,0.25166255235671997,0.20544172823429108
spin-offs,0.18887479603290558,0.2874283492565155,0.39060014486312866,0.1727563589811325,0.19669876992702484,0.28485408425331116,0.2683139145374298,0.2185649275779724,0.20532973110675812,0.1458415389060974
[,0.010752761736512184,0.16010931134223938,0.19555062055587769,0.0036377361975610256,0.06780479848384857,0.07157395780086517,0.03893941268324852,0.09135223180055618,0.03735903277993202,0.011015460826456547
citation,0.26448965072631836,0.21905770897865295,0.14892736077308655,0.28901419043540955,0.16017591953277588,0.22510166466236115,0.24621744453907013,0.2136068046092987,0.3026723563671112,0.3382055461406708
needed,0.3631289601325989,0.367343544960022,0.15857471525669098,0.22107069194316864,0.2609052360057831,0.33687737584114075,0.2915569543838501,0.22116632759571075,0.22187228500843048,0.2863257825374603
],-0.03775298595428467,-0.054534874856472015,0.053967639803886414,-0.013259302824735641,-0.024105818942189217,-0.05078836530447006,-0.049516137689352036,-0.040415208786726,-0.022340083494782448,-0.0022520492784678936
),0.26259949803352356,0.26200005412101746,0.20434704422950745,0.19841192662715912,0.14627952873706818,0.3069596290588379,0.3640355169773102,0.14283126592636108,0.21714267134666443,0.42300865054130554
.,0.3567904531955719,0.41511186957359314,0.3121925890445709,0.2792564034461975,0.22617055475711823,0.4446153938770294,0.50484299659729,0.18554088473320007,0.26805564761161804,0.4130953550338745
