,who,was,designated,as,the,home,team,in,the,super,bowl,?
the,0.3733934462070465,0.48711544275283813,0.23178240656852722,0.48381632566452026,1.0,0.28978195786476135,0.22564226388931274,0.6662389636039734,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
broncos,0.1763724684715271,0.23574475944042206,0.14653196930885315,0.23052668571472168,0.25985947251319885,0.22121435403823853,0.32797038555145264,0.20316283404827118,0.25985947251319885,0.36141330003738403,0.4351775348186493,0.18377114832401276
elected,0.3117038309574127,0.2710091769695282,0.2391091287136078,0.22274595499038696,0.23167964816093445,0.16623319685459137,0.16780291497707367,0.21190309524536133,0.23167964816093445,0.07077067345380783,0.18424858152866364,0.1966295689344406
to,0.42656609416007996,0.3636345863342285,0.194892019033432,0.42092081904411316,0.535392165184021,0.31056779623031616,0.23889471590518951,0.45010748505592346,0.535392165184021,0.17783479392528534,0.16993016004562378,0.29463258385658264
wear,0.2958013117313385,0.16459625959396362,0.20904937386512756,0.21440273523330688,0.27011215686798096,0.15464168787002563,0.17859122157096863,0.20694924890995026,0.27011215686798096,0.10551737993955612,0.0700678676366806,0.1366986185312271
their,0.3767721951007843,0.2396296262741089,0.09454383701086044,0.29218852519989014,0.516537070274353,0.2586057186126709,0.20038257539272308,0.34976133704185486,0.516537070274353,0.14342328906059265,0.1663845032453537,0.1898253709077835
road,0.07552386820316315,0.21728332340717316,0.14740833640098572,0.14971306920051575,0.27181798219680786,0.2210714966058731,0.21200257539749146,0.23586870729923248,0.27181798219680786,0.10741297155618668,0.18759363889694214,0.10894691944122314
white,0.19768168032169342,0.17150278389453888,0.16298826038837433,0.22857752442359924,0.25492873787879944,0.22721832990646362,0.1012396290898323,0.1821274310350418,0.25492873787879944,0.11256568133831024,0.17490817606449127,0.124679796397686
jerseys,0.24173076450824738,0.18702057003974915,0.26414793729782104,0.23326656222343445,0.279405415058136,0.222715362906456,0.3443291187286377,0.2633516192436218,0.279405415058136,0.23186436295509338,0.19441187381744385,0.0964861810207367
with,0.3282766342163086,0.27411898970603943,0.09710786491632462,0.40387406945228577,0.4223487675189972,0.1929387003183365,0.21111343801021576,0.4080928862094879,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.2433311939239502
matching,0.12894049286842346,0.09847573190927505,0.1785348504781723,0.2153976410627365,0.25132954120635986,0.1205008253455162,0.1995486170053482,0.2258259803056717,0.25132954120635986,0.08712805807590485,0.16784971952438354,0.2242019772529602
white,0.19768168032169342,0.17150278389453888,0.16298826038837433,0.22857752442359924,0.25492873787879944,0.22721832990646362,0.1012396290898323,0.1821274310350418,0.25492873787879944,0.11256568133831024,0.17490817606449127,0.124679796397686
pants,0.27935856580734253,0.15645967423915863,0.12881076335906982,0.1957700401544571,0.15805065631866455,0.22402194142341614,0.17318162322044373,0.15389671921730042,0.15805065631866455,0.2106703817844391,0.2013835906982422,0.17935864627361298
.,0.3541337847709656,0.40146201848983765,0.25461071729660034,0.515582263469696,0.5934505462646484,0.3067048490047455,0.26467522978782654,0.5591574311256409,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
