,why,was,cbs,unable,to,broadcast,the,coronation,of,queen,elizabeth,ii,?
the,0.30742117762565613,0.48711544275283813,0.2283918708562851,0.29094135761260986,0.535392165184021,0.2713715434074402,1.0,0.27051475644111633,0.733189046382904,0.24681736528873444,0.19892844557762146,0.2631464898586273,0.22068053483963013
coronation,0.17789781093597412,0.29637712240219116,0.24385911226272583,0.16429342329502106,0.22194549441337585,0.32338571548461914,0.27051475644111633,1.0,0.2707429528236389,0.4806053936481476,0.364056795835495,0.3725430965423584,0.14919395744800568
live,0.1678667664527893,0.18769018352031708,0.1781131774187088,0.10600419342517853,0.298321396112442,0.2711573839187622,0.2995128035545349,0.06406978517770767,0.27734068036079407,0.18030327558517456,0.15922218561172485,0.1306789517402649,0.19481121003627777
due,0.24495384097099304,0.29011407494544983,0.10185634344816208,0.30156439542770386,0.35188060998916626,0.14409776031970978,0.22577603161334991,0.12178719788789749,0.2533245384693146,0.14168067276477814,0.12528479099273682,0.16052007675170898,0.10954997688531876
to,0.4100138247013092,0.3636345863342285,0.16981691122055054,0.47413626313209534,1.0,0.2326623648405075,0.535392165184021,0.22194549441337585,0.41548454761505127,0.23068656027317047,0.2338171899318695,0.20368696749210358,0.29463258385658264
respective,0.2827966511249542,0.2001398652791977,0.1556190699338913,0.256083607673645,0.37763336300849915,0.18275251984596252,0.3637433648109436,0.07718748599290848,0.32108351588249207,0.1578582525253296,0.10413922369480133,0.12134812772274017,0.2512778639793396
issues,0.26777684688568115,0.2080516368150711,0.16273576021194458,0.273208886384964,0.27458062767982483,0.19305579364299774,0.2638932764530182,0.14729128777980804,0.2288406491279602,0.1312238723039627,0.16355165839195251,0.14709307253360748,0.320565789937973
with,0.24107445776462555,0.27411898970603943,0.20131054520606995,0.2665347456932068,0.4239959120750427,0.1932039111852646,0.4223487675189972,0.14502675831317902,0.41827285289764404,0.17705358564853668,0.17362606525421143,0.22142726182937622,0.2433311939239502
technical,0.20567768812179565,0.15379370748996735,0.09187888354063034,0.16144810616970062,0.2965262532234192,0.148421972990036,0.21600495278835297,0.08278364688158035,0.2775585949420929,0.13885140419006348,0.1386326402425766,0.14543350040912628,0.1962660700082779
problems,0.34515291452407837,0.1851695030927658,0.12366671860218048,0.3385668098926544,0.28989166021347046,0.12031345069408417,0.2659202516078949,0.09622297435998917,0.2450421154499054,0.06879808753728867,0.15007297694683075,0.11513402312994003,0.2638136148452759
and,0.27806392312049866,0.3740963041782379,0.2054297775030136,0.2742411196231842,0.48971283435821533,0.22526025772094727,0.5171257257461548,0.18446549773216248,0.5116966962814331,0.24302659928798676,0.23224513232707977,0.27599602937698364,0.20544172823429108
flight,0.19305101037025452,0.19139665365219116,0.10748542845249176,0.13374446332454681,0.24953556060791016,0.1697155237197876,0.2498224973678589,0.16619820892810822,0.2070007622241974,0.16224253177642822,0.06930829584598541,0.14408613741397858,0.20568472146987915
delays,0.20720306038856506,0.2411014884710312,0.17636995017528534,0.29406142234802246,0.28509461879730225,0.23422549664974213,0.24322611093521118,0.2290627658367157,0.21504592895507812,0.1683843731880188,0.1675127148628235,0.19283607602119446,0.13799113035202026
.,0.32909876108169556,0.40146201848983765,0.2350580096244812,0.25733235478401184,0.4645031690597534,0.2280997633934021,0.5934505462646484,0.1990862488746643,0.5352458953857422,0.21888704597949982,0.2499874234199524,0.27393630146980286,0.4130953550338745
