,most,of,the,chinese,works,of,art,in,the,far,eastern,collections,date,from,which,two,dynasties,?
the,0.47635307908058167,0.733189046382904,1.0,0.2785343527793884,0.26337864995002747,0.733189046382904,0.20297785103321075,0.6662389636039734,1.0,0.38564538955688477,0.3928247392177582,0.27174001932144165,0.25333094596862793,0.40150508284568787,0.6521818041801453,0.43858039379119873,0.30397531390190125,0.22068053483963013
ming,0.17148035764694214,0.24246343970298767,0.26838383078575134,0.5185652375221252,0.1287945806980133,0.24246343970298767,0.15882514417171478,0.1995493769645691,0.26838383078575134,0.12357961386442184,0.2232668250799179,0.16502836346626282,0.1699335128068924,0.12136124819517136,0.18657536804676056,0.12838299572467804,0.4535430073738098,0.12298163771629333
and,0.4309377074241638,0.5116966962814331,0.5171257257461548,0.25892454385757446,0.33871909976005554,0.5116966962814331,0.2631918787956238,0.4954058527946472,0.5171257257461548,0.3353408873081207,0.22891712188720703,0.2914140522480011,0.21585220098495483,0.3601827025413513,0.506277859210968,0.4671151638031006,0.23739749193191528,0.20544172823429108
qing,0.15649573504924774,0.2643122673034668,0.297588050365448,0.6390785574913025,0.08251668512821198,0.2643122673034668,0.1285804957151413,0.19855567812919617,0.297588050365448,0.15008658170700073,0.25337284803390503,0.1596941500902176,0.23492135107517242,0.14123478531837463,0.22677889466285706,0.15173333883285522,0.556424081325531,0.15095463395118713
dynasties,0.24863961338996887,0.3041822910308838,0.30397531390190125,0.3613274395465851,0.1542862355709076,0.3041822910308838,0.14692625403404236,0.18620218336582184,0.30397531390190125,0.18705132603645325,0.2606310248374939,0.28623321652412415,0.2140509933233261,0.18746085464954376,0.20121733844280243,0.20513302087783813,0.9999999403953552,0.14213824272155762
",",0.3636029064655304,0.4946078956127167,0.4933079481124878,0.2697280943393707,0.29211118817329407,0.4946078956127167,0.2700960636138916,0.5201468467712402,0.4933079481124878,0.346853643655777,0.3081906735897064,0.2696824073791504,0.2279704213142395,0.39760664105415344,0.3658004403114319,0.35859420895576477,0.20739701390266418,0.31091248989105225
there,0.34392625093460083,0.44397735595703125,0.47025805711746216,0.1856411248445511,0.19263485074043274,0.44397735595703125,0.12763695418834686,0.5361666083335876,0.47025805711746216,0.3121122121810913,0.24553678929805756,0.26446351408958435,0.1866472065448761,0.2965545952320099,0.45256471633911133,0.40416133403778076,0.2071172595024109,0.29405656456947327
are,0.48698675632476807,0.39081433415412903,0.40399202704429626,0.18482933938503265,0.2733730971813202,0.39081433415412903,0.15355311334133148,0.3841303884983063,0.40399202704429626,0.30228713154792786,0.21353314816951752,0.3220110833644867,0.1222395971417427,0.2674213647842407,0.42922598123550415,0.46276170015335083,0.1738959401845932,0.24591213464736938
exquisite,0.27009591460227966,0.2951136529445648,0.2911819815635681,0.16663266718387604,0.25306692719459534,0.2951136529445648,0.31125810742378235,0.23914389312267303,0.2911819815635681,0.19667208194732666,0.12422190606594086,0.28893589973449707,0.14573533833026886,0.1431570202112198,0.3344583213329315,0.12148980796337128,0.1658315807580948,0.17451395094394684
examples,0.412721186876297,0.3054686188697815,0.30092597007751465,0.16013096272945404,0.316281795501709,0.3054686188697815,0.21563655138015747,0.25567561388015747,0.30092597007751465,0.18884678184986115,0.13439473509788513,0.3391917049884796,0.1505945324897766,0.24532081186771393,0.38271647691726685,0.2514500617980957,0.23853638768196106,0.19976599514484406
of,0.4178851246833801,1.0,0.733189046382904,0.24275560677051544,0.1964656114578247,1.0,0.22648051381111145,0.5696388483047485,0.733189046382904,0.3005201518535614,0.33281487226486206,0.3185039758682251,0.19568462669849396,0.4249346852302551,0.5011631846427917,0.37726253271102905,0.3041822910308838,0.1826142966747284
objects,0.2199428677558899,0.23814009130001068,0.24716724455356598,0.18374477326869965,0.31211066246032715,0.23814009130001068,0.27836379408836365,0.23406893014907837,0.24716724455356598,0.2740756869316101,0.09968780726194382,0.39037197828292847,0.11577914655208588,0.22604778409004211,0.30641767382621765,0.21082864701747894,0.2728423774242401,0.15479016304016113
dating,0.16998471319675446,0.2134421318769455,0.23401090502738953,0.1755603551864624,0.1644321084022522,0.2134421318769455,0.1641562432050705,0.2300887107849121,0.23401090502738953,0.19624142348766327,0.12489454448223114,0.19628089666366577,0.4261505901813507,0.17283210158348083,0.2229909896850586,0.22349269688129425,0.3373703956604004,0.1135709211230278
from,0.28580769896507263,0.4249346852302551,0.40150508284568787,0.2034907042980194,0.16260115802288055,0.4249346852302551,0.2182932198047638,0.4274188280105591,0.40150508284568787,0.3038284182548523,0.2597717344760895,0.27473148703575134,0.20628158748149872,1.0,0.38755592703819275,0.25732070207595825,0.18746085464954376,0.19969791173934937
the,0.47635307908058167,0.733189046382904,1.0,0.2785343527793884,0.26337864995002747,0.733189046382904,0.20297785103321075,0.6662389636039734,1.0,0.38564538955688477,0.3928247392177582,0.27174001932144165,0.25333094596862793,0.40150508284568787,0.6521818041801453,0.43858039379119873,0.30397531390190125,0.22068053483963013
tang,0.15387316048145294,0.23320819437503815,0.23153425753116608,0.5190153121948242,0.1182824894785881,0.23320819437503815,0.17761199176311493,0.177681103348732,0.23153425753116608,0.09694425016641617,0.1695525348186493,0.22840620577335358,0.19166594743728638,0.1472712755203247,0.18918846547603607,0.17269845306873322,0.4787638187408447,0.09867355972528458
dynasty,0.20364318788051605,0.285645067691803,0.26267939805984497,0.39861640334129333,0.0991821438074112,0.285645067691803,0.10102303326129913,0.15246383845806122,0.26267939805984497,0.13901594281196594,0.1975252479314804,0.15072420239448547,0.18896564841270447,0.17493854463100433,0.1794537752866745,0.1380538046360016,0.8220100402832031,0.15884074568748474
and,0.4309377074241638,0.5116966962814331,0.5171257257461548,0.25892454385757446,0.33871909976005554,0.5116966962814331,0.2631918787956238,0.4954058527946472,0.5171257257461548,0.3353408873081207,0.22891712188720703,0.2914140522480011,0.21585220098495483,0.3601827025413513,0.506277859210968,0.4671151638031006,0.23739749193191528,0.20544172823429108
earlier,0.22034163773059845,0.27635854482650757,0.26843780279159546,0.15905886888504028,0.15789680182933807,0.27635854482650757,0.16688887774944305,0.24141792953014374,0.26843780279159546,0.17704303562641144,0.1504788100719452,0.1382862627506256,0.20326633751392365,0.19317591190338135,0.29554668068885803,0.2682015001773834,0.19630278646945953,0.13306351006031036
periods,0.31942692399024963,0.256827712059021,0.27702534198760986,0.2077113538980484,0.17441639304161072,0.256827712059021,0.14573103189468384,0.19927051663398743,0.27702534198760986,0.19033290445804596,0.14880064129829407,0.2182522416114807,0.199861079454422,0.2133294641971588,0.3050041198730469,0.2534312903881073,0.39818671345710754,0.167264923453331
.,0.35404038429260254,0.5352458953857422,0.5934505462646484,0.25441038608551025,0.28871041536331177,0.5352458953857422,0.21795564889907837,0.5591574311256409,0.5934505462646484,0.3168189823627472,0.2820250988006592,0.30024775862693787,0.2508279085159302,0.41536515951156616,0.45942068099975586,0.3524959683418274,0.17955225706100464,0.4130953550338745
