,what,was,renumbered,in,newcastle,upon,completion,of,the,western,bypass,?
the,0.42745697498321533,0.48711544275283813,0.2934836149215698,0.6662389636039734,0.2253497689962387,0.28184252977371216,0.3176874816417694,0.733189046382904,1.0,0.37920868396759033,0.22766618430614471,0.22068053483963013
a1,0.018953397870063782,0.06307734549045563,0.05211968347430229,0.08373530209064484,-0.06691265851259232,-0.05555189773440361,0.08773824572563171,0.013573167845606804,0.02656584046781063,0.042036961764097214,0.09058071672916412,-0.015579691156744957
's,0.02692362666130066,0.008974763564765453,0.02967757359147072,-0.037580832839012146,-0.017262522131204605,-0.10459267348051071,0.03134212642908096,-0.03817026689648628,-0.01540423184633255,0.06932425498962402,0.03372427076101303,-0.023395681753754616
former,0.13598288595676422,0.2544213533401489,0.14353018999099731,0.2668642997741699,0.19742733240127563,0.08800971508026123,0.12161446362733841,0.30415382981300354,0.2251449078321457,0.19116130471229553,0.057567182928323746,0.10570605844259262
alignment,0.297611266374588,0.14976824820041656,0.263155072927475,0.286048948764801,0.11490520089864731,0.17430926859378815,0.34459689259529114,0.2504946291446686,0.3516589403152466,0.18922202289104462,0.23043590784072876,0.16259434819221497
through,0.23167094588279724,0.21752823889255524,0.24166826903820038,0.38533157110214233,0.12130791693925858,0.21877209842205048,0.2751595973968506,0.3647414743900299,0.44071322679519653,0.177813321352005,0.33372628688812256,0.16913433372974396
the,0.42745697498321533,0.48711544275283813,0.2934836149215698,0.6662389636039734,0.2253497689962387,0.28184252977371216,0.3176874816417694,0.733189046382904,1.0,0.37920868396759033,0.22766618430614471,0.22068053483963013
tyne,0.14296641945838928,0.2610088884830475,0.1759016364812851,0.20370638370513916,0.6070957183837891,0.3947978913784027,0.21360431611537933,0.2296384871006012,0.23053501546382904,0.15295298397541046,0.1588994711637497,0.07377036660909653
tunnel,0.19400271773338318,0.17833024263381958,0.23331700265407562,0.2736896276473999,0.2047179639339447,0.15630993247032166,0.31133654713630676,0.2398565411567688,0.2972690761089325,0.14945088326931,0.3054293692111969,0.12917466461658478
were,0.22298263013362885,0.590133786201477,0.3317687213420868,0.3815755248069763,0.19883129000663757,0.18159154057502747,0.15119020640850067,0.34038281440734863,0.3906462490558624,0.22601988911628723,0.09688131511211395,0.17890112102031708
renumbered,0.21873100101947784,0.2528753876686096,1.0,0.2215290665626526,0.2081209421157837,0.15310943126678467,0.23529304563999176,0.24206186830997467,0.2934836149215698,0.20322977006435394,0.28549957275390625,0.22488729655742645
",",0.3087472915649414,0.45456063747406006,0.276959627866745,0.5201468467712402,0.251589834690094,0.27234330773353577,0.21737714111804962,0.4946078956127167,0.4933079481124878,0.27542921900749207,0.24120764434337616,0.31091248989105225
with,0.2464839518070221,0.27411898970603943,0.1614302694797516,0.4080928862094879,0.1710812896490097,0.2743939459323883,0.23630468547344208,0.41827285289764404,0.4223487675189972,0.2322099357843399,0.19954299926757812,0.2433311939239502
many,0.36131182312965393,0.260356068611145,0.2419784665107727,0.41474202275276184,0.17336907982826233,0.14756755530834198,0.1584693342447281,0.37253960967063904,0.4335206151008606,0.24915564060211182,0.20350366830825806,0.2124512493610382
city,0.17493832111358643,0.3188765048980713,0.17307159304618835,0.3911624252796173,0.32860881090164185,0.18343614041805267,0.19394664466381073,0.32503411173820496,0.35769423842430115,0.3147813677787781,0.19580738246440887,0.13423943519592285
centre,0.12324132025241852,0.24988211691379547,0.13590073585510254,0.2765078544616699,0.24609284102916718,0.0979367345571518,0.19116444885730743,0.2769378423690796,0.32783594727516174,0.24551893770694733,0.21112506091594696,0.019365152344107628
roads,0.19353218376636505,0.2089695781469345,0.3714273273944855,0.22915449738502502,0.192631334066391,0.08701614290475845,0.11401110142469406,0.25521090626716614,0.25260934233665466,0.20836228132247925,0.27503514289855957,0.17565645277500153
changing,0.34731432795524597,0.1620083749294281,0.22762781381607056,0.2604178786277771,0.1346936970949173,0.1514384001493454,0.1920159012079239,0.2740551233291626,0.3233613073825836,0.10797939449548721,0.22900693118572235,0.2747461497783661
from,0.2737620174884796,0.31171464920043945,0.23937532305717468,0.4274188280105591,0.1747848093509674,0.22521688044071198,0.20540286600589752,0.4249346852302551,0.40150508284568787,0.21337518095970154,0.175135999917984,0.19969791173934937
a,0.3320399522781372,0.4508470594882965,0.22409868240356445,0.539380669593811,0.21405641734600067,0.17546571791172028,0.29346901178359985,0.5052502155303955,0.5829201340675354,0.21111781895160675,0.25728604197502136,0.23916715383529663
6-prefix,0.14063940942287445,0.08271443843841553,0.35498836636543274,0.19173374772071838,0.16197852790355682,0.11947859078645706,0.051405105739831924,0.16304461658000946,0.21443812549114227,0.11006071418523788,0.20410433411598206,0.2621854245662689
to,0.455847829580307,0.3636345863342285,0.20964594185352325,0.45010748505592346,0.23559264838695526,0.2616317570209503,0.3465783894062042,0.41548454761505127,0.535392165184021,0.18838192522525787,0.28686386346817017,0.29463258385658264
their,0.35142919421195984,0.2396296262741089,0.1683405339717865,0.34976133704185486,0.21171362698078156,0.26562634110450745,0.16934235394001007,0.4329940676689148,0.516537070274353,0.18679437041282654,0.1494053304195404,0.1898253709077835
present,0.30940163135528564,0.1278916448354721,0.19493287801742554,0.23905439674854279,0.14103129506111145,0.1920115202665329,0.21584945917129517,0.3116828501224518,0.2829846143722534,0.14530178904533386,0.1471032351255417,0.21759982407093048
1-prefix,0.12829571962356567,0.06097712367773056,0.35559260845184326,0.17962013185024261,0.15375445783138275,0.12842349708080292,0.04994753748178482,0.1605178415775299,0.19383883476257324,0.09376679360866547,0.1961124837398529,0.25357744097709656
numbers,0.24586999416351318,0.13953587412834167,0.4642693102359772,0.23087690770626068,0.18939673900604248,0.1387496441602707,0.1930345743894577,0.228018656373024,0.293011337518692,0.15609866380691528,0.18184849619865417,0.19297972321510315
.,0.3567904531955719,0.40146201848983765,0.3479621112346649,0.5591574311256409,0.2714749276638031,0.18839296698570251,0.22878926992416382,0.5352458953857422,0.5934505462646484,0.2816847264766693,0.21155548095703125,0.4130953550338745
