,what,can,be,achieved,without,building,high,or,getting,rid,of,common,areas,?
were,0.22298263013362885,0.2566237151622772,0.4064064621925354,0.21083861589431763,0.24341188371181488,0.18601834774017334,0.15924203395843506,0.3389680087566376,0.265218049287796,0.15816272795200348,0.34038281440734863,0.14443030953407288,0.29025816917419434,0.17890112102031708
attracted,0.12504146993160248,0.20597106218338013,0.22855158150196075,0.22498054802417755,0.12907154858112335,0.12422941625118256,0.15330713987350464,0.18458274006843567,0.18461081385612488,0.2072329819202423,0.23168495297431946,0.1518118679523468,0.17762649059295654,0.06735223531723022
by,0.2455483376979828,0.29642900824546814,0.43158695101737976,0.20388323068618774,0.3249483108520508,0.20441755652427673,0.2159195840358734,0.30274316668510437,0.2666386067867279,0.25049689412117004,0.3646814823150635,0.10355567932128906,0.2005605250597,0.17966607213020325
the,0.42745697498321533,0.312528520822525,0.4248143136501312,0.2821090817451477,0.3270869255065918,0.3159640431404114,0.28034812211990356,0.4174870550632477,0.2930673360824585,0.24690276384353638,0.733189046382904,0.2705984115600586,0.3311663568019867,0.22068053483963013
possibilities,0.3210560381412506,0.3414638340473175,0.39080312848091125,0.30137813091278076,0.39162111282348633,0.16656626760959625,0.12013120949268341,0.35239312052726746,0.25481492280960083,0.25268667936325073,0.23152567446231842,0.21180574595928192,0.35521188378334045,0.2855835258960724
of,0.33290785551071167,0.2603091299533844,0.33904364705085754,0.2701522707939148,0.3081340193748474,0.26200541853904724,0.2803038954734802,0.3792596757411957,0.24251262843608856,0.20384250581264496,1.0,0.2949881851673126,0.2803763747215271,0.1826142966747284
high,0.20466077327728271,0.24255423247814178,0.1991795301437378,0.24432691931724548,0.15166924893856049,0.22769786417484283,1.0,0.17899541556835175,0.18394911289215088,0.08392329514026642,0.2803038954734802,0.20265968143939972,0.261473685503006,0.11137914657592773
density,0.1728270947933197,0.23128123581409454,0.2019825428724289,0.1499359905719757,0.14134366810321808,0.11868210881948471,0.2594761550426483,0.2260366529226303,0.140048548579216,0.11054342985153198,0.2389363795518875,0.2115684449672699,0.27222028374671936,0.1457761973142624
without,0.3181614279747009,0.40443679690361023,0.4152284264564514,0.264900803565979,1.0,0.18329006433486938,0.15166924893856049,0.5009438991546631,0.33472728729248047,0.3144374489784241,0.3081340193748474,0.23165050148963928,0.20100276172161102,0.2928665280342102
building,0.23529528081417084,0.19682028889656067,0.21893082559108734,0.1505988985300064,0.18329006433486938,0.9999998807907104,0.22769786417484283,0.21519747376441956,0.25000518560409546,0.21952112019062042,0.26200541853904724,0.14735320210456848,0.23672235012054443,0.13549931347370148
high,0.20466077327728271,0.24255423247814178,0.1991795301437378,0.24432691931724548,0.15166924893856049,0.22769786417484283,1.0,0.17899541556835175,0.18394911289215088,0.08392329514026642,0.2803038954734802,0.20265968143939972,0.261473685503006,0.11137914657592773
and,0.31309178471565247,0.3675691485404968,0.41766801476478577,0.21286144852638245,0.35511502623558044,0.2593274712562561,0.2911888659000397,0.4713204801082611,0.32539379596710205,0.2246866226196289,0.5116966962814331,0.229714497923851,0.40107932686805725,0.20544172823429108
getting,0.3483720123767853,0.40252256393432617,0.36571264266967773,0.2741754651069641,0.33472728729248047,0.25000518560409546,0.18394911289215088,0.3360782861709595,1.0000001192092896,0.47815409302711487,0.24251262843608856,0.18638546764850616,0.2529774606227875,0.28468504548072815
rid,0.2519458532333374,0.276366263628006,0.3313320279121399,0.1080925315618515,0.3144374489784241,0.21952112019062042,0.08392329514026642,0.203979030251503,0.47815409302711487,1.0,0.20384250581264496,0.23006591200828552,0.1511172503232956,0.19490019977092743
of,0.33290785551071167,0.2603091299533844,0.33904364705085754,0.2701522707939148,0.3081340193748474,0.26200541853904724,0.2803038954734802,0.3792596757411957,0.24251262843608856,0.20384250581264496,1.0,0.2949881851673126,0.2803763747215271,0.1826142966747284
common,0.19989867508411407,0.37593990564346313,0.2283303439617157,0.2015180140733719,0.23165050148963928,0.14735320210456848,0.20265968143939972,0.39668911695480347,0.18638546764850616,0.23006591200828552,0.2949881851673126,0.9999998807907104,0.24111831188201904,0.20434872806072235
areas,0.23739881813526154,0.3059823513031006,0.3040323853492737,0.18973231315612793,0.20100276172161102,0.23672235012054443,0.261473685503006,0.3565015196800232,0.2529774606227875,0.1511172503232956,0.2803763747215271,0.24111831188201904,0.9999999403953552,0.1273590475320816
.,0.3567904531955719,0.35783761739730835,0.4383580684661865,0.2196163535118103,0.29967203736305237,0.275610089302063,0.24301011860370636,0.36683785915374756,0.33020880818367004,0.26458048820495605,0.5352458953857422,0.21817955374717712,0.23760369420051575,0.4130953550338745
