,what,is,the,nickname,for,the,abc,facility,built,at,columbus,avenue,and,west,66th,street,?
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.17565250396728516,0.3248702883720398,0.4408751428127289,0.17600902915000916,0.1407870501279831,0.22056880593299866,0.2368064820766449,0.19125565886497498,0.11896534264087677,0.4289871156215668,0.17778825759887695,0.22739210724830627,0.16118578612804413,0.17966607213020325
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.12544633448123932,0.3236706852912903,0.4207492768764496,0.16561369597911835,0.21281443536281586,0.11691489815711975,0.2446778565645218,0.1741832196712494,0.0618407167494297,0.2838519215583801,0.14246505498886108,0.185517355799675,0.1078537181019783,0.19793890416622162
abandoned,0.20676958560943604,0.1847808063030243,0.324320912361145,0.11207801848649979,0.2217862457036972,0.324320912361145,0.14012978971004486,0.3194838762283325,0.3929085433483124,0.205971360206604,0.1034230962395668,0.15797291696071625,0.29098665714263916,0.20468762516975403,0.01839759759604931,0.23877041041851044,0.12238068878650665
warehouse,0.1445363461971283,0.15002989768981934,0.21402975916862488,0.14079797267913818,0.24255986511707306,0.21402975916862488,0.18015708029270172,0.36460912227630615,0.30753326416015625,0.2786688506603241,0.2024865746498108,0.33250096440315247,0.2436787486076355,0.23278212547302246,0.04969169199466705,0.39194056391716003,0.1164403185248375
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.060533732175827026,0.36199691891670227,0.5107308030128479,0.2862928807735443,0.19561666250228882,0.1758279800415039,0.4806317389011383,0.16460254788398743,0.19666297733783722,0.4077630043029785,0.22540061175823212,0.16383413970470428,0.20150774717330933,0.2714994251728058
the,0.42745697498321533,0.5823672413825989,1.0,0.20167101919651031,0.4739971458911896,1.0,0.2068762183189392,0.19252020120620728,0.2950156033039093,0.457212895154953,0.2655775547027588,0.22167983651161194,0.5171257257461548,0.32918402552604675,0.3146529793739319,0.20947860181331635,0.22068053483963013
corner,0.1708107590675354,0.2463834583759308,0.29742059111595154,0.09469791501760483,0.11594495177268982,0.29742059111595154,0.10174081474542618,0.19087427854537964,0.18887683749198914,0.2806766629219055,0.1964990794658661,0.3423338234424591,0.2394879013299942,0.1906171590089798,0.09922151267528534,0.32602450251579285,0.10029187798500061
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.19932328164577484,0.4185989499092102,0.733189046382904,0.14607268571853638,0.17314520478248596,0.23442776501178741,0.42558613419532776,0.14879509806632996,0.18280929327011108,0.5116966962814331,0.2891985774040222,0.2503347098827362,0.18984536826610565,0.1826142966747284
columbus,0.21798990666866302,0.16591396927833557,0.2655775547027588,0.18341493606567383,0.2749166786670685,0.2655775547027588,0.1850004345178604,0.17495988309383392,0.15157052874565125,0.10241828113794327,1.0,0.2665776312351227,0.2619611620903015,0.2527517080307007,0.18404605984687805,0.17435197532176971,0.06522880494594574
avenue,0.11924558132886887,0.13601207733154297,0.22167983651161194,0.1733982414007187,0.18164469301700592,0.22167983651161194,0.1990077942609787,0.2162339985370636,0.33020439743995667,0.24334098398685455,0.2665776312351227,1.0000001192092896,0.24850118160247803,0.3284320831298828,0.12518443167209625,0.5825168490409851,0.06327427178621292
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.1929931789636612,0.5064792633056641,0.5171257257461548,0.16453155875205994,0.2123740017414093,0.2814858853816986,0.3571503460407257,0.2619611620903015,0.24850118160247803,1.0,0.273951917886734,0.24177128076553345,0.30381542444229126,0.20544172823429108
west,0.1946573108434677,0.25201764702796936,0.32918402552604675,0.1678169220685959,0.17698325216770172,0.32918402552604675,0.18391461670398712,0.1706055998802185,0.2225070744752884,0.24495752155780792,0.2527517080307007,0.3284320831298828,0.273951917886734,1.0,0.15364821255207062,0.25737887620925903,0.12088293582201004
66th,0.0851837620139122,0.25995999574661255,0.3146529793739319,0.23709438741207123,0.1386292725801468,0.3146529793739319,0.12258153408765793,0.07497421652078629,0.16165336966514587,0.11980113387107849,0.18404605984687805,0.12518443167209625,0.24177128076553345,0.15364821255207062,0.9999999403953552,0.08220529556274414,0.043651532381772995
street,0.14271703362464905,0.1302390694618225,0.20947860181331635,0.14794543385505676,0.24031898379325867,0.20947860181331635,0.1996762454509735,0.16384586691856384,0.25730544328689575,0.17524904012680054,0.17435197532176971,0.5825168490409851,0.30381542444229126,0.25737887620925903,0.08220529556274414,1.0000001192092896,0.07315441966056824
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.009516967460513115,0.0293948445469141,0.09152708947658539,-0.0012340332614257932,0.05882649123668671,0.09057845920324326,0.00622112350538373,0.12448837608098984,0.08461068570613861,0.08403264731168747,0.07028999924659729,0.026204871013760567,0.10010850429534912,0.10349778085947037
the,0.42745697498321533,0.5823672413825989,1.0,0.20167101919651031,0.4739971458911896,1.0,0.2068762183189392,0.19252020120620728,0.2950156033039093,0.457212895154953,0.2655775547027588,0.22167983651161194,0.5171257257461548,0.32918402552604675,0.3146529793739319,0.20947860181331635,0.22068053483963013
facility,0.13735945522785187,0.23714062571525574,0.19252020120620728,0.06163593754172325,0.2808893620967865,0.19252020120620728,0.14401791989803314,0.9999998807907104,0.33889666199684143,0.2692711055278778,0.17495988309383392,0.2162339985370636,0.2123740017414093,0.1706055998802185,0.07497421652078629,0.16384586691856384,0.12783357501029968
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.14292171597480774,0.4137635827064514,0.5473989248275757,0.17440107464790344,0.17660683393478394,0.2532336115837097,0.3183255195617676,0.19853949546813965,0.15741072595119476,0.4731321930885315,0.14288705587387085,0.1492888629436493,0.2062828242778778,0.32716336846351624
was,0.22111038863658905,0.5810302495956421,0.48711544275283813,0.23231683671474457,0.3863949179649353,0.48711544275283813,0.21565799415111542,0.193069726228714,0.3424932360649109,0.36707764863967896,0.25787702202796936,0.19987185299396515,0.3740963041782379,0.25970903038978577,0.29600292444229126,0.21281053125858307,0.18412111699581146
built,0.1554843783378601,0.17778918147087097,0.2950156033039093,0.18983815610408783,0.19757427275180817,0.2950156033039093,0.12018569558858871,0.33889666199684143,1.0000001192092896,0.2754790186882019,0.15157052874565125,0.33020439743995667,0.2814858853816986,0.2225070744752884,0.16165336966514587,0.25730544328689575,0.09449632465839386
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.14081448316574097,0.4322226941585541,0.6662389636039734,0.1697147786617279,0.23319417238235474,0.25829681754112244,0.4374977946281433,0.2035193294286728,0.19928301870822906,0.4954058527946472,0.34078434109687805,0.20044469833374023,0.2281111478805542,0.20430970191955566
its,0.30393704771995544,0.4447362422943115,0.559237003326416,0.22382956743240356,0.2992613911628723,0.559237003326416,0.19045390188694,0.23038886487483978,0.26613008975982666,0.2685394287109375,0.22541435062885284,0.23564715683460236,0.3841775357723236,0.24631395936012268,0.18573546409606934,0.2353723794221878,0.15103481709957123
place,0.2689766585826874,0.3122972249984741,0.4179787337779999,0.14502820372581482,0.3033463954925537,0.4179787337779999,0.13112665712833405,0.2224840521812439,0.257998526096344,0.3307865858078003,0.18975843489170074,0.23076879978179932,0.2813849449157715,0.20059578120708466,0.15827007591724396,0.2753773331642151,0.2455766350030899
is,0.28837618231773376,1.0,0.5823672413825989,0.23396384716033936,0.43268078565597534,0.5823672413825989,0.16037321090698242,0.23714062571525574,0.17778918147087097,0.25906258821487427,0.16591396927833557,0.13601207733154297,0.3859752118587494,0.25201764702796936,0.25995999574661255,0.1302390694618225,0.22961433231830597
nicknamed,0.08384081721305847,0.2798280715942383,0.23471878468990326,0.8439695835113525,0.19146676361560822,0.23471878468990326,0.12477540969848633,0.11970698833465576,0.27597659826278687,0.1700899749994278,0.24099725484848022,0.17847499251365662,0.21006570756435394,0.20235036313533783,0.21281781792640686,0.16702255606651306,0.11536600440740585
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.029698669910430908,0.01270448137074709,0.029072100296616554,-0.04806871339678764,-0.14069755375385284,-0.08544228971004486,-0.07642947137355804,0.04663871228694916,-0.06148983910679817,0.036644238978624344,0.07479795068502426,0.05643588304519653,-0.1315184235572815,0.0685480609536171
7,-0.1699475795030594,-0.08589375764131546,-0.1142377033829689,0.0335252545773983,-0.11536749452352524,-0.1142377033829689,-0.025838254019618034,-0.0036463369615375996,-0.04216916486620903,-0.0963708683848381,0.09533052891492844,0.053048983216285706,-0.012642918154597282,0.10407683253288269,-0.029721437022089958,0.0016282247379422188,-0.15092156827449799
lincoln,0.15976582467556,0.19889689981937408,0.24319539964199066,0.17064790427684784,0.2005082219839096,0.24319539964199066,0.2172509878873825,0.22118239104747772,0.15558277070522308,0.2254655510187149,0.27861326932907104,0.3029096722602844,0.20880070328712463,0.16838519275188446,0.10712359100580215,0.22162462770938873,0.16541683673858643
square,0.12660330533981323,0.2405121773481369,0.2809545397758484,0.15360255539417267,0.1615643948316574,0.2809545397758484,0.09751051664352417,0.22183378040790558,0.22839486598968506,0.21245744824409485,0.16601526737213135,0.36834120750427246,0.18014872074127197,0.21298205852508545,0.20682358741760254,0.3285229206085205,0.1201515942811966
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,-0.010328101925551891,-0.04479556903243065,0.041273195296525955,-0.05768610164523125,-0.02097276784479618,0.015334987081587315,0.04379578307271004,-0.020416442304849625,0.029417889192700386,0.021612688899040222,0.013031438924372196,-0.04096141457557678,0.07810533791780472,0.018684765323996544
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.18479742109775543,0.3357032239437103,0.33289089798927307,0.183883935213089,0.1290491223335266,0.16360275447368622,0.23315078020095825,0.19074957072734833,0.13794748485088348,0.4862271547317505,0.17718875408172607,0.1881892830133438,0.17917704582214355,0.40561532974243164
although,0.24844598770141602,0.301360160112381,0.3265823423862457,0.15428264439105988,0.2825305759906769,0.3265823423862457,0.12329328805208206,0.17114607989788055,0.1814608871936798,0.32536768913269043,0.11694949865341187,0.13591895997524261,0.334905743598938,0.13855980336666107,0.08073029667139053,0.19194424152374268,0.15541206300258636
it,0.45803478360176086,0.6328473687171936,0.6251175999641418,0.13665343821048737,0.32171204686164856,0.6251175999641418,0.17324577271938324,0.20805861055850983,0.28878268599510193,0.36473900079727173,0.197442889213562,0.21173061430454254,0.40957894921302795,0.2561044991016388,0.1836860477924347,0.1877664178609848,0.25732165575027466
is,0.28837618231773376,1.0,0.5823672413825989,0.23396384716033936,0.43268078565597534,0.5823672413825989,0.16037321090698242,0.23714062571525574,0.17778918147087097,0.25906258821487427,0.16591396927833557,0.13601207733154297,0.3859752118587494,0.25201764702796936,0.25995999574661255,0.1302390694618225,0.22961433231830597
actually,0.5747550129890442,0.36495357751846313,0.39964747428894043,0.15319572389125824,0.3331935703754425,0.39964747428894043,0.08170302212238312,0.1195298507809639,0.19112764298915863,0.25402209162712097,0.24053333699703217,0.0870528519153595,0.3156367838382721,0.09425408393144608,0.12861064076423645,0.11483542621135712,0.36036357283592224
located,0.2034616470336914,0.35717159509658813,0.407527357339859,0.15679781138896942,0.1493360996246338,0.407527357339859,0.12305215001106262,0.3465913236141205,0.4264238178730011,0.3688831031322479,0.1431954801082611,0.33756324648857117,0.24183952808380127,0.3266756236553192,0.10706419497728348,0.2203429490327835,0.08983194828033447
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.1259572058916092,0.34237727522850037,0.457212895154953,0.12953892350196838,0.2692711055278778,0.2754790186882019,1.0,0.10241828113794327,0.24334098398685455,0.3571503460407257,0.24495752155780792,0.11980113387107849,0.17524904012680054,0.21978627145290375
149,-0.05424486845731735,-0.03621363267302513,-0.08092071115970612,0.040853045880794525,-0.1066429540514946,-0.08092071115970612,-0.0032704465556889772,-0.09162388741970062,0.08171086758375168,0.09046994894742966,0.12999114394187927,0.19749684631824493,-0.011049997992813587,0.10242479294538498,0.08275463432073593,0.21183952689170837,-0.014575857669115067
columbus,0.21798990666866302,0.16591396927833557,0.2655775547027588,0.18341493606567383,0.2749166786670685,0.2655775547027588,0.1850004345178604,0.17495988309383392,0.15157052874565125,0.10241828113794327,1.0,0.2665776312351227,0.2619611620903015,0.2527517080307007,0.18404605984687805,0.17435197532176971,0.06522880494594574
avenue,0.11924558132886887,0.13601207733154297,0.22167983651161194,0.1733982414007187,0.18164469301700592,0.22167983651161194,0.1990077942609787,0.2162339985370636,0.33020439743995667,0.24334098398685455,0.2665776312351227,1.0000001192092896,0.24850118160247803,0.3284320831298828,0.12518443167209625,0.5825168490409851,0.06327427178621292
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.21224816143512726,0.3639558255672455,0.3456730246543884,0.18381085991859436,0.1530914008617401,0.159846693277359,0.23338089883327484,0.2157851755619049,0.12394973635673523,0.4961937665939331,0.17997638881206512,0.21211187541484833,0.18323396146297455,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.18442372977733612,0.4726039469242096,0.5934505462646484,0.2567209303379059,0.1676650047302246,0.2374027520418167,0.4549728035926819,0.21246269345283508,0.1896410882472992,0.588965117931366,0.2804967761039734,0.23573337495326996,0.2408841997385025,0.4130953550338745
