,where,were,abc,'s,international,networks,mainly,situated,in,the,1970s,?
of,0.38066378235816956,0.34038281440734863,0.14607268571853638,-0.03817026689648628,0.23367412388324738,0.17763681709766388,0.3325652480125427,0.2818121910095215,0.5696388483047485,0.733189046382904,0.060115184634923935,0.1826142966747284
its,0.27530840039253235,0.20452921092510223,0.19045390188694,0.03202139586210251,0.20182117819786072,0.23475177586078644,0.28624793887138367,0.288749635219574,0.3793783485889435,0.559237003326416,-0.011291023343801498,0.15103481709957123
interests,0.22845351696014404,0.19379092752933502,0.21350711584091187,0.002545379102230072,0.2006034404039383,0.27971094846725464,0.27712810039520264,0.14623378217220306,0.2732578217983246,0.25045084953308105,0.006132765207439661,0.21539683640003204
in,0.5344807505607605,0.3815755248069763,0.1697147786617279,-0.037580832839012146,0.26377472281455994,0.17525765299797058,0.353954017162323,0.3646708130836487,1.0,0.6662389636039734,0.057396724820137024,0.20430970191955566
international,0.1861797422170639,0.11458832025527954,0.13385500013828278,-0.021212328225374222,1.0,0.16943562030792236,0.14075767993927002,0.19432690739631653,0.26377472281455994,0.23719607293605804,0.10617328435182571,0.15335838496685028
networks,0.18558207154273987,0.18279117345809937,0.350273072719574,0.11665306240320206,0.16943562030792236,1.0,0.2838018536567688,0.16296088695526123,0.17525765299797058,0.24705806374549866,-0.043694157153367996,0.17815114557743073
",",0.3149496018886566,0.36755475401878357,0.2097204476594925,-0.0016132977325469255,0.23395943641662598,0.20105446875095367,0.3616383671760559,0.21735219657421112,0.5201468467712402,0.4933079481124878,0.06473266333341599,0.31091248989105225
mainly,0.3845270276069641,0.30168282985687256,0.12578192353248596,0.08966390043497086,0.14075767993927002,0.2838018536567688,1.0,0.29171478748321533,0.353954017162323,0.3790479004383087,0.09683896601200104,0.07608037441968918
in,0.5344807505607605,0.3815755248069763,0.1697147786617279,-0.037580832839012146,0.26377472281455994,0.17525765299797058,0.353954017162323,0.3646708130836487,1.0,0.6662389636039734,0.057396724820137024,0.20430970191955566
japan,0.1936962902545929,0.22064043581485748,0.16679732501506805,-0.0463767908513546,0.2155459225177765,0.16747909784317017,0.14488232135772705,0.08855043351650238,0.23087722063064575,0.22735914587974548,0.05690792202949524,0.1312343180179596
and,0.43859338760375977,0.42175528407096863,0.16453155875205994,0.06895173341035843,0.2444424331188202,0.27532249689102173,0.44929978251457214,0.2149302363395691,0.4954058527946472,0.5171257257461548,0.10044565051794052,0.20544172823429108
latin,0.2080112248659134,0.10765253752470016,0.14980465173721313,0.09563276916742325,0.16261179745197296,0.15438491106033325,0.2732754945755005,0.04917147010564804,0.18954341113567352,0.24914836883544922,0.026714254170656204,0.1303461492061615
america,0.19169794023036957,0.22683310508728027,0.24776576459407806,0.04083184897899628,0.20353825390338898,0.2081581950187683,0.2225399762392044,0.10694792866706848,0.3098583221435547,0.37090015411376953,-0.015618376433849335,0.19333907961845398
",",0.3149496018886566,0.36755475401878357,0.2097204476594925,-0.0016132977325469255,0.23395943641662598,0.20105446875095367,0.3616383671760559,0.21735219657421112,0.5201468467712402,0.4933079481124878,0.06473266333341599,0.31091248989105225
in,0.5344807505607605,0.3815755248069763,0.1697147786617279,-0.037580832839012146,0.26377472281455994,0.17525765299797058,0.353954017162323,0.3646708130836487,1.0,0.6662389636039734,0.057396724820137024,0.20430970191955566
the,0.5003893971443176,0.3906462490558624,0.2068762183189392,-0.01540423184633255,0.23719607293605804,0.24705806374549866,0.3790479004383087,0.3139766454696655,0.6662389636039734,1.0,0.004102230537682772,0.22068053483963013
1970s,0.09349386394023895,0.08689665049314499,-0.11265640705823898,0.019194331020116806,0.10617328435182571,-0.043694157153367996,0.09683896601200104,0.04692727327346802,0.057396724820137024,0.004102230537682772,1.0000001192092896,0.03861190751194954
.,0.41390106081962585,0.3378238379955292,0.2567209303379059,-0.003708066651597619,0.20745405554771423,0.24027101695537567,0.3128255009651184,0.19296357035636902,0.5591574311256409,0.5934505462646484,0.06712812185287476,0.4130953550338745
