,when,was,the,term,``,regeneration,'',first,used,?
;,0.022927695885300636,0.0754367932677269,0.09152708947658539,0.06304056942462921,-0.03673741593956947,0.022114260122179985,0.026332683861255646,0.07760433852672577,0.11651374399662018,0.10349778085947037
hartnell,0.24877537786960602,0.3343326449394226,0.24653013050556183,0.23031781613826752,-0.02799207717180252,0.2895614802837372,-0.012013977393507957,0.3480895757675171,0.11491769552230835,0.21577993035316467
's,-0.03368149697780609,0.008974763564765453,-0.01540423184633255,-0.02037568762898445,-0.03416389226913452,-0.07974092662334442,-0.04859459400177002,-0.014458609744906425,0.00600846204906702,-0.023395681753754616
doctor,0.16867952048778534,0.19672659039497375,0.2820442318916321,0.18813423812389374,0.03718610852956772,0.344775915145874,0.06782495975494385,0.27244147658348083,0.15671396255493164,0.1462511420249939
had,0.37526828050613403,0.5927209258079529,0.3875846862792969,0.16051872074604034,0.0518546998500824,0.23609250783920288,0.024004416540265083,0.3379828929901123,0.2477826625108719,0.20728366076946259
merely,0.36635637283325195,0.22645150125026703,0.3044394552707672,0.31846556067466736,0.03278357535600662,0.24736453592777252,0.06353429704904556,0.19728848338127136,0.24217376112937927,0.31133392453193665
described,0.2246418446302414,0.2883506715297699,0.2878154516220093,0.2858964800834656,-0.0018293076427653432,0.17750614881515503,0.059149324893951416,0.24205802381038666,0.3386477828025818,0.1374269425868988
undergoing,0.28712624311447144,0.2561926245689392,0.28524625301361084,0.20355232059955597,-0.05334900692105293,0.3888770043849945,-0.01053784042596817,0.2399926781654358,0.2033369243144989,0.13844598829746246
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.3080509603023529,0.07272057235240936,0.22819030284881592,0.04890415817499161,0.4287874400615692,0.3864384889602661,0.23916715383529663
``,0.07174111902713776,-0.012679691426455975,0.029072100296616554,0.11803510040044785,1.0,0.0084949666634202,-0.09173435717821121,0.006519378628581762,0.08103004097938538,0.0685480609536171
renewal,0.17287999391555786,0.17806404829025269,0.25515222549438477,0.3172599971294403,0.00825845543295145,0.3499276041984558,0.03992800414562225,0.15426938235759735,0.17803405225276947,0.10891313850879669
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.21599270403385162,0.09681109338998795,0.1955612301826477,-0.037358131259679794,0.34503069519996643,0.3120402991771698,0.31091248989105225
'',-0.07688097655773163,0.04456103965640068,0.041273195296525955,0.13619764149188995,-0.09173435717821121,0.05689337104558945,1.0,-0.03874251991510391,0.050410956144332886,0.018684765323996544
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.22272127866744995,0.036644238978624344,0.275411456823349,0.021612688899040222,0.3167642652988434,0.3150506615638733,0.20544172823429108
the,0.5091903209686279,0.48711544275283813,1.0,0.2740369141101837,0.029072100296616554,0.3351733982563019,0.041273195296525955,0.49448907375335693,0.3718377649784088,0.22068053483963013
second,0.28561660647392273,0.3858029544353485,0.4620301127433777,0.1964436024427414,0.07228557765483856,0.2708222270011902,-0.06889788806438446,0.6953977942466736,0.16882206499576569,0.17239587008953094
doctor,0.16867952048778534,0.19672659039497375,0.2820442318916321,0.18813423812389374,0.03718610852956772,0.344775915145874,0.06782495975494385,0.27244147658348083,0.15671396255493164,0.1462511420249939
underwent,0.2888663709163666,0.3799797594547272,0.33590078353881836,0.29103174805641174,-0.04046802222728729,0.34424909949302673,0.02005753107368946,0.3159259855747223,0.2867892384529114,0.12751154601573944
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.3080509603023529,0.07272057235240936,0.22819030284881592,0.04890415817499161,0.4287874400615692,0.3864384889602661,0.23916715383529663
``,0.07174111902713776,-0.012679691426455975,0.029072100296616554,0.11803510040044785,1.0,0.0084949666634202,-0.09173435717821121,0.006519378628581762,0.08103004097938538,0.0685480609536171
change,0.33026453852653503,0.18487286567687988,0.3641999065876007,0.16245196759700775,0.04202215000987053,0.26394692063331604,0.0034500521142035723,0.19953392446041107,0.2650039494037628,0.24115969240665436
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.26047757267951965,0.06780257821083069,0.32214465737342834,0.13035868108272552,0.3536086082458496,0.3075267970561981,0.1826142966747284
appearance,0.22544918954372406,0.2275954782962799,0.2678116261959076,0.16528530418872833,-0.026068808510899544,0.2655763328075409,0.04981464520096779,0.3242032527923584,0.20699788630008698,0.17315366864204407
'',-0.07688097655773163,0.04456103965640068,0.041273195296525955,0.13619764149188995,-0.09173435717821121,0.05689337104558945,1.0,-0.03874251991510391,0.050410956144332886,0.018684765323996544
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.18456575274467468,0.05720457062125206,0.23414283990859985,-0.07181349396705627,0.4345304071903229,0.33111312985420227,0.4130953550338745
