,who,started,the,ipcc,trust,fund,?
and,0.41279885172843933,0.2649672031402588,0.5171257257461548,0.20790739357471466,0.2450493574142456,0.27788683772087097,0.20544172823429108
of,0.2827862501144409,0.22928385436534882,0.733189046382904,0.20174051821231842,0.19332759082317352,0.27318620681762695,0.1826142966747284
housing,0.18532173335552216,0.15533871948719025,0.24837790429592133,0.24632491171360016,0.24142824113368988,0.32091283798217773,0.11872038245201111
the,0.3733934462070465,0.3222070634365082,1.0,0.24925659596920013,0.1622215360403061,0.25521403551101685,0.22068053483963013
secretariat,0.16216164827346802,0.17695192992687225,0.29265260696411133,0.3796730041503906,0.17306438088417053,0.33236896991729736,0.11597823351621628
are,0.27294138073921204,0.13484390079975128,0.40399202704429626,0.20066511631011963,0.2264312356710434,0.13604092597961426,0.24591213464736938
provided,0.18789203464984894,0.147443950176239,0.304488867521286,0.23290275037288666,0.2601737678050995,0.20076295733451843,0.16893617808818817
by,0.39727845788002014,0.24540266394615173,0.4408751428127289,0.18031758069992065,0.12204435467720032,0.20697960257530212,0.17966607213020325
the,0.3733934462070465,0.3222070634365082,1.0,0.24925659596920013,0.1622215360403061,0.25521403551101685,0.22068053483963013
wmo,0.18600276112556458,0.2078501135110855,0.2798992991447449,0.48331883549690247,0.28467774391174316,0.35176417231559753,0.24371813237667084
",",0.3365725874900818,0.32632124423980713,0.4933079481124878,0.15590040385723114,0.2247854769229889,0.23835203051567078,0.31091248989105225
while,0.4068111777305603,0.3118172585964203,0.39804592728614807,0.17934004962444305,0.17952121794223785,0.13819867372512817,0.21076419949531555
unep,0.12486115097999573,0.10520609468221664,0.22770221531391144,0.5018112659454346,0.2828632593154907,0.41047072410583496,0.1842699944972992
meets,0.23571878671646118,0.15987592935562134,0.28454074263572693,0.15996287763118744,0.1934436559677124,0.10835300385951996,0.16143257915973663
the,0.3733934462070465,0.3222070634365082,1.0,0.24925659596920013,0.1622215360403061,0.25521403551101685,0.22068053483963013
cost,0.12277812510728836,0.18110546469688416,0.23177006840705872,0.22989997267723083,0.2595916986465454,0.293291836977005,0.17823095619678497
of,0.2827862501144409,0.22928385436534882,0.733189046382904,0.20174051821231842,0.19332759082317352,0.27318620681762695,0.1826142966747284
the,0.3733934462070465,0.3222070634365082,1.0,0.24925659596920013,0.1622215360403061,0.25521403551101685,0.22068053483963013
depute,0.3270050287246704,0.1836201399564743,0.28630685806274414,0.23426227271556854,0.19481121003627777,0.14375482499599457,0.1058938205242157
secretary,0.2019355148077011,0.16791552305221558,0.23160062730312347,0.27420851588249207,0.14537879824638367,0.2620646357536316,0.10113837569952011
.,0.3541337847709656,0.3230702877044678,0.5934505462646484,0.20098818838596344,0.23049184679985046,0.27906227111816406,0.4130953550338745
