,what,will,maidens,be,able,to,predict,by,floating,their,wreaths,down,the,vistula,?
where,0.4457937180995941,0.3374059498310089,0.22421333193778992,0.3651217818260193,0.3460700213909149,0.47735077142715454,0.22646866738796234,0.2641284465789795,0.32971930503845215,0.3356108069419861,0.2221096009016037,0.2914401888847351,0.5003893971443176,0.21437188982963562,0.24793872237205505
maidens,0.16282257437705994,0.2540524899959564,1.0,0.21254758536815643,0.19498002529144287,0.28681597113609314,0.14459919929504395,0.1466280072927475,0.27532538771629333,0.2768794596195221,0.36797934770584106,0.17160926759243011,0.31327053904533386,0.24543017148971558,0.13271589577198029
would,0.45766422152519226,0.7075439691543579,0.23851680755615234,0.5202695727348328,0.5841130018234253,0.5965728163719177,0.32405316829681396,0.28394925594329834,0.23959890007972717,0.4112042188644409,0.215242400765419,0.2835104465484619,0.4133751392364502,0.16146911680698395,0.37178951501846313
float,0.1947849690914154,0.27586105465888977,0.2601834833621979,0.24644745886325836,0.20668485760688782,0.21277925372123718,0.1734454184770584,0.12832103669643402,0.7556925415992737,0.16776922345161438,0.20879656076431274,0.25444817543029785,0.19782334566116333,0.24538466334342957,0.19999897480010986
their,0.35142919421195984,0.35694247484207153,0.2768794596195221,0.3200586438179016,0.41532012820243835,0.44619059562683105,0.22512516379356384,0.3242124021053314,0.15920628607273102,1.0,0.23924678564071655,0.2791244685649872,0.516537070274353,0.19526006281375885,0.1898253709077835
wreaths,0.18872086703777313,0.18643838167190552,0.36797934770584106,0.21811479330062866,0.14706411957740784,0.23230066895484924,0.06969547271728516,0.09358305484056473,0.2502632141113281,0.23924678564071655,1.0000001192092896,0.24087746441364288,0.2534267008304596,0.19263043999671936,0.10216034948825836
of,0.33290785551071167,0.2473582625389099,0.2586139440536499,0.33904364705085754,0.23883962631225586,0.41548454761505127,0.1872035264968872,0.3646814823150635,0.22077718377113342,0.4329940676689148,0.2570483684539795,0.23279321193695068,0.733189046382904,0.2898311913013458,0.1826142966747284
herbs,0.15479764342308044,0.2318335473537445,0.21592950820922852,0.2883800268173218,0.14564116299152374,0.19806380569934845,0.12186954915523529,0.17229712009429932,0.21219278872013092,0.24240757524967194,0.35031765699386597,0.1378854364156723,0.21413536369800568,0.1619432270526886,0.11592769622802734
on,0.34226128458976746,0.3240351676940918,0.2122081220149994,0.37900757789611816,0.27045732736587524,0.41031414270401,0.1946154087781906,0.33887791633605957,0.2517450153827667,0.3598666191101074,0.14312587678432465,0.28514569997787476,0.5107308030128479,0.20966413617134094,0.2714994251728058
the,0.42745697498321533,0.3635469079017639,0.31327053904533386,0.4248143136501312,0.3435857892036438,0.535392165184021,0.18473787605762482,0.4408751428127289,0.2539454996585846,0.516537070274353,0.2534267008304596,0.3325848877429962,1.0,0.36214977502822876,0.22068053483963013
water,0.17456887662410736,0.22281214594841003,0.26969611644744873,0.3042290508747101,0.21954500675201416,0.27858173847198486,0.22137993574142456,0.22562243044376373,0.3901747167110443,0.21034842729568481,0.25908389687538147,0.27025821805000305,0.297396719455719,0.2961275279521942,0.14731885492801666
to,0.455847829580307,0.5091033577919006,0.28681597113609314,0.4972836375236511,0.529755175113678,1.0,0.31216660141944885,0.33534231781959534,0.2381310909986496,0.44619059562683105,0.23230066895484924,0.33130598068237305,0.535392165184021,0.24119730293750763,0.29463258385658264
predict,0.33362334966659546,0.33352208137512207,0.14459919929504395,0.3210161328315735,0.3133498728275299,0.31216660141944885,1.0,0.18876776099205017,0.20538586378097534,0.22512516379356384,0.06969547271728516,0.18399330973625183,0.18473787605762482,0.045164234936237335,0.2019001543521881
when,0.4700249433517456,0.42625120282173157,0.26724639534950256,0.4451393485069275,0.35277876257896423,0.5423505902290344,0.3190712332725525,0.4376842677593231,0.2839009761810303,0.3682888448238373,0.18659698963165283,0.3649565279483795,0.5091903209686279,0.17810772359371185,0.22841128706932068
they,0.4431931674480438,0.459693968296051,0.3130563497543335,0.4858434796333313,0.49901753664016724,0.5452046394348145,0.23837746679782867,0.3391372263431549,0.22796545922756195,0.7104025483131409,0.2620115578174591,0.27589842677116394,0.49925389885902405,0.21422569453716278,0.2753053903579712
would,0.45766422152519226,0.7075439691543579,0.23851680755615234,0.5202695727348328,0.5841130018234253,0.5965728163719177,0.32405316829681396,0.28394925594329834,0.23959890007972717,0.4112042188644409,0.215242400765419,0.2835104465484619,0.4133751392364502,0.16146911680698395,0.37178951501846313
be,0.3929833769798279,0.4925616979598999,0.21254758536815643,1.0,0.3856765329837799,0.4972836375236511,0.3210161328315735,0.43158695101737976,0.2896452248096466,0.3200586438179016,0.21811479330062866,0.24427638947963715,0.4248143136501312,0.15479253232479095,0.3324260413646698
married,0.13977670669555664,0.08076576888561249,0.2012077420949936,0.09230934828519821,0.18554475903511047,0.15330412983894348,0.08365155011415482,0.17593929171562195,0.0692005604505539,0.15097612142562866,0.06291211396455765,0.04289992153644562,0.10720405727624893,0.16247573494911194,0.18062160909175873
",",0.3087472915649414,0.29706671833992004,0.2622990906238556,0.39254459738731384,0.28725793957710266,0.44245919585227966,0.13827680051326752,0.3680937886238098,0.21271097660064697,0.3045167922973633,0.24364326894283295,0.23362469673156738,0.4933079481124878,0.2821540832519531,0.31091248989105225
and,0.31309178471565247,0.35983073711395264,0.26813092827796936,0.41766801476478577,0.3303895890712738,0.48971283435821533,0.19490602612495422,0.4289871156215668,0.2211901694536209,0.45114588737487793,0.2072983682155609,0.2760816216468811,0.5171257257461548,0.2513432800769806,0.20544172823429108
to,0.455847829580307,0.5091033577919006,0.28681597113609314,0.4972836375236511,0.529755175113678,1.0,0.31216660141944885,0.33534231781959534,0.2381310909986496,0.44619059562683105,0.23230066895484924,0.33130598068237305,0.535392165184021,0.24119730293750763,0.29463258385658264
whom,0.27163395285606384,0.1824047565460205,0.2577715814113617,0.21567033231258392,0.23857517540454865,0.3108522593975067,0.10487834364175797,0.28481900691986084,0.09413617849349976,0.28026002645492554,0.13752950727939606,0.13982036709785461,0.23752936720848083,0.15516872704029083,0.222135990858078
.,0.3567904531955719,0.33682769536972046,0.25517240166664124,0.4383580684661865,0.34544092416763306,0.4645031690597534,0.20773431658744812,0.3936232924461365,0.2341707944869995,0.34427863359451294,0.2074262499809265,0.2362249493598938,0.5934505462646484,0.2759897708892822,0.4130953550338745
