,who,designed,and,sculpted,the,marble,fireplace,in,the,centre,refreshment,room,?
",",0.3365725874900818,0.201692596077919,0.6633074283599854,0.2739344537258148,0.4933079481124878,0.20488910377025604,0.2067876160144806,0.5201468467712402,0.4933079481124878,0.20527958869934082,0.2463187575340271,0.1888306885957718,0.31091248989105225
the,0.3733934462070465,0.2559613883495331,0.5171257257461548,0.2524046003818512,1.0,0.20984917879104614,0.26875725388526917,0.6662389636039734,1.0,0.32783594727516174,0.29972732067108154,0.2031363844871521,0.22068053483963013
ceiling,0.18650101125240326,0.2687689960002899,0.2061612755060196,0.469067245721817,0.2377617210149765,0.44452178478240967,0.3685789108276367,0.15928784012794495,0.2377617210149765,0.23378455638885498,0.28628915548324585,0.43423765897750854,0.1451854705810547
consists,0.05287136882543564,0.2228516787290573,0.2891005575656891,0.2108340561389923,0.3362659811973572,0.169438436627388,0.17819015681743622,0.3011418879032135,0.3362659811973572,0.21553091704845428,0.1422038972377777,0.16433578729629517,-0.004641483072191477
of,0.2827862501144409,0.2000347077846527,0.5116966962814331,0.29075220227241516,0.733189046382904,0.22357352077960968,0.17930130660533905,0.5696388483047485,0.733189046382904,0.2769378423690796,0.24207060039043427,0.15195634961128235,0.1826142966747284
elaborate,0.12613192200660706,0.30208542943000793,0.2503400444984436,0.30335676670074463,0.19134382903575897,0.281517893075943,0.28393349051475525,0.16966670751571655,0.19134382903575897,0.12053116410970688,0.21315516531467438,0.30362018942832947,0.25397607684135437
designs,0.1905442327260971,0.7181504368782043,0.24024057388305664,0.41979432106018066,0.2415979504585266,0.28835150599479675,0.3799189627170563,0.18954916298389435,0.2415979504585266,0.15476158261299133,0.2502046525478363,0.19736157357692719,0.12927207350730896
on,0.2340552806854248,0.2350989580154419,0.4077630043029785,0.20638325810432434,0.5107308030128479,0.18143314123153687,0.26608705520629883,0.46853652596473694,0.5107308030128479,0.20920877158641815,0.2688753008842468,0.19248884916305542,0.2714994251728058
enamelled,0.18586628139019012,0.22889259457588196,0.2906236946582794,0.34105584025382996,0.33665579557418823,0.3289550542831421,0.3641323745250702,0.2851584851741791,0.33665579557418823,0.16841454803943634,0.2924923002719879,0.24945876002311707,0.23194964230060577
metal,0.17521525919437408,0.20303866267204285,0.26332223415374756,0.28535616397857666,0.22397266328334808,0.28482580184936523,0.3467884659767151,0.21532365679740906,0.22397266328334808,0.15170319378376007,0.22852744162082672,0.20041124522686005,0.19767305254936218
sheets,0.08069659024477005,0.18770934641361237,0.26827025413513184,0.3023134469985962,0.17589280009269714,0.32420220971107483,0.34864115715026855,0.18267589807510376,0.17589280009269714,0.14425256848335266,0.316287100315094,0.2786608636379242,0.18705861270427704
and,0.41279885172843933,0.2359010875225067,1.0,0.2868989109992981,0.5171257257461548,0.2179625779390335,0.2551752030849457,0.4954058527946472,0.5171257257461548,0.2848764955997467,0.29558447003364563,0.2611854374408722,0.20544172823429108
matching,0.12894049286842346,0.2318972796201706,0.2552982270717621,0.15346285700798035,0.25132954120635986,0.2384500950574875,0.2690652310848236,0.2258259803056717,0.25132954120635986,0.12074834108352661,0.21218010783195496,0.24570854008197784,0.2242019772529602
stained-glass,0.1850171685218811,0.28671547770500183,0.3362938165664673,0.3841922879219055,0.2221859246492386,0.4142933785915375,0.4868152141571045,0.2689419090747833,0.2221859246492386,0.21952277421951294,0.3356010317802429,0.3849152624607086,0.2114543914794922
windows,0.1621350347995758,0.2802673280239105,0.22030679881572723,0.1880912333726883,0.23561708629131317,0.24946074187755585,0.38023826479911804,0.17973342537879944,0.23561708629131317,0.16762976348400116,0.3195783495903015,0.3104577958583832,0.17412035167217255
",",0.3365725874900818,0.201692596077919,0.6633074283599854,0.2739344537258148,0.4933079481124878,0.20488910377025604,0.2067876160144806,0.5201468467712402,0.4933079481124878,0.20527958869934082,0.2463187575340271,0.1888306885957718,0.31091248989105225
the,0.3733934462070465,0.2559613883495331,0.5171257257461548,0.2524046003818512,1.0,0.20984917879104614,0.26875725388526917,0.6662389636039734,1.0,0.32783594727516174,0.29972732067108154,0.2031363844871521,0.22068053483963013
marble,0.1393241137266159,0.22063636779785156,0.2179625779390335,0.4935096502304077,0.20984917879104614,0.9999999403953552,0.3701428472995758,0.2090754359960556,0.20984917879104614,0.19123029708862305,0.24964728951454163,0.25161585211753845,0.1785782128572464
fireplace,0.2010771483182907,0.3441673815250397,0.2551752030849457,0.36581847071647644,0.26875725388526917,0.3701428472995758,1.0,0.23555943369865417,0.26875725388526917,0.20986010134220123,0.288250207901001,0.3891849219799042,0.23456427454948425
was,0.3318818509578705,0.28384989500045776,0.3740963041782379,0.26341697573661804,0.48711544275283813,0.2215372920036316,0.22939901053905487,0.45514053106307983,0.48711544275283813,0.24988211691379547,0.1943587213754654,0.18439160287380219,0.18412111699581146
designed,0.21097040176391602,1.0,0.2359010875225067,0.38204461336135864,0.2559613883495331,0.22063636779785156,0.3441673815250397,0.22657902538776398,0.2559613883495331,0.18648575246334076,0.1967739760875702,0.19402547180652618,0.11213942617177963
and,0.41279885172843933,0.2359010875225067,1.0,0.2868989109992981,0.5171257257461548,0.2179625779390335,0.2551752030849457,0.4954058527946472,0.5171257257461548,0.2848764955997467,0.29558447003364563,0.2611854374408722,0.20544172823429108
sculpted,0.24023744463920593,0.38204461336135864,0.2868989109992981,1.0000001192092896,0.2524046003818512,0.4935096502304077,0.36581847071647644,0.2556454539299011,0.2524046003818512,0.23181337118148804,0.13323383033275604,0.22866979241371155,0.12233168631792068
by,0.39727845788002014,0.29250532388687134,0.4289871156215668,0.2508518099784851,0.4408751428127289,0.1730542629957199,0.21294927597045898,0.370934396982193,0.4408751428127289,0.1386745572090149,0.20599837601184845,0.17154745757579803,0.17966607213020325
alfred,0.24065124988555908,0.10830948501825333,0.20860691368579865,0.23244838416576385,0.24956922233104706,0.14347772300243378,0.12659351527690887,0.29950597882270813,0.24956922233104706,0.18799857795238495,0.17381605505943298,0.07821957021951675,0.10596195608377457
stevens,0.22248466312885284,0.10379441827535629,0.2575399875640869,0.11669467389583588,0.2338823676109314,0.11631792038679123,0.1689189076423645,0.22370873391628265,0.2338823676109314,0.12514223158359528,0.17264880239963531,0.1440715193748474,0.12149069458246231
and,0.41279885172843933,0.2359010875225067,1.0,0.2868989109992981,0.5171257257461548,0.2179625779390335,0.2551752030849457,0.4954058527946472,0.5171257257461548,0.2848764955997467,0.29558447003364563,0.2611854374408722,0.20544172823429108
was,0.3318818509578705,0.28384989500045776,0.3740963041782379,0.26341697573661804,0.48711544275283813,0.2215372920036316,0.22939901053905487,0.45514053106307983,0.48711544275283813,0.24988211691379547,0.1943587213754654,0.18439160287380219,0.18412111699581146
removed,0.18101587891578674,0.2154538333415985,0.2386566698551178,0.2545211613178253,0.33493471145629883,0.1533423662185669,0.364248663187027,0.20650114119052887,0.33493471145629883,0.06764508038759232,0.26174986362457275,0.11783580482006073,0.2955436408519745
from,0.27839982509613037,0.12069370597600937,0.3601827025413513,0.24377743899822235,0.40150508284568787,0.2078450620174408,0.20554837584495544,0.4274188280105591,0.40150508284568787,0.17898471653461456,0.18876327574253082,0.1557224541902542,0.19969791173934937
dorchester,0.2533302903175354,0.18354758620262146,0.24765290319919586,0.2273547202348709,0.2963152825832367,0.2437341809272766,0.24153737723827362,0.2935940623283386,0.2963152825832367,0.2793830931186676,0.151846781373024,0.143843874335289,0.12960052490234375
house,0.2619773745536804,0.16446347534656525,0.2552875876426697,0.19878676533699036,0.2847244441509247,0.15397000312805176,0.2740718126296997,0.20026938617229462,0.2847244441509247,0.18776431679725647,0.21887116134166718,0.4150768518447876,0.13736455142498016
prior,0.21688687801361084,0.1643376648426056,0.2185291349887848,0.15236087143421173,0.33782097697257996,0.14195948839187622,0.17053891718387604,0.24521231651306152,0.33782097697257996,0.17000070214271545,0.2940671741962433,0.190339133143425,0.16978254914283752
to,0.42656609416007996,0.3077097535133362,0.48971283435821533,0.24538660049438477,0.535392165184021,0.2123394012451172,0.28104153275489807,0.45010748505592346,0.535392165184021,0.18141506612300873,0.22586290538311005,0.2809727191925049,0.29463258385658264
that,0.45444270968437195,0.270294189453125,0.4731321930885315,0.2326715737581253,0.5473989248275757,0.20007143914699554,0.29539936780929565,0.435920387506485,0.5473989248275757,0.19243158400058746,0.34556853771209717,0.2538815140724182,0.32716336846351624
building,0.19264253973960876,0.43736663460731506,0.2593274712562561,0.34220030903816223,0.3159640431404114,0.27632611989974976,0.37020349502563477,0.3256937265396118,0.3159640431404114,0.29012542963027954,0.25805461406707764,0.30295535922050476,0.13549931347370148
's,0.05599616840481758,0.026795532554388046,0.06895173341035843,0.0492706373333931,-0.01540423184633255,0.14892970025539398,-0.10305958241224289,-0.037580832839012146,-0.01540423184633255,0.045265499502420425,0.017909269779920578,-0.019757287576794624,-0.023395681753754616
demolition,0.09724747389554977,0.24980449676513672,0.24427932500839233,0.24632298946380615,0.23958450555801392,0.2906842827796936,0.4165140390396118,0.25522756576538086,0.23958450555801392,0.20291724801063538,0.29940900206565857,0.2819271385669708,0.1520869880914688
in,0.2792111933231354,0.22657902538776398,0.4954058527946472,0.2556454539299011,0.6662389636039734,0.2090754359960556,0.23555943369865417,1.0,0.6662389636039734,0.2765078544616699,0.23589955270290375,0.19083113968372345,0.20430970191955566
1929,0.04163219407200813,0.21774829924106598,0.1333153396844864,0.23488865792751312,0.0825032889842987,0.23603136837482452,0.34954744577407837,0.014748486690223217,0.0825032889842987,0.13727901875972748,0.16034652292728424,0.16573138535022736,0.043298207223415375
.,0.3541337847709656,0.24422594904899597,0.588965117931366,0.23749011754989624,0.5934505462646484,0.17000660300254822,0.2732324004173279,0.5591574311256409,0.5934505462646484,0.21697939932346344,0.3009635806083679,0.22915366291999817,0.4130953550338745
