,who,has,loaned,the,raphael,cartoons,to,the,museum,?
surviving,0.30349957942962646,0.1539802998304367,0.14270180463790894,0.3328552544116974,0.19367945194244385,0.1608230024576187,0.21047115325927734,0.3328552544116974,0.1811715066432953,0.1395692080259323
(,0.2443375140428543,0.2498389035463333,0.2003292441368103,0.33289089798927307,0.1302664875984192,0.12004819512367249,0.30882009863853455,0.33289089798927307,0.15624505281448364,0.40561532974243164
there,0.2844357192516327,0.42909398674964905,0.20284046232700348,0.47025805711746216,0.1634952276945114,0.15951097011566162,0.40669289231300354,0.47025805711746216,0.17758283019065857,0.29405656456947327
were,0.3188014328479767,0.2784052789211273,0.265864759683609,0.3906462490558624,0.13026700913906097,0.271575927734375,0.31913647055625916,0.3906462490558624,0.16107067465782166,0.17890112102031708
ten,0.23325704038143158,0.2776471972465515,0.18937769532203674,0.3256247341632843,0.14979194104671478,0.19685909152030945,0.2618066668510437,0.3256247341632843,0.13260459899902344,0.14471080899238586
),0.2457384318113327,0.26944878697395325,0.20211070775985718,0.3456730246543884,0.16074605286121368,0.1465519517660141,0.31236231327056885,0.3456730246543884,0.15237168967723846,0.42300865054130554
full,0.18801523745059967,0.22683994472026825,0.24103856086730957,0.2988807260990143,0.10871616750955582,0.2033676654100418,0.2671089768409729,0.2988807260990143,0.0829385295510292,0.168479785323143
scale,0.10952872782945633,0.0681828111410141,0.0527578666806221,0.1833842247724533,0.15505020320415497,0.11775898933410645,0.18474817276000977,0.1833842247724533,0.13525259494781494,0.21142835915088654
designs,0.1905442327260971,0.20207436382770538,0.19940707087516785,0.2415979504585266,0.22782421112060547,0.31103193759918213,0.23496179282665253,0.2415979504585266,0.20732368528842926,0.12927207350730896
for,0.37110671401023865,0.450642853975296,0.2948019802570343,0.4739971458911896,0.16232331097126007,0.2004999965429306,0.4451248347759247,0.4739971458911896,0.15718214213848114,0.264628142118454
tapestries,0.24301981925964355,0.18016469478607178,0.16683058440685272,0.2850809097290039,0.3348008692264557,0.397815078496933,0.2533617317676544,0.2850809097290039,0.2894088625907898,0.1611575335264206
in,0.2792111933231354,0.4173259735107422,0.2491564303636551,0.6662389636039734,0.22419044375419617,0.19115617871284485,0.45010748505592346,0.6662389636039734,0.2407650351524353,0.20430970191955566
the,0.3733934462070465,0.4177538752555847,0.2851851284503937,1.0,0.1884111613035202,0.20734424889087677,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
sistine,0.25706353783607483,0.25630855560302734,0.09514027833938599,0.2807086408138275,0.5289115309715271,0.21534363925457,0.19991500675678253,0.2807086408138275,0.2537747025489807,0.19821080565452576
chapel,0.20341672003269196,0.17271940410137177,0.09486589580774307,0.22978568077087402,0.36096036434173584,0.15371562540531158,0.1902884989976883,0.22978568077087402,0.21438798308372498,0.11566921323537827
",",0.3365725874900818,0.3734780251979828,0.20844165980815887,0.4933079481124878,0.23379619419574738,0.19003573060035706,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
of,0.2827862501144409,0.3909035325050354,0.2206873595714569,0.733189046382904,0.1829403042793274,0.19841280579566956,0.41548454761505127,0.733189046382904,0.23314370214939117,0.1826142966747284
the,0.3733934462070465,0.4177538752555847,0.2851851284503937,1.0,0.1884111613035202,0.20734424889087677,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
lives,0.29557937383651733,0.2616070806980133,0.12614719569683075,0.24881523847579956,0.2272510975599289,0.17046931385993958,0.24778319895267487,0.24881523847579956,0.11455705761909485,0.15810374915599823
of,0.2827862501144409,0.3909035325050354,0.2206873595714569,0.733189046382904,0.1829403042793274,0.19841280579566956,0.41548454761505127,0.733189046382904,0.23314370214939117,0.1826142966747284
peter,0.2549128830432892,0.1555764228105545,0.1108502671122551,0.24086274206638336,0.3550543189048767,0.10218468308448792,0.18197166919708252,0.24086274206638336,0.1363077014684677,0.11650477349758148
and,0.41279885172843933,0.43716782331466675,0.20846959948539734,0.5171257257461548,0.22832313179969788,0.25933709740638733,0.48971283435821533,0.5171257257461548,0.21554097533226013,0.20544172823429108
paul,0.2292756587266922,0.11477001756429672,0.0716276690363884,0.19191958010196686,0.2643457353115082,0.1327400803565979,0.16250576078891754,0.19191958010196686,0.16007712483406067,0.16611461341381073
from,0.27839982509613037,0.2621968984603882,0.215357705950737,0.40150508284568787,0.1052045002579689,0.10016906261444092,0.4069952368736267,0.40150508284568787,0.20791949331760406,0.19969791173934937
the,0.3733934462070465,0.4177538752555847,0.2851851284503937,1.0,0.1884111613035202,0.20734424889087677,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
gospels,0.26147913932800293,0.18145589530467987,0.13376756012439728,0.20939238369464874,0.3241686224937439,0.20039445161819458,0.25639623403549194,0.20939238369464874,0.1427329182624817,0.20796513557434082
and,0.41279885172843933,0.43716782331466675,0.20846959948539734,0.5171257257461548,0.22832313179969788,0.25933709740638733,0.48971283435821533,0.5171257257461548,0.21554097533226013,0.20544172823429108
the,0.3733934462070465,0.4177538752555847,0.2851851284503937,1.0,0.1884111613035202,0.20734424889087677,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
acts,0.2112383097410202,0.22530613839626312,0.04296094924211502,0.2568269371986389,0.15986372530460358,0.2295358031988144,0.2012343853712082,0.2568269371986389,0.04390984773635864,0.07075770199298859
of,0.2827862501144409,0.3909035325050354,0.2206873595714569,0.733189046382904,0.1829403042793274,0.19841280579566956,0.41548454761505127,0.733189046382904,0.23314370214939117,0.1826142966747284
the,0.3733934462070465,0.4177538752555847,0.2851851284503937,1.0,0.1884111613035202,0.20734424889087677,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
apostles,0.2580718994140625,0.16530881822109222,0.09846004843711853,0.2913782000541687,0.40221765637397766,0.21947425603866577,0.2516448199748993,0.2913782000541687,0.15035225450992584,0.1676054745912552
.,0.3541337847709656,0.4105546176433563,0.23651009798049927,0.5934505462646484,0.24882842600345612,0.17403008043766022,0.4645031690597534,0.5934505462646484,0.19497929513454437,0.4130953550338745
