,what,is,more,fundamental,than,force,in,quanton,field,theory,?
the,0.42745697498321533,0.5823672413825989,0.39758381247520447,0.3078918755054474,0.3227543234825134,0.2800885736942291,0.6662389636039734,0.27190664410591125,0.2105809599161148,0.2277156263589859,0.22068053483963013
concept,0.28724339604377747,0.2750450372695923,0.3052826225757599,0.4595892131328583,0.26188331842422485,0.17681357264518738,0.21857000887393951,0.2508978843688965,0.25635701417922974,0.4950389862060547,0.17160645127296448
of,0.33290785551071167,0.4854315221309662,0.30478984117507935,0.35164782404899597,0.33036211133003235,0.27094775438308716,0.5696388483047485,0.30540937185287476,0.20410659909248352,0.23506702482700348,0.1826142966747284
a,0.3320399522781372,0.658733606338501,0.3452818691730499,0.2387043535709381,0.3126874566078186,0.2451154738664627,0.539380669593811,0.2098359316587448,0.2030690312385559,0.2233850657939911,0.23916715383529663
force,0.16915984451770782,0.22036980092525482,0.18687720596790314,0.3035609722137451,0.19686487317085266,1.0000001192092896,0.21744468808174133,0.22264130413532257,0.2702903151512146,0.24767865240573883,0.1650998443365097
.,0.3567904531955719,0.4569662809371948,0.4070230722427368,0.2681550085544586,0.3594527542591095,0.2783275842666626,0.5591574311256409,0.27094170451164246,0.23224417865276337,0.18047811090946198,0.4130953550338745
,what,is,more,fundamental,than,force,in,quanton,field,theory,?
thus,0.30745524168014526,0.244685098528862,0.35285449028015137,0.26704850792884827,0.3583323061466217,0.19736449420452118,0.26358214020729065,0.18603141605854034,0.24016910791397095,0.2173849493265152,0.18769288063049316
the,0.42745697498321533,0.5823672413825989,0.39758381247520447,0.3078918755054474,0.3227543234825134,0.2800885736942291,0.6662389636039734,0.27190664410591125,0.2105809599161148,0.2277156263589859,0.22068053483963013
currently,0.21436211466789246,0.4011616110801697,0.22087155282497406,0.23401790857315063,0.20121021568775177,0.21434231102466583,0.30261120200157166,0.1464107185602188,0.21112726628780365,0.09045326709747314,0.1861555278301239
known,0.20381177961826324,0.41921812295913696,0.2049422264099121,0.25235024094581604,0.21790020167827606,0.07868015766143799,0.32641831040382385,0.19188828766345978,0.11302012205123901,0.17634540796279907,0.18314571678638458
fundamental,0.35305243730545044,0.21985967457294464,0.24002587795257568,0.9999998807907104,0.20159295201301575,0.3035609722137451,0.23429831862449646,0.338271826505661,0.2797236144542694,0.49196240305900574,0.2011919468641281
forces,0.2112482488155365,0.18792390823364258,0.16652275621891022,0.3230728209018707,0.14093171060085297,0.6498695015907288,0.2565164566040039,0.21650855243206024,0.22386763989925385,0.25518494844436646,0.16984491050243378
are,0.29724663496017456,0.5330929756164551,0.4066504240036011,0.28600409626960754,0.39206281304359436,0.12981104850769043,0.3841303884983063,0.1791660189628601,0.14102037250995636,0.1918308287858963,0.24591213464736938
considered,0.2834889590740204,0.4096149802207947,0.34512007236480713,0.286049485206604,0.3166120946407318,0.09322097152471542,0.28591203689575195,0.11005966365337372,0.17499953508377075,0.18576759099960327,0.19909770786762238
more,0.3484537899494171,0.2946030795574188,1.0,0.24002587795257568,0.726518988609314,0.18687720596790314,0.32563260197639465,0.23270341753959656,0.19695638120174408,0.23122718930244446,0.27894994616508484
accurately,0.3832217752933502,0.21816204488277435,0.3428708612918854,0.28638994693756104,0.324236124753952,0.13354867696762085,0.16446353495121002,0.23529170453548431,0.18998892605304718,0.24026238918304443,0.22476822137832642
to,0.455847829580307,0.42745086550712585,0.47084665298461914,0.25741058588027954,0.3192550539970398,0.24496492743492126,0.45010748505592346,0.21495698392391205,0.2647967040538788,0.21947365999221802,0.29463258385658264
be,0.3929833769798279,0.4819129705429077,0.5445363521575928,0.2736985981464386,0.46516597270965576,0.16664405167102814,0.3481820821762085,0.21577215194702148,0.21388062834739685,0.2076098620891571,0.3324260413646698
``,0.008517155423760414,0.058766357600688934,0.08673381805419922,0.0786387175321579,0.12080201506614685,0.08451810479164124,0.04765888676047325,0.028403541073203087,0.02440645918250084,0.026165060698986053,0.0685480609536171
fundamental,0.35305243730545044,0.21985967457294464,0.24002587795257568,0.9999998807907104,0.20159295201301575,0.3035609722137451,0.23429831862449646,0.338271826505661,0.2797236144542694,0.49196240305900574,0.2011919468641281
interactions,0.32324331998825073,0.2037913054227829,0.29951363801956177,0.38317248225212097,0.22171005606651306,0.2530907094478607,0.19209250807762146,0.2152654528617859,0.23373377323150635,0.39361771941185,0.21664206683635712
'',0.08143015950918198,0.0793738141655922,0.006126302294433117,-0.03527648746967316,0.03252623230218887,-0.09640523791313171,0.07432962208986282,0.008142911829054356,0.037462469190359116,0.07203595340251923,0.018684765323996544
.,0.3567904531955719,0.4569662809371948,0.4070230722427368,0.2681550085544586,0.3594527542591095,0.2783275842666626,0.5591574311256409,0.27094170451164246,0.23224417865276337,0.18047811090946198,0.4130953550338745
