,what,distinction,does,the,bank,of,america,tower,hold,?
in,0.30808621644973755,0.27763235569000244,0.214483380317688,0.6662389636039734,0.2690856158733368,0.5696388483047485,0.3098583221435547,0.22630389034748077,0.2667064666748047,0.20430970191955566
1990,0.053733065724372864,-0.17538639903068542,-0.09382849931716919,-0.0810435339808464,-0.00635581323876977,-0.07900239527225494,-0.034539055079221725,-0.08399557322263718,-0.04314497113227844,0.07789827883243561
as,0.31749409437179565,0.2838650047779083,0.31202155351638794,0.48381632566452026,0.12911882996559143,0.3886612355709076,0.22265762090682983,0.149769127368927,0.2402239739894867,0.27043893933296204
the,0.42745697498321533,0.3135315477848053,0.35928019881248474,1.0,0.3216422498226166,0.733189046382904,0.37090015411376953,0.2398453801870346,0.3067915439605713,0.22068053483963013
barnett,0.15975117683410645,0.19425955414772034,0.14143981039524078,0.2097044736146927,0.23783057928085327,0.18309108912944794,0.22186687588691711,0.1845567673444748,0.14944016933441162,0.18886950612068176
center,0.1908310204744339,0.10801200568675995,0.1333722323179245,0.29064592719078064,0.16988010704517365,0.24526838958263397,0.16217651963233948,0.2799876630306244,0.14767582714557648,0.12538520991802216
.,0.3567904531955719,0.216000497341156,0.3022993505001068,0.5934505462646484,0.24876342713832855,0.5352458953857422,0.29180291295051575,0.21111081540584564,0.30296799540519714,0.4130953550338745
,what,distinction,does,the,bank,of,america,tower,hold,?
other,0.341873437166214,0.3451310098171234,0.2947014272212982,0.44152235984802246,0.18145647644996643,0.38583824038505554,0.2595730721950531,0.16673573851585388,0.2879476249217987,0.24682199954986572
notable,0.31026893854141235,0.2985507845878601,0.3775642514228821,0.20948168635368347,0.12707166373729706,0.1985267549753189,0.14777156710624695,0.05495404452085495,0.14715290069580078,0.31928157806396484
structures,0.19226044416427612,0.2775827646255493,0.15490315854549408,0.2516176700592041,0.15169541537761688,0.2804560363292694,0.13527242839336395,0.33171409368515015,0.26285621523857117,0.13590580224990845
include,0.1535889357328415,0.252349317073822,0.26005542278289795,0.2951717972755432,0.12383818626403809,0.37431180477142334,0.17404258251190186,0.07225523889064789,0.24466748535633087,0.14925788342952728
the,0.42745697498321533,0.3135315477848053,0.35928019881248474,1.0,0.3216422498226166,0.733189046382904,0.37090015411376953,0.2398453801870346,0.3067915439605713,0.22068053483963013
37-story,0.35415923595428467,0.18577763438224792,0.18431687355041504,0.3784719407558441,0.2574427127838135,0.3458676338195801,0.29758909344673157,0.3266354203224182,0.17420025169849396,0.2407086044549942
wells,0.07079237699508667,0.13905376195907593,0.16039343178272247,0.18364261090755463,0.22229617834091187,0.16743157804012299,0.15410789847373962,0.22893548011779785,0.11181876808404922,0.12499259412288666
fargo,0.11274487525224686,0.07745327055454254,0.1465619057416916,0.22872892022132874,0.2883113920688629,0.1821008175611496,0.23546689748764038,0.2667262852191925,0.16945311427116394,0.09509758651256561
center,0.1908310204744339,0.10801200568675995,0.1333722323179245,0.29064592719078064,0.16988010704517365,0.24526838958263397,0.16217651963233948,0.2799876630306244,0.14767582714557648,0.12538520991802216
(,0.2411840260028839,0.14049115777015686,0.2728188931941986,0.33289089798927307,0.18661372363567352,0.35032153129577637,0.20632019639015198,0.19051307439804077,0.14320339262485504,0.40561532974243164
with,0.2464839518070221,0.27515774965286255,0.26186925172805786,0.4223487675189972,0.13730685412883759,0.41827285289764404,0.21664398908615112,0.14200076460838318,0.22930166125297546,0.2433311939239502
its,0.30393704771995544,0.3126043677330017,0.33437713980674744,0.559237003326416,0.1727178394794464,0.48690423369407654,0.2869555354118347,0.1954134702682495,0.24689245223999023,0.15103481709957123
distinctive,0.25436970591545105,0.7262212634086609,0.19526974856853485,0.2618619501590729,0.000654415343888104,0.28103455901145935,0.24381966888904572,0.07680413126945496,0.23140010237693787,0.07970129698514938
flared,0.15015915036201477,0.17036478221416473,0.11520293354988098,0.2420666366815567,0.0558595210313797,0.17549757659435272,0.23006673157215118,0.18520131707191467,0.23017646372318268,0.15451554954051971
base,0.1336955726146698,0.18185093998908997,0.20073920488357544,0.2870652377605438,0.1401517242193222,0.23717565834522247,0.08259335905313492,0.2114136666059494,0.23369894921779633,0.10518061369657516
making,0.30777570605278015,0.2581109404563904,0.29388219118118286,0.35185980796813965,0.16009479761123657,0.3250596821308136,0.18595272302627563,0.14063291251659393,0.33238184452056885,0.2539324164390564
it,0.45803478360176086,0.299596905708313,0.34188351035118103,0.6251175999641418,0.20640473067760468,0.38761502504348755,0.311389297246933,0.19731567800045013,0.2745698094367981,0.25732165575027466
the,0.42745697498321533,0.3135315477848053,0.35928019881248474,1.0,0.3216422498226166,0.733189046382904,0.37090015411376953,0.2398453801870346,0.3067915439605713,0.22068053483963013
defining,0.3507429361343384,0.4342644512653351,0.30605772137641907,0.3161003887653351,0.10573939234018326,0.345196932554245,0.17912296950817108,0.11710549890995026,0.14299090206623077,0.24434328079223633
building,0.23529528081417084,0.1265852153301239,0.13735412061214447,0.3159640431404114,0.26623502373695374,0.26200541853904724,0.16734442114830017,0.49597975611686707,0.22406204044818878,0.13549931347370148
in,0.30808621644973755,0.27763235569000244,0.214483380317688,0.6662389636039734,0.2690856158733368,0.5696388483047485,0.3098583221435547,0.22630389034748077,0.2667064666748047,0.20430970191955566
the,0.42745697498321533,0.3135315477848053,0.35928019881248474,1.0,0.3216422498226166,0.733189046382904,0.37090015411376953,0.2398453801870346,0.3067915439605713,0.22068053483963013
jacksonville,0.14578714966773987,0.13550277054309845,0.14389668405056,0.2176690250635147,0.1025690957903862,0.23084138333797455,0.22359871864318848,0.17981070280075073,0.2129397839307785,0.1359667330980301
skyline,0.11902455985546112,0.08851943165063858,0.12308294326066971,0.2234315127134323,0.22035658359527588,0.20348209142684937,0.17876781523227692,0.3916921615600586,0.2286166548728943,0.1345018744468689
),0.26259949803352356,0.1556500941514969,0.2575884759426117,0.3456730246543884,0.17464090883731842,0.3680361211299896,0.19718800485134125,0.18986791372299194,0.16549283266067505,0.42300865054130554
",",0.3087472915649414,0.27985477447509766,0.28617382049560547,0.4933079481124878,0.2756500244140625,0.4946078956127167,0.253568559885025,0.20524810254573822,0.2803111970424652,0.31091248989105225
originally,0.2645323872566223,0.19875723123550415,0.1335451751947403,0.36820849776268005,0.16300353407859802,0.21349623799324036,0.2789452075958252,0.14867007732391357,0.15456441044807434,0.07821967452764511
built,0.1554843783378601,0.11825884133577347,0.09012943506240845,0.2950156033039093,0.18669560551643372,0.23442776501178741,0.1644861251115799,0.36105698347091675,0.2385001927614212,0.09449632465839386
in,0.30808621644973755,0.27763235569000244,0.214483380317688,0.6662389636039734,0.2690856158733368,0.5696388483047485,0.3098583221435547,0.22630389034748077,0.2667064666748047,0.20430970191955566
1972-74,0.006084401626139879,-0.04076366126537323,0.03968876972794533,0.07241180539131165,0.11764007061719894,0.037784166634082794,0.056376174092292786,0.1240258738398552,-0.01398381032049656,0.0015319790691137314
by,0.2455483376979828,0.22943344712257385,0.143477201461792,0.4408751428127289,0.1555873453617096,0.3646814823150635,0.20156630873680115,0.11632828414440155,0.1619003266096115,0.17966607213020325
the,0.42745697498321533,0.3135315477848053,0.35928019881248474,1.0,0.3216422498226166,0.733189046382904,0.37090015411376953,0.2398453801870346,0.3067915439605713,0.22068053483963013
independent,0.28752967715263367,0.20655764639377594,0.2062940001487732,0.2927691638469696,0.17237058281898499,0.30508819222450256,0.12739387154579163,0.10722976177930832,0.1886962503194809,0.11902587860822678
life,0.24693015217781067,0.24298088252544403,0.14979252219200134,0.23528170585632324,0.13159185647964478,0.2788603901863098,0.17804989218711853,0.15921038389205933,0.14296461641788483,0.21677987277507782
and,0.31309178471565247,0.3096805512905121,0.3461615741252899,0.5171257257461548,0.23291631042957306,0.5116966962814331,0.2647855281829834,0.23948386311531067,0.30117684602737427,0.20544172823429108
accident,0.2266911268234253,0.12957565486431122,0.12799645960330963,0.18348170816898346,0.11909713596105576,0.1727704554796219,0.09555300325155258,0.1510888636112213,0.07831724733114243,0.13474830985069275
insurance,0.2602764964103699,0.18990430235862732,0.26074543595314026,0.20709019899368286,0.336996853351593,0.23023805022239685,0.1674485057592392,0.26912060379981995,0.12695978581905365,0.16563807427883148
company,0.2333769053220749,0.15159761905670166,0.14109405875205994,0.26591673493385315,0.30741575360298157,0.20467796921730042,0.18648169934749603,0.17490074038505554,0.13387715816497803,0.12195809185504913
",",0.3087472915649414,0.27985477447509766,0.28617382049560547,0.4933079481124878,0.2756500244140625,0.4946078956127167,0.253568559885025,0.20524810254573822,0.2803111970424652,0.31091248989105225
and,0.31309178471565247,0.3096805512905121,0.3461615741252899,0.5171257257461548,0.23291631042957306,0.5116966962814331,0.2647855281829834,0.23948386311531067,0.30117684602737427,0.20544172823429108
the,0.42745697498321533,0.3135315477848053,0.35928019881248474,1.0,0.3216422498226166,0.733189046382904,0.37090015411376953,0.2398453801870346,0.3067915439605713,0.22068053483963013
28,-0.2335955947637558,-0.19377970695495605,-0.11238764971494675,-0.31177106499671936,-0.15413670241832733,-0.2696417272090912,-0.18984924256801605,-0.16607077419757843,-0.18224847316741943,-0.012856917455792427
floor,0.1553560197353363,0.1414014846086502,0.1411934345960617,0.25987908244132996,0.09670353680849075,0.19539874792099,0.1618383377790451,0.2734633982181549,0.29966428875923157,0.20457154512405396
riverplace,0.29322174191474915,0.24802081286907196,0.21169880032539368,0.37376174330711365,0.31163346767425537,0.331790566444397,0.28894007205963135,0.2735735774040222,0.1842193305492401,0.2516022026538849
tower,0.12919922173023224,0.10074696689844131,0.12271039187908173,0.2398453801870346,0.2611823081970215,0.2271278351545334,0.14780168235301971,1.0,0.1516108363866806,0.10395228117704391
which,0.5261979103088379,0.41797715425491333,0.39111801981925964,0.6521818041801453,0.22616201639175415,0.5011631846427917,0.26265275478363037,0.2040041834115982,0.32377585768699646,0.25814583897590637
",",0.3087472915649414,0.27985477447509766,0.28617382049560547,0.4933079481124878,0.2756500244140625,0.4946078956127167,0.253568559885025,0.20524810254573822,0.2803111970424652,0.31091248989105225
when,0.4700249433517456,0.17077763378620148,0.3380102217197418,0.5091903209686279,0.21495771408081055,0.3757161796092987,0.21924224495887756,0.13673999905586243,0.26868003606796265,0.22841128706932068
completed,0.19063329696655273,0.17522864043712616,0.1664751172065735,0.29278936982154846,0.13746170699596405,0.2491239756345749,0.1661243438720703,0.2984422743320465,0.18509820103645325,0.08272653818130493
in,0.30808621644973755,0.27763235569000244,0.214483380317688,0.6662389636039734,0.2690856158733368,0.5696388483047485,0.3098583221435547,0.22630389034748077,0.2667064666748047,0.20430970191955566
1967,-0.0218155886977911,0.03359483182430267,-0.08351090550422668,-0.012038951739668846,-0.029394377022981644,0.07289459556341171,-0.014628326520323753,-0.12427044659852982,-0.045711588114500046,0.017933469265699387
",",0.3087472915649414,0.27985477447509766,0.28617382049560547,0.4933079481124878,0.2756500244140625,0.4946078956127167,0.253568559885025,0.20524810254573822,0.2803111970424652,0.31091248989105225
was,0.22111038863658905,0.18883377313613892,0.19302551448345184,0.48711544275283813,0.19418294727802277,0.4069072902202606,0.2850865423679352,0.18529865145683289,0.19631803035736084,0.18412111699581146
the,0.42745697498321533,0.3135315477848053,0.35928019881248474,1.0,0.3216422498226166,0.733189046382904,0.37090015411376953,0.2398453801870346,0.3067915439605713,0.22068053483963013
tallest,0.1573905199766159,0.14158295094966888,0.15673841536045074,0.271071195602417,0.20374339818954468,0.2597847878932953,0.23281291127204895,0.4509790539741516,0.24376904964447021,0.13697953522205353
precast,0.28389522433280945,0.24004290997982025,0.2639239728450775,0.30624088644981384,0.14225110411643982,0.2574158012866974,0.25317931175231934,0.13904239237308502,0.1687873899936676,0.2259068340063095
",",0.3087472915649414,0.27985477447509766,0.28617382049560547,0.4933079481124878,0.2756500244140625,0.4946078956127167,0.253568559885025,0.20524810254573822,0.2803111970424652,0.31091248989105225
post-tensioned,0.21144329011440277,0.21746747195720673,0.15290583670139313,0.32890844345092773,0.15488339960575104,0.2791770100593567,0.11314172297716141,0.1397753804922104,0.2281782627105713,0.2174290120601654
concrete,0.2282307744026184,0.3192095458507538,0.1454060673713684,0.19700539112091064,0.1737290620803833,0.17426584661006927,0.16480912268161774,0.29704543948173523,0.31135207414627075,0.18976950645446777
structure,0.27351704239845276,0.3422369956970215,0.2181081622838974,0.2933249771595001,0.1333554983139038,0.2599511742591858,0.0900711938738823,0.31689906120300293,0.2914658784866333,0.1770772784948349
in,0.30808621644973755,0.27763235569000244,0.214483380317688,0.6662389636039734,0.2690856158733368,0.5696388483047485,0.3098583221435547,0.22630389034748077,0.2667064666748047,0.20430970191955566
the,0.42745697498321533,0.3135315477848053,0.35928019881248474,1.0,0.3216422498226166,0.733189046382904,0.37090015411376953,0.2398453801870346,0.3067915439605713,0.22068053483963013
world,0.21669597923755646,0.24516645073890686,0.15434256196022034,0.33604270219802856,0.21678723394870758,0.2828933000564575,0.3505486249923706,0.20577771961688995,0.22065725922584534,0.17579582333564758
.,0.3567904531955719,0.216000497341156,0.3022993505001068,0.5934505462646484,0.24876342713832855,0.5352458953857422,0.29180291295051575,0.21111081540584564,0.30296799540519714,0.4130953550338745
