,what,is,another,term,for,excessive,compression,?
if,0.5277165174484253,0.30927813053131104,0.4655850827693939,0.20444554090499878,0.3609124422073364,0.3381328880786896,0.31126266717910767,0.4441644251346588
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2740369141101837,0.4739971458911896,0.243015319108963,0.24867193400859833,0.22068053483963013
exhaust,0.1970054805278778,0.1744835078716278,0.2742368280887604,0.18730363249778748,0.261863648891449,0.36750978231430054,0.4610004723072052,0.1444300264120102
event,0.26981404423713684,0.2078172266483307,0.22148023545742035,0.2118467539548874,0.21648059785366058,0.17452023923397064,0.18928812444210052,0.16076280176639557
is,0.28837618231773376,1.0,0.41278526186943054,0.270183801651001,0.43268078565597534,0.18643395602703094,0.2661573588848114,0.22961433231830597
too,0.4120715260505676,0.2450883537530899,0.2789627015590668,0.21738430857658386,0.31008657813072205,0.37713250517845154,0.2042657881975174,0.33757779002189636
brief,0.16967087984085083,0.17414595186710358,0.2595652639865875,0.1580689549446106,0.2428721934556961,0.26991263031959534,0.22222937643527985,0.1868450790643692
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.21599270403385162,0.4464869201183319,0.18842002749443054,0.19348332285881042,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2740369141101837,0.4739971458911896,0.243015319108963,0.24867193400859833,0.22068053483963013
totality,0.25655612349510193,0.15738359093666077,0.16833427548408508,0.24258269369602203,0.20405998826026917,0.3577881455421448,0.257508248090744,0.20152847468852997
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.26047757267951965,0.4185989499092102,0.2820563316345215,0.2915203273296356,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2740369141101837,0.4739971458911896,0.243015319108963,0.24867193400859833,0.22068053483963013
exhaust,0.1970054805278778,0.1744835078716278,0.2742368280887604,0.18730363249778748,0.261863648891449,0.36750978231430054,0.4610004723072052,0.1444300264120102
steam,0.15672586858272552,0.13029660284519196,0.18421155214309692,0.10872190445661545,0.19393667578697205,0.187563955783844,0.3450585603713989,0.113324373960495
can,0.34502777457237244,0.44256699085235596,0.3920363187789917,0.23030756413936615,0.35690054297447205,0.3473753333091736,0.37451183795928955,0.3226337134838104
not,0.5449194312095642,0.3776007890701294,0.3786204159259796,0.2823779284954071,0.39280617237091064,0.38090047240257263,0.23621158301830292,0.41942933201789856
evacuate,0.20123231410980225,0.10880196839570999,0.17305336892604828,0.11813321709632874,0.1895400434732437,0.20480075478553772,0.14838871359825134,0.13437965512275696
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2740369141101837,0.4739971458911896,0.243015319108963,0.24867193400859833,0.22068053483963013
cylinder,0.09421046078205109,0.19112510979175568,0.18818378448486328,0.1815960705280304,0.16607409715652466,0.18405015766620636,0.47730952501296997,0.12323369085788727
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.21599270403385162,0.4464869201183319,0.18842002749443054,0.19348332285881042,0.31091248989105225
choking,0.28562086820602417,0.2922650873661041,0.3184521794319153,0.2793585956096649,0.2705349922180176,0.32688257098197937,0.29180294275283813,0.225521519780159
it,0.45803478360176086,0.6328473687171936,0.42453905940055847,0.24376648664474487,0.32171204686164856,0.21051177382469177,0.26149430871009827,0.25732165575027466
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.22272127866744995,0.5064792633056641,0.22873662412166595,0.19845055043697357,0.20544172823429108
giving,0.28628480434417725,0.24181054532527924,0.2912292778491974,0.1622113287448883,0.39347827434539795,0.2217903584241867,0.23491160571575165,0.2052922248840332
excessive,0.29446548223495483,0.18643395602703094,0.2304173856973648,0.2595060169696808,0.30539271235466003,0.9999998807907104,0.3304564654827118,0.24501025676727295
compression,0.23375190794467926,0.2661573588848114,0.27513939142227173,0.2001439332962036,0.2499852478504181,0.3304564654827118,0.9999998807907104,0.18572697043418884
(,0.2411840260028839,0.35393038392066956,0.2500171959400177,0.16755855083465576,0.3357032239437103,0.14757393300533295,0.12415742874145508,0.40561532974243164
``,0.008517155423760414,0.058766357600688934,0.06123349070549011,0.11803510040044785,0.01270448137074709,0.09391423314809799,0.08196929097175598,0.0685480609536171
kick,0.17951112985610962,0.15610529482364655,0.251270592212677,0.16773217916488647,0.18321655690670013,0.1103484183549881,0.19913890957832336,0.22069407999515533
back,0.2965294420719147,0.20263513922691345,0.362573504447937,0.13069544732570648,0.2631518244743347,0.13807137310504913,0.21010780334472656,0.2397768795490265
'',0.08143015950918198,0.0793738141655922,0.0015353172784671187,0.13619764149188995,-0.04479556903243065,0.051966410130262375,-0.034487105906009674,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.2743632197380066,0.14937621355056763,0.3639558255672455,0.1270858347415924,0.14744950830936432,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.18456575274467468,0.4726039469242096,0.13780678808689117,0.22932106256484985,0.4130953550338745
