,what,two,women,were,defying,the,pharaoh,in,the,story,from,the,book,of,exodus,?
the,0.42745697498321533,0.43858039379119873,0.279754102230072,0.3906462490558624,0.3239186108112335,1.0,0.206037238240242,0.6662389636039734,1.0,0.2915393114089966,0.40150508284568787,1.0,0.2652374505996704,0.733189046382904,0.21896156668663025,0.22068053483963013
book,0.2872225046157837,0.19141778349876404,0.1798495650291443,0.17265428602695465,0.16809846460819244,0.2652374505996704,0.20782910287380219,0.2527170181274414,0.2652374505996704,0.4677676856517792,0.1578967273235321,0.2652374505996704,1.0,0.22602593898773193,0.25467589497566223,0.20572158694267273
of,0.33290785551071167,0.37726253271102905,0.22431409358978271,0.34038281440734863,0.27631720900535583,0.733189046382904,0.15238142013549805,0.5696388483047485,0.733189046382904,0.2687002420425415,0.4249346852302551,0.733189046382904,0.22602593898773193,1.0,0.19406749308109283,0.1826142966747284
exodus,0.25344720482826233,0.15850600600242615,0.06527143716812134,0.20218487083911896,0.2448960840702057,0.21896156668663025,0.2625654935836792,0.18158988654613495,0.21896156668663025,0.30242472887039185,0.18631573021411896,0.21896156668663025,0.25467589497566223,0.19406749308109283,0.9999999403953552,0.14324861764907837
",",0.3087472915649414,0.35859420895576477,0.18865817785263062,0.36755475401878357,0.2531081438064575,0.4933079481124878,0.1681014597415924,0.5201468467712402,0.4933079481124878,0.20667347311973572,0.39760664105415344,0.4933079481124878,0.23644568026065826,0.4946078956127167,0.18189449608325958,0.31091248989105225
where,0.4457937180995941,0.32765963673591614,0.15865963697433472,0.2363632768392563,0.21474318206310272,0.5003893971443176,0.16980710625648499,0.5344807505607605,0.5003893971443176,0.24550838768482208,0.3713873624801636,0.5003893971443176,0.16606031358242035,0.38066378235816956,0.13796649873256683,0.24793872237205505
shiphrah,0.23642927408218384,0.20062513649463654,0.1796911358833313,0.21756336092948914,0.27823588252067566,0.3053118884563446,0.4260130524635315,0.23373448848724365,0.3053118884563446,0.262426495552063,0.2724555432796478,0.3053118884563446,0.24273988604545593,0.25155171751976013,0.3292752504348755,0.23365181684494019
and,0.31309178471565247,0.4671151638031006,0.24605001509189606,0.42175528407096863,0.2971542179584503,0.5171257257461548,0.19254539906978607,0.4954058527946472,0.5171257257461548,0.22456516325473785,0.3601827025413513,0.5171257257461548,0.28024056553840637,0.5116966962814331,0.18490345776081085,0.20544172823429108
puah,0.22840669751167297,0.24226930737495422,0.18000967800617218,0.11360795050859451,0.14188314974308014,0.2934013605117798,0.253267765045166,0.22751453518867493,0.2934013605117798,0.11962101608514786,0.2200123518705368,0.2934013605117798,0.2138647437095642,0.23883818089962006,0.24476084113121033,0.1579752117395401
refused,0.19773393869400024,0.21763481199741364,0.2440817505121231,0.29228371381759644,0.28514987230300903,0.2606237530708313,0.15962004661560059,0.2417421191930771,0.2606237530708313,0.1555127650499344,0.17051434516906738,0.2606237530708313,0.13681043684482574,0.21729640662670135,0.11809313297271729,0.14580921828746796
a,0.3320399522781372,0.3289857804775238,0.20322243869304657,0.17203083634376526,0.2586594820022583,0.5829201340675354,0.13071435689926147,0.539380669593811,0.5829201340675354,0.26679712533950806,0.322764128446579,0.5829201340675354,0.19186489284038544,0.5052502155303955,0.16760984063148499,0.23916715383529663
direct,0.26271191239356995,0.20330843329429626,0.12698185443878174,0.16136619448661804,0.16070325672626495,0.3262479901313782,0.155661940574646,0.1965816169977188,0.3262479901313782,0.1823766529560089,0.30713847279548645,0.3262479901313782,0.1833449900150299,0.2533726394176483,0.13674598932266235,0.18476411700248718
order,0.16634008288383484,0.22536668181419373,0.09291195124387741,0.16340558230876923,0.2143201231956482,0.3284194767475128,0.1383373886346817,0.24184700846672058,0.3284194767475128,0.09855818003416061,0.1814235895872116,0.3284194767475128,0.18374742567539215,0.31287699937820435,0.1753748506307602,0.13725648820400238
of,0.33290785551071167,0.37726253271102905,0.22431409358978271,0.34038281440734863,0.27631720900535583,0.733189046382904,0.15238142013549805,0.5696388483047485,0.733189046382904,0.2687002420425415,0.4249346852302551,0.733189046382904,0.22602593898773193,1.0,0.19406749308109283,0.1826142966747284
pharaoh,0.23098188638687134,0.11157333105802536,0.19741155207157135,0.20431801676750183,0.25325438380241394,0.206037238240242,0.9999999403953552,0.12299526482820511,0.206037238240242,0.23900540173053741,0.08762072771787643,0.206037238240242,0.20782910287380219,0.15238142013549805,0.2625654935836792,0.18421317636966705
but,0.5029441118240356,0.39381086826324463,0.23886272311210632,0.38291117548942566,0.2761116921901703,0.4859698414802551,0.22158785164356232,0.48674455285072327,0.4859698414802551,0.24844245612621307,0.3133932948112488,0.4859698414802551,0.23550857603549957,0.39942997694015503,0.1834682822227478,0.27921953797340393
misrepresented,0.3218365013599396,0.20680510997772217,0.18872739374637604,0.2988951802253723,0.30638864636421204,0.29758942127227783,0.29092541337013245,0.259551465511322,0.29758942127227783,0.17676395177841187,0.23569683730602264,0.29758942127227783,0.17082354426383972,0.34781232476234436,0.2437286078929901,0.32171550393104553
how,0.6468034982681274,0.2499001920223236,0.1552928388118744,0.2082374095916748,0.23205231130123138,0.33890387415885925,0.235142782330513,0.2601168751716614,0.33890387415885925,0.25330299139022827,0.22939439117908478,0.33890387415885925,0.2598314583301544,0.2480744868516922,0.1948024183511734,0.4024120569229126
they,0.4431931674480438,0.46170496940612793,0.2761414051055908,0.5580583214759827,0.24118457734584808,0.49925389885902405,0.19912366569042206,0.4330179989337921,0.49925389885902405,0.1983945369720459,0.3321932256221771,0.49925389885902405,0.1637771725654602,0.3426007330417633,0.19037340581417084,0.2753053903579712
did,0.4259131848812103,0.2755576968193054,0.24222777783870697,0.4162326455116272,0.24374082684516907,0.34736719727516174,0.1913936734199524,0.2593238651752472,0.34736719727516174,0.24619799852371216,0.20248863101005554,0.34736719727516174,0.17269964516162872,0.2513895630836487,0.12753865122795105,0.3023456633090973
it,0.45803478360176086,0.28080877661705017,0.18747682869434357,0.25487732887268066,0.1715020388364792,0.6251175999641418,0.12925857305526733,0.5130809545516968,0.6251175999641418,0.24153392016887665,0.325604110956192,0.6251175999641418,0.25369152426719666,0.38761502504348755,0.12755973637104034,0.25732165575027466
.,0.3567904531955719,0.3524959683418274,0.2560822069644928,0.3378238379955292,0.20409534871578217,0.5934505462646484,0.17394597828388214,0.5591574311256409,0.5934505462646484,0.24893946945667267,0.41536515951156616,0.5934505462646484,0.21435262262821198,0.5352458953857422,0.15512850880622864,0.4130953550338745
