,in,addition,to,english,",",what,language,is,also,often,taught,in,nepalese,private,schools,?
subject,0.21163184940814972,0.24147376418113708,0.3198980987071991,0.2734987735748291,0.25792038440704346,0.3828662037849426,0.3107589781284332,0.25386592745780945,0.2295254021883011,0.23466354608535767,0.23179498314857483,0.21163184940814972,0.17094893753528595,0.21178118884563446,0.18936215341091156,0.33952999114990234
",",0.5201468467712402,0.3040202856063843,0.44245919585227966,0.3339248597621918,1.0000001192092896,0.3087472915649414,0.2694627344608307,0.4691906273365021,0.4717654287815094,0.24139221012592316,0.2902868986129761,0.5201468467712402,0.2516903579235077,0.1899166703224182,0.2760516405105591,0.31091248989105225
nepali,0.14551983773708344,0.10142385214567184,0.14987826347351074,0.240809366106987,0.2587319314479828,0.13121724128723145,0.30654022097587585,0.1981954276561737,0.2421385794878006,0.18764056265354156,0.14631782472133636,0.14551983773708344,0.8066859841346741,0.052521489560604095,0.1632024645805359,0.14452672004699707
and/or,0.1723054200410843,0.2841605544090271,0.32471010088920593,0.09889786690473557,0.22354047000408173,0.26439139246940613,0.20667995512485504,0.1926940530538559,0.3471403419971466,0.4338937997817993,0.03145035356283188,0.1723054200410843,0.14251577854156494,0.1677350401878357,0.19595247507095337,0.24081800878047943
the,0.6662389636039734,0.32955414056777954,0.535392165184021,0.23982001841068268,0.4933079481124878,0.42745697498321533,0.30198320746421814,0.5823672413825989,0.6021018624305725,0.38004449009895325,0.17271466553211212,0.6662389636039734,0.18889059126377106,0.18291357159614563,0.22905772924423218,0.22068053483963013
state,0.33316072821617126,0.16617824137210846,0.25557461380958557,0.10557875037193298,0.29481780529022217,0.24273863434791565,0.1671513020992279,0.2627358138561249,0.30592310428619385,0.17464479804039001,0.1845611035823822,0.33316072821617126,0.18216954171657562,0.3059387505054474,0.2832874357700348,0.1160883978009224
's,-0.037580832839012146,-0.07300050556659698,0.03782717138528824,0.04063878208398819,-0.0016132977325469255,0.02692362666130066,-0.03558342531323433,0.02396530658006668,-0.0014726108638569713,0.05346176400780678,0.015992429107427597,-0.037580832839012146,-0.01130419410765171,0.08433578908443451,0.003616944421082735,-0.023395681753754616
official,0.25180214643478394,0.18834684789180756,0.18259026110172272,0.2640875577926636,0.2088543325662613,0.18967986106872559,0.30023193359375,0.21236078441143036,0.2661306858062744,0.15527918934822083,0.12487520277500153,0.25180214643478394,0.17934274673461914,0.17903941869735718,0.1797254979610443,0.18097688257694244
language,0.23268210887908936,0.22668759524822235,0.2763397693634033,0.4612087905406952,0.2694627344608307,0.28220435976982117,0.9999998807907104,0.270936518907547,0.29006239771842957,0.19674934446811676,0.3079262673854828,0.23268210887908936,0.21380335092544556,0.12982140481472015,0.2158348709344864,0.25349316000938416
is,0.5394441485404968,0.2727152407169342,0.42745086550712585,0.24613474309444427,0.4691906273365021,0.28837618231773376,0.270936518907547,1.0,0.5012649297714233,0.3856629431247711,0.15364351868629456,0.5394441485404968,0.17413824796676636,0.1420905888080597,0.2022145688533783,0.22961433231830597
also,0.5073733329772949,0.4427105188369751,0.5348826050758362,0.2739046514034271,0.4717654287815094,0.42747777700424194,0.29006239771842957,0.5012649297714233,1.0000001192092896,0.5936985611915588,0.2682565748691559,0.5073733329772949,0.23227731883525848,0.23910270631313324,0.3129073679447174,0.21848613023757935
taught,0.24230356514453888,0.1362612247467041,0.25677984952926636,0.2004404515028,0.2902868986129761,0.25590506196022034,0.3079262673854828,0.15364351868629456,0.2682565748691559,0.25038743019104004,1.0000001192092896,0.24230356514453888,0.15182608366012573,0.2601635158061981,0.47146323323249817,0.18297621607780457
.,0.5591574311256409,0.27481022477149963,0.4645031690597534,0.2881386876106262,0.6812511086463928,0.3567904531955719,0.2506868243217468,0.4569662809371948,0.49166762828826904,0.30710849165916443,0.25649359822273254,0.5591574311256409,0.1772139072418213,0.2534593939781189,0.2752705216407776,0.4130953550338745
