,what,country,is,abc,broadcast,in,",",in,contrast,to,disney,'s,other,channels,?
broadcast,0.17857211828231812,0.22846896946430206,0.1702820062637329,0.4876510202884674,1.0,0.26723843812942505,0.24917922914028168,0.26723843812942505,0.09751233458518982,0.2326623648405075,0.3236337900161743,0.0797032043337822,0.1580214649438858,0.4576503038406372,0.15760008990764618
in,0.30808621644973755,0.3040012717247009,0.5394441485404968,0.1697147786617279,0.26723843812942505,1.0,0.5201468467712402,1.0,0.2357589453458786,0.45010748505592346,0.18521910905838013,-0.037580832839012146,0.39989137649536133,0.19040870666503906,0.20430970191955566
the,0.42745697498321533,0.30432501435279846,0.5823672413825989,0.2068762183189392,0.2713715434074402,0.6662389636039734,0.4933079481124878,0.6662389636039734,0.25799670815467834,0.535392165184021,0.24980762600898743,-0.01540423184633255,0.44152235984802246,0.27277594804763794,0.22068053483963013
united,0.20036718249320984,0.3808354437351227,0.22408509254455566,0.20297972857952118,0.2690603733062744,0.3938477039337158,0.3053959608078003,0.3938477039337158,0.1437988430261612,0.2715383470058441,0.24528346955776215,-0.03853745758533478,0.2444620579481125,0.18561188876628876,0.17266890406608582
states,0.21526020765304565,0.4065426290035248,0.21939043700695038,0.20048053562641144,0.2695137560367584,0.3977442979812622,0.3315127193927765,0.3977442979812622,0.18457795679569244,0.2828785181045532,0.21625874936580658,-0.004298824816942215,0.28788650035858154,0.21198906004428864,0.16272737085819244
",",0.3087472915649414,0.27878350019454956,0.4691906273365021,0.2097204476594925,0.24917922914028168,0.5201468467712402,1.0000001192092896,0.5201468467712402,0.21571755409240723,0.44245919585227966,0.2132069319486618,-0.0016132977325469255,0.4446498453617096,0.2199012041091919,0.31091248989105225
although,0.24844598770141602,0.19152677059173584,0.301360160112381,0.12329328805208206,0.19672736525535583,0.28763338923454285,0.36230817437171936,0.28763338923454285,0.2983831465244293,0.4176313281059265,0.14999425411224365,0.06846998631954193,0.3534984588623047,0.1473924219608307,0.15541206300258636
the,0.42745697498321533,0.30432501435279846,0.5823672413825989,0.2068762183189392,0.2713715434074402,0.6662389636039734,0.4933079481124878,0.6662389636039734,0.25799670815467834,0.535392165184021,0.24980762600898743,-0.01540423184633255,0.44152235984802246,0.27277594804763794,0.22068053483963013
network,0.16917307674884796,0.1784982532262802,0.2196272611618042,0.4295894205570221,0.5386998653411865,0.19496823847293854,0.1932937651872635,0.19496823847293854,0.15321554243564606,0.25940340757369995,0.28231924772262573,0.07819218933582306,0.23709821701049805,0.5602837800979614,0.17853789031505585
's,0.02692362666130066,0.0747150406241417,0.02396530658006668,0.06670809537172318,0.0797032043337822,-0.037580832839012146,-0.0016132977325469255,-0.037580832839012146,-0.011143652722239494,0.03782717138528824,0.0786653682589531,0.9999999403953552,0.04445967823266983,0.09595498442649841,-0.023395681753754616
programming,0.22725710272789001,0.1886844038963318,0.20774513483047485,0.3165910840034485,0.4070121645927429,0.17145347595214844,0.255766898393631,0.17145347595214844,0.18805815279483795,0.1961597204208374,0.22714197635650635,0.011488005518913269,0.19671271741390228,0.35457420349121094,0.22249025106430054
is,0.28837618231773376,0.24409033358097076,1.0,0.16037321090698242,0.1702820062637329,0.5394441485404968,0.4691906273365021,0.5394441485404968,0.2659924328327179,0.42745086550712585,0.18704643845558167,0.02396530658006668,0.25895947217941284,0.23861566185951233,0.22961433231830597
syndicated,0.16155266761779785,0.163124680519104,0.17200924456119537,0.45452210307121277,0.5091761946678162,0.26383182406425476,0.2306492030620575,0.26383182406425476,0.18407532572746277,0.16911084949970245,0.4152512848377228,-0.002750858897343278,0.21299420297145844,0.41438764333724976,0.1389981359243393
in,0.30808621644973755,0.3040012717247009,0.5394441485404968,0.1697147786617279,0.26723843812942505,1.0,0.5201468467712402,1.0,0.2357589453458786,0.45010748505592346,0.18521910905838013,-0.037580832839012146,0.39989137649536133,0.19040870666503906,0.20430970191955566
many,0.36131182312965393,0.26946935057640076,0.2649032473564148,0.18267793953418732,0.1890401542186737,0.41474202275276184,0.40610817074775696,0.41474202275276184,0.3121436834335327,0.40243685245513916,0.1984570175409317,0.01698932610452175,0.6324484348297119,0.2569890022277832,0.2124512493610382
countries,0.22319257259368896,0.5439597368240356,0.254234254360199,0.12476678192615509,0.23805029690265656,0.3027990758419037,0.2966555655002594,0.3027990758419037,0.24118003249168396,0.3111797273159027,0.14869004487991333,0.04551587626338005,0.42453643679618835,0.27050918340682983,0.15128466486930847
.,0.3567904531955719,0.26130348443984985,0.4569662809371948,0.2567209303379059,0.2280997633934021,0.5591574311256409,0.6812511086463928,0.5591574311256409,0.21616345643997192,0.4645031690597534,0.23698924481868744,-0.003708066651597619,0.41511186957359314,0.24374878406524658,0.4130953550338745
