,what,abc,station,in,south,bend,",",indiana,maintains,digital,simulcasts,on,a,subchannel,?
),0.26259949803352356,0.18381085991859436,0.16818374395370483,0.3326910734176636,0.2002217173576355,0.15693652629852295,0.63033527135849,0.2133895754814148,0.16220784187316895,0.17788442969322205,0.17301128804683685,0.29937487840652466,0.3640355169773102,0.2303866147994995,0.42300865054130554
and,0.31309178471565247,0.16453155875205994,0.19091129302978516,0.4954058527946472,0.3140619993209839,0.25933974981307983,0.6633074283599854,0.26126718521118164,0.3021034300327301,0.20433840155601501,0.28305548429489136,0.4077630043029785,0.3739250600337982,0.28824105858802795,0.20544172823429108
south,0.15388517081737518,0.15089206397533417,0.27019843459129333,0.33642083406448364,1.0000001192092896,0.2909596264362335,0.3256652057170868,0.2113368660211563,0.19066670536994934,0.14832736551761627,0.18133573234081268,0.22021299600601196,0.23680485785007477,0.25974518060684204,0.12336621433496475
bend,0.20938892662525177,0.1493883728981018,0.13889122009277344,0.28219786286354065,0.2909596264362335,0.9999999403953552,0.2922282814979553,0.3140125572681427,0.10453043133020401,0.06102977693080902,0.1040472537279129,0.2179962545633316,0.25745999813079834,0.13499459624290466,0.1713055521249771
",",0.3087472915649414,0.2097204476594925,0.2482491284608841,0.5201468467712402,0.3256652057170868,0.2922282814979553,1.0000001192092896,0.28358757495880127,0.1875990927219391,0.17865565419197083,0.24041162431240082,0.49057599902153015,0.427140474319458,0.26144933700561523,0.31091248989105225
indiana,0.1579200029373169,0.1703014075756073,0.11413826793432236,0.30798211693763733,0.2113368660211563,0.3140125572681427,0.28358757495880127,0.9999999403953552,0.10391133278608322,0.0751735046505928,0.2164786159992218,0.17078089714050293,0.19789718091487885,0.15007004141807556,0.08650204539299011
(,0.2411840260028839,0.183883935213089,0.15589678287506104,0.3087427020072937,0.2013198882341385,0.15361230075359344,0.6363511681556702,0.19499889016151428,0.15964309871196747,0.1653749644756317,0.1797986924648285,0.28656116127967834,0.3206180930137634,0.19793467223644257,0.40561532974243164
wbnd-ld,0.051596567034721375,0.25603726506233215,0.15564630925655365,0.23430544137954712,0.20641693472862244,0.2107655256986618,0.2501433193683624,0.194949671626091,0.10623135417699814,0.12189282476902008,0.2543793320655823,0.2971186339855194,0.20097430050373077,0.14674757421016693,0.09577937424182892
),0.26259949803352356,0.18381085991859436,0.16818374395370483,0.3326910734176636,0.2002217173576355,0.15693652629852295,0.63033527135849,0.2133895754814148,0.16220784187316895,0.17788442969322205,0.17301128804683685,0.29937487840652466,0.3640355169773102,0.2303866147994995,0.42300865054130554
.,0.3567904531955719,0.2567209303379059,0.20999185740947723,0.5591574311256409,0.2798699140548706,0.29314759373664856,0.6812511086463928,0.3371888995170593,0.23767796158790588,0.1748691350221634,0.30956438183784485,0.49257001280784607,0.50484299659729,0.2619004249572754,0.4130953550338745
