,what,is,set,up,to,scrutinize,private,bills,submitted,by,party,outsiders,?
private,0.16778090596199036,0.1420905888080597,0.1900145560503006,0.12035677582025528,0.18892748653888702,0.22231175005435944,1.0,0.20020893216133118,0.19839966297149658,0.18554414808750153,0.1597318947315216,0.22894012928009033,0.14389030635356903
bills,0.19447143375873566,0.13326987624168396,0.13196483254432678,0.2038668543100357,0.24257683753967285,0.2846057415008545,0.20020893216133118,1.0,0.18749119341373444,0.08112535625696182,0.20304110646247864,0.24750925600528717,0.12315891683101654
submitted,0.20540176331996918,0.13827726244926453,0.2514342963695526,0.2052592933177948,0.2779480218887329,0.40816596150398254,0.19839966297149658,0.18749119341373444,1.0,0.28346261382102966,0.17264649271965027,0.17617230117321014,0.2415507286787033
to,0.455847829580307,0.42745086550712585,0.320547491312027,0.40375280380249023,1.0,0.5078926682472229,0.18892748653888702,0.24257683753967285,0.2779480218887329,0.33534231781959534,0.1893671154975891,0.3101596534252167,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,0.2927955985069275,0.38423117995262146,0.535392165184021,0.3393668532371521,0.18291357159614563,0.2371491938829422,0.2515087127685547,0.4408751428127289,0.23779736459255219,0.36024099588394165,0.22068053483963013
scottish,0.13777151703834534,0.16398480534553528,0.15980373322963715,0.1906304508447647,0.1268421709537506,0.19183090329170227,0.1477859914302826,0.1690821796655655,0.1725473403930664,0.1562303602695465,0.23822161555290222,0.21694955229759216,0.06442669779062271
parliament,0.21650300920009613,0.19676777720451355,0.1772245168685913,0.19962891936302185,0.20290622115135193,0.31238651275634766,0.16003824770450592,0.26832765340805054,0.2825964391231537,0.1523929238319397,0.47402411699295044,0.16913191974163055,0.1586504578590393
by,0.2455483376979828,0.3899846076965332,0.21600963175296783,0.2738759219646454,0.33534231781959534,0.2568686306476593,0.18554414808750153,0.08112535625696182,0.28346261382102966,1.0000001192092896,0.21788416802883148,0.2866726517677307,0.17966607213020325
an,0.2821882665157318,0.4654068350791931,0.19075638055801392,0.2649265229701996,0.3138085603713989,0.30578380823135376,0.14829891920089722,0.10758780688047409,0.16461357474327087,0.2719563841819763,0.15359370410442352,0.21449202299118042,0.19793890416622162
outside,0.3224688768386841,0.2823421061038971,0.22054097056388855,0.24302232265472412,0.3292369544506073,0.29782676696777344,0.1656412035226822,0.14137016236782074,0.12371187657117844,0.28780537843704224,0.10142435133457184,0.6586003303527832,0.14839068055152893
party,0.2398013323545456,0.1756078004837036,0.15430596470832825,0.15331965684890747,0.1893671154975891,0.22978809475898743,0.1597318947315216,0.20304110646247864,0.17264649271965027,0.21788416802883148,0.9999999403953552,0.21807295083999634,0.19031576812267303
or,0.33867141604423523,0.41870999336242676,0.19129279255867004,0.28756099939346313,0.38921234011650085,0.39338183403015137,0.21888144314289093,0.266512006521225,0.18752263486385345,0.30274316668510437,0.16072599589824677,0.3514711558818817,0.32389625906944275
promoter,0.10671501606702805,0.17508015036582947,0.1455812156200409,0.14675268530845642,0.21038547158241272,0.22418680787086487,0.15003882348537445,0.09514373540878296,0.1851378232240677,0.19848540425300598,0.14371958374977112,0.2704554498195648,0.10950886458158493
who,0.40942975878715515,0.24293622374534607,0.19352185726165771,0.26056501269340515,0.42656609416007996,0.35947728157043457,0.2552628517150879,0.1645503044128418,0.19082039594650269,0.39727845788002014,0.2427869290113449,0.4022189676761627,0.26220351457595825
is,0.28837618231773376,1.0,0.21148966252803802,0.2853454053401947,0.42745086550712585,0.25913622975349426,0.1420905888080597,0.13326987624168396,0.13827726244926453,0.3899846076965332,0.1756078004837036,0.2089310884475708,0.22961433231830597
not,0.5449194312095642,0.3776007890701294,0.2197837382555008,0.27779421210289,0.5149973034858704,0.5243540406227112,0.181801438331604,0.27783483266830444,0.26558810472488403,0.291808545589447,0.16545619070529938,0.320133775472641,0.41942933201789856
a,0.3320399522781372,0.658733606338501,0.2540091574192047,0.32523053884506226,0.45503583550453186,0.33280426263809204,0.20346391201019287,0.24252058565616608,0.17993977665901184,0.32094135880470276,0.20141370594501495,0.2722684442996979,0.23916715383529663
member,0.09932345896959305,0.2522773742675781,0.12145289033651352,0.21691420674324036,0.19456195831298828,0.20700803399085999,0.19342178106307983,0.1762036830186844,0.18447265028953552,0.14692413806915283,0.35102561116218567,0.22466006875038147,0.06826172769069672
of,0.33290785551071167,0.4854315221309662,0.20671486854553223,0.32945773005485535,0.41548454761505127,0.32066506147384644,0.18706899881362915,0.21196214854717255,0.3152673840522766,0.3646814823150635,0.23662418127059937,0.27147603034973145,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.2927955985069275,0.38423117995262146,0.535392165184021,0.3393668532371521,0.18291357159614563,0.2371491938829422,0.2515087127685547,0.4408751428127289,0.23779736459255219,0.36024099588394165,0.22068053483963013
scottish,0.13777151703834534,0.16398480534553528,0.15980373322963715,0.1906304508447647,0.1268421709537506,0.19183090329170227,0.1477859914302826,0.1690821796655655,0.1725473403930664,0.1562303602695465,0.23822161555290222,0.21694955229759216,0.06442669779062271
parliament,0.21650300920009613,0.19676777720451355,0.1772245168685913,0.19962891936302185,0.20290622115135193,0.31238651275634766,0.16003824770450592,0.26832765340805054,0.2825964391231537,0.1523929238319397,0.47402411699295044,0.16913191974163055,0.1586504578590393
or,0.33867141604423523,0.41870999336242676,0.19129279255867004,0.28756099939346313,0.38921234011650085,0.39338183403015137,0.21888144314289093,0.266512006521225,0.18752263486385345,0.30274316668510437,0.16072599589824677,0.3514711558818817,0.32389625906944275
scottish,0.13777151703834534,0.16398480534553528,0.15980373322963715,0.1906304508447647,0.1268421709537506,0.19183090329170227,0.1477859914302826,0.1690821796655655,0.1725473403930664,0.1562303602695465,0.23822161555290222,0.21694955229759216,0.06442669779062271
government,0.28074538707733154,0.20343491435050964,0.20794111490249634,0.14314819872379303,0.28343796730041504,0.3758695721626282,0.3261575996875763,0.23574750125408173,0.249860942363739,0.24235671758651733,0.41171973943710327,0.21562328934669495,0.18851417303085327
.,0.3567904531955719,0.4569662809371948,0.2928885817527771,0.351434588432312,0.4645031690597534,0.338634729385376,0.2534593939781189,0.2279222309589386,0.2211175560951233,0.3936232924461365,0.23341989517211914,0.26005032658576965,0.4130953550338745
