,what,kind,of,network,was,abc,when,it,first,began,?
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.27187061309814453,0.48711544275283813,0.2068762183189392,0.5091903209686279,0.6251175999641418,0.49448907375335693,0.3059147596359253,0.22068053483963013
nbc,0.1638578325510025,0.1190882995724678,0.12012486904859543,0.4656192362308502,0.251334547996521,0.63486248254776,0.17437143623828888,0.17638668417930603,0.2653513252735138,0.22025194764137268,0.1680917739868164
blue,0.17981211841106415,0.10567447543144226,0.23528409004211426,0.16397789120674133,0.15539668500423431,0.20072442293167114,0.26652413606643677,0.24960562586784363,0.18507882952690125,0.05368155613541603,0.15668673813343048
network,0.16917307674884796,0.1388760656118393,0.21800683438777924,1.0000001192092896,0.1994880586862564,0.4295894205570221,0.19011130928993225,0.27817267179489136,0.2069581300020218,0.17912836372852325,0.17853789031505585
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.1932937651872635,0.45456063747406006,0.2097204476594925,0.36674630641937256,0.48329564929008484,0.34503069519996643,0.2705576717853546,0.31091248989105225
which,0.5261979103088379,0.4120495617389679,0.5011631846427917,0.27261900901794434,0.2830964922904968,0.1991286277770996,0.572554349899292,0.616637647151947,0.3828166127204895,0.15610557794570923,0.25814583897590637
had,0.23849567770957947,0.1710449457168579,0.37755560874938965,0.13757506012916565,0.5927209258079529,0.18355661630630493,0.37526828050613403,0.2910259962081909,0.3379828929901123,0.3872743248939514,0.20728366076946259
been,0.2567804455757141,0.23833909630775452,0.31685134768486023,0.16328434646129608,0.518218457698822,0.19288167357444763,0.3339833617210388,0.35515493154525757,0.32745984196662903,0.25745609402656555,0.24354910850524902
purchased,0.1431688368320465,0.07350941747426987,0.20983272790908813,0.22330696880817413,0.2898165285587311,0.22144027054309845,0.17914487421512604,0.21863839030265808,0.23936277627944946,0.21267108619213104,0.04121813923120499
by,0.2455483376979828,0.13289578258991241,0.3646814823150635,0.214903324842453,0.4752357602119446,0.17600902915000916,0.4376842677593231,0.40926623344421387,0.3877052962779999,0.2443893402814865,0.17966607213020325
edward,0.13810503482818604,0.08301828801631927,0.1742178201675415,0.13930469751358032,0.22979897260665894,0.17142440378665924,0.22842739522457123,0.13407491147518158,0.2081546038389206,0.15069353580474854,0.1439376026391983
j.,-0.06363846361637115,-0.0918266624212265,0.014586188830435276,-0.03181672841310501,0.07399903982877731,-0.06509540975093842,-0.06834172457456589,-0.0346853993833065,0.08811032772064209,-0.07315009087324142,0.004272869788110256
noble,0.16937826573848724,0.1813090592622757,0.24601131677627563,0.09122113883495331,0.16863727569580078,0.10893116146326065,0.11239586770534515,0.17376025021076202,0.1385507881641388,0.05040351673960686,0.11942308396100998
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.23909442126750946,0.40146201848983765,0.2567209303379059,0.475719153881073,0.5593622326850891,0.4345304071903229,0.19236212968826294,0.4130953550338745
