,what,two,doctors,does,the,war,doctor,exist,between,?
been,0.2567804455757141,0.3638966381549835,0.1530182808637619,0.22925697267055511,0.3563927710056305,0.18175610899925232,0.12184444069862366,0.31249716877937317,0.16697090864181519,0.24354910850524902
retroactively,0.2952174246311188,0.27063897252082825,0.1838255375623703,0.288401335477829,0.2855079472064972,0.21667633950710297,0.12483752518892288,0.3595024645328522,0.19264473021030426,0.2784622311592102
inserted,0.21958914399147034,0.24313054978847504,0.11437226831912994,0.25041723251342773,0.2794579565525055,0.0575566440820694,0.07295889407396317,0.22576497495174408,0.14319249987602234,0.21677616238594055
into,0.2180619090795517,0.34175926446914673,0.10379350185394287,0.22312942147254944,0.39493247866630554,0.1791244000196457,0.09970156848430634,0.25385621190071106,0.30393290519714355,0.15662476420402527
the,0.42745697498321533,0.43858039379119873,0.24499839544296265,0.35928019881248474,1.0,0.366199791431427,0.2820442318916321,0.3024537265300751,0.39067012071609497,0.22068053483963013
show,0.29653704166412354,0.2502317726612091,0.2387276291847229,0.19734367728233337,0.319829523563385,0.13999536633491516,0.2094513326883316,0.25713518261909485,0.2101871371269226,0.2520138621330261
's,0.02692362666130066,0.038143858313560486,0.001345996162854135,-0.02895052544772625,-0.01540423184633255,0.06856801360845566,0.031664930284023285,0.047799836844205856,0.006096371449530125,-0.023395681753754616
fictional,0.16735981404781342,0.1924057900905609,0.1513969451189041,0.19663915038108826,0.23986497521400452,0.17215274274349213,0.30024847388267517,0.27230456471443176,0.20042070746421814,0.12613505125045776
chronology,0.2546044886112213,0.23460781574249268,0.16603411734104156,0.09547851979732513,0.22985747456550598,0.19053460657596588,0.1762433648109436,0.16006256639957428,0.15063627064228058,0.23438876867294312
between,0.2462156116962433,0.4709945023059845,0.09229706227779388,0.16966454684734344,0.39067012071609497,0.2612598240375519,0.13923875987529755,0.27690979838371277,0.9999999403953552,0.12887074053287506
mcgann,0.20965513586997986,0.1944257616996765,0.2598719894886017,0.18551604449748993,0.2965668737888336,0.21472853422164917,0.29796427488327026,0.06695631891489029,0.07336146384477615,0.22053363919258118
and,0.31309178471565247,0.4671151638031006,0.22853690385818481,0.3461615741252899,0.5171257257461548,0.29695844650268555,0.21673844754695892,0.2538236081600189,0.40645647048950195,0.20544172823429108
eccleston,0.21222199499607086,0.16708873212337494,0.22468428313732147,0.17858648300170898,0.2835124135017395,0.2135344296693802,0.2983407974243164,0.13044512271881104,0.18916712701320648,0.18846043944358826
's,0.02692362666130066,0.038143858313560486,0.001345996162854135,-0.02895052544772625,-0.01540423184633255,0.06856801360845566,0.031664930284023285,0.047799836844205856,0.006096371449530125,-0.023395681753754616
doctors,0.28694474697113037,0.2045958936214447,1.0,0.19317831099033356,0.24499839544296265,0.1759912222623825,0.6945362687110901,0.13486655056476593,0.09229706227779388,0.19305896759033203
",",0.3087472915649414,0.35859420895576477,0.18616431951522827,0.28617382049560547,0.4933079481124878,0.2671184241771698,0.20407600700855255,0.2977049946784973,0.27714940905570984,0.31091248989105225
although,0.24844598770141602,0.2593730390071869,0.20057332515716553,0.3092105984687805,0.3265823423862457,0.2241992950439453,0.15578992664813995,0.3262431025505066,0.25702881813049316,0.15541206300258636
his,0.26976513862609863,0.3376699388027191,0.23134192824363708,0.20403875410556793,0.4394008219242096,0.2932312488555908,0.2365143597126007,0.12335511296987534,0.15603972971439362,0.18075084686279297
introduction,0.2245079129934311,0.20712727308273315,0.10065054893493652,0.18062648177146912,0.2808631956577301,0.21669603884220123,0.13530297577381134,0.22810907661914825,0.13129018247127533,0.27021539211273193
was,0.22111038863658905,0.27166637778282166,0.1506645530462265,0.19302551448345184,0.48711544275283813,0.3560331463813782,0.19672659039497375,0.13623857498168945,0.24048170447349548,0.18412111699581146
written,0.25412634015083313,0.237321674823761,0.17778423428535461,0.2023848444223404,0.2582438886165619,0.20562730729579926,0.1692265123128891,0.16182810068130493,0.11840707808732986,0.21451954543590546
so,0.539469838142395,0.35803574323654175,0.23579227924346924,0.46022099256515503,0.4296516180038452,0.21567615866661072,0.18671663105487823,0.41073286533355713,0.2558175027370453,0.43163934350013733
as,0.31749409437179565,0.3029302954673767,0.17983488738536835,0.31202155351638794,0.48381632566452026,0.24018222093582153,0.17422905564308167,0.2531450390815735,0.22009976208209991,0.27043893933296204
not,0.5449194312095642,0.2686237692832947,0.27351492643356323,0.6355478763580322,0.4310511648654938,0.22388246655464172,0.18341001868247986,0.4296533465385437,0.18732105195522308,0.41942933201789856
to,0.455847829580307,0.3343428373336792,0.2947743237018585,0.4391997456550598,0.535392165184021,0.2610234022140503,0.22950075566768646,0.2506487965583801,0.3639189600944519,0.29463258385658264
disturb,0.3327133059501648,0.1440574824810028,0.1434236317873001,0.22738076746463776,0.25071340799331665,0.07322279363870621,0.15745066106319427,0.3033503592014313,0.26094815135002136,0.18681302666664124
the,0.42745697498321533,0.43858039379119873,0.24499839544296265,0.35928019881248474,1.0,0.366199791431427,0.2820442318916321,0.3024537265300751,0.39067012071609497,0.22068053483963013
established,0.14869536459445953,0.17465682327747345,0.08456411212682724,0.18717999756336212,0.33092597126960754,0.21319358050823212,0.09086586534976959,0.25944283604621887,0.23832273483276367,0.15917523205280304
numerical,0.276495099067688,0.21568900346755981,0.18260669708251953,0.18036143481731415,0.21273735165596008,0.15006443858146667,0.10973266512155533,0.3185587525367737,0.1624835729598999,0.21096135675907135
naming,0.2659215033054352,0.19378401339054108,0.08298870921134949,0.22642731666564941,0.3078363239765167,0.15226148068904877,0.10106673836708069,0.25116395950317383,0.1738499253988266,0.1910746842622757
of,0.33290785551071167,0.37726253271102905,0.18925178050994873,0.3119818866252899,0.733189046382904,0.31680163741111755,0.16895952820777893,0.28013259172439575,0.3737983703613281,0.1826142966747284
the,0.42745697498321533,0.43858039379119873,0.24499839544296265,0.35928019881248474,1.0,0.366199791431427,0.2820442318916321,0.3024537265300751,0.39067012071609497,0.22068053483963013
doctors,0.28694474697113037,0.2045958936214447,1.0,0.19317831099033356,0.24499839544296265,0.1759912222623825,0.6945362687110901,0.13486655056476593,0.09229706227779388,0.19305896759033203
.,0.3567904531955719,0.3524959683418274,0.1993139684200287,0.3022993505001068,0.5934505462646484,0.3000848889350891,0.22361043095588684,0.29937607049942017,0.30295518040657043,0.4130953550338745
