,what,church,money,collector,said,that,the,sould,would,spring,from,purgatory,through,monetary,donations,?
the,0.42745697498321533,0.23846197128295898,0.2699695825576782,0.22324377298355103,0.3024602234363556,0.5473989248275757,1.0,0.30857527256011963,0.4133751392364502,0.316989928483963,0.40150508284568787,0.28960198163986206,0.44071322679519653,0.25381726026535034,0.2718135714530945,0.22068053483963013
coffer,0.204392671585083,0.19371218979358673,0.22094964981079102,0.3200189471244812,0.19489111006259918,0.23859624564647675,0.2149198055267334,0.31654608249664307,0.219218909740448,0.16562913358211517,0.19302698969841003,0.2456286996603012,0.1386416256427765,0.18899771571159363,0.2874631881713867,0.18287260830402374
rings,0.16678349673748016,0.1227378398180008,0.11656911671161652,0.1649671196937561,0.22384889423847198,0.26710817217826843,0.2546970844268799,0.2223830372095108,0.21915104985237122,0.145966038107872,0.1578643023967743,0.19050724804401398,0.12883301079273224,0.1474030613899231,0.22910740971565247,0.09448361396789551
",",0.3087472915649414,0.2707274258136749,0.24156853556632996,0.2751410901546478,0.34496036171913147,0.4137537479400635,0.4933079481124878,0.35873091220855713,0.32586824893951416,0.30197975039482117,0.39760664105415344,0.2961324155330658,0.3060276508331299,0.22782517969608307,0.2618967294692993,0.31091248989105225
the,0.42745697498321533,0.23846197128295898,0.2699695825576782,0.22324377298355103,0.3024602234363556,0.5473989248275757,1.0,0.30857527256011963,0.4133751392364502,0.316989928483963,0.40150508284568787,0.28960198163986206,0.44071322679519653,0.25381726026535034,0.2718135714530945,0.22068053483963013
soul,0.23502515256404877,0.12813521921634674,0.16770558059215546,0.20821212232112885,0.21031928062438965,0.2695053815841675,0.2054273635149002,0.6662612557411194,0.15798640251159668,0.11985798180103302,0.1587420552968979,0.3370964825153351,0.25416478514671326,0.10137344896793365,0.10849287360906601,0.2029775083065033
from,0.2737620174884796,0.1894836276769638,0.24181504547595978,0.2111382633447647,0.23566637933254242,0.3477667272090912,0.40150508284568787,0.2286003679037094,0.26231399178504944,0.19145454466342926,1.0,0.16943871974945068,0.4291878044605255,0.19642746448516846,0.25404539704322815,0.19969791173934937
purgatory,0.3479570150375366,0.39526113867759705,0.11228276044130325,0.20153000950813293,0.23741678893566132,0.28657132387161255,0.28960198163986206,0.3980550467967987,0.21012228727340698,0.17533978819847107,0.16943871974945068,0.9999999403953552,0.20161999762058258,0.14350450038909912,0.22181232273578644,0.23922227323055267
(,0.2411840260028839,0.17581534385681152,0.14543579518795013,0.24859856069087982,0.1656220704317093,0.2264307141304016,0.33289089798927307,0.2793514132499695,0.21630488336086273,0.19219054281711578,0.25806233286857605,0.17145726084709167,0.19420890510082245,0.21486857533454895,0.19188304245471954,0.40561532974243164
also,0.42747777700424194,0.21634946763515472,0.31447261571884155,0.270956814289093,0.40141957998275757,0.6005857586860657,0.6021018624305725,0.29995182156562805,0.4152511954307556,0.24279800057411194,0.33783096075057983,0.23446044325828552,0.30170774459838867,0.20521511137485504,0.30327075719833374,0.21848613023757935
attested,0.23468145728111267,0.18203973770141602,0.19084444642066956,0.1401393711566925,0.38546448945999146,0.34429287910461426,0.3826991319656372,0.1866268515586853,0.2829265296459198,0.21927796304225922,0.24100089073181152,0.18364766240119934,0.220854252576828,0.19226893782615662,0.17737077176570892,0.15816816687583923
as,0.31749409437179565,0.211966410279274,0.17608045041561127,0.22579559683799744,0.3216577470302582,0.4735107421875,0.48381632566452026,0.3441115617752075,0.3824005722999573,0.2178656905889511,0.3251767158508301,0.2063038945198059,0.24602261185646057,0.19642990827560425,0.2550152540206909,0.27043893933296204
'into,0.126993328332901,0.23079603910446167,0.11101903766393661,0.1792900413274765,0.1538417637348175,0.1722508668899536,0.29596251249313354,0.19321171939373016,0.08973784744739532,0.16505731642246246,0.1804853230714798,0.2937549948692322,0.2160884439945221,0.1471138745546341,0.03403268754482269,0.14387957751750946
heaven,0.31919732689857483,0.2756941318511963,0.20552103221416473,0.12614962458610535,0.233187735080719,0.274051696062088,0.2808520495891571,0.3957059681415558,0.22535189986228943,0.14898118376731873,0.1793842762708664,0.43697404861450195,0.22444461286067963,0.06887556612491608,0.1938311606645584,0.261896550655365
',0.3245812654495239,0.16788123548030853,0.185092493891716,0.16957198083400726,0.29683712124824524,0.3494868278503418,0.474788099527359,0.23473003506660461,0.23268723487854004,0.18800093233585358,0.20019984245300293,0.2100532203912735,0.16616234183311462,0.12210873514413834,0.18768157064914703,0.330942302942276
),0.26259949803352356,0.1983546018600464,0.16383083164691925,0.25079917907714844,0.1714983731508255,0.23478686809539795,0.3456730246543884,0.2744221091270447,0.2093871831893921,0.20955225825309753,0.2672361731529236,0.19624179601669312,0.21381281316280365,0.2015218734741211,0.1924286037683487,0.42300865054130554
springs,0.1694866269826889,0.13016772270202637,0.11075923591852188,0.28314608335494995,0.1369551569223404,0.2240595668554306,0.2626856863498688,0.21539807319641113,0.1663704812526703,0.638558566570282,0.20389872789382935,0.20531681180000305,0.23141032457351685,0.1001570075750351,0.20652522146701813,0.0950024425983429
.,0.3567904531955719,0.28898224234580994,0.2570818066596985,0.29290270805358887,0.33782967925071716,0.4460422694683075,0.5934505462646484,0.34822171926498413,0.35067233443260193,0.2571665942668915,0.41536515951156616,0.25153276324272156,0.3174465596675873,0.16326145827770233,0.2823376953601837,0.4130953550338745
'',0.08143015950918198,0.0220292080193758,0.05662612244486809,0.05007157847285271,-0.019795598462224007,0.007880004122853279,0.041273195296525955,-0.037844445556402206,0.02574172429740429,-0.0413866862654686,-0.011389154009521008,-0.014154287986457348,-0.06932127475738525,0.04235260933637619,-0.016407059505581856,0.018684765323996544
