,what,team,was,the,divisional,round,winner,between,the,broncos,and,steelers,?
",",0.3087472915649414,0.21287471055984497,0.45456063747406006,0.4933079481124878,0.26088419556617737,0.2113574892282486,0.29428431391716003,0.27714940905570984,0.4933079481124878,0.2558487057685852,0.6633074283599854,0.25601881742477417,0.31091248989105225
23–16,-0.0590292364358902,0.282966673374176,0.20060203969478607,0.0726022943854332,0.24598544836044312,0.2165345698595047,0.21914328634738922,0.01615992747247219,0.0726022943854332,0.4549325406551361,0.019760794937610626,0.3998437821865082,-0.04613818600773811
",",0.3087472915649414,0.21287471055984497,0.45456063747406006,0.4933079481124878,0.26088419556617737,0.2113574892282486,0.29428431391716003,0.27714940905570984,0.4933079481124878,0.2558487057685852,0.6633074283599854,0.25601881742477417,0.31091248989105225
by,0.2455483376979828,0.12826743721961975,0.4752357602119446,0.4408751428127289,0.21055227518081665,0.16654327511787415,0.18717055022716522,0.28115302324295044,0.4408751428127289,0.11333504319190979,0.4289871156215668,0.14384756982326508,0.17966607213020325
scoring,0.18682323396205902,0.3982600271701813,0.2038055658340454,0.2582377791404724,0.19379757344722748,0.23247142136096954,0.28479862213134766,0.14118804037570953,0.2582377791404724,0.3381083905696869,0.20668983459472656,0.3541170656681061,0.0971682071685791
11,0.0032819851767271757,-0.08932895958423615,0.08354385942220688,-0.0219515822827816,-0.1140165627002716,-0.11405230313539505,-0.014343082904815674,-0.07620841264724731,-0.0219515822827816,-0.0632704421877861,0.052219830453395844,-0.02910909242928028,-0.04295448586344719
points,0.2184005230665207,0.2983880043029785,0.13673242926597595,0.2560983896255493,0.1835746020078659,0.22859230637550354,0.2221548706293106,0.21257176995277405,0.2560983896255493,0.22998562455177307,0.2753230333328247,0.2903539836406708,0.11006313562393188
in,0.30808621644973755,0.18841172754764557,0.45514053106307983,0.6662389636039734,0.27742800116539,0.17063008248806,0.2491646409034729,0.41100412607192993,0.6662389636039734,0.20316283404827118,0.4954058527946472,0.16642944514751434,0.20430970191955566
the,0.42745697498321533,0.22564226388931274,0.48711544275283813,1.0,0.29866886138916016,0.19933617115020752,0.25965070724487305,0.39067012071609497,1.0,0.25985947251319885,0.5171257257461548,0.24458691477775574,0.22068053483963013
final,0.20972409844398499,0.3420599102973938,0.23547481000423431,0.3543182611465454,0.23647022247314453,0.3328535258769989,0.3594636023044586,0.24404267966747284,0.3543182611465454,0.2183726727962494,0.2635152339935303,0.19025731086730957,0.17315025627613068
three,0.24888746440410614,0.2015995979309082,0.2748996615409851,0.43452659249305725,0.26496973633766174,0.16050855815410614,0.24358725547790527,0.3260507881641388,0.43452659249305725,0.23654358088970184,0.3826501965522766,0.25599342584609985,0.20928427577018738
minutes,0.20975765585899353,0.1727459877729416,0.18689095973968506,0.20313966274261475,0.11845880001783371,0.20646609365940094,0.1461075395345688,0.2311551719903946,0.20313966274261475,0.17653882503509521,0.22819185256958008,0.20103470981121063,0.14419560134410858
of,0.33290785551071167,0.20352502167224884,0.4069072902202606,0.733189046382904,0.3047286868095398,0.15754494071006775,0.1759829819202423,0.3737983703613281,0.733189046382904,0.19310332834720612,0.5116966962814331,0.18995454907417297,0.1826142966747284
the,0.42745697498321533,0.22564226388931274,0.48711544275283813,1.0,0.29866886138916016,0.19933617115020752,0.25965070724487305,0.39067012071609497,1.0,0.25985947251319885,0.5171257257461548,0.24458691477775574,0.22068053483963013
game,0.2246788740158081,0.3462994396686554,0.2568269371986389,0.285271555185318,0.1927962601184845,0.24281927943229675,0.27371957898139954,0.16681784391403198,0.285271555185318,0.32325026392936707,0.25192898511886597,0.2665574252605438,0.1829071193933487
.,0.3567904531955719,0.26467522978782654,0.40146201848983765,0.5934505462646484,0.25612205266952515,0.218585804104805,0.22186151146888733,0.30295518040657043,0.5934505462646484,0.2612393796443939,0.588965117931366,0.2890999913215637,0.4130953550338745
