,economy,",",energy,and,tourism,is,one,of,the,what,?
rural,0.367200642824173,0.23272690176963806,0.16757194697856903,0.28013670444488525,0.2726621925830841,0.2128623127937317,0.15973076224327087,0.23932546377182007,0.18905460834503174,0.19569969177246094,0.11320571601390839
affairs,0.33780378103256226,0.2240683138370514,0.27060753107070923,0.286523699760437,0.30216383934020996,0.12986713647842407,0.10646071285009384,0.24955187737941742,0.22447159886360168,0.15737071633338928,0.11928717792034149
",",0.2521176040172577,1.0000001192092896,0.21156731247901917,0.6633074283599854,0.18920621275901794,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.3087472915649414,0.31091248989105225
climate,0.40034744143486023,0.224740669131279,0.2738046944141388,0.2292918860912323,0.39147913455963135,0.26601269841194153,0.19367924332618713,0.25840428471565247,0.2693597674369812,0.2854173183441162,0.19998492300510406
change,0.22941438853740692,0.2752361297607422,0.26996466517448425,0.2438346892595291,0.13316066563129425,0.33028605580329895,0.281233549118042,0.2569013833999634,0.3641999065876007,0.3690716028213501,0.24115969240665436
and,0.26484790444374084,0.6633074283599854,0.23934243619441986,1.0,0.20271359384059906,0.3859752118587494,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.31309178471565247,0.20544172823429108
environment,0.391836941242218,0.2742449939250946,0.3966725766658783,0.2753470242023468,0.29838335514068604,0.2787531912326813,0.20684047043323517,0.2659151554107666,0.25819888710975647,0.213022843003273,0.19478057324886322
;,0.0673912763595581,0.04938793554902077,-0.0045349788852036,0.08403264731168747,0.0706644058227539,0.05324986204504967,0.03110813908278942,0.054534342139959335,0.09152708947658539,0.10986888408660889,0.10349778085947037
welfare,0.411263644695282,0.1947304606437683,0.3757167160511017,0.2667698860168457,0.33789727091789246,0.16746699810028076,0.2260952740907669,0.31598109006881714,0.26062023639678955,0.24410170316696167,0.17747683823108673
reform,0.33561792969703674,0.17745937407016754,0.13396824896335602,0.29105228185653687,0.2073878049850464,0.188787043094635,0.20331625640392303,0.28063878417015076,0.28116169571876526,0.20049384236335754,0.14216484129428864
;,0.0673912763595581,0.04938793554902077,-0.0045349788852036,0.08403264731168747,0.0706644058227539,0.05324986204504967,0.03110813908278942,0.054534342139959335,0.09152708947658539,0.10986888408660889,0.10349778085947037
and,0.26484790444374084,0.6633074283599854,0.23934243619441986,1.0,0.20271359384059906,0.3859752118587494,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.31309178471565247,0.20544172823429108
infrastructure,0.5144665241241455,0.2647097706794739,0.3003239035606384,0.31217846274375916,0.4054069221019745,0.20160584151744843,0.23572398722171783,0.27721908688545227,0.255354642868042,0.23299327492713928,0.15828795731067657
and,0.26484790444374084,0.6633074283599854,0.23934243619441986,1.0,0.20271359384059906,0.3859752118587494,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.31309178471565247,0.20544172823429108
capital,0.3445519208908081,0.28033894300460815,0.12416569888591766,0.218168243765831,0.35881802439689636,0.2849797308444977,0.2517159879207611,0.30823585391044617,0.3049491047859192,0.17967931926250458,0.0907452180981636
investment,0.486061692237854,0.2384718954563141,0.3276827037334442,0.22590497136116028,0.3580888509750366,0.22608432173728943,0.2015359252691269,0.24637944996356964,0.20950904488563538,0.21795563399791718,0.17811161279678345
.,0.2477293759584427,0.6812511086463928,0.22292809188365936,0.588965117931366,0.21251501142978668,0.4569662809371948,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.3567904531955719,0.4130953550338745
