,what,is,the,hymn,known,as,in,english,?
known,0.20381177961826324,0.41921812295913696,0.3624623417854309,0.19287483394145966,1.0,0.4815765619277954,0.32641831040382385,0.19519339501857758,0.18314571678638458
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.15935353934764862,0.32641831040382385,0.3887844979763031,1.0,0.19623121619224548,0.20430970191955566
english,0.25060737133026123,0.24613474309444427,0.23982001841068268,0.21598201990127563,0.19519339501857758,0.2722744047641754,0.19623121619224548,0.9999999403953552,0.23251567780971527
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.1872738152742386,0.24461808800697327,0.3815547823905945,0.370934396982193,0.20002366602420807,0.17966607213020325
john,0.18237407505512238,0.16449548304080963,0.2230520099401474,0.20239076018333435,0.14950153231620789,0.1664888858795166,0.22177861630916595,0.2619529068470001,0.13162356615066528
c.,0.03813721984624863,-0.12003367394208908,-0.23451577126979828,-0.17433805763721466,-0.10337518155574799,-0.09084860980510712,-0.17233212292194366,-0.14190776646137238,0.019047532230615616
messenger,0.23927366733551025,0.1832779347896576,0.2849069833755493,0.23510219156742096,0.2823820412158966,0.24959109723567963,0.20254001021385193,0.04867386445403099,0.14740361273288727
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.01253789383918047,0.008368984796106815,-0.05775856226682663,-0.037580832839012146,0.04063878208398819,-0.023395681753754616
translation,0.22188860177993774,0.24474994838237762,0.26402729749679565,0.27337250113487244,0.19117902219295502,0.20053249597549438,0.1721324771642685,0.3901817202568054,0.22574150562286377
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.1872738152742386,0.24461808800697327,0.3815547823905945,0.370934396982193,0.20002366602420807,0.17966607213020325
the,0.42745697498321533,0.5823672413825989,1.0,0.22713270783424377,0.3624623417854309,0.48381632566452026,0.6662389636039734,0.23982001841068268,0.22068053483963013
title,0.205022931098938,0.17983698844909668,0.27465343475341797,0.13303713500499725,0.18283337354660034,0.2520829439163208,0.2263992726802826,0.23430563509464264,0.34551161527633667
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.1816401183605194,0.3468935489654541,0.49487000703811646,0.4954058527946472,0.3409043252468109,0.20544172823429108
first,0.28086137771606445,0.30889374017715454,0.49448907375335693,0.20774662494659424,0.274125337600708,0.33842000365257263,0.4127444326877594,0.23087243735790253,0.18701928853988647
line,0.2245367169380188,0.19879867136478424,0.29789501428604126,0.14981304109096527,0.11063651740550995,0.22621846199035645,0.2258777767419815,0.11366061121225357,0.16271452605724335
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.10007781535387039,0.00922766886651516,0.03910288214683533,0.04765888676047325,0.03079455904662609,0.0685480609536171
flung,0.2096528261899948,0.22244060039520264,0.2535496950149536,0.19100147485733032,0.16587568819522858,0.21134330332279205,0.2317865639925003,0.15630292892456055,0.22495220601558685
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.1294938325881958,0.14337651431560516,0.42092081904411316,0.45010748505592346,0.21984367072582245,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.22713270783424377,0.3624623417854309,0.48381632566452026,0.6662389636039734,0.23982001841068268,0.22068053483963013
heedless,0.294950395822525,0.21506495773792267,0.22303225100040436,0.2525259256362915,0.14515693485736847,0.2839609384536743,0.19523178040981293,0.22704824805259705,0.2773325443267822
winds,0.18654604256153107,0.2068391889333725,0.2427695244550705,0.11563247442245483,0.11775827407836914,0.17159973084926605,0.21784955263137817,0.09243874251842499,0.1398162990808487
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,-0.056234996765851974,0.06905213743448257,0.006628023460507393,0.07432962208986282,0.058639850467443466,0.018684765323996544
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.1816401183605194,0.3468935489654541,0.49487000703811646,0.4954058527946472,0.3409043252468109,0.20544172823429108
sung,0.201679527759552,0.18280397355556488,0.22431433200836182,0.4844520092010498,0.24746008217334747,0.2351825088262558,0.1852787286043167,0.22002924978733063,0.15781855583190918
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.1294938325881958,0.14337651431560516,0.42092081904411316,0.45010748505592346,0.21984367072582245,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.22713270783424377,0.3624623417854309,0.48381632566452026,0.6662389636039734,0.23982001841068268,0.22068053483963013
tune,0.270632266998291,0.17619308829307556,0.22937244176864624,0.46293649077415466,0.15331216156482697,0.17263095080852509,0.15517957508563995,0.18966349959373474,0.19689199328422546
ibstone,0.22712381184101105,0.21595977246761322,0.32725298404693604,0.1797514408826828,0.25492721796035767,0.25914520025253296,0.28749778866767883,0.22403854131698608,0.1895511895418167
composed,0.14231626689434052,0.18838012218475342,0.21816956996917725,0.3454967141151428,0.30048301815986633,0.24409298598766327,0.19297388195991516,0.14108040928840637,0.0784355029463768
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.15935353934764862,0.32641831040382385,0.3887844979763031,1.0,0.19623121619224548,0.20430970191955566
1875,0.12304215133190155,0.0883140042424202,0.20612575113773346,0.1647188365459442,0.06808128207921982,0.15110772848129272,0.11490650475025177,0.03850652277469635,0.22339659929275513
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.1872738152742386,0.24461808800697327,0.3815547823905945,0.370934396982193,0.20002366602420807,0.17966607213020325
maria,0.157850980758667,0.12217415869235992,0.15531538426876068,0.25955337285995483,0.16322189569473267,0.15420114994049072,0.20570816099643707,0.09562228620052338,0.16458186507225037
c.,0.03813721984624863,-0.12003367394208908,-0.23451577126979828,-0.17433805763721466,-0.10337518155574799,-0.09084860980510712,-0.17233212292194366,-0.14190776646137238,0.019047532230615616
tiddeman,0.1781148761510849,0.18431180715560913,0.25957992672920227,0.21225284039974213,0.2015523910522461,0.27454477548599243,0.2478478103876114,0.2326059192419052,0.24509061872959137
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.18054819107055664,0.283290296792984,0.515582263469696,0.5591574311256409,0.2881386876106262,0.4130953550338745
