,which,panther,tipped,a,manning,pass,to,himself,and,picked,it,off,?
tipped,0.2759309411048889,0.20269085466861725,1.0,0.26480159163475037,0.2119094580411911,0.17603516578674316,0.2157592475414276,0.16620784997940063,0.2782776653766632,0.32790082693099976,0.2520105838775635,0.31813013553619385,0.194533109664917
a,0.56894451379776,0.262620747089386,0.26480159163475037,1.0,0.2509649395942688,0.19894953072071075,0.45503583550453186,0.2141161412000656,0.3739250600337982,0.2569864094257355,0.5452592968940735,0.2788178026676178,0.23916715383529663
manning,0.20940884947776794,0.3001655340194702,0.2119094580411911,0.2509649395942688,0.9999998807907104,0.28301873803138733,0.24857525527477264,0.19199420511722565,0.2638654112815857,0.2566511332988739,0.17507615685462952,0.23907583951950073,0.15856626629829407
pass,0.25938987731933594,0.09812737256288528,0.17603516578674316,0.19894953072071075,0.28301873803138733,1.0000001192092896,0.28446894884109497,0.06820299476385117,0.2433357536792755,0.15881042182445526,0.2256692498922348,0.12869900465011597,0.09478675574064255
to,0.5345056653022766,0.17230910062789917,0.2157592475414276,0.45503583550453186,0.24857525527477264,0.28446894884109497,1.0,0.2758015990257263,0.48971283435821533,0.28333398699760437,0.513711154460907,0.3533020317554474,0.29463258385658264
himself,0.25621819496154785,0.23126918077468872,0.16620784997940063,0.2141161412000656,0.19199420511722565,0.06820299476385117,0.2758015990257263,0.9999998807907104,0.23012475669384003,0.21068212389945984,0.2670677602291107,0.2024567574262619,0.10407622903585434
and,0.506277859210968,0.20370438694953918,0.2782776653766632,0.3739250600337982,0.2638654112815857,0.2433357536792755,0.48971283435821533,0.23012475669384003,1.0,0.27857691049575806,0.40957894921302795,0.2800697982311249,0.20544172823429108
then,0.4444481134414673,0.14867930114269257,0.288236141204834,0.3970017731189728,0.2315567582845688,0.22971171140670776,0.5203860402107239,0.2364095151424408,0.4372139573097229,0.3430468738079071,0.39228495955467224,0.3440046012401581,0.2884598970413208
intercepted,0.26148664951324463,0.187942236661911,0.23999811708927155,0.22235213220119476,0.3886162042617798,0.33124175667762756,0.24364793300628662,0.1584370732307434,0.23825930058956146,0.3241044878959656,0.13687510788440704,0.2296915501356125,0.10366860032081604
it,0.616637647151947,0.13878177106380463,0.2520105838775635,0.5452592968940735,0.17507615685462952,0.2256692498922348,0.513711154460907,0.2670677602291107,0.40957894921302795,0.18014058470726013,0.9999999403953552,0.2778407037258148,0.25732165575027466
",",0.3658004403114319,0.20294712483882904,0.20248208940029144,0.427140474319458,0.30921146273612976,0.22301842272281647,0.44245919585227966,0.18494756519794464,0.6633074283599854,0.22014860808849335,0.48329564929008484,0.26180344820022583,0.31091248989105225
returning,0.24583588540554047,0.1837216019630432,0.1947951763868332,0.2671792209148407,0.34709882736206055,0.21001696586608887,0.3828968405723572,0.30076006054878235,0.2968690097332001,0.328317254781723,0.21376673877239227,0.28112921118736267,0.14488300681114197
the,0.6521818041801453,0.21149678528308868,0.23939231038093567,0.5829201340675354,0.27058160305023193,0.25961899757385254,0.535392165184021,0.24642214179039001,0.5171257257461548,0.32128480076789856,0.6251175999641418,0.2773582935333252,0.22068053483963013
ball,0.24626874923706055,0.13626877963542938,0.2612858712673187,0.23578347265720367,0.3111599087715149,0.21328508853912354,0.2563202381134033,0.1531844586133957,0.19981779158115387,0.26619958877563477,0.1934148073196411,0.1333385407924652,0.1766241192817688
19,-0.01618207059800625,-0.0770183801651001,-0.12356807291507721,-0.07578208297491074,-0.19286735355854034,-0.14469687640666962,-0.09078327566385269,-0.054434388875961304,-0.17724736034870148,-0.10343678295612335,-0.07847114652395248,-0.13453486561775208,0.008002291433513165
yards,0.18309375643730164,0.20546302199363708,0.3018091320991516,0.19167225062847137,0.5283294916152954,0.3559992015361786,0.1612969934940338,0.14516733586788177,0.22108176350593567,0.2704601287841797,0.0795649066567421,0.24181586503982544,0.12453813850879669
to,0.5345056653022766,0.17230910062789917,0.2157592475414276,0.45503583550453186,0.24857525527477264,0.28446894884109497,1.0,0.2758015990257263,0.48971283435821533,0.28333398699760437,0.513711154460907,0.3533020317554474,0.29463258385658264
the,0.6521818041801453,0.21149678528308868,0.23939231038093567,0.5829201340675354,0.27058160305023193,0.25961899757385254,0.535392165184021,0.24642214179039001,0.5171257257461548,0.32128480076789856,0.6251175999641418,0.2773582935333252,0.22068053483963013
panthers,0.2003214955329895,0.8332511186599731,0.22351229190826416,0.2255268394947052,0.3926267921924591,0.16386406123638153,0.2185782641172409,0.16195839643478394,0.2230100929737091,0.2964138388633728,0.14710287749767303,0.15033701062202454,0.16608978807926178
39-yard,0.2509571313858032,0.2750059962272644,0.26890426874160767,0.28543829917907715,0.3726155459880829,0.268711119890213,0.2367934286594391,0.26147881150245667,0.2891571819782257,0.26276150345802307,0.21859632432460785,0.2491176575422287,0.1945265233516693
line,0.2508549988269806,0.16676999628543854,0.16167378425598145,0.23499317467212677,0.16799555718898773,0.23281124234199524,0.2615616023540497,0.15706686675548553,0.24584348499774933,0.22090210020542145,0.2513335347175598,0.2475290298461914,0.16271452605724335
with,0.46403205394744873,0.17884577810764313,0.28923100233078003,0.3783375024795532,0.18539859354496002,0.16526761651039124,0.4239959120750427,0.1506686955690384,0.5477725267410278,0.2869527041912079,0.3369046747684479,0.21378347277641296,0.2433311939239502
1:55,-0.022256778553128242,0.0011415425688028336,-0.020465772598981857,0.06480421870946884,0.11597508192062378,0.09790074825286865,0.15424537658691406,0.13207806646823883,0.15737125277519226,0.06561236828565598,-0.03588160127401352,0.0384124293923378,0.14933566749095917
left,0.22905652225017548,0.22525654733181,0.20272667706012726,0.19688890874385834,0.14772450923919678,0.13408030569553375,0.2724500000476837,0.18099017441272736,0.2571277916431427,0.23575571179389954,0.16717396676540375,0.28396785259246826,0.13251960277557373
on,0.4245251417160034,0.1322866976261139,0.2414577603340149,0.3848365545272827,0.25339728593826294,0.13331516087055206,0.41031414270401,0.20692729949951172,0.4077630043029785,0.2868727147579193,0.4529881477355957,0.46575701236724854,0.2714994251728058
the,0.6521818041801453,0.21149678528308868,0.23939231038093567,0.5829201340675354,0.27058160305023193,0.25961899757385254,0.535392165184021,0.24642214179039001,0.5171257257461548,0.32128480076789856,0.6251175999641418,0.2773582935333252,0.22068053483963013
clock,0.25512710213661194,0.08315908908843994,0.17935532331466675,0.23731647431850433,0.15768377482891083,0.08976133912801743,0.19391514360904694,0.09941554069519043,0.15999893844127655,0.18020907044410706,0.223707914352417,0.1635957509279251,0.15814508497714996
.,0.45942068099975586,0.2064773440361023,0.2673492431640625,0.50484299659729,0.2937074899673462,0.1901644617319107,0.4645031690597534,0.16836950182914734,0.588965117931366,0.2571806311607361,0.5593622326850891,0.2869674861431122,0.4130953550338745
