,who,elects,the,members,of,the,european,parliament,?
from,0.27839982509613037,0.18688304722309113,0.40150508284568787,0.2350950688123703,0.4249346852302551,0.40150508284568787,0.2091801017522812,0.18214061856269836,0.19969791173934937
member,0.3046252727508545,0.35016369819641113,0.2806392312049866,0.7046385407447815,0.2701796889305115,0.2806392312049866,0.24138560891151428,0.3747406303882599,0.06826172769069672
state,0.15636613965034485,0.27210548520088196,0.3097178041934967,0.15830270946025848,0.34253445267677307,0.3097178041934967,0.17396335303783417,0.26019567251205444,0.1160883978009224
governments,0.31170156598091125,0.4363205134868622,0.2835306227207184,0.32492661476135254,0.30223309993743896,0.2835306227207184,0.2459733635187149,0.4831227958202362,0.18805137276649475
),0.2457384318113327,0.16059868037700653,0.3456730246543884,0.1808496117591858,0.3680361211299896,0.3456730246543884,0.17755553126335144,0.18304091691970825,0.42300865054130554
and,0.41279885172843933,0.21394528448581696,0.5171257257461548,0.2994427978992462,0.5116966962814331,0.5171257257461548,0.24143946170806885,0.26227831840515137,0.20544172823429108
the,0.3733934462070465,0.2653489410877228,1.0,0.3321719169616699,0.733189046382904,1.0,0.3423081040382385,0.26521381735801697,0.22068053483963013
european,0.2314588874578476,0.1843515783548355,0.3423081040382385,0.20824597775936127,0.2507138252258301,0.3423081040382385,0.9999998807907104,0.2812108099460602,0.14560863375663757
parliament,0.237068772315979,0.5478463172912598,0.26521381735801697,0.3503897786140442,0.2885259687900543,0.26521381735801697,0.2812108099460602,1.0,0.1586504578590393
(,0.2443375140428543,0.18682250380516052,0.33289089798927307,0.17843009531497955,0.35032153129577637,0.33289089798927307,0.17014704644680023,0.1706518530845642,0.40561532974243164
elected,0.3117038309574127,0.7680076360702515,0.23167964816093445,0.37164974212646484,0.2767166793346405,0.23167964816093445,0.1550278663635254,0.5323356986045837,0.1966295689344406
by,0.39727845788002014,0.21564508974552155,0.4408751428127289,0.24919851124286652,0.3646814823150635,0.4408751428127289,0.17922990024089813,0.1523929238319397,0.17966607213020325
citizens,0.3253309428691864,0.3199014961719513,0.29208630323410034,0.3876272141933441,0.24269554018974304,0.29208630323410034,0.27930378913879395,0.4167788028717041,0.14885954558849335
),0.2457384318113327,0.16059868037700653,0.3456730246543884,0.1808496117591858,0.3680361211299896,0.3456730246543884,0.17755553126335144,0.18304091691970825,0.42300865054130554
can,0.2602734863758087,0.15158507227897644,0.312528520822525,0.14267030358314514,0.2603091299533844,0.312528520822525,0.14084136486053467,0.1599172055721283,0.3226337134838104
make,0.28430092334747314,0.17653195559978485,0.3146495521068573,0.1829683482646942,0.2912110388278961,0.3146495521068573,0.15440261363983154,0.16739606857299805,0.28314751386642456
amendments,0.2338775098323822,0.331715852022171,0.30301690101623535,0.22976019978523254,0.22983944416046143,0.30301690101623535,0.2202334702014923,0.41087499260902405,0.2547150254249573
and,0.41279885172843933,0.21394528448581696,0.5171257257461548,0.2994427978992462,0.5116966962814331,0.5171257257461548,0.24143946170806885,0.26227831840515137,0.20544172823429108
must,0.27147307991981506,0.17685456573963165,0.2713140547275543,0.19468946754932404,0.24322323501110077,0.2713140547275543,0.1109110563993454,0.18632540106773376,0.23707495629787445
give,0.28740519285202026,0.21440109610557556,0.29086416959762573,0.1336199790239334,0.33489471673965454,0.29086416959762573,0.1427992582321167,0.16210143268108368,0.2985610067844391
their,0.3767721951007843,0.09837088733911514,0.516537070274353,0.32611769437789917,0.4329940676689148,0.516537070274353,0.2223954051733017,0.15391884744167328,0.1898253709077835
consent,0.33707305788993835,0.305934339761734,0.22271060943603516,0.2502841353416443,0.24433499574661255,0.22271060943603516,0.17878472805023193,0.32684245705604553,0.2684990465641022
for,0.37110671401023865,0.18566164374351501,0.4739971458911896,0.2612179219722748,0.4185989499092102,0.4739971458911896,0.2838500738143921,0.23382046818733215,0.264628142118454
laws,0.30102699995040894,0.27326369285583496,0.2587076723575592,0.23830164968967438,0.2539142072200775,0.2587076723575592,0.21827232837677002,0.42866581678390503,0.17911791801452637
to,0.42656609416007996,0.21650031208992004,0.535392165184021,0.26617446541786194,0.41548454761505127,0.535392165184021,0.21011990308761597,0.20290622115135193,0.29463258385658264
pass,0.12504667043685913,0.17164044082164764,0.25961899757385254,0.14924044907093048,0.18302802741527557,0.25961899757385254,0.07716355472803116,0.17819027602672577,0.09478675574064255
.,0.3541337847709656,0.2296953946352005,0.5934505462646484,0.21119362115859985,0.5352458953857422,0.5934505462646484,0.2095622420310974,0.23747818171977997,0.4130953550338745
