,what,approach,did,oppenheimer,advocate,?
assessments,0.34285521507263184,0.26982825994491577,0.24286460876464844,0.2559395134449005,0.3023531138896942,0.23634140193462372
of,0.33290785551071167,0.20773443579673767,0.2513895630836487,0.23665529489517212,0.22164754569530487,0.1826142966747284
special,0.24134232103824615,0.05650517717003822,0.20785176753997803,0.167352557182312,0.13087037205696106,0.29623302817344666
problems,0.3306994140148163,0.3060890734195709,0.2553269863128662,0.25043705105781555,0.2603965699672699,0.2638136148452759
instead,0.4104403555393219,0.22269956767559052,0.34208473563194275,0.1456487625837326,0.2448967695236206,0.2942638397216797
of,0.33290785551071167,0.20773443579673767,0.2513895630836487,0.23665529489517212,0.22164754569530487,0.1826142966747284
the,0.42745697498321533,0.1999826431274414,0.34736719727516174,0.22377723455429077,0.16703304648399353,0.22068053483963013
large,0.2017821967601776,0.12657347321510315,0.2084006518125534,0.08987435698509216,0.10199064016342163,0.1355665624141693
scale,0.23262472450733185,0.21725839376449585,0.11973943561315536,0.204880490899086,0.12828540802001953,0.21142835915088654
approach,0.2636874318122864,0.9999998807907104,0.1463547945022583,0.1696910709142685,0.20745517313480377,0.181949645280838
as,0.31749409437179565,0.18802350759506226,0.3596470057964325,0.1938563883304596,0.327666699886322,0.27043893933296204
in,0.30808621644973755,0.17494414746761322,0.2593238651752472,0.25397396087646484,0.16992348432540894,0.20430970191955566
the,0.42745697498321533,0.1999826431274414,0.34736719727516174,0.22377723455429077,0.16703304648399353,0.22068053483963013
previous,0.2743692696094513,0.1272067278623581,0.24347156286239624,0.17192615568637848,0.13426506519317627,0.16724538803100586
ipcc,0.33176189661026,0.22520096600055695,0.2459706962108612,0.3620257079601288,0.24014730751514435,0.22295254468917847
assessment,0.3237532377243042,0.2817044258117676,0.18798646330833435,0.26998597383499146,0.3104449510574341,0.22666098177433014
reports,0.24207861721515656,0.20550574362277985,0.32930049300193787,0.22691889107227325,0.2409183382987976,0.23746368288993835
.,0.3567904531955719,0.21207883954048157,0.35288307070732117,0.3497731685638428,0.22176724672317505,0.4130953550338745
