,who,designed,the,bronze,doors,used,as,the,main,entrance,to,the,museum,?
was,0.3318818509578705,0.28384989500045776,0.48711544275283813,0.21250294148921967,0.22551825642585754,0.23679393529891968,0.3677520453929901,0.48711544275283813,0.21035033464431763,0.24333937466144562,0.3636345863342285,0.48711544275283813,0.21266788244247437,0.18412111699581146
intended,0.24192431569099426,0.4950100779533386,0.29853108525276184,0.11073523759841919,0.17163006961345673,0.4979482591152191,0.266594260931015,0.29853108525276184,0.2169763594865799,0.20921699702739716,0.48327770829200745,0.29853108525276184,0.08836307376623154,0.21823447942733765
as,0.3923053741455078,0.23383614420890808,0.48381632566452026,0.15433408319950104,0.2025960087776184,0.35160550475120544,1.0,0.48381632566452026,0.25940921902656555,0.16445402801036835,0.42092081904411316,0.48381632566452026,0.15384963154792786,0.27043893933296204
the,0.3733934462070465,0.2559613883495331,1.0,0.2526973485946655,0.2340378314256668,0.3718377649784088,0.48381632566452026,1.0,0.38631999492645264,0.31372344493865967,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
main,0.18417203426361084,0.1976516991853714,0.38631999492645264,0.12959130108356476,0.14379604160785675,0.2582900822162628,0.25940921902656555,0.38631999492645264,1.0000001192092896,0.23408080637454987,0.26116618514060974,0.38631999492645264,0.12107153236865997,0.1665669083595276
entrance,0.19094887375831604,0.2455693483352661,0.31372344493865967,0.2007112056016922,0.4518176019191742,0.19811561703681946,0.16445402801036835,0.31372344493865967,0.23408080637454987,1.0000001192092896,0.24082104861736298,0.31372344493865967,0.2587375044822693,0.07963564246892929
to,0.42656609416007996,0.3077097535133362,0.535392165184021,0.16390153765678406,0.19083057343959808,0.40058770775794983,0.42092081904411316,0.535392165184021,0.26116618514060974,0.24082104861736298,1.0,0.535392165184021,0.1640389859676361,0.29463258385658264
the,0.3733934462070465,0.2559613883495331,1.0,0.2526973485946655,0.2340378314256668,0.3718377649784088,0.48381632566452026,1.0,0.38631999492645264,0.31372344493865967,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
museum,0.14649315178394318,0.19523267447948456,0.24861779808998108,0.2092113196849823,0.15460798144340515,0.15161366760730743,0.15384963154792786,0.24861779808998108,0.12107153236865997,0.2587375044822693,0.1640389859676361,0.24861779808998108,1.0000001192092896,0.14128351211547852
with,0.3282766342163086,0.21504513919353485,0.4223487675189972,0.18964418768882751,0.22494834661483765,0.3047430217266083,0.40387406945228577,0.4223487675189972,0.1962798684835434,0.1894019991159439,0.4239959120750427,0.4223487675189972,0.08185859024524689,0.2433311939239502
its,0.1326070874929428,0.21289053559303284,0.559237003326416,0.17239078879356384,0.20173241198062897,0.294392853975296,0.31874480843544006,0.559237003326416,0.272861510515213,0.20777186751365662,0.3691340684890747,0.559237003326416,0.18129056692123413,0.15103481709957123
bronze,0.13931027054786682,0.20857875049114227,0.2526973485946655,0.9999999403953552,0.21811038255691528,0.19291990995407104,0.15433408319950104,0.2526973485946655,0.12959130108356476,0.2007112056016922,0.16390153765678406,0.2526973485946655,0.2092113196849823,0.12390820682048798
doors,0.20220647752285004,0.2990572452545166,0.2340378314256668,0.21811038255691528,1.0000001192092896,0.18609334528446198,0.2025960087776184,0.2340378314256668,0.14379604160785675,0.4518176019191742,0.19083057343959808,0.2340378314256668,0.15460798144340515,0.12192773818969727
designed,0.21097040176391602,1.0,0.2559613883495331,0.20857875049114227,0.2990572452545166,0.4257775843143463,0.23383614420890808,0.2559613883495331,0.1976516991853714,0.2455693483352661,0.3077097535133362,0.2559613883495331,0.19523267447948456,0.11213942617177963
by,0.39727845788002014,0.29250532388687134,0.4408751428127289,0.12452178448438644,0.19569125771522522,0.27705541253089905,0.3815547823905945,0.4408751428127289,0.21864338219165802,0.17967933416366577,0.33534231781959534,0.4408751428127289,0.15592984855175018,0.17966607213020325
james,0.2562035918235779,0.12187904119491577,0.22481533885002136,0.10924225300550461,0.12298493087291718,0.1167444959282875,0.21306896209716797,0.22481533885002136,0.15690402686595917,0.17387664318084717,0.22204333543777466,0.22481533885002136,0.15925109386444092,0.12139993160963058
gamble,0.30189162492752075,0.07671798765659332,0.17621295154094696,0.08234792202711105,0.1561676561832428,0.07159305363893509,0.19544409215450287,0.17621295154094696,0.079923115670681,0.12006368488073349,0.18511393666267395,0.17621295154094696,0.11878053843975067,0.11599765717983246
&,0.09244576841592789,0.15487702190876007,0.14992168545722961,0.10350494086742401,0.11070844531059265,0.04071924090385437,0.22134603559970856,0.14992168545722961,0.1304062455892563,0.13978439569473267,0.1254875510931015,0.14992168545722961,0.18110838532447815,0.12596383690834045
reuben,0.31067603826522827,0.10843885689973831,0.2474769800901413,0.06820879131555557,0.11652675271034241,0.12294729799032211,0.2948392927646637,0.2474769800901413,0.14947515726089478,0.14578069746494293,0.17628175020217896,0.2474769800901413,0.24212568998336792,0.2130155861377716
townroe,0.23583251237869263,0.20731708407402039,0.29075637459754944,0.13788136839866638,0.21127039194107056,0.16000576317310333,0.2939298748970032,0.29075637459754944,0.21045732498168945,0.20723862946033478,0.2914905548095703,0.29075637459754944,0.18091824650764465,0.23078353703022003
having,0.4130314290523529,0.1300293207168579,0.3821379244327545,0.1753591001033783,0.21893474459648132,0.2505834698677063,0.36958321928977966,0.3821379244327545,0.20524786412715912,0.2240981012582779,0.3992697596549988,0.3821379244327545,0.028010420501232147,0.22418256103992462
six,0.19475196301937103,0.14608415961265564,0.3614266812801361,0.1950613558292389,0.18340833485126495,0.13651177287101746,0.21515001356601715,0.3614266812801361,0.1631992757320404,0.2026282101869583,0.2762264311313629,0.3614266812801361,0.1439153552055359,0.15298804640769958
panels,0.1719922572374344,0.24645818769931793,0.24509690701961517,0.17552269995212555,0.4321766197681427,0.2965058982372284,0.17413948476314545,0.24509690701961517,0.13255123794078827,0.25518521666526794,0.23662890493869781,0.24509690701961517,0.15761655569076538,0.12462826073169708
depicting,0.1765904426574707,0.2438802570104599,0.29021337628364563,0.3153246343135834,0.14373710751533508,0.262187123298645,0.2463074028491974,0.29021337628364563,0.18966044485569,0.28427910804748535,0.1326141655445099,0.29021337628364563,0.22900474071502686,0.09648919850587845
:,-0.0025186005514115095,-0.06154366210103035,-0.03403344005346298,0.2847229540348053,-0.06736914068460464,-0.13810665905475616,-0.11037297546863556,-0.03403344005346298,-0.05766917020082474,-0.07668318599462509,-0.09243495017290115,-0.03403344005346298,-0.09555457532405853,-0.07156077772378922
humphry,0.182763010263443,0.19278286397457123,0.17896400392055511,0.17479483783245087,0.09461069852113724,0.19437195360660553,0.23335447907447815,0.17896400392055511,0.08382238447666168,0.16857628524303436,0.17178849875926971,0.17896400392055511,0.2631976902484894,0.22881247103214264
davy,0.3402980864048004,0.15299192070960999,0.23676380515098572,0.18672442436218262,0.10890761017799377,0.1817193180322647,0.19351348280906677,0.23676380515098572,0.13643233478069305,0.09473707526922226,0.20881740748882294,0.23676380515098572,0.2324269711971283,0.1402597427368164
(,0.2443375140428543,0.1161717101931572,0.33289089798927307,0.13850530982017517,0.1419760286808014,0.19005385041236877,0.32029855251312256,0.33289089798927307,0.21451304852962494,0.10810844600200653,0.30882009863853455,0.33289089798927307,0.15624505281448364,0.40561532974243164
chemistry,0.14583081007003784,0.1658947467803955,0.16179440915584564,0.14939914643764496,0.048095088452100754,0.19462691247463226,0.1881379634141922,0.16179440915584564,0.1470620036125183,0.12388480454683304,0.2081165760755539,0.16179440915584564,0.17129658162593842,0.1710113137960434
),0.2457384318113327,0.08523888885974884,0.3456730246543884,0.13968472182750702,0.14945757389068604,0.1905621439218521,0.32161882519721985,0.3456730246543884,0.20574742555618286,0.10622264444828033,0.31236231327056885,0.3456730246543884,0.15237168967723846,0.42300865054130554
;,0.007937713526189327,0.06488329917192459,0.09152708947658539,0.0013738942798227072,-0.012330126948654652,0.11651374399662018,0.05586666986346245,0.09152708947658539,0.09533005207777023,0.042547691613435745,0.0979827418923378,0.09152708947658539,0.11569859832525253,0.10349778085947037
isaac,0.23285824060440063,0.1686045378446579,0.15343432128429413,0.1174328476190567,0.18915331363677979,0.07603112608194351,0.15413059294223785,0.15343432128429413,0.10467639565467834,0.14725925028324127,0.20872028172016144,0.15343432128429413,0.16598744690418243,0.1153682991862297
newton,0.19243690371513367,0.12852294743061066,0.1876603662967682,0.06126450002193451,0.19859465956687927,0.1013568639755249,0.18695951998233795,0.1876603662967682,0.1208333745598793,0.10986603796482086,0.2176830768585205,0.1876603662967682,0.04816095903515816,0.09645649790763855
(,0.2443375140428543,0.1161717101931572,0.33289089798927307,0.13850530982017517,0.1419760286808014,0.19005385041236877,0.32029855251312256,0.33289089798927307,0.21451304852962494,0.10810844600200653,0.30882009863853455,0.33289089798927307,0.15624505281448364,0.40561532974243164
astronomy,0.13059435784816742,0.18721364438533783,0.21570739150047302,0.17809145152568817,0.13672703504562378,0.23680967092514038,0.21989136934280396,0.21570739150047302,0.15909524261951447,0.14140191674232483,0.18729084730148315,0.21570739150047302,0.2413906455039978,0.09398981928825378
),0.2457384318113327,0.08523888885974884,0.3456730246543884,0.13968472182750702,0.14945757389068604,0.1905621439218521,0.32161882519721985,0.3456730246543884,0.20574742555618286,0.10622264444828033,0.31236231327056885,0.3456730246543884,0.15237168967723846,0.42300865054130554
;,0.007937713526189327,0.06488329917192459,0.09152708947658539,0.0013738942798227072,-0.012330126948654652,0.11651374399662018,0.05586666986346245,0.09152708947658539,0.09533005207777023,0.042547691613435745,0.0979827418923378,0.09152708947658539,0.11569859832525253,0.10349778085947037
james,0.2562035918235779,0.12187904119491577,0.22481533885002136,0.10924225300550461,0.12298493087291718,0.1167444959282875,0.21306896209716797,0.22481533885002136,0.15690402686595917,0.17387664318084717,0.22204333543777466,0.22481533885002136,0.15925109386444092,0.12139993160963058
watt,0.22992701828479767,0.19637787342071533,0.1903349757194519,0.11344154179096222,0.2084512561559677,0.1704828441143036,0.2473362237215042,0.1903349757194519,0.08990231901407242,0.08497470617294312,0.18281418085098267,0.1903349757194519,0.12793804705142975,0.16354146599769592
(,0.2443375140428543,0.1161717101931572,0.33289089798927307,0.13850530982017517,0.1419760286808014,0.19005385041236877,0.32029855251312256,0.33289089798927307,0.21451304852962494,0.10810844600200653,0.30882009863853455,0.33289089798927307,0.15624505281448364,0.40561532974243164
mechanics,0.19896665215492249,0.2331726998090744,0.25626060366630554,0.133734792470932,0.24347364902496338,0.1948109120130539,0.19195431470870972,0.25626060366630554,0.14268910884857178,0.1452125906944275,0.18427595496177673,0.25626060366630554,0.08682162314653397,0.15634238719940186
),0.2457384318113327,0.08523888885974884,0.3456730246543884,0.13968472182750702,0.14945757389068604,0.1905621439218521,0.32161882519721985,0.3456730246543884,0.20574742555618286,0.10622264444828033,0.31236231327056885,0.3456730246543884,0.15237168967723846,0.42300865054130554
;,0.007937713526189327,0.06488329917192459,0.09152708947658539,0.0013738942798227072,-0.012330126948654652,0.11651374399662018,0.05586666986346245,0.09152708947658539,0.09533005207777023,0.042547691613435745,0.0979827418923378,0.09152708947658539,0.11569859832525253,0.10349778085947037
bramante,0.254544198513031,0.33655229210853577,0.18221262097358704,0.3020012676715851,0.24763599038124084,0.12450731545686722,0.1674991250038147,0.18221262097358704,0.16350936889648438,0.29242265224456787,0.23126599192619324,0.18221262097358704,0.17344093322753906,0.2364172786474228
(,0.2443375140428543,0.1161717101931572,0.33289089798927307,0.13850530982017517,0.1419760286808014,0.19005385041236877,0.32029855251312256,0.33289089798927307,0.21451304852962494,0.10810844600200653,0.30882009863853455,0.33289089798927307,0.15624505281448364,0.40561532974243164
architecture,0.12630945444107056,0.4611009955406189,0.24488379061222076,0.2469882369041443,0.23235024511814117,0.17630843818187714,0.18870608508586884,0.24488379061222076,0.15353289246559143,0.2364693582057953,0.23015062510967255,0.24488379061222076,0.2689494788646698,0.14343059062957764
),0.2457384318113327,0.08523888885974884,0.3456730246543884,0.13968472182750702,0.14945757389068604,0.1905621439218521,0.32161882519721985,0.3456730246543884,0.20574742555618286,0.10622264444828033,0.31236231327056885,0.3456730246543884,0.15237168967723846,0.42300865054130554
;,0.007937713526189327,0.06488329917192459,0.09152708947658539,0.0013738942798227072,-0.012330126948654652,0.11651374399662018,0.05586666986346245,0.09152708947658539,0.09533005207777023,0.042547691613435745,0.0979827418923378,0.09152708947658539,0.11569859832525253,0.10349778085947037
michelangelo,0.27595773339271545,0.265384703874588,0.1876763552427292,0.2613687217235565,0.23008790612220764,0.17197400331497192,0.1973998248577118,0.1876763552427292,0.14296771585941315,0.2764964997768402,0.20240165293216705,0.1876763552427292,0.2298838198184967,0.19637954235076904
(,0.2443375140428543,0.1161717101931572,0.33289089798927307,0.13850530982017517,0.1419760286808014,0.19005385041236877,0.32029855251312256,0.33289089798927307,0.21451304852962494,0.10810844600200653,0.30882009863853455,0.33289089798927307,0.15624505281448364,0.40561532974243164
sculpture,0.1971929967403412,0.30310794711112976,0.23690329492092133,0.4134419858455658,0.2569630444049835,0.1971001774072647,0.23029650747776031,0.23690329492092133,0.1371368169784546,0.3351876139640808,0.23966236412525177,0.23690329492092133,0.405792236328125,0.1571214497089386
),0.2457384318113327,0.08523888885974884,0.3456730246543884,0.13968472182750702,0.14945757389068604,0.1905621439218521,0.32161882519721985,0.3456730246543884,0.20574742555618286,0.10622264444828033,0.31236231327056885,0.3456730246543884,0.15237168967723846,0.42300865054130554
;,0.007937713526189327,0.06488329917192459,0.09152708947658539,0.0013738942798227072,-0.012330126948654652,0.11651374399662018,0.05586666986346245,0.09152708947658539,0.09533005207777023,0.042547691613435745,0.0979827418923378,0.09152708947658539,0.11569859832525253,0.10349778085947037
titian,0.31200167536735535,0.17253930866718292,0.1482429951429367,0.24974708259105682,0.14254529774188995,0.1472335010766983,0.23835983872413635,0.1482429951429367,0.12000757455825806,0.2389283925294876,0.12012854218482971,0.1482429951429367,0.1950414478778839,0.19106589257717133
(,0.2443375140428543,0.1161717101931572,0.33289089798927307,0.13850530982017517,0.1419760286808014,0.19005385041236877,0.32029855251312256,0.33289089798927307,0.21451304852962494,0.10810844600200653,0.30882009863853455,0.33289089798927307,0.15624505281448364,0.40561532974243164
painting,0.18520504236221313,0.1920347809791565,0.20519959926605225,0.27997419238090515,0.20383894443511963,0.181430384516716,0.17950968444347382,0.20519959926605225,0.08752981573343277,0.22977398335933685,0.21697743237018585,0.20519959926605225,0.3381798565387726,0.18062187731266022
),0.2457384318113327,0.08523888885974884,0.3456730246543884,0.13968472182750702,0.14945757389068604,0.1905621439218521,0.32161882519721985,0.3456730246543884,0.20574742555618286,0.10622264444828033,0.31236231327056885,0.3456730246543884,0.15237168967723846,0.42300865054130554
;,0.007937713526189327,0.06488329917192459,0.09152708947658539,0.0013738942798227072,-0.012330126948654652,0.11651374399662018,0.05586666986346245,0.09152708947658539,0.09533005207777023,0.042547691613435745,0.0979827418923378,0.09152708947658539,0.11569859832525253,0.10349778085947037
thus,0.249033123254776,0.180423304438591,0.4036877751350403,0.13468928635120392,0.16107536852359772,0.2586517930030823,0.3594212234020233,0.4036877751350403,0.19228194653987885,0.16312167048454285,0.42383262515068054,0.4036877751350403,0.03562311455607414,0.18769288063049316
representing,0.15551713109016418,0.15624208748340607,0.35762789845466614,0.22740311920642853,0.15681570768356323,0.25136953592300415,0.30364102125167847,0.35762789845466614,0.21712686121463776,0.19521310925483704,0.22131237387657166,0.35762789845466614,0.09414099901914597,0.10637413710355759
the,0.3733934462070465,0.2559613883495331,1.0,0.2526973485946655,0.2340378314256668,0.3718377649784088,0.48381632566452026,1.0,0.38631999492645264,0.31372344493865967,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
range,0.1519712656736374,0.17211425304412842,0.2311336100101471,0.07390196621417999,0.12219693511724472,0.23457826673984528,0.22109805047512054,0.2311336100101471,0.19116869568824768,0.20693522691726685,0.2767433524131775,0.2311336100101471,0.05902322754263878,0.1204894632101059
of,0.2827862501144409,0.2000347077846527,0.733189046382904,0.2355436533689499,0.13909965753555298,0.3075267970561981,0.3886612355709076,0.733189046382904,0.3177044689655304,0.2534947693347931,0.41548454761505127,0.733189046382904,0.23314370214939117,0.1826142966747284
the,0.3733934462070465,0.2559613883495331,1.0,0.2526973485946655,0.2340378314256668,0.3718377649784088,0.48381632566452026,1.0,0.38631999492645264,0.31372344493865967,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
museums,0.18716265261173248,0.2726775109767914,0.2721219062805176,0.20446887612342834,0.24334397912025452,0.21103954315185547,0.20654547214508057,0.2721219062805176,0.14356133341789246,0.2528749406337738,0.21569155156612396,0.2721219062805176,0.766154408454895,0.1374243199825287
collections,0.16047273576259613,0.22200337052345276,0.27174001932144165,0.16689059138298035,0.1762671172618866,0.22000542283058167,0.27022480964660645,0.27174001932144165,0.17713940143585205,0.1809283196926117,0.18565168976783752,0.27174001932144165,0.447247713804245,0.1873358190059662
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.2434660792350769,0.2020350694656372,0.3120402991771698,0.48816442489624023,0.4933079481124878,0.2989408075809479,0.14223605394363403,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
godfrey,0.28607141971588135,0.14644604921340942,0.2300633192062378,0.13640934228897095,0.13943949341773987,0.11291489750146866,0.23388315737247467,0.2300633192062378,0.10800862312316895,0.11976254731416702,0.1972895860671997,0.2300633192062378,0.18181905150413513,0.15937986969947815
sykes,0.32418784499168396,0.19409100711345673,0.22081643342971802,0.10155194252729416,0.25834760069847107,0.1042640432715416,0.24106082320213318,0.22081643342971802,0.12638385593891144,0.09914819151163101,0.17576022446155548,0.22081643342971802,0.14112429320812225,0.23471449315547943
also,0.47919341921806335,0.2500925362110138,0.6021018624305725,0.1946561634540558,0.21164929866790771,0.45273035764694214,0.5774298906326294,0.6021018624305725,0.3484555184841156,0.25417718291282654,0.5348826050758362,0.6021018624305725,0.16394411027431488,0.21848613023757935
designed,0.21097040176391602,1.0,0.2559613883495331,0.20857875049114227,0.2990572452545166,0.4257775843143463,0.23383614420890808,0.2559613883495331,0.1976516991853714,0.2455693483352661,0.3077097535133362,0.2559613883495331,0.19523267447948456,0.11213942617177963
the,0.3733934462070465,0.2559613883495331,1.0,0.2526973485946655,0.2340378314256668,0.3718377649784088,0.48381632566452026,1.0,0.38631999492645264,0.31372344493865967,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
terracotta,0.20448918640613556,0.2692287266254425,0.2803131341934204,0.49248018860816956,0.23412708938121796,0.3540372848510742,0.21771332621574402,0.2803131341934204,0.1655852049589157,0.3321555256843567,0.19796250760555267,0.2803131341934204,0.3033863604068756,0.11132478713989258
embellishments,0.1606254279613495,0.24630503356456757,0.26627209782600403,0.2406007945537567,0.25254151225090027,0.3288784325122833,0.196400448679924,0.26627209782600403,0.14792920649051666,0.22445589303970337,0.17195045948028564,0.26627209782600403,0.27276068925857544,0.17831526696681976
and,0.41279885172843933,0.2359010875225067,0.5171257257461548,0.23318837583065033,0.2604236602783203,0.3150506615638733,0.49487000703811646,0.5171257257461548,0.29831406474113464,0.24038183689117432,0.48971283435821533,0.5171257257461548,0.21554097533226013,0.20544172823429108
the,0.3733934462070465,0.2559613883495331,1.0,0.2526973485946655,0.2340378314256668,0.3718377649784088,0.48381632566452026,1.0,0.38631999492645264,0.31372344493865967,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
mosaic,0.13312764465808868,0.22475261986255646,0.27219533920288086,0.29995837807655334,0.1877281367778778,0.1888275146484375,0.15973317623138428,0.27219533920288086,0.1314951330423355,0.19768576323986053,0.16172049939632416,0.27219533920288086,0.21566423773765564,0.12222903966903687
in,0.2792111933231354,0.22657902538776398,0.6662389636039734,0.1848762184381485,0.18483485281467438,0.3090210556983948,0.3887844979763031,0.6662389636039734,0.28862449526786804,0.215397909283638,0.45010748505592346,0.6662389636039734,0.2407650351524353,0.20430970191955566
the,0.3733934462070465,0.2559613883495331,1.0,0.2526973485946655,0.2340378314256668,0.3718377649784088,0.48381632566452026,1.0,0.38631999492645264,0.31372344493865967,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
pediment,0.13507354259490967,0.09229593724012375,0.22291474044322968,0.2539295256137848,0.2185651808977127,0.16614757478237152,0.1934705376625061,0.22291474044322968,0.10113361477851868,0.30368372797966003,0.19906871020793915,0.22291474044322968,0.21667955815792084,0.18125569820404053
of,0.2827862501144409,0.2000347077846527,0.733189046382904,0.2355436533689499,0.13909965753555298,0.3075267970561981,0.3886612355709076,0.733189046382904,0.3177044689655304,0.2534947693347931,0.41548454761505127,0.733189046382904,0.23314370214939117,0.1826142966747284
the,0.3733934462070465,0.2559613883495331,1.0,0.2526973485946655,0.2340378314256668,0.3718377649784088,0.48381632566452026,1.0,0.38631999492645264,0.31372344493865967,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
