,when,did,the,first,direct,elections,take,place,?
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.4127444326877594,0.1965816169977188,0.2604275643825531,0.21975718438625336,0.38128477334976196,0.20430970191955566
1979,0.20640838146209717,0.12377073615789413,0.3323744237422943,0.1524573117494583,0.09376320987939835,0.1117035523056984,0.0751534253358841,0.17599065601825714,0.09159877151250839
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.34503069519996643,0.20868940651416779,0.2606843113899231,0.2881867289543152,0.34068408608436584,0.31091248989105225
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.3792489171028137,0.3420579433441162,0.23835663497447968,0.4075521230697632,0.3346366882324219,0.29463258385658264
having,0.4296937882900238,0.3157401978969574,0.3821379244327545,0.2400989979505539,0.20527176558971405,0.27070456743240356,0.2650688588619232,0.23065972328186035,0.22418256103992462
increasingly,0.33066871762275696,0.20772823691368103,0.3152945339679718,0.22109560668468475,0.1769428253173828,0.24594172835350037,0.18213599920272827,0.14739350974559784,0.059327382594347
more,0.359977662563324,0.2803135812282562,0.39758381247520447,0.2665303945541382,0.2544870972633362,0.20013155043125153,0.3237091600894928,0.28691914677619934,0.27894994616508484
rights,0.18668439984321594,0.2525300085544586,0.2579100430011749,0.2109733521938324,0.1233152449131012,0.30913835763931274,0.18524368107318878,0.1720205396413803,0.21814769506454468
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.4127444326877594,0.1965816169977188,0.2604275643825531,0.21975718438625336,0.38128477334976196,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.49448907375335693,0.3262479901313782,0.23646192252635956,0.31620436906814575,0.4179787337779999,0.22068053483963013
legislative,0.1830703467130661,0.15720166265964508,0.27501925826072693,0.24741989374160767,0.17958801984786987,0.5619915127754211,0.18158011138439178,0.14704184234142303,0.1654243916273117
process,0.31665828824043274,0.1973760724067688,0.264274537563324,0.23198917508125305,0.23154887557029724,0.22237613797187805,0.2771648168563843,0.270680695772171,0.2460896074771881
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.4345304071903229,0.27250880002975464,0.27339601516723633,0.3045158088207245,0.2844318151473999,0.4130953550338745
