,what,subatomic,particle,did,tesla,deny,the,existence,of,?
thing,0.5748834609985352,0.3962582051753998,0.41350147128105164,0.35279572010040283,0.22896958887577057,0.30969494581222534,0.33238789439201355,0.26576516032218933,0.2796889841556549,0.45465296506881714
as,0.31749409437179565,0.2594819664955139,0.21558694541454315,0.3596470057964325,0.10285310447216034,0.19602763652801514,0.48381632566452026,0.18183830380439758,0.3886612355709076,0.27043893933296204
an,0.2821882665157318,0.23352400958538055,0.24379578232765198,0.22598257660865784,0.13714656233787537,0.20438086986541748,0.4207492768764496,0.12405663728713989,0.32280945777893066,0.19793890416622162
electron,0.22967670857906342,0.6508029103279114,0.6666777729988098,0.16364020109176636,0.2841276228427887,0.1660047173500061,0.20653016865253448,0.20429359376430511,0.21591268479824066,0.18293288350105286
creating,0.28780505061149597,0.25399258732795715,0.25601768493652344,0.23149485886096954,0.17979586124420166,0.23855359852313995,0.286904513835907,0.3047218918800354,0.29262492060661316,0.2842518985271454
an,0.2821882665157318,0.23352400958538055,0.24379578232765198,0.22598257660865784,0.13714656233787537,0.20438086986541748,0.4207492768764496,0.12405663728713989,0.32280945777893066,0.19793890416622162
electric,0.15451551973819733,0.34356364607810974,0.3368551731109619,0.12459144741296768,0.3824412524700165,0.08594297617673874,0.21345196664333344,0.11825655400753021,0.17329032719135284,0.15674720704555511
charge,0.23255030810832977,0.3855237364768982,0.4384814202785492,0.18449954688549042,0.22732298076152802,0.22245179116725922,0.2730984687805176,0.1592738926410675,0.27586498856544495,0.0958876758813858
(,0.2411840260028839,0.2440791130065918,0.20096361637115479,0.18979617953300476,0.2156914919614792,0.1648772805929184,0.33289089798927307,0.1405148208141327,0.35032153129577637,0.40561532974243164
he,0.3114890456199646,0.1918642818927765,0.21523025631904602,0.3292143940925598,0.12373391538858414,0.15217867493629456,0.4571082592010498,0.2243146449327469,0.38706058263778687,0.2089974731206894
believed,0.32626157999038696,0.24331077933311462,0.251645565032959,0.3807709813117981,0.08292704075574875,0.31623321771621704,0.324635773897171,0.2675318717956543,0.2945859134197235,0.17606885731220245
that,0.6297725439071655,0.37311747670173645,0.3413988947868347,0.47518548369407654,0.22102725505828857,0.42397359013557434,0.5473989248275757,0.40785351395606995,0.41498205065727234,0.32716336846351624
if,0.5277165174484253,0.33677828311920166,0.3352535367012024,0.3197491765022278,0.21493224799633026,0.3559586703777313,0.33724796772003174,0.2340746968984604,0.2557544410228729,0.4441644251346588
electrons,0.23107858002185822,0.6657146215438843,0.6543803811073303,0.20618776977062225,0.3092498481273651,0.16185836493968964,0.2109822928905487,0.19988848268985748,0.1921376883983612,0.15516111254692078
existed,0.27969107031822205,0.213546022772789,0.22413760423660278,0.30351951718330383,0.1279468834400177,0.15279632806777954,0.32677435874938965,0.6649219989776611,0.2990404963493347,0.17013543844223022
at,0.2838611304759979,0.2703041136264801,0.20394499599933624,0.28390252590179443,0.16552478075027466,0.1510913223028183,0.457212895154953,0.10754647850990295,0.42558613419532776,0.21978627145290375
all,0.41981086134910583,0.30038732290267944,0.21892355382442474,0.33943864703178406,0.14510658383369446,0.2852446436882019,0.4860881567001343,0.3387589752674103,0.42798417806625366,0.29575422406196594
",",0.3087472915649414,0.2904837727546692,0.2206975817680359,0.3015086054801941,0.20599327981472015,0.24250644445419312,0.4933079481124878,0.21917741000652313,0.4946078956127167,0.31091248989105225
they,0.4431931674480438,0.33858832716941833,0.2562035918235779,0.4879390597343445,0.1470530778169632,0.34177449345588684,0.49925389885902405,0.24767272174358368,0.3426007330417633,0.2753053903579712
were,0.22298263013362885,0.23243415355682373,0.1354116052389145,0.4162326455116272,0.1222306564450264,0.22745627164840698,0.3906462490558624,0.2330421358346939,0.34038281440734863,0.17890112102031708
some,0.4491020441055298,0.3052121102809906,0.21122021973133087,0.42553430795669556,0.17697323858737946,0.2996302545070648,0.4566698372364044,0.3353414237499237,0.4300730526447296,0.2562315762042999
fourth,0.137417271733284,0.12638939917087555,0.15257611870765686,0.1447589099407196,0.10864699631929398,0.08202621340751648,0.40804702043533325,0.12546440958976746,0.30335766077041626,0.13791213929653168
state,0.24273863434791565,0.20436973869800568,0.21501150727272034,0.152080237865448,0.1790231466293335,0.17016008496284485,0.3097178041934967,0.23111850023269653,0.34253445267677307,0.1160883978009224
of,0.33290785551071167,0.33347442746162415,0.2452378273010254,0.2513895630836487,0.18837453424930573,0.1541273295879364,0.733189046382904,0.28272730112075806,1.0,0.1826142966747284
matter,0.41697224974632263,0.4957032799720764,0.5317261219024658,0.2127678096294403,0.17147119343280792,0.29249271750450134,0.2957161068916321,0.3292204439640045,0.2804143726825714,0.269619345664978
or,0.33867141604423523,0.2783871293067932,0.3013896942138672,0.28211739659309387,0.1529218554496765,0.28090402483940125,0.4174870550632477,0.21376429498195648,0.3792596757411957,0.32389625906944275
``,0.008517155423760414,0.11653575301170349,0.04143478721380234,-0.029888948425650597,0.04274534806609154,0.007232348434627056,0.029072100296616554,0.016267701983451843,0.06780257821083069,0.0685480609536171
sub-atom,0.3045101463794708,0.733081042766571,0.5601838827133179,0.19219306111335754,0.28101083636283875,0.19092006981372833,0.30401527881622314,0.22255854308605194,0.2991907298564911,0.21287797391414642
'',0.08143015950918198,0.03166722133755684,0.015225550159811974,0.01978493109345436,0.048713020980358124,-0.010205564089119434,0.041273195296525955,-0.0012660116190090775,0.13035868108272552,0.018684765323996544
that,0.6297725439071655,0.37311747670173645,0.3413988947868347,0.47518548369407654,0.22102725505828857,0.42397359013557434,0.5473989248275757,0.40785351395606995,0.41498205065727234,0.32716336846351624
could,0.4188697934150696,0.27447211742401123,0.25505566596984863,0.6308382749557495,0.16634690761566162,0.30212607979774475,0.35393214225769043,0.20942488312721252,0.29043012857437134,0.3411986827850342
only,0.41415658593177795,0.2960366904735565,0.23499558866024017,0.4039593040943146,0.1789838671684265,0.2798958420753479,0.5497692227363586,0.28771451115608215,0.49632513523101807,0.2767370045185089
exist,0.3340267241001129,0.32946324348449707,0.3220166563987732,0.29554638266563416,0.15001872181892395,0.29527920484542847,0.3024537265300751,0.6274991631507874,0.28013259172439575,0.28923845291137695
in,0.30808621644973755,0.2514369487762451,0.20448297262191772,0.2593238651752472,0.17097744345664978,0.12045605480670929,0.6662389636039734,0.24601192772388458,0.5696388483047485,0.20430970191955566
an,0.2821882665157318,0.23352400958538055,0.24379578232765198,0.22598257660865784,0.13714656233787537,0.20438086986541748,0.4207492768764496,0.12405663728713989,0.32280945777893066,0.19793890416622162
experimental,0.24195317924022675,0.39762383699417114,0.4272522032260895,0.20122288167476654,0.3453822135925293,0.17204563319683075,0.2084609717130661,0.267975777387619,0.2088514268398285,0.14400577545166016
vacuum,0.1845402866601944,0.44579941034317017,0.43762919306755066,0.13815660774707794,0.3939276337623596,0.0775424912571907,0.17016367614269257,0.15244360268115997,0.17922011017799377,0.10335687547922134
and,0.31309178471565247,0.27282223105430603,0.19256258010864258,0.34479495882987976,0.19560420513153076,0.2146790474653244,0.5171257257461548,0.1778355836868286,0.5116966962814331,0.20544172823429108
that,0.6297725439071655,0.37311747670173645,0.3413988947868347,0.47518548369407654,0.22102725505828857,0.42397359013557434,0.5473989248275757,0.40785351395606995,0.41498205065727234,0.32716336846351624
they,0.4431931674480438,0.33858832716941833,0.2562035918235779,0.4879390597343445,0.1470530778169632,0.34177449345588684,0.49925389885902405,0.24767272174358368,0.3426007330417633,0.2753053903579712
had,0.23849567770957947,0.1953301876783371,0.1540718674659729,0.540525496006012,0.12050733715295792,0.20686759054660797,0.3875846862792969,0.229599267244339,0.37755560874938965,0.20728366076946259
nothing,0.5522216558456421,0.2552812099456787,0.2799830734729767,0.36513790488243103,0.17345094680786133,0.3921886086463928,0.29561489820480347,0.3384229242801666,0.17905022203922272,0.4541490972042084
to,0.455847829580307,0.2569900155067444,0.24255536496639252,0.4452643394470215,0.17548894882202148,0.35181984305381775,0.535392165184021,0.2453129142522812,0.41548454761505127,0.29463258385658264
do,0.4609605669975281,0.2581392824649811,0.18491218984127045,0.5246143937110901,0.13880622386932373,0.414141982793808,0.30239659547805786,0.18173468112945557,0.26150479912757874,0.4093979299068451
with,0.2464839518070221,0.23486486077308655,0.2129172533750534,0.25472134351730347,0.16424812376499176,0.1299125701189041,0.4223487675189972,0.18640920519828796,0.41827285289764404,0.2433311939239502
electricity,0.20851419866085052,0.38319748640060425,0.4078822731971741,0.22498734295368195,0.37243616580963135,0.16117818653583527,0.274786114692688,0.20492471754550934,0.22897469997406006,0.17856204509735107
),0.26259949803352356,0.2471305876970291,0.20004120469093323,0.18584993481636047,0.22692398726940155,0.16497550904750824,0.3456730246543884,0.15056605637073517,0.3680361211299896,0.42300865054130554
.,0.3567904531955719,0.29004913568496704,0.23767323791980743,0.35288307070732117,0.17949827015399933,0.243691086769104,0.5934505462646484,0.2164178043603897,0.5352458953857422,0.4130953550338745
