,what,is,an,interdenominational,group,composed,of,various,churches,to,promote,the,gospel,throughout,the,world,?
group,0.2114069163799286,0.22153858840465546,0.1671597808599472,0.32065969705581665,0.9999999403953552,0.18786975741386414,0.25542253255844116,0.23633302748203278,0.16440986096858978,0.2672896385192871,0.21510271728038788,0.30795547366142273,0.1875597983598709,0.14404462277889252,0.30795547366142273,0.22969414293766022,0.13827809691429138
composed,0.14231626689434052,0.18838012218475342,0.1331782042980194,0.21575619280338287,0.18786975741386414,1.0,0.29509663581848145,0.1967410445213318,0.17884461581707,0.14476051926612854,0.16522769629955292,0.21816956996917725,0.1849464327096939,0.1421777307987213,0.21816956996917725,0.07261689007282257,0.0784355029463768
of,0.33290785551071167,0.4854315221309662,0.32280945777893066,0.3542567789554596,0.25542253255844116,0.29509663581848145,1.0,0.3196488320827484,0.29080384969711304,0.41548454761505127,0.22270441055297852,0.733189046382904,0.23520871996879578,0.35374847054481506,0.733189046382904,0.2828933000564575,0.1826142966747284
various,0.26045072078704834,0.13601526618003845,0.20065057277679443,0.34075137972831726,0.23633302748203278,0.1967410445213318,0.3196488320827484,1.0,0.20372650027275085,0.33564820885658264,0.26819005608558655,0.3235042691230774,0.15583854913711548,0.4301256537437439,0.3235042691230774,0.2260333001613617,0.12823495268821716
churches,0.17877253890037537,0.20715926587581635,0.09751348942518234,0.5186764001846313,0.16440986096858978,0.17884461581707,0.29080384969711304,0.20372650027275085,1.0000001192092896,0.2533203363418579,0.15605923533439636,0.2626241147518158,0.3765159547328949,0.2400321364402771,0.2626241147518158,0.20592568814754486,0.19824735820293427
in,0.30808621644973755,0.5394441485404968,0.2605783939361572,0.2783683240413666,0.2304753065109253,0.19297388195991516,0.5696388483047485,0.266343355178833,0.2825169265270233,0.45010748505592346,0.22624702751636505,0.6662389636039734,0.1775401383638382,0.46596065163612366,0.6662389636039734,0.3038199245929718,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3046874403953552,0.30795547366142273,0.21816956996917725,0.733189046382904,0.3235042691230774,0.2626241147518158,0.535392165184021,0.2408624291419983,1.0,0.16253972053527832,0.4158564507961273,1.0,0.33604270219802856,0.22068053483963013
tradition,0.24046438932418823,0.2601749897003174,0.1610492765903473,0.293544739484787,0.18538174033164978,0.15421414375305176,0.2663337290287018,0.23822413384914398,0.3817422688007355,0.2571658790111542,0.2540103495121002,0.2632053792476654,0.3349683880805969,0.25842273235321045,0.2632053792476654,0.21399757266044617,0.15717756748199463
of,0.33290785551071167,0.4854315221309662,0.32280945777893066,0.3542567789554596,0.25542253255844116,0.29509663581848145,1.0,0.3196488320827484,0.29080384969711304,0.41548454761505127,0.22270441055297852,0.733189046382904,0.23520871996879578,0.35374847054481506,0.733189046382904,0.2828933000564575,0.1826142966747284
john,0.18237407505512238,0.16449548304080963,0.16678237915039062,0.1546461284160614,0.1503848433494568,0.09120837599039078,0.2407056987285614,0.08765428513288498,0.1527184396982193,0.2070634365081787,0.13216747343540192,0.2230520099401474,0.32815858721733093,0.10689171403646469,0.2230520099401474,0.1892431378364563,0.13162356615066528
wesley,0.15380223095417023,0.1397479772567749,0.23152616620063782,0.23696504533290863,0.06804579496383667,0.20438039302825928,0.18802838027477264,0.0912434384226799,0.27180442214012146,0.18164515495300293,0.12290928512811661,0.1425647884607315,0.28412169218063354,0.14848366379737854,0.1425647884607315,0.12436536699533463,0.1662333607673645
to,0.455847829580307,0.42745086550712585,0.3138085603713989,0.28269439935684204,0.2672896385192871,0.14476051926612854,0.41548454761505127,0.33564820885658264,0.2533203363418579,1.0,0.3513890206813812,0.535392165184021,0.22325627505779266,0.31226396560668945,0.535392165184021,0.26213452219963074,0.29463258385658264
promote,0.23983411490917206,0.1833173632621765,0.17434252798557281,0.3274354934692383,0.21510271728038788,0.16522769629955292,0.22270441055297852,0.26819005608558655,0.15605923533439636,0.3513890206813812,0.9999998807907104,0.2408624291419983,0.13921573758125305,0.20950090885162354,0.2408624291419983,0.21357716619968414,0.23677967488765717
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3046874403953552,0.30795547366142273,0.21816956996917725,0.733189046382904,0.3235042691230774,0.2626241147518158,0.535392165184021,0.2408624291419983,1.0,0.16253972053527832,0.4158564507961273,1.0,0.33604270219802856,0.22068053483963013
gospel,0.23854802548885345,0.1333623081445694,0.1147264689207077,0.33530154824256897,0.1875597983598709,0.1849464327096939,0.23520871996879578,0.15583854913711548,0.3765159547328949,0.22325627505779266,0.13921573758125305,0.16253972053527832,1.0,0.15568935871124268,0.16253972053527832,0.14277876913547516,0.1407461166381836
throughout,0.2130906730890274,0.2639545500278473,0.14042221009731293,0.26472797989845276,0.14404462277889252,0.1421777307987213,0.35374847054481506,0.4301256537437439,0.2400321364402771,0.31226396560668945,0.20950090885162354,0.4158564507961273,0.15568935871124268,1.0,0.4158564507961273,0.3657597303390503,0.12665234506130219
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3046874403953552,0.30795547366142273,0.21816956996917725,0.733189046382904,0.3235042691230774,0.2626241147518158,0.535392165184021,0.2408624291419983,1.0,0.16253972053527832,0.4158564507961273,1.0,0.33604270219802856,0.22068053483963013
world,0.21669597923755646,0.24458536505699158,0.15716314315795898,0.26203233003616333,0.22969414293766022,0.07261689007282257,0.2828933000564575,0.2260333001613617,0.20592568814754486,0.26213452219963074,0.21357716619968414,0.33604270219802856,0.14277876913547516,0.3657597303390503,0.33604270219802856,1.0000001192092896,0.17579582333564758
.,0.3567904531955719,0.4569662809371948,0.3581749200820923,0.32777121663093567,0.27268800139427185,0.21116578578948975,0.5352458953857422,0.23115769028663635,0.28599661588668823,0.4645031690597534,0.2479933649301529,0.5934505462646484,0.13290007412433624,0.29375210404396057,0.5934505462646484,0.3177160322666168,0.4130953550338745
