,what,kind,of,shows,were,used,as,counterprogramming,by,abc,in,the,fall,of,1959,?
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.27829593420028687,0.3025437891483307,0.35160550475120544,1.0,0.3135286271572113,0.3815547823905945,0.2286096066236496,0.3887844979763031,0.48381632566452026,0.19012849032878876,0.3886612355709076,0.12259241193532944,0.27043893933296204
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.36348509788513184,0.3906462490558624,0.3718377649784088,0.48381632566452026,0.2565805912017822,0.4408751428127289,0.2068762183189392,0.6662389636039734,1.0,0.3639753758907318,0.733189046382904,0.06652198731899261,0.22068053483963013
actioner,0.27476996183395386,0.23073925077915192,0.129465714097023,0.14195920526981354,0.12385853379964828,0.17013899981975555,0.2574255168437958,0.3244912326335907,0.16827306151390076,0.15120618045330048,0.2061905562877655,0.2190009206533432,0.15757052600383759,0.129465714097023,0.016653813421726227,0.23343625664710999
zorro,0.2062782347202301,0.18011674284934998,0.22499172389507294,0.2352297306060791,0.12107882648706436,0.13806240260601044,0.2669456899166107,0.21926367282867432,0.1952029913663864,0.2844003438949585,0.20292748510837555,0.24726110696792603,0.22693508863449097,0.22499172389507294,0.051047585904598236,0.18873576819896698
),0.26259949803352356,0.17504733800888062,0.3680361211299896,0.2047332376241684,0.1566188633441925,0.1905621439218521,0.32161882519721985,0.22050799429416656,0.2151763141155243,0.18381085991859436,0.3326910734176636,0.3456730246543884,0.16494083404541016,0.3680361211299896,-0.05992887541651726,0.42300865054130554
went,0.20164033770561218,0.1080470085144043,0.2527906000614166,0.17573897540569305,0.3797573149204254,0.21330757439136505,0.21750199794769287,0.13341911137104034,0.14665302634239197,0.20451749861240387,0.30470821261405945,0.3345835506916046,0.21689260005950928,0.2527906000614166,0.013582087121903896,0.12109432369470596
up,0.28591108322143555,0.17447689175605774,0.32945773005485535,0.2280738800764084,0.29601457715034485,0.2526317238807678,0.22736889123916626,0.21402305364608765,0.2738759219646454,0.13020706176757812,0.3120773434638977,0.38423117995262146,0.2590300440788269,0.32945773005485535,0.017076730728149414,0.1819818764925003
against,0.24561616778373718,0.17143523693084717,0.2669808566570282,0.1537579745054245,0.2829659581184387,0.16741667687892914,0.24545185267925262,0.1897120326757431,0.24816733598709106,0.10121753811836243,0.27273955941200256,0.3090755045413971,0.23552457988262177,0.2669808566570282,0.041502445936203,0.18095137178897858
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.34104886651039124,0.42175528407096863,0.3150506615638733,0.49487000703811646,0.2930668294429779,0.4289871156215668,0.16453155875205994,0.4954058527946472,0.5171257257461548,0.25737735629081726,0.5116966962814331,0.025146465748548508,0.20544172823429108
defeated,0.13652801513671875,0.0433490164577961,0.21236225962638855,0.09783641993999481,0.30903002619743347,0.13676771521568298,0.23027530312538147,0.13349422812461853,0.26783451437950134,0.05924658477306366,0.24813973903656006,0.2833898365497589,0.1857054978609085,0.21236225962638855,0.03177701681852341,0.1413237303495407
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.36348509788513184,0.3906462490558624,0.3718377649784088,0.48381632566452026,0.2565805912017822,0.4408751428127289,0.2068762183189392,0.6662389636039734,1.0,0.3639753758907318,0.733189046382904,0.06652198731899261,0.22068053483963013
variety,0.20492127537727356,0.31953710317611694,0.21034783124923706,0.2249421775341034,0.2129938155412674,0.34491580724716187,0.33520424365997314,0.3225279748439789,0.17827251553535461,0.20370833575725555,0.21121226251125336,0.22543764114379883,0.13921666145324707,0.21034783124923706,-0.007022188976407051,0.13376861810684204
shows,0.30282244086265564,0.28458037972450256,0.3410852253437042,0.9999999403953552,0.1903110295534134,0.2183733582496643,0.27829593420028687,0.28318071365356445,0.21424074470996857,0.3304527997970581,0.3289647698402405,0.36348509788513184,0.18928784132003784,0.3410852253437042,0.018018636852502823,0.2040930688381195
aired,0.1692323386669159,0.1521785408258438,0.15519371628761292,0.3456565737724304,0.18557119369506836,0.22854097187519073,0.17256414890289307,0.31915679574012756,0.23136848211288452,0.5025622844696045,0.21521411836147308,0.2525516450405121,0.18937338888645172,0.15519371628761292,-0.048775140196084976,0.22283338010311127
by,0.2455483376979828,0.13289578258991241,0.3646814823150635,0.21424074470996857,0.4406847059726715,0.27705541253089905,0.3815547823905945,0.24346570670604706,1.0000001192092896,0.17600902915000916,0.370934396982193,0.4408751428127289,0.22717894613742828,0.3646814823150635,0.1024816483259201,0.17966607213020325
nbc,0.1638578325510025,0.1190882995724678,0.12012486904859543,0.34394192695617676,0.10669224709272385,0.09391779452562332,0.25748270750045776,0.34921813011169434,0.16605262458324432,0.63486248254776,0.19303210079669952,0.20618264377117157,0.1719924956560135,0.12012486904859543,-0.0987047627568245,0.1680917739868164
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.34104886651039124,0.42175528407096863,0.3150506615638733,0.49487000703811646,0.2930668294429779,0.4289871156215668,0.16453155875205994,0.4954058527946472,0.5171257257461548,0.25737735629081726,0.5116966962814331,0.025146465748548508,0.20544172823429108
cbs,0.1950361132621765,0.13062739372253418,0.16151919960975647,0.3580446243286133,0.17166459560394287,0.16387507319450378,0.21606822311878204,0.329282283782959,0.19215300679206848,0.636570394039154,0.17584392428398132,0.2283918708562851,0.15451818704605103,0.16151919960975647,-0.10995949059724808,0.14594407379627228
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.3289647698402405,0.3815755248069763,0.3090210556983948,0.3887844979763031,0.20342917740345,0.370934396982193,0.1697147786617279,1.0,0.6662389636039734,0.22958555817604065,0.5696388483047485,0.09894876182079315,0.20430970191955566
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.36348509788513184,0.3906462490558624,0.3718377649784088,0.48381632566452026,0.2565805912017822,0.4408751428127289,0.2068762183189392,0.6662389636039734,1.0,0.3639753758907318,0.733189046382904,0.06652198731899261,0.22068053483963013
fall,0.26931828260421753,0.1043248400092125,0.2854328155517578,0.18928784132003784,0.20957578718662262,0.10431079566478729,0.19012849032878876,0.22133535146713257,0.22717894613742828,0.14103294909000397,0.22958555817604065,0.3639753758907318,1.0,0.2854328155517578,0.015087117440998554,0.1656162142753601
of,0.33290785551071167,0.2285657674074173,1.0,0.3410852253437042,0.34038281440734863,0.3075267970561981,0.3886612355709076,0.1915803700685501,0.3646814823150635,0.14607268571853638,0.5696388483047485,0.733189046382904,0.2854328155517578,1.0,0.07401866465806961,0.1826142966747284
1957,-0.006660523824393749,-0.005197465419769287,-0.03177386894822121,-0.010671216063201427,0.027325376868247986,-0.0513727106153965,-0.10892367362976074,-0.09580373018980026,-0.10354664921760559,-0.1557149738073349,-0.044204503297805786,-0.091727614402771,-0.07742445915937424,-0.03177386894822121,-0.06760738044977188,-0.11977791041135788
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.26986414194107056,0.36755475401878357,0.3120402991771698,0.48816442489624023,0.3047017455101013,0.3680937886238098,0.2097204476594925,0.5201468467712402,0.4933079481124878,0.31587862968444824,0.4946078956127167,-0.0018925991607829928,0.31091248989105225
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.34104886651039124,0.42175528407096863,0.3150506615638733,0.49487000703811646,0.2930668294429779,0.4289871156215668,0.16453155875205994,0.4954058527946472,0.5171257257461548,0.25737735629081726,0.5116966962814331,0.025146465748548508,0.20544172823429108
its,0.30393704771995544,0.17957401275634766,0.48690423369407654,0.2824936509132385,0.20452921092510223,0.294392853975296,0.31874480843544006,0.2814295291900635,0.24398943781852722,0.19045390188694,0.3793783485889435,0.559237003326416,0.2580398917198181,0.48690423369407654,0.08703813701868057,0.15103481709957123
detective,0.15935367345809937,0.1432851403951645,0.21717604994773865,0.21636690199375153,0.18555675446987152,0.22822988033294678,0.27726519107818604,0.31721022725105286,0.23144714534282684,0.22773604094982147,0.24981169402599335,0.23875512182712555,0.08688010275363922,0.21717604994773865,0.014623047783970833,0.12046074122190475
shows,0.30282244086265564,0.28458037972450256,0.3410852253437042,0.9999999403953552,0.1903110295534134,0.2183733582496643,0.27829593420028687,0.28318071365356445,0.21424074470996857,0.3304527997970581,0.3289647698402405,0.36348509788513184,0.18928784132003784,0.3410852253437042,0.018018636852502823,0.2040930688381195
did,0.4259131848812103,0.2636054456233978,0.2513895630836487,0.22659285366535187,0.4162326455116272,0.30443844199180603,0.3596470057964325,0.2471494972705841,0.18574509024620056,0.13353709876537323,0.2593238651752472,0.34736719727516174,0.22550886869430542,0.2513895630836487,0.014086701907217503,0.3023456633090973
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.36348509788513184,0.3906462490558624,0.3718377649784088,0.48381632566452026,0.2565805912017822,0.4408751428127289,0.2068762183189392,0.6662389636039734,1.0,0.3639753758907318,0.733189046382904,0.06652198731899261,0.22068053483963013
same,0.3764382302761078,0.29939019680023193,0.3808329105377197,0.2587173283100128,0.27093493938446045,0.31133803725242615,0.3727807104587555,0.3192833662033081,0.2768566608428955,0.21684971451759338,0.3692481815814972,0.4583131968975067,0.22241438925266266,0.3808329105377197,0.04729560390114784,0.22649677097797394
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.3289647698402405,0.3815755248069763,0.3090210556983948,0.3887844979763031,0.20342917740345,0.370934396982193,0.1697147786617279,1.0,0.6662389636039734,0.22958555817604065,0.5696388483047485,0.09894876182079315,0.20430970191955566
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.36348509788513184,0.3906462490558624,0.3718377649784088,0.48381632566452026,0.2565805912017822,0.4408751428127289,0.2068762183189392,0.6662389636039734,1.0,0.3639753758907318,0.733189046382904,0.06652198731899261,0.22068053483963013
fall,0.26931828260421753,0.1043248400092125,0.2854328155517578,0.18928784132003784,0.20957578718662262,0.10431079566478729,0.19012849032878876,0.22133535146713257,0.22717894613742828,0.14103294909000397,0.22958555817604065,0.3639753758907318,1.0,0.2854328155517578,0.015087117440998554,0.1656162142753601
of,0.33290785551071167,0.2285657674074173,1.0,0.3410852253437042,0.34038281440734863,0.3075267970561981,0.3886612355709076,0.1915803700685501,0.3646814823150635,0.14607268571853638,0.5696388483047485,0.733189046382904,0.2854328155517578,1.0,0.07401866465806961,0.1826142966747284
1959,-0.04905922710895538,0.0020457752980291843,0.07401866465806961,0.018018636852502823,0.08074567466974258,0.08832845836877823,0.12259241193532944,0.02074209414422512,0.1024816483259201,-0.034490931779146194,0.09894876182079315,0.06652198731899261,0.015087117440998554,0.07401866465806961,1.0000001192092896,0.07245876640081406
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.2639692425727844,0.3378238379955292,0.33111312985420227,0.515582263469696,0.2602773606777191,0.3936232924461365,0.2567209303379059,0.5591574311256409,0.5934505462646484,0.2718521058559418,0.5352458953857422,0.063237264752388,0.4130953550338745
