,who,long,was,the,broadcast,delay,claimed,to,be,the,first,time,the,series,premiered,?
delayed,0.113697849214077,0.24560216069221497,0.32329967617988586,0.32091420888900757,0.28230974078178406,0.7504567503929138,0.23851750791072845,0.30243030190467834,0.25157204270362854,0.32091420888900757,0.29601481556892395,0.2825455367565155,0.32091420888900757,0.22262603044509888,0.2967521846294403,0.12875154614448547
by,0.39727845788002014,0.17269869148731232,0.4752357602119446,0.4408751428127289,0.22584840655326843,0.24634143710136414,0.3088476061820984,0.33534231781959534,0.43158695101737976,0.4408751428127289,0.3877052962779999,0.26502725481987,0.4408751428127289,0.267352432012558,0.25732770562171936,0.17966607213020325
ten,0.23325704038143158,0.257926881313324,0.27622097730636597,0.3256247341632843,0.2124667763710022,0.20578980445861816,0.14569303393363953,0.2618066668510437,0.19608524441719055,0.3256247341632843,0.2795242965221405,0.2587283253669739,0.3256247341632843,0.2091251015663147,0.2317424714565277,0.14471080899238586
minutes,0.153090700507164,0.3457551598548889,0.18689095973968506,0.20313966274261475,0.3106328845024109,0.36974552273750305,0.1129058450460434,0.2305816262960434,0.19493938982486725,0.20313966274261475,0.2134740650653839,0.3830539584159851,0.20313966274261475,0.18069061636924744,0.255979984998703,0.14419560134410858
due,0.1198829784989357,0.18088287115097046,0.29011407494544983,0.22577603161334991,0.14409776031970978,0.33404210209846497,0.16400930285453796,0.35188060998916626,0.29785820841789246,0.22577603161334991,0.16485638916492462,0.20518282055854797,0.22577603161334991,0.16627788543701172,0.21251896023750305,0.10954997688531876
to,0.42656609416007996,0.30218687653541565,0.3636345863342285,0.535392165184021,0.2326623648405075,0.3099154531955719,0.2575981914997101,1.0,0.4972836375236511,0.535392165184021,0.3792489171028137,0.3679993152618408,0.535392165184021,0.19879554212093353,0.1805678755044937,0.29463258385658264
extended,0.09214743971824646,0.2646813690662384,0.23736250400543213,0.3160722553730011,0.1487886756658554,0.3187551498413086,0.25028789043426514,0.28740090131759644,0.265916645526886,0.3160722553730011,0.2124635875225067,0.2526990473270416,0.3160722553730011,0.11568979918956757,0.1895977258682251,0.17568568885326385
news,0.17873786389827728,0.1194859966635704,0.1809975951910019,0.2294066995382309,0.4630478620529175,0.2198268473148346,0.2518276870250702,0.2372783124446869,0.18016843497753143,0.2294066995382309,0.19526633620262146,0.2204277217388153,0.2294066995382309,0.21841728687286377,0.22432784736156464,0.1899169683456421
coverage,0.21888519823551178,0.21322943270206451,0.21300753951072693,0.2704935073852539,0.3938756287097931,0.27627649903297424,0.2676200866699219,0.2504405677318573,0.23484107851982117,0.2704935073852539,0.23245075345039368,0.2493697851896286,0.2704935073852539,0.2194235473871231,0.2083909660577774,0.2543165385723114
of,0.2827862501144409,0.2567519545555115,0.4069072902202606,0.733189046382904,0.20155203342437744,0.19660267233848572,0.25888603925704956,0.41548454761505127,0.33904364705085754,0.733189046382904,0.3536086082458496,0.35127586126327515,0.733189046382904,0.22268271446228027,0.17575117945671082,0.1826142966747284
the,0.3733934462070465,0.3075225353240967,0.48711544275283813,1.0,0.2713715434074402,0.2607918381690979,0.2761930227279663,0.535392165184021,0.4248143136501312,1.0,0.49448907375335693,0.43061500787734985,1.0,0.31376904249191284,0.2763466238975525,0.22068053483963013
assassination,0.2732718586921692,0.09093988686800003,0.2552372217178345,0.2033206969499588,0.21952444314956665,0.2190731316804886,0.2721453607082367,0.22084423899650574,0.1579481065273285,0.2033206969499588,0.24696820974349976,0.1628013253211975,0.2033206969499588,0.16433513164520264,0.18809999525547028,0.21308238804340363
of,0.2827862501144409,0.2567519545555115,0.4069072902202606,0.733189046382904,0.20155203342437744,0.19660267233848572,0.25888603925704956,0.41548454761505127,0.33904364705085754,0.733189046382904,0.3536086082458496,0.35127586126327515,0.733189046382904,0.22268271446228027,0.17575117945671082,0.1826142966747284
us,0.19343413412570953,0.13146193325519562,0.19898231327533722,0.25727739930152893,0.159767746925354,0.20114144682884216,0.19787447154521942,0.2928973436355591,0.24659982323646545,0.25727739930152893,0.18757691979408264,0.19773826003074646,0.25727739930152893,0.1240435540676117,0.1270861029624939,0.2742428481578827
president,0.22565458714962006,0.1521872729063034,0.2505730390548706,0.24330610036849976,0.23064760863780975,0.18896891176700592,0.17128576338291168,0.21247753500938416,0.1541743278503418,0.24330610036849976,0.2690713107585907,0.1640392541885376,0.24330610036849976,0.11126776784658432,0.1933979094028473,0.14148259162902832
john,0.30388808250427246,0.08112875372171402,0.2875721752643585,0.2230520099401474,0.16860350966453552,0.16521815955638885,0.18947279453277588,0.2070634365081787,0.1672002226114273,0.2230520099401474,0.2870165705680847,0.15634942054748535,0.2230520099401474,0.1876005083322525,0.1683516800403595,0.13162356615066528
f.,0.16394910216331482,0.024306269362568855,0.17113131284713745,0.18440215289592743,0.10351623594760895,0.0899379774928093,0.2317100167274475,0.1367449164390564,0.09849101305007935,0.18440215289592743,0.13310599327087402,0.05109346657991409,0.18440215289592743,0.002728592837229371,0.10670243948698044,0.11007396876811981
kennedy,0.19708238542079926,0.14813020825386047,0.1929353028535843,0.20303435623645782,0.2249230444431305,0.2222902923822403,0.1882275491952896,0.2569362223148346,0.2271735817193985,0.20303435623645782,0.22211624681949615,0.22208230197429657,0.20303435623645782,0.1311400979757309,0.19135722517967224,0.21965277194976807
the,0.3733934462070465,0.3075225353240967,0.48711544275283813,1.0,0.2713715434074402,0.2607918381690979,0.2761930227279663,0.535392165184021,0.4248143136501312,1.0,0.49448907375335693,0.43061500787734985,1.0,0.31376904249191284,0.2763466238975525,0.22068053483963013
previous,0.1923418641090393,0.18800146877765656,0.2747909128665924,0.34706559777259827,0.12883314490318298,0.28968122601509094,0.2424655258655548,0.26198142766952515,0.2678191065788269,0.34706559777259827,0.36322978138923645,0.28986039757728577,0.34706559777259827,0.21477587521076202,0.17824988067150116,0.16724538803100586
day,0.2447325587272644,0.1641828566789627,0.24314451217651367,0.3062323033809662,0.2131737768650055,0.1767793893814087,0.2284623682498932,0.21753256022930145,0.19850479066371918,0.3062323033809662,0.28378555178642273,0.32810065150260925,0.3062323033809662,0.16648201644420624,0.2292407602071762,0.2141837179660797
;,0.007937713526189327,0.08035528659820557,0.0754367932677269,0.09152708947658539,0.009912485256791115,-0.08827228844165802,0.0954638347029686,0.0979827418923378,0.06185305491089821,0.09152708947658539,0.07760433852672577,0.07762139290571213,0.09152708947658539,0.029867203906178474,0.08120591193437576,0.10349778085947037
whereas,0.2736782729625702,0.21191249787807465,0.14947260916233063,0.3696324825286865,0.16191470623016357,0.20319437980651855,0.13159967958927155,0.33097705245018005,0.3775326609611511,0.3696324825286865,0.18847766518592834,0.2167884111404419,0.3696324825286865,0.16215527057647705,0.1538284718990326,0.1950923502445221
in,0.2792111933231354,0.2759332060813904,0.45514053106307983,0.6662389636039734,0.26723843812942505,0.17042721807956696,0.21382014453411102,0.45010748505592346,0.3481820821762085,0.6662389636039734,0.4127444326877594,0.3431483507156372,0.6662389636039734,0.2914260923862457,0.2717820405960083,0.20430970191955566
fact,0.3179011940956116,0.2806353271007538,0.24826835095882416,0.32878658175468445,0.1610681116580963,0.259280264377594,0.33265724778175354,0.35271596908569336,0.37397199869155884,0.32878658175468445,0.22990179061889648,0.28743359446525574,0.32878658175468445,0.19460000097751617,0.18906351923942566,0.2798655927181244
it,0.2868398427963257,0.34568047523498535,0.4577186405658722,0.6251175999641418,0.24714356660842896,0.2143334448337555,0.21661654114723206,0.513711154460907,0.5203388929367065,0.6251175999641418,0.3491429388523102,0.3375589847564697,0.6251175999641418,0.20531252026557922,0.27528926730155945,0.25732165575027466
went,0.25244954228401184,0.13451255857944489,0.49310487508773804,0.3345835506916046,0.2010679692029953,0.14318615198135376,0.2463025599718094,0.33234721422195435,0.17535154521465302,0.3345835506916046,0.3095473051071167,0.2936919629573822,0.3345835506916046,0.10963287204504013,0.24083814024925232,0.12109432369470596
out,0.3129808306694031,0.21854935586452484,0.28168347477912903,0.39404502511024475,0.17068032920360565,0.25187936425209045,0.17813988029956818,0.42386990785598755,0.3626708686351776,0.39404502511024475,0.26133912801742554,0.25965559482574463,0.39404502511024475,0.20687595009803772,0.17459844052791595,0.22020699083805084
after,0.32549580931663513,0.25804978609085083,0.49306565523147583,0.4565047025680542,0.18175733089447021,0.2779812514781952,0.23889967799186707,0.37890323996543884,0.32360681891441345,0.4565047025680542,0.42302387952804565,0.40345117449760437,0.4565047025680542,0.22890618443489075,0.20362669229507446,0.16608688235282898
a,0.36608949303627014,0.3795371353626251,0.4508470594882965,0.5829201340675354,0.2046348601579666,0.2138662338256836,0.19752803444862366,0.45503583550453186,0.39883795380592346,0.5829201340675354,0.4287874400615692,0.3292340338230133,0.5829201340675354,0.23966510593891144,0.14552542567253113,0.23916715383529663
delay,0.12462843954563141,0.28136250376701355,0.22715745866298676,0.2607918381690979,0.26629742980003357,1.0000001192092896,0.1657322347164154,0.3099154531955719,0.255464643239975,0.2607918381690979,0.22215960919857025,0.3233153223991394,0.2607918381690979,0.1769055277109146,0.18227866291999817,0.15084078907966614
of,0.2827862501144409,0.2567519545555115,0.4069072902202606,0.733189046382904,0.20155203342437744,0.19660267233848572,0.25888603925704956,0.41548454761505127,0.33904364705085754,0.733189046382904,0.3536086082458496,0.35127586126327515,0.733189046382904,0.22268271446228027,0.17575117945671082,0.1826142966747284
eighty,0.20409639179706573,0.26665952801704407,0.2896067202091217,0.3045130968093872,0.20597681403160095,0.18005505204200745,0.19594886898994446,0.17013120651245117,0.13503725826740265,0.3045130968093872,0.24509021639823914,0.2738155722618103,0.3045130968093872,0.2540827691555023,0.22522173821926117,0.10121089965105057
seconds,0.16846957802772522,0.3287029564380646,0.1993371546268463,0.1997634470462799,0.24458639323711395,0.31517186760902405,0.13456185162067413,0.2531445622444153,0.2077232003211975,0.1997634470462799,0.30911749601364136,0.39999985694885254,0.1997634470462799,0.20600271224975586,0.1991357058286667,0.20335537195205688
.,0.3541337847709656,0.3247973620891571,0.40146201848983765,0.5934505462646484,0.2280997633934021,0.1950424760580063,0.2703448235988617,0.4645031690597534,0.4383580684661865,0.5934505462646484,0.4345304071903229,0.371569961309433,0.5934505462646484,0.3121925890445709,0.2447557896375656,0.4130953550338745
