,what,is,a,secondary,goal,of,pleading,not,guilty,?
or,0.33867141604423523,0.41870999336242676,0.48853766918182373,0.25993385910987854,0.19945909082889557,0.3792596757411957,0.3012726604938507,0.5119067430496216,0.14139531552791595,0.32389625906944275
a,0.3320399522781372,0.658733606338501,1.0,0.225028395652771,0.20853768289089203,0.5052502155303955,0.27745652198791504,0.3791346549987793,0.18984173238277435,0.23916715383529663
fine,0.34325724840164185,0.23897533118724823,0.25295814871788025,0.19385825097560883,0.09936358779668808,0.2549513578414917,0.22626303136348724,0.28220871090888977,0.24603335559368134,0.3000907599925995
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2158004194498062,0.2145523726940155,0.4946078956127167,0.27879762649536133,0.3769696354866028,0.23272031545639038,0.31091248989105225
or,0.33867141604423523,0.41870999336242676,0.48853766918182373,0.25993385910987854,0.19945909082889557,0.3792596757411957,0.3012726604938507,0.5119067430496216,0.14139531552791595,0.32389625906944275
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.27947136759757996,0.37094977498054504,0.41548454761505127,0.36576491594314575,0.5149973034858704,0.1728491187095642,0.29463258385658264
use,0.3453877568244934,0.3357410430908203,0.30793872475624084,0.1910494714975357,0.2609137296676636,0.2750902473926544,0.25902366638183594,0.48439106345176697,0.14523828029632568,0.32795652747154236
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.21037471294403076,0.2443244755268097,0.733189046382904,0.30674275755882263,0.4310511648654938,0.17396102845668793,0.22068053483963013
proceedings,0.22622688114643097,0.13935744762420654,0.18473224341869354,0.12350861728191376,0.1711472123861313,0.2803191840648651,0.4222765862941742,0.26926958560943604,0.32787927985191345,0.17969121038913727
as,0.31749409437179565,0.43216490745544434,0.39550232887268066,0.2349337488412857,0.17705819010734558,0.3886612355709076,0.22460858523845673,0.5105602741241455,0.1756596863269806,0.27043893933296204
a,0.3320399522781372,0.658733606338501,1.0,0.225028395652771,0.20853768289089203,0.5052502155303955,0.27745652198791504,0.3791346549987793,0.18984173238277435,0.23916715383529663
forum,0.2304735779762268,0.1829751431941986,0.15213742852210999,0.1020231693983078,0.16249097883701324,0.2646511495113373,0.1432448923587799,0.12472241371870041,0.08227979391813278,0.17221806943416595
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.27947136759757996,0.37094977498054504,0.41548454761505127,0.36576491594314575,0.5149973034858704,0.1728491187095642,0.29463258385658264
inform,0.3817595839500427,0.1815747618675232,0.23713113367557526,0.1496398001909256,0.15481391549110413,0.22567236423492432,0.3471522331237793,0.3265896737575531,0.23053765296936035,0.285096675157547
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.21037471294403076,0.2443244755268097,0.733189046382904,0.30674275755882263,0.4310511648654938,0.17396102845668793,0.22068053483963013
jury,0.25320306420326233,0.21975070238113403,0.2241211086511612,0.13098548352718353,0.15435898303985596,0.20099924504756927,0.4913359582424164,0.2563294470310211,0.5426038503646851,0.2145031988620758
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.25317713618278503,0.20885969698429108,0.5116966962814331,0.29147064685821533,0.39099299907684326,0.15852567553520203,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.21037471294403076,0.2443244755268097,0.733189046382904,0.30674275755882263,0.4310511648654938,0.17396102845668793,0.22068053483963013
public,0.1729622185230255,0.1980048567056656,0.19607044756412506,0.2949453294277191,0.13790448009967804,0.2391265481710434,0.3232790231704712,0.20537999272346497,0.2244223803281784,0.19872993230819702
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.219074085354805,0.1838325709104538,1.0,0.23642598092556,0.3307090103626251,0.15539902448654175,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.21037471294403076,0.2443244755268097,0.733189046382904,0.30674275755882263,0.4310511648654938,0.17396102845668793,0.22068053483963013
political,0.21846716105937958,0.15203817188739777,0.21418654918670654,0.14799004793167114,0.1911076456308365,0.27319738268852234,0.2866297662258148,0.20801322162151337,0.1644897758960724,0.17130474746227264
circumstances,0.3794362545013428,0.23087207973003387,0.22865210473537445,0.1301203817129135,0.12900806963443756,0.24628110229969025,0.359650194644928,0.36728736758232117,0.2840626835823059,0.25984445214271545
surrounding,0.2419222742319107,0.30233362317085266,0.24113072454929352,0.19958437979221344,0.1262805014848709,0.36802753806114197,0.21676722168922424,0.265680730342865,0.14894472062587738,0.05288729816675186
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.21037471294403076,0.2443244755268097,0.733189046382904,0.30674275755882263,0.4310511648654938,0.17396102845668793,0.22068053483963013
case,0.30770957469940186,0.26648613810539246,0.3104211390018463,0.16409873962402344,0.1631944626569748,0.24743439257144928,0.4529759883880615,0.3788454234600067,0.3132772147655487,0.33232852816581726
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.25317713618278503,0.20885969698429108,0.5116966962814331,0.29147064685821533,0.39099299907684326,0.15852567553520203,0.20544172823429108
their,0.35142919421195984,0.2101074606180191,0.29698723554611206,0.227782741189003,0.2400694042444229,0.4329940676689148,0.22249984741210938,0.4368778169155121,0.14438366889953613,0.1898253709077835
reasons,0.3640104830265045,0.25412559509277344,0.29420214891433716,0.12135715037584305,0.2017263025045395,0.28044363856315613,0.2674289047718048,0.43274635076522827,0.21576903760433197,0.248102068901062
for,0.3017193675041199,0.43268078565597534,0.44038116931915283,0.2065851241350174,0.2554558217525482,0.4185989499092102,0.35631537437438965,0.39280617237091064,0.2485964149236679,0.264628142118454
breaking,0.2832198143005371,0.18105864524841309,0.22045902907848358,0.1176566556096077,0.25026774406433105,0.2451951652765274,0.3511933982372284,0.21981479227542877,0.1674841344356537,0.16709092259407043
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.21037471294403076,0.2443244755268097,0.733189046382904,0.30674275755882263,0.4310511648654938,0.17396102845668793,0.22068053483963013
law,0.2145031988620758,0.18597714602947235,0.2212858349084854,0.1541907638311386,0.15833541750907898,0.2816956341266632,0.3144804537296295,0.2588513493537903,0.22749149799346924,0.1528988480567932
via,0.16736915707588196,0.18325740098953247,0.15732350945472717,0.21512861549854279,0.17416922748088837,0.1293322592973709,0.15547966957092285,0.1336505264043808,0.027284692972898483,0.19443516433238983
civil,0.15091551840305328,0.16941262781620026,0.21693918108940125,0.1164783239364624,0.17077134549617767,0.24698495864868164,0.26958781480789185,0.18740713596343994,0.17440195381641388,0.1494513899087906
disobedience,0.3298627436161041,0.21453623473644257,0.25352153182029724,0.09869406372308731,0.21402046084403992,0.31932318210601807,0.490031361579895,0.38157403469085693,0.39843687415122986,0.19890835881233215
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.195527583360672,0.19919876754283905,0.5352458953857422,0.2240751087665558,0.4824007451534271,0.21959076821804047,0.4130953550338745
'',0.08143015950918198,0.0793738141655922,0.04890415817499161,0.10869399458169937,0.045381300151348114,0.13035868108272552,0.016734210774302483,0.04262445494532585,-0.003525231033563614,0.018684765323996544
