,how,many,times,has,doctor,who,won,the,hugo,for,best,dramatic,presentation,?
times,0.2685738503932953,0.303416907787323,1.0,0.37720999121665955,0.12058350443840027,0.24510560929775238,0.28882861137390137,0.29093852639198303,0.14226627349853516,0.2999500632286072,0.20906665921211243,0.1869594007730484,0.1335437297821045,0.18880689144134521
(,0.1676948219537735,0.1455259770154953,0.19763468205928802,0.2498389035463333,0.1570640504360199,0.2443375140428543,0.25702881813049316,0.33289089798927307,0.1698152720928192,0.3357032239437103,0.31621530652046204,0.15598343312740326,0.13238991796970367,0.40561532974243164
every,0.31805798411369324,0.3416140377521515,0.3958989381790161,0.3794357478618622,0.16600175201892853,0.32636770606040955,0.1962679922580719,0.4023689329624176,0.19372691214084625,0.35918429493904114,0.20015515387058258,0.08898933231830597,0.23057343065738678,0.24066033959388733
year,0.19631797075271606,0.21933086216449738,0.306132435798645,0.2526876926422119,0.16282056272029877,0.2851492762565613,0.3163253962993622,0.3609684407711029,0.23335112631320953,0.29294124245643616,0.2702539265155792,0.15114963054656982,0.17198263108730316,0.18315006792545319
since,0.2347431182861328,0.34386345744132996,0.3803291618824005,0.5216675996780396,0.10913390666246414,0.27765995264053345,0.2842603325843811,0.4054957628250122,0.15644901990890503,0.36751601099967957,0.16410422325134277,0.15666674077510834,0.23122265934944153,0.2876587212085724
2006,0.10067587345838547,0.10145369172096252,0.053744807839393616,0.09697135537862778,-0.11969777941703796,-0.026890208944678307,-0.13425400853157043,0.11294147372245789,-0.14258137345314026,0.037143539637327194,-0.03418292477726936,-0.038336511701345444,0.03492598980665207,-0.1194092258810997
",",0.22659391164779663,0.40610817074775696,0.2897866368293762,0.3734780251979828,0.20407600700855255,0.3365725874900818,0.35968565940856934,0.4933079481124878,0.26286637783050537,0.4464869201183319,0.3461092710494995,0.19951163232326508,0.21531207859516144,0.31091248989105225
except,0.1618327647447586,0.28985491394996643,0.161810964345932,0.2883531153202057,0.038586050271987915,0.21122503280639648,0.10676878690719604,0.31242886185646057,0.047702208161354065,0.2858213484287262,0.11101581156253815,-0.003526489483192563,0.18950088322162628,0.16405975818634033
for,0.3308170735836029,0.40972793102264404,0.2999500632286072,0.450642853975296,0.1556548923254013,0.37110671401023865,0.3782569169998169,0.4739971458911896,0.23698927462100983,0.9999999403953552,0.45128104090690613,0.23279651999473572,0.3882785737514496,0.264628142118454
2009,-0.20996622741222382,-0.20668762922286987,-0.19811587035655975,-0.24655021727085114,-0.08192629367113113,-0.22352436184883118,-0.1658504158258438,-0.23935742676258087,-0.1120666041970253,-0.20903140306472778,-0.06226283684372902,-0.12901635468006134,-0.16146981716156006,-0.2287932187318802
",",0.22659391164779663,0.40610817074775696,0.2897866368293762,0.3734780251979828,0.20407600700855255,0.3365725874900818,0.35968565940856934,0.4933079481124878,0.26286637783050537,0.4464869201183319,0.3461092710494995,0.19951163232326508,0.21531207859516144,0.31091248989105225
2013,-0.3374192416667938,-0.35065704584121704,-0.23491890728473663,-0.31031036376953125,0.0035236324183642864,-0.16540901362895966,0.031675104051828384,-0.38509321212768555,0.049052994698286057,-0.2664349377155304,-0.10800021886825562,-0.17814406752586365,-0.160715714097023,-0.2969330847263336
and,0.33647966384887695,0.5296266674995422,0.2611900568008423,0.43716782331466675,0.21673844754695892,0.41279885172843933,0.2795773446559906,0.5171257257461548,0.19064243137836456,0.5064792633056641,0.30328524112701416,0.25150761008262634,0.25603896379470825,0.20544172823429108
2014,0.06244484707713127,-0.02496628649532795,0.04067951813340187,0.08333045244216919,0.1696069985628128,0.1893516480922699,0.06283015012741089,0.059490643441677094,0.13369876146316528,-0.029771532863378525,0.10478312522172928,-0.007158089894801378,-0.05724601447582245,0.058127544820308685
),0.17939934134483337,0.16602720320224762,0.19210705161094666,0.26944878697395325,0.1509941965341568,0.2457384318113327,0.255226194858551,0.3456730246543884,0.15478858351707458,0.3639558255672455,0.32877472043037415,0.16854800283908844,0.15533745288848877,0.42300865054130554
.,0.3287222981452942,0.3974229395389557,0.2891986668109894,0.4105546176433563,0.22361043095588684,0.3541337847709656,0.3011801838874817,0.5934505462646484,0.213288351893425,0.4726039469242096,0.31068575382232666,0.197172611951828,0.21112069487571716,0.4130953550338745
