,who,developed,a,successful,steam,engine,indicator,for,charles,porter,?
developed,0.1288115680217743,1.0000001192092896,0.286296546459198,0.1987343728542328,0.1999523788690567,0.25843650102615356,0.1613597869873047,0.22294896841049194,0.09723134338855743,0.04822126030921936,0.10763012617826462
for,0.37110671401023865,0.22294896841049194,0.44038116931915283,0.2988608777523041,0.19393667578697205,0.17779722809791565,0.2892799973487854,0.9999999403953552,0.18664933741092682,0.21990248560905457,0.264628142118454
the,0.3733934462070465,0.24490751326084137,0.5829201340675354,0.31354787945747375,0.23105813562870026,0.21651263535022736,0.29087164998054504,0.4739971458911896,0.20777860283851624,0.221673846244812,0.22068053483963013
high,0.14553065598011017,0.1837092936038971,0.22865821421146393,0.18497750163078308,0.17955797910690308,0.14603596925735474,0.1432913988828659,0.1925620585680008,0.12901949882507324,0.11560491472482681,0.11137914657592773
speed,0.14901922643184662,0.17271099984645844,0.2531464993953705,0.1748146414756775,0.3738003075122833,0.3154596984386444,0.24764756858348846,0.2231474667787552,0.11546628177165985,0.16858242452144623,0.17392314970493317
engine,0.1543407142162323,0.25843650102615356,0.24768835306167603,0.16274981200695038,0.4921848475933075,1.0,0.2206995189189911,0.17779722809791565,0.1379614919424057,0.2080778181552887,0.17739196121692657
inventor,0.25475168228149414,0.31705090403556824,0.27090972661972046,0.18833690881729126,0.3006623089313507,0.2885926067829132,0.19032397866249084,0.1384800523519516,0.23579499125480652,0.2644819915294647,0.1474177986383438
and,0.41279885172843933,0.25542938709259033,0.3739250600337982,0.2795376479625702,0.24133789539337158,0.18437977135181427,0.2561950385570526,0.5064792633056641,0.23640480637550354,0.2803874909877777,0.20544172823429108
manufacturer,0.13489842414855957,0.27513259649276733,0.25058242678642273,0.1692388355731964,0.3498929440975189,0.3859609365463257,0.1668616086244583,0.15626059472560883,0.12493418157100677,0.3182731866836548,0.11731472611427307
charles,0.27103671431541443,0.09723134338855743,0.20142732560634613,0.16775353252887726,0.09958212822675705,0.1379614919424057,0.09797421842813492,0.18664933741092682,1.0000001192092896,0.2702552378177643,0.17366734147071838
porter,0.25227394700050354,0.04822126030921936,0.2525101900100708,0.1613784283399582,0.19468344748020172,0.2080778181552887,0.1126273050904274,0.21990248560905457,0.2702552378177643,1.0,0.13770055770874023
by,0.39727845788002014,0.2796236276626587,0.32094135880470276,0.1869579404592514,0.18134352564811707,0.1870088279247284,0.1357191801071167,0.3248702883720398,0.24757300317287445,0.2517763674259186,0.17966607213020325
charles,0.27103671431541443,0.09723134338855743,0.20142732560634613,0.16775353252887726,0.09958212822675705,0.1379614919424057,0.09797421842813492,0.18664933741092682,1.0000001192092896,0.2702552378177643,0.17366734147071838
richard,0.27835920453071594,0.12728145718574524,0.243032768368721,0.20974306762218475,0.17245730757713318,0.14558422565460205,0.09708552807569504,0.1862935870885849,0.3810234069824219,0.224295511841774,0.15003317594528198
and,0.41279885172843933,0.25542938709259033,0.3739250600337982,0.2795376479625702,0.24133789539337158,0.18437977135181427,0.2561950385570526,0.5064792633056641,0.23640480637550354,0.2803874909877777,0.20544172823429108
exhibited,0.1829793006181717,0.21381931006908417,0.16999323666095734,0.15503084659576416,0.2031852751970291,0.1644672155380249,0.2038690447807312,0.25953003764152527,0.1941625475883484,0.09731817245483398,0.1261514127254486
at,0.22096660733222961,0.1761963814496994,0.3095070421695709,0.23558123409748077,0.15630799531936646,0.16097232699394226,0.20407646894454956,0.34237727522850037,0.19099077582359314,0.19725272059440613,0.21978627145290375
london,0.20960183441638947,0.15611234307289124,0.1934366375207901,0.15422332286834717,0.19368141889572144,0.13462264835834503,0.05944143608212471,0.19099627435207367,0.23104818165302277,0.21049275994300842,0.11278104782104492
exhibition,0.1821725070476532,0.16722755134105682,0.18410839140415192,0.1472965031862259,0.24873676896095276,0.18112687766551971,0.11970572918653488,0.269664466381073,0.20480762422084808,0.1372845619916916,0.11494685709476471
in,0.2792111933231354,0.2498214840888977,0.539380669593811,0.2864660918712616,0.19852672517299652,0.18885408341884613,0.2048887014389038,0.4322226941585541,0.21346928179264069,0.21711483597755432,0.20430970191955566
1862,-0.010647359304130077,0.08401105552911758,0.09593380242586136,0.10692110657691956,0.024435099214315414,0.11112385988235474,0.16624318063259125,-0.001934023923240602,0.0997518002986908,0.06312808394432068,0.06664664298295975
.,0.3541337847709656,0.2569568455219269,0.50484299659729,0.361310213804245,0.22855372726917267,0.21814921498298645,0.26492640376091003,0.4726039469242096,0.2551998198032379,0.2605594992637634,0.4130953550338745
