,who,was,in,command,of,the,german,military,forces,?
the,0.3733934462070465,0.48711544275283813,0.6662389636039734,0.27488255500793457,0.733189046382904,1.0,0.256483793258667,0.2290858030319214,0.3134811818599701,0.22068053483963013
governors,0.22388722002506256,0.21350792050361633,0.2137649804353714,0.2919559180736542,0.29726311564445496,0.26603612303733826,0.05958152934908867,0.2986547350883484,0.2784072160720825,0.14528851211071014
of,0.2827862501144409,0.4069072902202606,0.5696388483047485,0.23060646653175354,1.0,0.733189046382904,0.2122138887643814,0.27347031235694885,0.3090144991874695,0.1826142966747284
british,0.2666113078594208,0.31934812664985657,0.23084034025669098,0.20850764214992523,0.23701532185077667,0.28973397612571716,0.36946600675582886,0.25965484976768494,0.23148047924041748,0.09711728990077972
east,0.20229652523994446,0.2747166156768799,0.32659441232681274,0.1875925362110138,0.314786434173584,0.3383176326751709,0.2459583878517151,0.2010822594165802,0.23932476341724396,0.10070597380399704
africa,0.1834123730659485,0.1945687234401703,0.27806714177131653,0.11400097608566284,0.2694264054298401,0.2903064787387848,0.23976045846939087,0.16666872799396515,0.15806449949741364,0.12926554679870605
(,0.2443375140428543,0.2980341613292694,0.3087427020072937,0.2116730511188507,0.35032153129577637,0.33289089798927307,0.21152326464653015,0.1732102483510971,0.19082732498645782,0.40561532974243164
as,0.3923053741455078,0.3677520453929901,0.3887844979763031,0.21844595670700073,0.3886612355709076,0.48381632566452026,0.18164515495300293,0.1877383589744568,0.1724308878183365,0.27043893933296204
the,0.3733934462070465,0.48711544275283813,0.6662389636039734,0.27488255500793457,0.733189046382904,1.0,0.256483793258667,0.2290858030319214,0.3134811818599701,0.22068053483963013
protectorate,0.1531679630279541,0.23400886356830597,0.24052681028842926,0.2402552217245102,0.2972502112388611,0.2715727984905243,0.17148341238498688,0.2598553001880646,0.2863493859767914,0.09938298910856247
was,0.3318818509578705,1.0000001192092896,0.45514053106307983,0.22477014362812042,0.4069072902202606,0.48711544275283813,0.26016926765441895,0.24704936146736145,0.22620010375976562,0.18412111699581146
generally,0.3352776765823364,0.25163960456848145,0.28190043568611145,0.22851251065731049,0.3127037584781647,0.41466525197029114,0.2274530678987503,0.22823303937911987,0.23568183183670044,0.23411904275417328
known,0.24757125973701477,0.35203275084495544,0.32641831040382385,0.0777360275387764,0.35814476013183594,0.3624623417854309,0.14251220226287842,0.10087686777114868,0.1327875256538391,0.18314571678638458
),0.2457384318113327,0.3267642855644226,0.3326910734176636,0.2193787544965744,0.3680361211299896,0.3456730246543884,0.21792921423912048,0.1918415129184723,0.20263166725635529,0.42300865054130554
and,0.41279885172843933,0.3740963041782379,0.4954058527946472,0.2525673806667328,0.5116966962814331,0.5171257257461548,0.25850871205329895,0.2530125379562378,0.26456665992736816,0.20544172823429108
german,0.29263320565223694,0.26016926765441895,0.21098364889621735,0.20547285676002502,0.2122138887643814,0.256483793258667,1.0000001192092896,0.20391970872879028,0.221467062830925,0.13978645205497742
east,0.20229652523994446,0.2747166156768799,0.32659441232681274,0.1875925362110138,0.314786434173584,0.3383176326751709,0.2459583878517151,0.2010822594165802,0.23932476341724396,0.10070597380399704
africa,0.1834123730659485,0.1945687234401703,0.27806714177131653,0.11400097608566284,0.2694264054298401,0.2903064787387848,0.23976045846939087,0.16666872799396515,0.15806449949741364,0.12926554679870605
agreed,0.3223225474357605,0.2848299443721771,0.18135444819927216,0.26463064551353455,0.24395716190338135,0.24722334742546082,0.18251976370811462,0.18279069662094116,0.22501079738140106,0.21258382499217987
a,0.36608949303627014,0.4508470594882965,0.539380669593811,0.1801539957523346,0.5052502155303955,0.5829201340675354,0.23789440095424652,0.22087278962135315,0.17848460376262665,0.23916715383529663
truce,0.19990912079811096,0.2189507633447647,0.2325245589017868,0.27306610345840454,0.25842639803886414,0.2618107199668884,0.11493197083473206,0.29996660351753235,0.396709680557251,0.1442442387342453
in,0.2792111933231354,0.45514053106307983,1.0,0.18293465673923492,0.5696388483047485,0.6662389636039734,0.21098364889621735,0.2402431070804596,0.2565164566040039,0.20430970191955566
an,0.2848317325115204,0.3694365322589874,0.2605783939361572,0.17254208028316498,0.32280945777893066,0.4207492768764496,0.18336929380893707,0.16605477035045624,0.16929563879966736,0.19793890416622162
attempt,0.2894035577774048,0.2327374517917633,0.1812446564435959,0.25470730662345886,0.21525268256664276,0.2614527940750122,0.16206511855125427,0.24247384071350098,0.3144794702529907,0.16559520363807678
to,0.42656609416007996,0.3636345863342285,0.45010748505592346,0.25119054317474365,0.41548454761505127,0.535392165184021,0.15143753588199615,0.2282337248325348,0.2581802308559418,0.29463258385658264
keep,0.18928852677345276,0.1940363496541977,0.2550279498100281,0.11420484632253647,0.16512422263622284,0.22379513084888458,0.11049286276102066,0.10066438466310501,0.153917595744133,0.2537146508693695
the,0.3733934462070465,0.48711544275283813,0.6662389636039734,0.27488255500793457,0.733189046382904,1.0,0.256483793258667,0.2290858030319214,0.3134811818599701,0.22068053483963013
young,0.4362107217311859,0.2406257688999176,0.24628505110740662,0.1108226478099823,0.28555598855018616,0.2729646563529968,0.11557747423648834,0.16459302604198456,0.1205999106168747,0.14931946992874146
colonies,0.20463168621063232,0.21739500761032104,0.28602269291877747,0.22168299555778503,0.2890703082084656,0.30451729893684387,0.1303519457578659,0.192336305975914,0.3077424168586731,0.07886616140604019
out,0.3129808306694031,0.28168347477912903,0.3576207756996155,0.16649115085601807,0.34176841378211975,0.39404502511024475,0.15670137107372284,0.09045036882162094,0.16882044076919556,0.22020699083805084
of,0.2827862501144409,0.4069072902202606,0.5696388483047485,0.23060646653175354,1.0,0.733189046382904,0.2122138887643814,0.27347031235694885,0.3090144991874695,0.1826142966747284
direct,0.20854562520980835,0.22959941625595093,0.1965816169977188,0.20618563890457153,0.2533726394176483,0.3262479901313782,0.1310645192861557,0.16345326602458954,0.1238257959485054,0.18476411700248718
hostilities,0.2495930939912796,0.23783548176288605,0.22676371037960052,0.37612903118133545,0.23821476101875305,0.2873523533344269,0.18613551557064056,0.4142884612083435,0.508994460105896,0.14715032279491425
.,0.3541337847709656,0.40146201848983765,0.5591574311256409,0.22706228494644165,0.5352458953857422,0.5934505462646484,0.2407633364200592,0.21794499456882477,0.21802116930484772,0.4130953550338745
,who,was,in,command,of,the,german,military,forces,?
lt,0.21229000389575958,0.15103574097156525,0.1386273354291916,0.3873942494392395,0.10456753522157669,0.15836583077907562,0.1654084026813507,0.24879775941371918,0.2844930589199066,0.2075030654668808
col,0.10659793019294739,0.09719933569431305,0.15087172389030457,0.25812050700187683,0.12995591759681702,0.17004258930683136,0.08238387852907181,0.17420290410518646,0.18842445313930511,0.1290162205696106
paul,0.2292756587266922,0.24299268424510956,0.21331322193145752,0.05678824335336685,0.14511796832084656,0.19191958010196686,0.16076675057411194,0.15558457374572754,0.07911686599254608,0.16611461341381073
von,0.1834137886762619,0.2042967826128006,0.20116294920444489,0.2210032343864441,0.19899946451187134,0.21817399561405182,0.5505782961845398,0.12541534006595612,0.1333596259355545,0.13907472789287567
lettow-vorbeck,0.2772766947746277,0.37185993790626526,0.3864792287349701,0.22000716626644135,0.37884533405303955,0.3689061403274536,0.4724479019641876,0.2060394585132599,0.24091586470603943,0.2200489491224289
took,0.2481452226638794,0.48213186860084534,0.2818296551704407,0.2476261407136917,0.2766268849372864,0.31657639145851135,0.18325716257095337,0.23175932466983795,0.17929475009441376,0.14109265804290771
command,0.23636431992053986,0.22477014362812042,0.18293465673923492,1.0,0.23060646653175354,0.27488255500793457,0.20547285676002502,0.41893234848976135,0.535732090473175,0.13402260839939117
of,0.2827862501144409,0.4069072902202606,0.5696388483047485,0.23060646653175354,1.0,0.733189046382904,0.2122138887643814,0.27347031235694885,0.3090144991874695,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.6662389636039734,0.27488255500793457,0.733189046382904,1.0,0.256483793258667,0.2290858030319214,0.3134811818599701,0.22068053483963013
german,0.29263320565223694,0.26016926765441895,0.21098364889621735,0.20547285676002502,0.2122138887643814,0.256483793258667,1.0000001192092896,0.20391970872879028,0.221467062830925,0.13978645205497742
military,0.28924500942230225,0.24704936146736145,0.2402431070804596,0.41893234848976135,0.27347031235694885,0.2290858030319214,0.20391970872879028,0.9999998807907104,0.5087745785713196,0.1890317052602768
forces,0.2532956302165985,0.22620010375976562,0.2565164566040039,0.535732090473175,0.3090144991874695,0.3134811818599701,0.221467062830925,0.5087745785713196,1.0,0.16984491050243378
",",0.3365725874900818,0.45456063747406006,0.5201468467712402,0.25408896803855896,0.4946078956127167,0.4933079481124878,0.2478695809841156,0.2611614465713501,0.2544684410095215,0.31091248989105225
determined,0.2246977984905243,0.22855234146118164,0.2656884789466858,0.16064171493053436,0.3115927577018738,0.3632190227508545,0.10645099729299545,0.15849769115447998,0.24003563821315765,0.19379007816314697
to,0.42656609416007996,0.3636345863342285,0.45010748505592346,0.25119054317474365,0.41548454761505127,0.535392165184021,0.15143753588199615,0.2282337248325348,0.2581802308559418,0.29463258385658264
tie,0.19839076697826385,0.13822536170482635,0.13505159318447113,0.09263765066862106,0.14211483299732208,0.22106048464775085,0.04214949160814285,0.11310569196939468,0.07775568962097168,0.1004955843091011
down,0.23123176395893097,0.19277216494083405,0.2321847528219223,0.15497490763664246,0.23279321193695068,0.3325848877429962,0.14879533648490906,0.08773786574602127,0.21590502560138702,0.13836295902729034
as,0.3923053741455078,0.3677520453929901,0.3887844979763031,0.21844595670700073,0.3886612355709076,0.48381632566452026,0.18164515495300293,0.1877383589744568,0.1724308878183365,0.27043893933296204
many,0.4149286150932312,0.260356068611145,0.41474202275276184,0.17804791033267975,0.37253960967063904,0.4335206151008606,0.21591900289058685,0.26263177394866943,0.20333386957645416,0.2124512493610382
british,0.2666113078594208,0.31934812664985657,0.23084034025669098,0.20850764214992523,0.23701532185077667,0.28973397612571716,0.36946600675582886,0.25965484976768494,0.23148047924041748,0.09711728990077972
resources,0.22842295467853546,0.14124581217765808,0.2161814570426941,0.21507462859153748,0.2746381163597107,0.25734785199165344,0.10170243680477142,0.22436527907848358,0.23178492486476898,0.26047492027282715
as,0.3923053741455078,0.3677520453929901,0.3887844979763031,0.21844595670700073,0.3886612355709076,0.48381632566452026,0.18164515495300293,0.1877383589744568,0.1724308878183365,0.27043893933296204
possible,0.19508859515190125,0.19756397604942322,0.2287878543138504,0.11557920277118683,0.3314395844936371,0.32701125741004944,0.13897883892059326,0.2219463437795639,0.19386769831180573,0.3059970438480377
.,0.3541337847709656,0.40146201848983765,0.5591574311256409,0.22706228494644165,0.5352458953857422,0.5934505462646484,0.2407633364200592,0.21794499456882477,0.21802116930484772,0.4130953550338745
