,the,idea,that,islam,can,be,apolitical,is,n't,able,to,be,embraced,by,whom,?
political,0.20477235317230225,0.24951942265033722,0.2016311138868332,0.3599332869052887,0.12598390877246857,0.19028756022453308,0.8961474299430847,0.15203817188739777,0.17021426558494568,0.1095379889011383,0.2065112292766571,0.19028756022453308,0.2614540159702301,0.22635963559150696,0.14337575435638428,0.17130474746227264
role,0.26607486605644226,0.2829606533050537,0.23023544251918793,0.18596327304840088,0.11350167542695999,0.1769188493490219,0.19366876780986786,0.20847192406654358,-0.0019544176757335663,0.1937597543001175,0.17841029167175293,0.1769188493490219,0.13045144081115723,0.20783835649490356,0.1596190631389618,0.18676944077014923
for,0.4739971458911896,0.26828616857528687,0.4137635827064514,0.1461709886789322,0.35690054297447205,0.3801851272583008,0.2653250992298126,0.43268078565597534,-0.05512906610965729,0.2947812080383301,0.4451248347759247,0.3801851272583008,0.16213339567184448,0.3248702883720398,0.24361787736415863,0.264628142118454
islam,0.2207694798707962,0.23072463274002075,0.22824111580848694,1.0000001192092896,0.1484602987766266,0.1987190544605255,0.37911930680274963,0.17952334880828857,0.2450696974992752,0.11207972466945648,0.2398901730775833,0.1987190544605255,0.40344083309173584,0.15867580473423004,0.2611770033836365,0.18358638882637024
but,0.4859698414802551,0.4015845060348511,0.7244205474853516,0.268897145986557,0.4161612093448639,0.5764366984367371,0.24638506770133972,0.4106791317462921,-0.1485797017812729,0.4427250325679779,0.5542377829551697,0.5764366984367371,0.24988244473934174,0.3159136474132538,0.34881192445755005,0.27921953797340393
also,0.6021018624305725,0.2809314429759979,0.6005857586860657,0.21396127343177795,0.4861826002597809,0.48342031240463257,0.22445747256278992,0.5012649297714233,-0.10123322159051895,0.36186322569847107,0.5348826050758362,0.48342031240463257,0.18953654170036316,0.3824189305305481,0.30007505416870117,0.21848613023757935
because,0.44596394896507263,0.41158539056777954,0.6503599286079407,0.23940783739089966,0.4189445674419403,0.5052481293678284,0.2552740275859833,0.4047735333442688,-0.1617082953453064,0.39419153332710266,0.5166091918945312,0.5052481293678284,0.2812962830066681,0.3562704622745514,0.27706480026245117,0.2528740465641022
its,0.559237003326416,0.2375541776418686,0.416561484336853,0.16493543982505798,0.2625933587551117,0.2731834948062897,0.21753232181072235,0.4447362422943115,-0.10862240195274353,0.20375588536262512,0.3691340684890747,0.2731834948062897,0.14663371443748474,0.24398943781852722,0.07987219840288162,0.15103481709957123
supporters,0.24381227791309357,0.29694002866744995,0.32078492641448975,0.27495425939559937,0.14754371345043182,0.19925056397914886,0.3775750696659088,0.15415580570697784,-0.038000013679265976,0.22312703728675842,0.22487446665763855,0.19925056397914886,0.282448947429657,0.24723966419696808,0.26537296175956726,0.135813906788826
believe,0.2972484529018402,0.4562827944755554,0.533393383026123,0.36385172605514526,0.322160542011261,0.3950888514518738,0.24149885773658752,0.27537423372268677,-0.039673253893852234,0.31270962953567505,0.34598591923713684,0.3950888514518738,0.3642049729824066,0.23699913918972015,0.2931348979473114,0.3329349160194397
their,0.516537070274353,0.2628145217895508,0.4266771972179413,0.19335943460464478,0.3564860224723816,0.3200586438179016,0.22644510865211487,0.2101074606180191,-0.18087446689605713,0.41532012820243835,0.44619059562683105,0.3200586438179016,0.19900287687778473,0.3242124021053314,0.28026002645492554,0.1898253709077835
views,0.23137402534484863,0.33165135979652405,0.30377236008644104,0.2530454695224762,0.19238242506980896,0.19737112522125244,0.3589033782482147,0.1585468053817749,0.11588125675916672,0.21505920588970184,0.27688995003700256,0.19737112522125244,0.25158438086509705,0.1954949051141739,0.19333039224147797,0.19388815760612488
merely,0.3044394552707672,0.36552509665489197,0.4918351173400879,0.2589457035064697,0.3298881947994232,0.36267319321632385,0.3197145164012909,0.28916364908218384,0.04123580828309059,0.30090194940567017,0.31495869159698486,0.36267319321632385,0.2450389564037323,0.22414200007915497,0.2252020239830017,0.31133392453193665
reflect,0.279869943857193,0.23835855722427368,0.3284010887145996,0.17171046137809753,0.2978872060775757,0.3268892765045166,0.2299962341785431,0.18374520540237427,-0.006375475786626339,0.28766414523124695,0.2603043019771576,0.3268892765045166,0.263658732175827,0.19040048122406006,0.0889982059597969,0.1725967973470688
islam,0.2207694798707962,0.23072463274002075,0.22824111580848694,1.0000001192092896,0.1484602987766266,0.1987190544605255,0.37911930680274963,0.17952334880828857,0.2450696974992752,0.11207972466945648,0.2398901730775833,0.1987190544605255,0.40344083309173584,0.15867580473423004,0.2611770033836365,0.18358638882637024
",",0.4933079481124878,0.22699743509292603,0.4137537479400635,0.23459285497665405,0.3139454126358032,0.39254459738731384,0.27549776434898376,0.4691906273365021,0.11016341298818588,0.28725793957710266,0.44245919585227966,0.39254459738731384,0.21493053436279297,0.3680937886238098,0.25587570667266846,0.31091248989105225
while,0.39804592728614807,0.22769811749458313,0.43523597717285156,0.21013721823692322,0.27375856041908264,0.3466706871986389,0.179118812084198,0.2713196575641632,-0.11986064165830612,0.33974480628967285,0.43899232149124146,0.3466706871986389,0.2546728551387787,0.3083919286727905,0.36397144198417664,0.21076419949531555
the,1.0,0.2839161455631256,0.5473989248275757,0.2207694798707962,0.312528520822525,0.4248143136501312,0.22035159170627594,0.5823672413825989,-0.11449059844017029,0.3435857892036438,0.535392165184021,0.4248143136501312,0.20651081204414368,0.4408751428127289,0.23752936720848083,0.22068053483963013
contrary,0.2533678412437439,0.4589112401008606,0.4887920618057251,0.3588830828666687,0.32078516483306885,0.4223199188709259,0.2543141841888428,0.3161839246749878,0.040807440876960754,0.22863896191120148,0.34164461493492126,0.4223199188709259,0.3720442056655884,0.2118997573852539,0.2119482159614563,0.3430522680282593
idea,0.2839161455631256,1.0,0.49277663230895996,0.23072463274002075,0.28415602445602417,0.3303828835487366,0.2558552920818329,0.21963010728359222,-0.07617110759019852,0.29380467534065247,0.3542773127555847,0.3303828835487366,0.2895240783691406,0.2571745216846466,0.2624814808368683,0.2952161729335785
that,0.5473989248275757,0.49277663230895996,1.0,0.22824111580848694,0.4522190988063812,0.6036020517349243,0.24117566645145416,0.3995479643344879,-0.130638986825943,0.4536534547805786,0.5436353087425232,0.6036020517349243,0.2682284712791443,0.37496164441108704,0.3278515338897705,0.32716336846351624
islam,0.2207694798707962,0.23072463274002075,0.22824111580848694,1.0000001192092896,0.1484602987766266,0.1987190544605255,0.37911930680274963,0.17952334880828857,0.2450696974992752,0.11207972466945648,0.2398901730775833,0.1987190544605255,0.40344083309173584,0.15867580473423004,0.2611770033836365,0.18358638882637024
is,0.5823672413825989,0.21963010728359222,0.3995479643344879,0.17952334880828857,0.44256699085235596,0.4819129705429077,0.17070238292217255,1.0,0.028099019080400467,0.1493876874446869,0.42745086550712585,0.4819129705429077,0.10336467623710632,0.3899846076965332,0.15196239948272705,0.22961433231830597
",",0.4933079481124878,0.22699743509292603,0.4137537479400635,0.23459285497665405,0.3139454126358032,0.39254459738731384,0.27549776434898376,0.4691906273365021,0.11016341298818588,0.28725793957710266,0.44245919585227966,0.39254459738731384,0.21493053436279297,0.3680937886238098,0.25587570667266846,0.31091248989105225
or,0.4174870550632477,0.26623931527137756,0.4729836881160736,0.19456106424331665,0.5614996552467346,0.5260903835296631,0.19212079048156738,0.41870999336242676,-0.056045327335596085,0.29462990164756775,0.38921234011650085,0.5260903835296631,0.19040878117084503,0.30274316668510437,0.14442291855812073,0.32389625906944275
can,0.312528520822525,0.28415602445602417,0.4522190988063812,0.1484602987766266,1.0,0.5791122913360596,0.14134322106838226,0.44256699085235596,-0.13075803220272064,0.5244399309158325,0.4979398250579834,0.5791122913360596,0.1295425146818161,0.29642900824546814,0.09947460889816284,0.3226337134838104
be,0.4248143136501312,0.3303828835487366,0.6036020517349243,0.1987190544605255,0.5791122913360596,1.0,0.2162422239780426,0.4819129705429077,-0.08962184190750122,0.3856765329837799,0.4972836375236511,1.0,0.18582583963871002,0.43158695101737976,0.21567033231258392,0.3324260413646698
",",0.4933079481124878,0.22699743509292603,0.4137537479400635,0.23459285497665405,0.3139454126358032,0.39254459738731384,0.27549776434898376,0.4691906273365021,0.11016341298818588,0.28725793957710266,0.44245919585227966,0.39254459738731384,0.21493053436279297,0.3680937886238098,0.25587570667266846,0.31091248989105225
apolitical,0.22035159170627594,0.2558552920818329,0.24117566645145416,0.37911930680274963,0.14134322106838226,0.2162422239780426,1.0,0.17070238292217255,0.16679853200912476,0.12327022105455399,0.2037111073732376,0.2162422239780426,0.2931815981864929,0.24465015530586243,0.15992575883865356,0.2318745255470276
is,0.5823672413825989,0.21963010728359222,0.3995479643344879,0.17952334880828857,0.44256699085235596,0.4819129705429077,0.17070238292217255,1.0,0.028099019080400467,0.1493876874446869,0.42745086550712585,0.4819129705429077,0.10336467623710632,0.3899846076965332,0.15196239948272705,0.22961433231830597
an,0.4207492768764496,0.1786234825849533,0.365763783454895,0.14537638425827026,0.23671309649944305,0.33041056990623474,0.25013667345046997,0.4654068350791931,0.07694102823734283,0.20519967377185822,0.3138085603713989,0.33041056990623474,0.17044837772846222,0.2719563841819763,0.12124081701040268,0.19793890416622162
error,0.1961134821176529,0.237918883562088,0.3174022138118744,0.1497805267572403,0.2758072316646576,0.30150604248046875,0.23837552964687347,0.2399674504995346,0.0011277938028797507,0.18887057900428772,0.23290769755840302,0.30150604248046875,0.07300730049610138,0.20648379623889923,0.10636661946773529,0.2543688118457794
.,0.5934505462646484,0.26084083318710327,0.4460422694683075,0.2825687527656555,0.35783761739730835,0.4383580684661865,0.24804188311100006,0.4569662809371948,0.01884327083826065,0.34544092416763306,0.4645031690597534,0.4383580684661865,0.16926158964633942,0.3936232924461365,0.26115289330482483,0.4130953550338745
