,what,car,is,licensed,by,the,fso,car,factory,and,built,in,egypt,?
license,0.2059483528137207,0.23509706556797028,0.133732408285141,0.8737305402755737,0.1615428477525711,0.1774267554283142,0.20632478594779968,0.23509706556797028,0.13470391929149628,0.17496050894260406,0.16162081062793732,0.15557733178138733,0.08768103271722794,0.20579127967357635
from,0.2737620174884796,0.18088644742965698,0.27355384826660156,0.2406139075756073,0.3373257517814636,0.40150508284568787,0.185220867395401,0.18088644742965698,0.20302003622055054,0.3601827025413513,0.15788282454013824,0.4274188280105591,0.18771670758724213,0.19969791173934937
fiat,0.11148767173290253,0.4613640308380127,0.15464046597480774,0.1949622631072998,0.2467930167913437,0.1668221354484558,0.2826630175113678,0.4613640308380127,0.328445702791214,0.12082833796739578,0.29830020666122437,0.1658797264099121,0.19373734295368195,0.1531507670879364
",",0.3087472915649414,0.21104301512241364,0.4691906273365021,0.20353545248508453,0.3680937886238098,0.4933079481124878,0.2673012316226959,0.21104301512241364,0.2301664799451828,0.6633074283599854,0.22658206522464752,0.5201468467712402,0.2490617334842682,0.31091248989105225
later,0.2517229914665222,0.20001739263534546,0.21527644991874695,0.2582038342952728,0.3747883439064026,0.4060266613960266,0.2737085223197937,0.20001739263534546,0.26672297716140747,0.4216292202472687,0.2880714535713196,0.40857815742492676,0.2376709133386612,0.1417175978422165
renamed,0.16309694945812225,0.1255226582288742,0.16903193295001984,0.2433217316865921,0.23229001462459564,0.2855224609375,0.2449965924024582,0.1255226582288742,0.1907484531402588,0.17359377443790436,0.2942330837249756,0.22127023339271545,0.08270369470119476,0.13648955523967743
fso,0.17449811100959778,0.19539324939250946,0.20298579335212708,0.1945418417453766,0.21455547213554382,0.2721681594848633,1.0,0.19539324939250946,0.25189274549484253,0.2607395648956299,0.21209856867790222,0.2098560929298401,0.16156107187271118,0.13756410777568817
125p,-0.14966388046741486,0.014605890028178692,-0.10673778504133224,-0.09857674688100815,-0.012555559165775776,-0.12735484540462494,-0.0030113565735518932,0.014605890028178692,0.005002050660550594,-0.04018249735236168,-0.051246099174022675,-0.14405661821365356,-0.10838276892900467,-0.029878683388233185
when,0.4700249433517456,0.2605381906032562,0.3471449911594391,0.17392925918102264,0.4376842677593231,0.5091903209686279,0.24919573962688446,0.2605381906032562,0.27197861671447754,0.4716290831565857,0.19830277562141418,0.4431333839893341,0.2453436702489853,0.22841128706932068
the,0.42745697498321533,0.19754165410995483,0.5823672413825989,0.17307333648204803,0.4408751428127289,1.0,0.2721681594848633,0.19754165410995483,0.2101404368877411,0.5171257257461548,0.2950156033039093,0.6662389636039734,0.2536296546459198,0.22068053483963013
license,0.2059483528137207,0.23509706556797028,0.133732408285141,0.8737305402755737,0.1615428477525711,0.1774267554283142,0.20632478594779968,0.23509706556797028,0.13470391929149628,0.17496050894260406,0.16162081062793732,0.15557733178138733,0.08768103271722794,0.20579127967357635
expired,0.19969679415225983,0.176364004611969,0.1496010422706604,0.3372940123081207,0.21503859758377075,0.26217955350875854,0.16748452186584473,0.176364004611969,0.21764178574085236,0.19019745290279388,0.18330223858356476,0.16136841475963593,0.1141466423869133,0.22768248617649078
),0.26259949803352356,0.18427881598472595,0.37732169032096863,0.09214137494564056,0.2151763141155243,0.3456730246543884,0.27369701862335205,0.18427881598472595,0.10568678379058838,0.4961937665939331,0.159846693277359,0.3326910734176636,0.14896562695503235,0.42300865054130554
and,0.31309178471565247,0.19568514823913574,0.3859752118587494,0.19729462265968323,0.4289871156215668,0.5171257257461548,0.2607395648956299,0.19568514823913574,0.1928158402442932,1.0,0.2814858853816986,0.4954058527946472,0.25949424505233765,0.20544172823429108
the,0.42745697498321533,0.19754165410995483,0.5823672413825989,0.17307333648204803,0.4408751428127289,1.0,0.2721681594848633,0.19754165410995483,0.2101404368877411,0.5171257257461548,0.2950156033039093,0.6662389636039734,0.2536296546459198,0.22068053483963013
polonez,0.13799700140953064,0.16716057062149048,0.16066895425319672,0.10570992529392242,0.21200118958950043,0.24870499968528748,0.40224242210388184,0.16716057062149048,0.21944560110569,0.23156796395778656,0.06870710849761963,0.22862163186073303,0.2311009019613266,0.23095063865184784
.,0.3567904531955719,0.2388465255498886,0.4569662809371948,0.21411098539829254,0.3936232924461365,0.5934505462646484,0.31392979621887207,0.2388465255498886,0.2442452311515808,0.588965117931366,0.2374027520418167,0.5591574311256409,0.2821582555770874,0.4130953550338745
