,what,chemical,did,priestley,use,in,his,experiments,on,oxygen,?
experiment,0.29811543226242065,0.2240222841501236,0.23614230751991272,0.20731225609779358,0.2309819757938385,0.1938578486442566,0.21297486126422882,0.9179262518882751,0.21772995591163635,0.19667966663837433,0.14968745410442352
conducted,0.13546347618103027,0.14660392701625824,0.2465403974056244,0.2608822286128998,0.15535596013069153,0.31342044472694397,0.2909303307533264,0.3529052436351776,0.26555413007736206,0.14481517672538757,0.1105341762304306
by,0.2455483376979828,0.21947693824768066,0.18574509024620056,0.23467956483364105,0.21048003435134888,0.370934396982193,0.3107621967792511,0.2956569194793701,0.33887791633605957,0.1292176991701126,0.17966607213020325
the,0.42745697498321533,0.18641819059848785,0.34736719727516174,0.21773852407932281,0.34342584013938904,0.6662389636039734,0.4394008219242096,0.21008943021297455,0.5107308030128479,0.20428593456745148,0.22068053483963013
british,0.19255435466766357,0.12817268073558807,0.2039594054222107,0.24694404006004333,0.18554764986038208,0.23084034025669098,0.2021821290254593,0.1701086461544037,0.19917237758636475,0.11007045954465866,0.09711728990077972
clergyman,0.16081534326076508,0.08810609579086304,0.20851480960845947,0.4946554899215698,0.12708984315395355,0.22200371325016022,0.28152555227279663,0.22208961844444275,0.14004415273666382,0.14905641973018646,0.12142539769411087
joseph,0.20494906604290009,0.1918513923883438,0.19009922444820404,0.35218968987464905,0.08186721801757812,0.12985283136367798,0.24828970432281494,0.1810149848461151,0.17754994332790375,0.17987263202667236,0.08421234786510468
priestley,0.20325376093387604,0.25798505544662476,0.2297242283821106,1.0000001192092896,0.15592403709888458,0.20879624783992767,0.23296187818050385,0.2554325461387634,0.16624125838279724,0.3131166696548462,0.13982412219047546
focused,0.2724583148956299,0.14805884659290314,0.2558048367500305,0.18821020424365997,0.2718033194541931,0.29637840390205383,0.26301270723342896,0.32622936367988586,0.36304154992103577,0.1669023483991623,0.1578395515680313
sunlight,0.21599051356315613,0.2915598154067993,0.1563466340303421,0.17058703303337097,0.343694269657135,0.19265112280845642,0.14228330552577972,0.22122400999069214,0.19717004895210266,0.4877612292766571,0.17698515951633453
on,0.34226128458976746,0.17748381197452545,0.2670976221561432,0.16624125838279724,0.2776605486869812,0.46853652596473694,0.32064297795295715,0.2562560439109802,0.9999999403953552,0.2008662223815918,0.2714994251728058
mercuric,0.1748024821281433,0.5181639194488525,0.17944060266017914,0.3097771108150482,0.20972564816474915,0.3008648753166199,0.20784695446491241,0.26086995005607605,0.21771953999996185,0.4458673298358917,0.17186656594276428
oxide,0.1961873471736908,0.570292055606842,0.12213745713233948,0.2743090093135834,0.23219671845436096,0.10473595559597015,0.15465611219406128,0.19007249176502228,0.10933918505907059,0.5954530835151672,0.20583678781986237
(,0.2411840260028839,0.18129213154315948,0.18979617953300476,0.21553921699523926,0.2174896001815796,0.3087427020072937,0.16098198294639587,0.15060357749462128,0.28656116127967834,0.189798504114151,0.40561532974243164
hgo,0.2159062772989273,0.25559911131858826,0.07081476598978043,0.24862678349018097,0.1794888824224472,0.31866273283958435,0.1794607937335968,0.15546002984046936,0.2504955232143402,0.3031470477581024,0.19563528895378113
),0.26259949803352356,0.18658967316150665,0.18584993481636047,0.22483599185943604,0.23662498593330383,0.3326910734176636,0.18606403470039368,0.12416966259479523,0.29937487840652466,0.19541971385478973,0.42300865054130554
inside,0.2567365765571594,0.19448581337928772,0.1754753291606903,0.11935155838727951,0.27728793025016785,0.3260733187198639,0.11332204192876816,0.21335378289222717,0.2502138614654541,0.2515876889228821,0.14505037665367126
a,0.3320399522781372,0.24089328944683075,0.2552328109741211,0.22067803144454956,0.30793872475624084,0.539380669593811,0.3497250974178314,0.21744723618030548,0.3848365545272827,0.21662019193172455,0.23916715383529663
glass,0.13572539389133453,0.2749704420566559,0.16013789176940918,0.254438191652298,0.21020261943340302,0.21226459741592407,0.21793566644191742,0.22590841352939606,0.13102242350578308,0.2618238925933838,0.1252557635307312
tube,0.19240084290504456,0.25446146726608276,0.1256694346666336,0.2402902990579605,0.19472657144069672,0.16100940108299255,0.10486367344856262,0.2945041060447693,0.22943490743637085,0.35050418972969055,0.13631722331047058
",",0.3087472915649414,0.20593619346618652,0.3015086054801941,0.31705740094184875,0.3276674151420593,0.5201468467712402,0.3378419280052185,0.22640827298164368,0.49057599902153015,0.21812842786312103,0.31091248989105225
which,0.5261979103088379,0.2880592346191406,0.2750149369239807,0.1921611726284027,0.39254313707351685,0.4840516746044159,0.32283493876457214,0.31440770626068115,0.4245251417160034,0.3166238069534302,0.25814583897590637
liberated,0.18041864037513733,0.16043409705162048,0.19784554839134216,0.13186605274677277,0.15132632851600647,0.2565309703350067,0.26941725611686707,0.14604899287223816,0.20995688438415527,0.12698647379875183,0.1415107548236847
a,0.3320399522781372,0.24089328944683075,0.2552328109741211,0.22067803144454956,0.30793872475624084,0.539380669593811,0.3497250974178314,0.21744723618030548,0.3848365545272827,0.21662019193172455,0.23916715383529663
gas,0.20887799561023712,0.39800313115119934,0.14743757247924805,0.26362451910972595,0.25834619998931885,0.20770272612571716,0.16530585289001465,0.20355260372161865,0.14262238144874573,0.45564013719558716,0.1582372784614563
he,0.3114890456199646,0.16110453009605408,0.3292143940925598,0.266123503446579,0.1741093397140503,0.41690486669540405,0.7171558737754822,0.2241431325674057,0.32403138279914856,0.15942583978176117,0.2089974731206894
named,0.1525408923625946,0.1851339042186737,0.1507878601551056,0.16053922474384308,0.09869730472564697,0.28130269050598145,0.19388648867607117,0.15052327513694763,0.19771578907966614,0.09205670654773712,0.1297498345375061
``,0.008517155423760414,0.06895753741264343,-0.029888948425650597,0.047525160014629364,0.098173126578331,0.04765888676047325,0.008275155909359455,-0.009417468681931496,-0.03274054825305939,0.11707393079996109,0.0685480609536171
dephlogisticated,0.3631604015827179,0.31029921770095825,0.27858707308769226,0.2309311181306839,0.39254361391067505,0.303469717502594,0.24635547399520874,0.4169750213623047,0.20430897176265717,0.3067382574081421,0.26290395855903625
air,0.10361403971910477,0.18483957648277283,0.12297173589468002,0.1520727127790451,0.1958862990140915,0.22172939777374268,0.16059604287147522,0.18661102652549744,0.20020021498203278,0.3506372570991516,0.1491677612066269
'',0.08143015950918198,0.0604596845805645,0.01978493109345436,-0.0494694858789444,0.09741680324077606,0.07432962208986282,0.016508836299180984,0.028981246054172516,0.04238596186041832,-0.09804082661867142,0.018684765323996544
.,0.3567904531955719,0.23593789339065552,0.35288307070732117,0.24535804986953735,0.3711656630039215,0.5591574311256409,0.3119256794452667,0.261809378862381,0.49257001280784607,0.2554275095462799,0.4130953550338745
