,what,is,the,term,when,middle,income,earners,aspire,to,obtain,the,same,standards,of,living,as,people,wealthier,than,themselves,?
earners,0.23694711923599243,0.20324699580669403,0.2193494290113449,0.139374777674675,0.12693773210048676,0.20392175018787384,0.46200817823410034,1.0000001192092896,0.314499169588089,0.22879493236541748,0.3268061876296997,0.2193494290113449,0.22636224329471588,0.3378164768218994,0.22104087471961975,0.15392138063907623,0.2215222716331482,0.29343292117118835,0.2890890836715698,0.3129367232322693,0.2635086476802826,0.25306665897369385
aspiring,0.1999143809080124,0.14908166229724884,0.21726438403129578,0.20101943612098694,0.2312907874584198,0.07409864664077759,0.2340158075094223,0.2590569853782654,0.6960883140563965,0.2662804126739502,0.2080344706773758,0.21726438403129578,0.13325925171375275,0.17889173328876495,0.19247221946716309,0.12552058696746826,0.2738640010356903,0.19229505956172943,0.21719442307949066,0.28066810965538025,0.27180904150009155,0.22598427534103394
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.3310292959213257,0.5423505902290344,0.2015334814786911,0.27188464999198914,0.22879493236541748,0.23317429423332214,1.0,0.34578439593315125,0.535392165184021,0.3205692768096924,0.2603518068790436,0.41548454761505127,0.2300543487071991,0.42092081904411316,0.37275731563568115,0.3043716847896576,0.3192550539970398,0.37259936332702637,0.29463258385658264
achieve,0.2524374723434448,0.18980827927589417,0.23965083062648773,0.20052818953990936,0.20387431979179382,0.0738457590341568,0.2233397364616394,0.3882795572280884,0.31033194065093994,0.3419070541858673,0.4668443500995636,0.23965083062648773,0.22166721522808075,0.31554388999938965,0.24381192028522491,0.16195818781852722,0.19959303736686707,0.16258637607097626,0.19749224185943604,0.31216931343078613,0.26877957582473755,0.17526866495609283
the,0.42745697498321533,0.5823672413825989,1.0,0.2740369141101837,0.5091903209686279,0.3405749201774597,0.23699946701526642,0.2193494290113449,0.1946907639503479,0.535392165184021,0.21407602727413177,1.0,0.4583131968975067,0.2433546632528305,0.733189046382904,0.3127744197845459,0.48381632566452026,0.36838498711586,0.27555933594703674,0.3227543234825134,0.3444426357746124,0.22068053483963013
standards,0.2855789363384247,0.19850283861160278,0.2433546632528305,0.20960275828838348,0.19716012477874756,0.09365010261535645,0.27353277802467346,0.3378164768218994,0.22521065175533295,0.2603518068790436,0.1899639517068863,0.2433546632528305,0.24744927883148193,1.0000001192092896,0.18525971472263336,0.1460520476102829,0.26936110854148865,0.21520425379276276,0.1829756647348404,0.2571253478527069,0.2235247641801834,0.2011813372373581
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.26047757267951965,0.3757161796092987,0.2799445688724518,0.2581324577331543,0.22104087471961975,0.1351137012243271,0.41548454761505127,0.22279390692710876,0.733189046382904,0.3808329105377197,0.18525971472263336,1.0,0.3499443829059601,0.3886612355709076,0.3251037895679474,0.23031748831272125,0.33036211133003235,0.2638634443283081,0.1826142966747284
living,0.22245320677757263,0.2306187003850937,0.3127744197845459,0.1897115707397461,0.20976220071315765,0.16724278032779694,0.26209062337875366,0.15392138063907623,0.0795598104596138,0.2300543487071991,0.04477548226714134,0.3127744197845459,0.22379574179649353,0.1460520476102829,0.3499443829059601,1.0000001192092896,0.18790079653263092,0.39172837138175964,0.2736133635044098,0.2177010476589203,0.23843246698379517,0.18362653255462646
enjoyed,0.20517368614673615,0.13550609350204468,0.18685349822044373,0.14448031783103943,0.266980916261673,0.17206616699695587,0.21472203731536865,0.32702699303627014,0.15447035431861877,0.12836132943630219,0.21336640417575836,0.18685349822044373,0.1678488552570343,0.1675211638212204,0.21542632579803467,0.1491074115037918,0.2916945815086365,0.22815191745758057,0.3115082085132599,0.1872989684343338,0.21004618704319,0.09301155805587769
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.1564474254846573,0.4376842677593231,0.18733404576778412,0.17474129796028137,0.14439865946769714,0.12854784727096558,0.33534231781959534,0.18065550923347473,0.4408751428127289,0.2768566608428955,0.1529061645269394,0.3646814823150635,0.13607634603977203,0.3815547823905945,0.20350977778434753,0.17297472059726715,0.2015816867351532,0.30082204937934875,0.17966607213020325
their,0.35142919421195984,0.2101074606180191,0.516537070274353,0.18210019171237946,0.3682888448238373,0.16277194023132324,0.21846599876880646,0.3257346451282501,0.235909566283226,0.44619059562683105,0.2757963538169861,0.516537070274353,0.3805995285511017,0.21969735622406006,0.4329940676689148,0.23671269416809082,0.29218852519989014,0.2901504337787628,0.28397229313850403,0.30367133021354675,0.5939331650733948,0.1898253709077835
wealthier,0.2523355782032013,0.18444940447807312,0.27555933594703674,0.1759529560804367,0.2735307812690735,0.20785512030124664,0.42573317885398865,0.2890890836715698,0.21061971783638,0.3043716847896576,0.21809500455856323,0.27555933594703674,0.19411666691303253,0.1829756647348404,0.23031748831272125,0.2736133635044098,0.30697548389434814,0.2871512472629547,1.0,0.3600386381149292,0.33887043595314026,0.15704771876335144
counterparts,0.2151535004377365,0.27053865790367126,0.28527581691741943,0.18112976849079132,0.24308311939239502,0.17359845340251923,0.15460699796676636,0.25666072964668274,0.21787765622138977,0.24995462596416473,0.22224640846252441,0.28527581691741943,0.3510119915008545,0.3469260632991791,0.2207687795162201,0.05169559642672539,0.3472052216529846,0.17348116636276245,0.2618684768676758,0.39806991815567017,0.294892281293869,0.1446923315525055
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.22272127866744995,0.4716290831565857,0.2514324486255646,0.2518245577812195,0.20439939200878143,0.1494746208190918,0.48971283435821533,0.26747453212738037,0.5171257257461548,0.3205644488334656,0.299522340297699,0.5116966962814331,0.27568840980529785,0.49487000703811646,0.3016039729118347,0.3105511963367462,0.39361441135406494,0.3146885335445404,0.20544172823429108
one,0.376489520072937,0.4544198513031006,0.5514441132545471,0.20483051240444183,0.38307374715805054,0.24063128232955933,0.17004019021987915,0.28085023164749146,0.21178339421749115,0.4025384783744812,0.1855572760105133,0.5514441132545471,0.48112112283706665,0.1693616360425949,0.4999135136604309,0.24753230810165405,0.3954789340496063,0.2841606140136719,0.29604971408843994,0.43810948729515076,0.2933237552642822,0.2673267424106598
method,0.25476205348968506,0.21948537230491638,0.21624743938446045,0.25032806396484375,0.23057077825069427,0.15271930396556854,0.12992095947265625,0.18937598168849945,0.14690010249614716,0.2593044936656952,0.32724061608314514,0.21624743938446045,0.15282940864562988,0.3149106502532959,0.22896558046340942,0.061009325087070465,0.2215547412633896,0.09289492666721344,0.08311714977025986,0.26076143980026245,0.20052659511566162,0.2194802314043045
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.26047757267951965,0.3757161796092987,0.2799445688724518,0.2581324577331543,0.22104087471961975,0.1351137012243271,0.41548454761505127,0.22279390692710876,0.733189046382904,0.3808329105377197,0.18525971472263336,1.0,0.3499443829059601,0.3886612355709076,0.3251037895679474,0.23031748831272125,0.33036211133003235,0.2638634443283081,0.1826142966747284
achieving,0.24755272269248962,0.2170582413673401,0.35560527443885803,0.2829330861568451,0.21675123274326324,0.13323648273944855,0.24963003396987915,0.3801227807998657,0.2478579431772232,0.30664265155792236,0.41523271799087524,0.35560527443885803,0.22632862627506256,0.33108237385749817,0.3275443911552429,0.22128257155418396,0.25743404030799866,0.16164302825927734,0.22445732355117798,0.33401215076446533,0.2676686942577362,0.16495080292224884
this,0.5489566326141357,0.480927973985672,0.6274310946464539,0.3113332986831665,0.4959332048892975,0.2387426495552063,0.26293206214904785,0.27525022625923157,0.2196396291255951,0.5759071707725525,0.26885178685188293,0.6274310946464539,0.49053558707237244,0.28278064727783203,0.45148900151252747,0.19462963938713074,0.43993282318115234,0.27838850021362305,0.2700519561767578,0.42539164423942566,0.35754022002220154,0.3155723512172699
aspiration,0.2504355013370514,0.21123749017715454,0.2588677406311035,0.1705213487148285,0.25781330466270447,0.07740933448076248,0.21784788370132446,0.24854733049869537,0.664328932762146,0.26608091592788696,0.26393601298332214,0.2588677406311035,0.19773267209529877,0.21902374923229218,0.2088182419538498,0.11923600733280182,0.20406168699264526,0.1488763689994812,0.16293808817863464,0.21041612327098846,0.23334640264511108,0.1971980482339859
is,0.28837618231773376,1.0,0.5823672413825989,0.270183801651001,0.3471449911594391,0.21621397137641907,0.14559021592140198,0.20324699580669403,0.13399586081504822,0.42745086550712585,0.18897517025470734,0.5823672413825989,0.31152886152267456,0.19850283861160278,0.4854315221309662,0.2306187003850937,0.43216490745544434,0.34254953265190125,0.18444940447807312,0.2839990258216858,0.16502061486244202,0.22961433231830597
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.1564474254846573,0.4376842677593231,0.18733404576778412,0.17474129796028137,0.14439865946769714,0.12854784727096558,0.33534231781959534,0.18065550923347473,0.4408751428127289,0.2768566608428955,0.1529061645269394,0.3646814823150635,0.13607634603977203,0.3815547823905945,0.20350977778434753,0.17297472059726715,0.2015816867351532,0.30082204937934875,0.17966607213020325
taking,0.24635453522205353,0.2171461582183838,0.32714390754699707,0.14922630786895752,0.3613632917404175,0.16585689783096313,0.12230988591909409,0.1607915163040161,0.16117948293685913,0.3001216948032379,0.25984910130500793,0.32714390754699707,0.21779705584049225,0.1919187754392624,0.29240402579307556,0.14149190485477448,0.3148394227027893,0.24040281772613525,0.19659098982810974,0.2914716303348541,0.25107231736183167,0.19960761070251465
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.1491490602493286,0.37706470489501953,0.22140929102897644,0.12938405573368073,0.14902810752391815,0.18360160291194916,0.41031414270401,0.0992099940776825,0.5107308030128479,0.39247995615005493,0.24386610090732574,0.3966929316520691,0.19387899339199066,0.36047765612602234,0.2559742033481598,0.11700031906366348,0.2864885926246643,0.15180964767932892,0.2714994251728058
debt,0.2230634093284607,0.14983339607715607,0.200801283121109,0.25793471932411194,0.23719337582588196,0.14051629602909088,0.48342281579971313,0.33371126651763916,0.16664163768291473,0.2523629069328308,0.26273050904273987,0.200801283121109,0.14238253235816956,0.19811269640922546,0.211117684841156,0.1811881810426712,0.17778123915195465,0.14970862865447998,0.3354070484638214,0.18336835503578186,0.19454364478588104,0.14442241191864014
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.18456575274467468,0.475719153881073,0.2989427447319031,0.26448529958724976,0.18704842031002045,0.2055526226758957,0.4645031690597534,0.1978217512369156,0.5934505462646484,0.3682591915130615,0.23661701381206512,0.5352458953857422,0.27785244584083557,0.515582263469696,0.33118996024131775,0.2432692050933838,0.3594527542591095,0.20394743978977203,0.4130953550338745
