,where,was,tesla,studying,when,he,started,playing,cards,and,billiards,?
sometimes,0.3723720908164978,0.20651423931121826,0.129081130027771,0.2288046032190323,0.412046879529953,0.23116429150104523,0.18547506630420685,0.19568395614624023,0.24058781564235687,0.35151126980781555,0.23906436562538147,0.1751544177532196
spending,0.26612791419029236,0.2423858493566513,0.07473349571228027,0.32480984926223755,0.32468512654304504,0.32260552048683167,0.2717747092247009,0.34018611907958984,0.2845630943775177,0.348084956407547,0.20812374353408813,0.21198494732379913
more,0.29405033588409424,0.21525104343891144,0.14603446424007416,0.24443726241588593,0.359977662563324,0.25741079449653625,0.2581404745578766,0.18293580412864685,0.21802400052547455,0.39880692958831787,0.2187836766242981,0.27894994616508484
than,0.2726525366306305,0.1872616857290268,0.16368234157562256,0.20729045569896698,0.2883036434650421,0.16873370110988617,0.17248497903347015,0.16046051681041718,0.2434411197900772,0.39361441135406494,0.20142392814159393,0.24917294085025787
48,0.09450879693031311,-0.05388278514146805,-0.08385912328958511,-0.028591016307473183,0.08114311844110489,0.03481058031320572,-0.045870840549468994,0.020040005445480347,-0.001316371839493513,0.06553450226783752,0.20427793264389038,-0.07097072154283524
hours,0.20471934974193573,0.18615439534187317,0.1507396697998047,0.13083764910697937,0.28038275241851807,0.16190604865550995,0.22851024568080902,0.08091187477111816,0.1506662517786026,0.2192033976316452,0.10759001225233078,0.21755769848823547
in,0.5344807505607605,0.45514053106307983,0.17097744345664978,0.32655033469200134,0.4431333839893341,0.41690486669540405,0.3199414014816284,0.28501778841018677,0.13365840911865234,0.4954058527946472,0.23166553676128387,0.20430970191955566
a,0.40997210144996643,0.4508470594882965,0.2211925983428955,0.28715598583221436,0.44397395849227905,0.4393508732318878,0.29961374402046204,0.25313833355903625,0.19317428767681122,0.3739250600337982,0.24102899432182312,0.23916715383529663
stretch,0.2534535527229309,0.12404829263687134,0.11434120684862137,0.17434436082839966,0.22939619421958923,0.14654915034770966,0.07000032812356949,0.14882305264472961,0.11611258238554001,0.2862923741340637,0.22797180712223053,0.13738147914409637
at,0.4402937591075897,0.36707764863967896,0.16552478075027466,0.26039913296699524,0.38876327872276306,0.3280475437641144,0.2973955571651459,0.19664570689201355,0.08256644010543823,0.3571503460407257,0.17354261875152588,0.21978627145290375
a,0.40997210144996643,0.4508470594882965,0.2211925983428955,0.28715598583221436,0.44397395849227905,0.4393508732318878,0.29961374402046204,0.25313833355903625,0.19317428767681122,0.3739250600337982,0.24102899432182312,0.23916715383529663
gaming,0.2031993418931961,0.2238471657037735,0.2515472173690796,0.17767222225666046,0.15737861394882202,0.1553838849067688,0.2718522548675537,0.36232268810272217,0.34870055317878723,0.21035811305046082,0.35443663597106934,0.24907711148262024
table,0.24863837659358978,0.07756487280130386,0.1395605355501175,0.09294687211513519,0.22686247527599335,0.13716843724250793,0.08756188303232193,0.15312892198562622,0.23500648140907288,0.20528675615787506,0.3025702238082886,0.1782790720462799
.,0.41390106081962585,0.40146201848983765,0.17949827015399933,0.2383679449558258,0.475719153881073,0.38061028718948364,0.3230702877044678,0.29366427659988403,0.17707252502441406,0.588965117931366,0.2461182028055191,0.4130953550338745
