,what,is,the,oxygen,partial,pressure,of,space,suits,?
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.1672476977109909,0.23465001583099365,0.16116683185100555,0.5696388483047485,0.17648501694202423,0.1673949509859085,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.20428593456745148,0.2313118278980255,0.28285476565361023,0.733189046382904,0.24495907127857208,0.2673831284046173,0.22068053483963013
astronaut,0.09130282700061798,0.14218252897262573,0.12738145887851715,0.24104131758213043,0.14672470092773438,0.17182503640651703,0.13872860372066498,0.47579529881477356,0.17617225646972656,0.13949722051620483
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,-0.011648092418909073,0.009833775460720062,0.024452058598399162,-0.03817026689648628,-0.1200559139251709,0.0837826058268547,-0.023395681753754616
arterial,0.20834341645240784,0.25684458017349243,0.2743576467037201,0.44780585169792175,0.29222580790519714,0.45894914865493774,0.2786371111869812,0.17779214680194855,0.22527772188186646,0.18074695765972137
blood,0.15800324082374573,0.18016870319843292,0.2815113961696625,0.5080283284187317,0.09144805371761322,0.4424613118171692,0.2294820100069046,0.1910402774810791,0.21517808735370636,0.156274676322937
is,0.28837618231773376,1.0,0.5823672413825989,0.21825239062309265,0.23120467364788055,0.19239991903305054,0.4854315221309662,0.18578536808490753,0.19759035110473633,0.22961433231830597
only,0.41415658593177795,0.44708555936813354,0.5497692227363586,0.30512404441833496,0.32245078682899475,0.22570516169071198,0.49632513523101807,0.2498323619365692,0.2282230705022812,0.2767370045185089
marginally,0.30564233660697937,0.2630020081996918,0.3104642629623413,0.15997667610645294,0.2105407565832138,0.31061139702796936,0.20551608502864838,0.16839797794818878,0.21226437389850616,0.13889814913272858
more,0.3484537899494171,0.2946030795574188,0.39758381247520447,0.265546053647995,0.20936033129692078,0.23610062897205353,0.30478984117507935,0.21460022032260895,0.2661907970905304,0.27894994616508484
than,0.29388150572776794,0.2839990258216858,0.3227543234825134,0.25305241346359253,0.21818193793296814,0.21358749270439148,0.33036211133003235,0.20923641324043274,0.3003460764884949,0.24917294085025787
normal,0.32813265919685364,0.2731911838054657,0.25256022810935974,0.28902506828308105,0.2696976661682129,0.2938547432422638,0.2300747036933899,0.242890864610672,0.2981773316860199,0.19617988169193268
sea-level,0.23725837469100952,0.26011231541633606,0.30006691813468933,0.27106642723083496,0.1496325582265854,0.2599624693393707,0.22190970182418823,0.2530885636806488,0.20431464910507202,0.2430570423603058
o,0.1489914506673813,0.18684464693069458,0.19071193039417267,0.2476140707731247,0.13719788193702698,0.09936560690402985,0.16054381430149078,0.09991100430488586,0.15780816972255707,0.23868927359580994
2,-0.049862053245306015,-0.07940074801445007,-0.019434669986367226,0.04063820466399193,-0.02188948728144169,-0.02186267264187336,-0.013777675107121468,-0.05579118803143501,-0.11329872906208038,0.001977203879505396
partial,0.24140220880508423,0.23120467364788055,0.2313118278980255,0.15541093051433563,1.0,0.21681919693946838,0.2845287024974823,0.16210150718688965,0.22832413017749786,0.16151700913906097
pressure,0.2625555694103241,0.19239991903305054,0.28285476565361023,0.35798126459121704,0.21681919693946838,1.0000001192092896,0.22627468407154083,0.21622900664806366,0.2517367899417877,0.142023503780365
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.189798504114151,0.16350498795509338,0.13923819363117218,0.35032153129577637,0.23673366010189056,0.09558625519275665,0.40561532974243164
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.22718772292137146,0.15273617208003998,0.16119280457496643,0.4185989499092102,0.24232043325901031,0.2588709890842438,0.264628142118454
more,0.3484537899494171,0.2946030795574188,0.39758381247520447,0.265546053647995,0.20936033129692078,0.23610062897205353,0.30478984117507935,0.21460022032260895,0.2661907970905304,0.27894994616508484
information,0.35283446311950684,0.2520555853843689,0.3143121302127838,0.22826901078224182,0.22819238901138306,0.17059575021266937,0.2860049605369568,0.2466929703950882,0.17062702775001526,0.24875912070274353
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.2008662223815918,0.23070809245109558,0.21295574307441711,0.3966929316520691,0.15890881419181824,0.17134246230125427,0.2714994251728058
this,0.5489566326141357,0.480927973985672,0.6274310946464539,0.31131085753440857,0.3542425334453583,0.32914987206459045,0.45148900151252747,0.2652304768562317,0.2476406693458557,0.3155723512172699
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.21812842786312103,0.20778897404670715,0.21867604553699493,0.4946078956127167,0.2285580337047577,0.21471096575260162,0.31091248989105225
see,0.44941186904907227,0.30759111046791077,0.3770301640033722,0.20267128944396973,0.24339380860328674,0.2027638554573059,0.33962661027908325,0.26061758399009705,0.22428730130195618,0.42005208134651184
space,0.20525942742824554,0.18578536808490753,0.24495907127857208,0.25929561257362366,0.16210150718688965,0.21622900664806366,0.21300287544727325,1.0000001192092896,0.16642162203788757,0.1885536164045334
suit,0.1746450662612915,0.15922023355960846,0.21465148031711578,0.20925526320934296,0.18052946031093597,0.23253440856933594,0.15855711698532104,0.2503943145275116,0.7464051842689514,0.1362915337085724
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.22261030972003937,0.19445575773715973,0.2595808804035187,0.5116966962814331,0.22901733219623566,0.2751924991607666,0.20544172823429108
arterial,0.20834341645240784,0.25684458017349243,0.2743576467037201,0.44780585169792175,0.29222580790519714,0.45894914865493774,0.2786371111869812,0.17779214680194855,0.22527772188186646,0.18074695765972137
blood,0.15800324082374573,0.18016870319843292,0.2815113961696625,0.5080283284187317,0.09144805371761322,0.4424613118171692,0.2294820100069046,0.1910402774810791,0.21517808735370636,0.156274676322937
gas,0.20887799561023712,0.1897863894701004,0.2339978665113449,0.45564013719558716,0.23016445338726044,0.36503171920776367,0.21246914565563202,0.2566068172454834,0.2209891378879547,0.1582372784614563
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.19541971385478973,0.17260125279426575,0.14610013365745544,0.3680361211299896,0.24192531406879425,0.10823241621255875,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2554275095462799,0.18570874631404877,0.22055423259735107,0.5352458953857422,0.2385488897562027,0.26995816826820374,0.4130953550338745
