,what,series,featured,doctors,from,the,revised,version,of,doctor,who,?
adventures,0.18775875866413116,0.41444268822669983,0.25638851523399353,0.15956459939479828,0.1253635436296463,0.2034815400838852,0.15283037722110748,0.2740271985530853,0.2105356603860855,0.283301442861557,0.2170078009366989,0.15214234590530396
of,0.33290785551071167,0.22268271446228027,0.2342860847711563,0.18925178050994873,0.4249346852302551,0.733189046382904,0.2270628809928894,0.14166875183582306,1.0,0.16895952820777893,0.2827862501144409,0.1826142966747284
the,0.42745697498321533,0.31376904249191284,0.28660184144973755,0.24499839544296265,0.40150508284568787,1.0,0.2513941526412964,0.27268242835998535,0.733189046382904,0.2820442318916321,0.3733934462070465,0.22068053483963013
first,0.28086137771606445,0.3264976441860199,0.2963907718658447,0.16617467999458313,0.23348960280418396,0.49448907375335693,0.27674391865730286,0.2650057077407837,0.3536086082458496,0.27244147658348083,0.39065709710121155,0.18701928853988647
",",0.3087472915649414,0.24060699343681335,0.27189624309539795,0.18616431951522827,0.39760664105415344,0.4933079481124878,0.2112094908952713,0.2078275829553604,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.31091248989105225
second,0.19948028028011322,0.24665457010269165,0.2238447070121765,0.10003744065761566,0.222062349319458,0.4620301127433777,0.18831893801689148,0.20155206322669983,0.353416383266449,0.20181342959403992,0.21920166909694672,0.17239587008953094
and,0.31309178471565247,0.26972857117652893,0.26700839400291443,0.22853690385818481,0.3601827025413513,0.5171257257461548,0.17458297312259674,0.1978406310081482,0.5116966962814331,0.21673844754695892,0.41279885172843933,0.20544172823429108
third,0.2033906877040863,0.22608651220798492,0.22225727140903473,0.1172020211815834,0.19577939808368683,0.4229298532009125,0.13903479278087616,0.1937885582447052,0.30602210760116577,0.19177944958209991,0.20739443600177765,0.15394791960716248
doctors,0.28694474697113037,0.1435336321592331,0.12192442268133163,1.0,0.17152954638004303,0.24499839544296265,0.13527481257915497,0.12168007344007492,0.18925178050994873,0.6945362687110901,0.34335678815841675,0.19305896759033203
have,0.39808809757232666,0.20911821722984314,0.2649300992488861,0.29020634293556213,0.30702701210975647,0.40389683842658997,0.2100289762020111,0.20923539996147156,0.3802283704280853,0.17649078369140625,0.39246654510498047,0.32991164922714233
been,0.2567804455757141,0.24386771023273468,0.2982250452041626,0.1530182808637619,0.27624839544296265,0.3563927710056305,0.2730543911457062,0.238596573472023,0.31685134768486023,0.12184444069862366,0.3295723795890808,0.24354910850524902
produced,0.1393624097108841,0.2875058650970459,0.3326459228992462,0.15561862289905548,0.19831010699272156,0.22045251727104187,0.23701077699661255,0.2219395935535431,0.18961067497730255,0.12545296549797058,0.12907662987709045,0.1623450517654419
in,0.30808621644973755,0.2914260923862457,0.2658694386482239,0.1817551702260971,0.4274188280105591,0.6662389636039734,0.19535814225673676,0.19599339365959167,0.5696388483047485,0.25567495822906494,0.2792111933231354,0.20430970191955566
both,0.3361809551715851,0.1910853534936905,0.2689511477947235,0.22968310117721558,0.299375057220459,0.4931981563568115,0.14197075366973877,0.2790309190750122,0.3565710783004761,0.17321419715881348,0.31663915514945984,0.19455738365650177
limited,0.23110276460647583,0.21037517488002777,0.19103695452213287,0.18087205290794373,0.1674734503030777,0.2757521867752075,0.24692413210868835,0.1533021330833435,0.3373238146305084,0.10459937155246735,0.15578578412532806,0.09444807469844818
cast,0.13211694359779358,0.3168802261352539,0.2712976932525635,0.16514381766319275,0.1994897574186325,0.2840540409088135,0.13352741301059723,0.13290537893772125,0.2314109057188034,0.13780559599399567,0.21772655844688416,0.16641536355018616
and,0.31309178471565247,0.26972857117652893,0.26700839400291443,0.22853690385818481,0.3601827025413513,0.5171257257461548,0.17458297312259674,0.1978406310081482,0.5116966962814331,0.21673844754695892,0.41279885172843933,0.20544172823429108
full,0.20298334956169128,0.15071600675582886,0.1520014852285385,0.14049749076366425,0.1914423555135727,0.2988807260990143,0.2195833921432495,0.26228243112564087,0.3238043189048767,0.16738355159759521,0.18801523745059967,0.168479785323143
cast,0.13211694359779358,0.3168802261352539,0.2712976932525635,0.16514381766319275,0.1994897574186325,0.2840540409088135,0.13352741301059723,0.13290537893772125,0.2314109057188034,0.13780559599399567,0.21772655844688416,0.16641536355018616
formats,0.16790364682674408,0.21652819216251373,0.3053593337535858,0.10509756207466125,0.16081151366233826,0.2539501190185547,0.25034576654434204,0.36617425084114075,0.19468651711940765,0.037024546414613724,0.06085393950343132,0.22007566690444946
",",0.3087472915649414,0.24060699343681335,0.27189624309539795,0.18616431951522827,0.39760664105415344,0.4933079481124878,0.2112094908952713,0.2078275829553604,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.31091248989105225
as,0.31749409437179565,0.2641415596008301,0.29986897110939026,0.17983488738536835,0.3251767158508301,0.48381632566452026,0.21643254160881042,0.26424798369407654,0.3886612355709076,0.17422905564308167,0.3923053741455078,0.27043893933296204
well,0.4154493808746338,0.2632865905761719,0.3466792404651642,0.22579702734947205,0.31084778904914856,0.42630070447921753,0.1661289781332016,0.23640376329421997,0.3343164324760437,0.1410580575466156,0.3480316996574402,0.24815571308135986
as,0.31749409437179565,0.2641415596008301,0.29986897110939026,0.17983488738536835,0.3251767158508301,0.48381632566452026,0.21643254160881042,0.26424798369407654,0.3886612355709076,0.17422905564308167,0.3923053741455078,0.27043893933296204
audiobooks,0.27760592103004456,0.333904892206192,0.34272855520248413,0.18843916058540344,0.18884184956550598,0.2125837802886963,0.21691223978996277,0.33499300479888916,0.15957452356815338,0.20892153680324554,0.22547771036624908,0.23995740711688995
.,0.3567904531955719,0.3121925890445709,0.27540460228919983,0.1993139684200287,0.41536515951156616,0.5934505462646484,0.21657389402389526,0.2754054665565491,0.5352458953857422,0.22361043095588684,0.3541337847709656,0.4130953550338745
