,in,what,series,was,the,master,reintroduced,?
reintroduce,0.25305765867233276,0.18158860504627228,0.19110511243343353,0.28486981987953186,0.29667291045188904,0.054238710552453995,0.8882517218589783,0.21475966274738312
classic,0.24514059722423553,0.22214573621749878,0.2942589223384857,0.20978301763534546,0.2647959589958191,0.17317356169223785,0.2590852379798889,0.2044331431388855
icons,0.17035558819770813,0.2549237608909607,0.11654561012983322,0.16046984493732452,0.2446059137582779,0.04083208739757538,0.14603160321712494,0.26966553926467896
of,0.5696388483047485,0.33290785551071167,0.22268271446228027,0.4069072902202606,0.733189046382904,0.17072871327400208,0.2668437659740448,0.1826142966747284
doctor,0.25567495822906494,0.20870667695999146,0.2712797522544861,0.19672659039497375,0.2820442318916321,0.2937511205673218,0.057668522000312805,0.1462511420249939
who,0.2792111933231354,0.40942975878715515,0.21484537422657013,0.3318818509578705,0.3733934462070465,0.3010654151439667,0.15612532198429108,0.26220351457595825
one,0.4129433035850525,0.376489520072937,0.21504130959510803,0.3752199709415436,0.5514441132545471,0.23965966701507568,0.2396758645772934,0.2673267424106598
step,0.14272142946720123,0.28945717215538025,0.18983137607574463,0.16876640915870667,0.20505109429359436,0.16128459572792053,0.12066416442394257,0.23299238085746765
at,0.4374977946281433,0.2838611304759979,0.1310107558965683,0.36707764863967896,0.457212895154953,0.22324375808238983,0.14159296452999115,0.21978627145290375
a,0.539380669593811,0.3320399522781372,0.23966510593891144,0.4508470594882965,0.5829201340675354,0.2078990340232849,0.24718229472637177,0.23916715383529663
time,0.3431483507156372,0.36319252848625183,0.2359362095594406,0.3641340136528015,0.43061500787734985,0.1853819340467453,0.26524487137794495,0.27391523122787476
:,0.020521078258752823,-0.12022944539785385,-0.02288590557873249,0.002802103292196989,-0.03403344005346298,-0.0018629769328981638,-0.06481581181287766,-0.07156077772378922
the,0.6662389636039734,0.42745697498321533,0.31376904249191284,0.48711544275283813,1.0,0.19769129157066345,0.30385175347328186,0.22068053483963013
autons,0.2192157804965973,0.28025758266448975,0.1462990790605545,0.14173102378845215,0.25020739436149597,0.23864439129829407,0.12774918973445892,0.2637922167778015
with,0.4080928862094879,0.2464839518070221,0.17767351865768433,0.27411898970603943,0.4223487675189972,0.14622679352760315,0.2640404999256134,0.2433311939239502
the,0.6662389636039734,0.42745697498321533,0.31376904249191284,0.48711544275283813,1.0,0.19769129157066345,0.30385175347328186,0.22068053483963013
nestene,0.1622651070356369,0.15918678045272827,0.1394670158624649,0.13486944139003754,0.21356748044490814,0.08708108961582184,0.09278935194015503,0.17806750535964966
consciousness,0.1551416665315628,0.27972298860549927,0.14545568823814392,0.14454464614391327,0.18007954955101013,0.20984302461147308,0.10245038568973541,0.13624824583530426
and,0.4954058527946472,0.31309178471565247,0.26972857117652893,0.3740963041782379,0.5171257257461548,0.19895130395889282,0.30158916115760803,0.20544172823429108
daleks,0.2037806212902069,0.2009461522102356,0.37795311212539673,0.24493366479873657,0.3154934346675873,0.28939545154571533,0.2835054397583008,0.13693755865097046
in,1.0,0.30808621644973755,0.2914260923862457,0.45514053106307983,0.6662389636039734,0.17882928252220154,0.3000187873840332,0.20430970191955566
series,0.2914260923862457,0.17328087985515594,1.0000001192092896,0.2261398285627365,0.31376904249191284,0.203135147690773,0.23645876348018646,0.1709602326154709
1,-0.10660158097743988,-0.21266892552375793,-0.265503853559494,-0.2275921255350113,-0.1554475575685501,-0.1550706923007965,-0.1489703357219696,-0.249979168176651
",",0.5201468467712402,0.3087472915649414,0.24060699343681335,0.45456063747406006,0.4933079481124878,0.21451058983802795,0.27687403559684753,0.31091248989105225
cybermen,0.1918153464794159,0.20827539265155792,0.3721328675746918,0.18745598196983337,0.3392564654350281,0.2798782289028168,0.2089252471923828,0.18790490925312042
in,1.0,0.30808621644973755,0.2914260923862457,0.45514053106307983,0.6662389636039734,0.17882928252220154,0.3000187873840332,0.20430970191955566
series,0.2914260923862457,0.17328087985515594,1.0000001192092896,0.2261398285627365,0.31376904249191284,0.203135147690773,0.23645876348018646,0.1709602326154709
2,0.01447046548128128,-0.049862053245306015,0.005733609665185213,-0.013097384944558144,-0.019434669986367226,-0.07531227171421051,-0.060314539819955826,0.001977203879505396
",",0.5201468467712402,0.3087472915649414,0.24060699343681335,0.45456063747406006,0.4933079481124878,0.21451058983802795,0.27687403559684753,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.31376904249191284,0.48711544275283813,1.0,0.19769129157066345,0.30385175347328186,0.22068053483963013
macra,0.1927022635936737,0.17759385704994202,0.28772640228271484,0.2411213517189026,0.195128932595253,0.20810334384441376,0.23303817212581635,0.1673469841480255
and,0.4954058527946472,0.31309178471565247,0.26972857117652893,0.3740963041782379,0.5171257257461548,0.19895130395889282,0.30158916115760803,0.20544172823429108
the,0.6662389636039734,0.42745697498321533,0.31376904249191284,0.48711544275283813,1.0,0.19769129157066345,0.30385175347328186,0.22068053483963013
master,0.17882928252220154,0.16430073976516724,0.203135147690773,0.20155122876167297,0.19769129157066345,0.9999999403953552,0.06131366640329361,0.11915034055709839
in,1.0,0.30808621644973755,0.2914260923862457,0.45514053106307983,0.6662389636039734,0.17882928252220154,0.3000187873840332,0.20430970191955566
series,0.2914260923862457,0.17328087985515594,1.0000001192092896,0.2261398285627365,0.31376904249191284,0.203135147690773,0.23645876348018646,0.1709602326154709
3,0.06326868385076523,0.04473085701465607,0.03619242459535599,0.06170157715678215,0.06283142417669296,0.09396292269229889,-0.05812498554587364,0.005975271109491587
",",0.5201468467712402,0.3087472915649414,0.24060699343681335,0.45456063747406006,0.4933079481124878,0.21451058983802795,0.27687403559684753,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.31376904249191284,0.48711544275283813,1.0,0.19769129157066345,0.30385175347328186,0.22068053483963013
sontarans,0.3023048937320709,0.22077220678329468,0.2848365604877472,0.26774904131889343,0.35187485814094543,0.22307448089122772,0.1954016387462616,0.18271717429161072
and,0.4954058527946472,0.31309178471565247,0.26972857117652893,0.3740963041782379,0.5171257257461548,0.19895130395889282,0.30158916115760803,0.20544172823429108
davros,0.1976603865623474,0.1798819750547409,0.23133742809295654,0.25891560316085815,0.30321943759918213,0.26398199796676636,0.17751452326774597,0.15493494272232056
in,1.0,0.30808621644973755,0.2914260923862457,0.45514053106307983,0.6662389636039734,0.17882928252220154,0.3000187873840332,0.20430970191955566
series,0.2914260923862457,0.17328087985515594,1.0000001192092896,0.2261398285627365,0.31376904249191284,0.203135147690773,0.23645876348018646,0.1709602326154709
4,0.08310048282146454,-0.04324747622013092,0.015015640296041965,0.23394860327243805,0.15499350428581238,0.08951648324728012,0.06456394493579865,0.010515431873500347
",",0.5201468467712402,0.3087472915649414,0.24060699343681335,0.45456063747406006,0.4933079481124878,0.21451058983802795,0.27687403559684753,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.26972857117652893,0.3740963041782379,0.5171257257461548,0.19895130395889282,0.30158916115760803,0.20544172823429108
the,0.6662389636039734,0.42745697498321533,0.31376904249191284,0.48711544275283813,1.0,0.19769129157066345,0.30385175347328186,0.22068053483963013
time,0.3431483507156372,0.36319252848625183,0.2359362095594406,0.3641340136528015,0.43061500787734985,0.1853819340467453,0.26524487137794495,0.27391523122787476
lords,0.2174140363931656,0.16539262235164642,0.20341430604457855,0.22221215069293976,0.32976827025413513,0.19703829288482666,0.14821094274520874,0.04780716821551323
(,0.3087427020072937,0.2411840260028839,0.21145714819431305,0.2980341613292694,0.33289089798927307,0.14098842442035675,0.19426323473453522,0.40561532974243164
rassilon,0.20521603524684906,0.168528214097023,0.20013166964054108,0.2298811823129654,0.22537344694137573,0.15578730404376984,0.2202681005001068,0.17856156826019287
),0.3326910734176636,0.26259949803352356,0.20434704422950745,0.3267642855644226,0.3456730246543884,0.16266581416130066,0.17973464727401733,0.42300865054130554
in,1.0,0.30808621644973755,0.2914260923862457,0.45514053106307983,0.6662389636039734,0.17882928252220154,0.3000187873840332,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.31376904249191284,0.48711544275283813,1.0,0.19769129157066345,0.30385175347328186,0.22068053483963013
2009–10,0.045138854533433914,-0.16939859092235565,0.05894802510738373,0.09995890408754349,0.06815633177757263,0.010397771373391151,0.10765869915485382,-0.08292136341333389
specials,0.2802408039569855,0.21306368708610535,0.4298047423362732,0.22435860335826874,0.2759421467781067,0.2164105772972107,0.2170770913362503,0.2582153379917145
.,0.5591574311256409,0.3567904531955719,0.3121925890445709,0.40146201848983765,0.5934505462646484,0.16851933300495148,0.3462313711643219,0.4130953550338745
