,how,much,weight,could,the,saturn,ib,send,into,space,with,this,amount,of,thrust,?
orbit,0.18904346227645874,0.20112328231334686,0.2616594731807709,0.2273881584405899,0.1565481424331665,0.5035338401794434,0.20150648057460785,0.23195712268352509,0.20694918930530548,0.4323244094848633,0.15879200398921967,0.22570039331912994,0.26010259985923767,0.13123251497745514,0.3548926115036011,0.16621392965316772
",",0.22659391164779663,0.36182254552841187,0.13127365708351135,0.27399855852127075,0.4933079481124878,0.22104106843471527,0.16758479177951813,0.24667364358901978,0.2826121151447296,0.2285580337047577,0.4120737314224243,0.4316047728061676,0.21125462651252747,0.4946078956127167,0.14058633148670197,0.31091248989105225
sufficient,0.3298160433769226,0.3562735319137573,0.25664275884628296,0.3930181562900543,0.27501294016838074,0.1900731772184372,0.18762129545211792,0.24553491175174713,0.21162839233875275,0.2149610072374344,0.23632077872753143,0.4616110622882843,0.427301824092865,0.23525285720825195,0.2176889181137085,0.2950035035610199
for,0.3308170735836029,0.2994346022605896,0.2062629908323288,0.3405117690563202,0.4739971458911896,0.30204665660858154,0.12137528508901596,0.26787710189819336,0.231735959649086,0.24232043325901031,0.39140474796295166,0.5082864165306091,0.3007623255252838,0.4185989499092102,0.19252260029315948,0.264628142118454
a,0.29312583804130554,0.2958075702190399,0.2418769896030426,0.3736826181411743,0.5829201340675354,0.20805643498897552,0.21355868875980377,0.2153356671333313,0.3461161255836487,0.20296213030815125,0.3783375024795532,0.5422310829162598,0.3439450263977051,0.5052502155303955,0.2908261716365814,0.23916715383529663
partially,0.19192731380462646,0.3031741976737976,0.19016750156879425,0.2958132326602936,0.27405473589897156,0.04664177447557449,0.14666980504989624,0.11808224767446518,0.23928798735141754,0.12205993384122849,0.26516634225845337,0.3437140882015228,0.21493549644947052,0.23981168866157532,0.20376987755298615,0.10232327878475189
fueled,0.12840481102466583,0.21725033223628998,0.20199403166770935,0.1920030415058136,0.17533089220523834,0.2196943163871765,0.020911548286676407,0.08687876164913177,0.21427640318870544,0.16808268427848816,0.20714829862117767,0.21199560165405273,0.19189968705177307,0.18315236270427704,0.2637782692909241,0.11968302726745605
csm,0.1352749764919281,0.08096255362033844,0.238027885556221,0.15813495218753815,0.15609420835971832,0.33487534523010254,0.3003498911857605,0.1447778195142746,0.07956264168024063,0.372848242521286,0.12583579123020172,0.19495148956775665,0.1532716304063797,0.15882812440395355,0.31448599696159363,0.19925744831562042
or,0.3378981947898865,0.313159704208374,0.3030303120613098,0.4357736110687256,0.4174870550632477,0.17696666717529297,0.2555597126483917,0.2655380368232727,0.31663477420806885,0.28110602498054504,0.38158315420150757,0.4406825602054596,0.3757528066635132,0.3792596757411957,0.3142814040184021,0.32389625906944275
the,0.33890387415885925,0.35023224353790283,0.19469641149044037,0.35393214225769043,1.0,0.24189656972885132,0.14590691030025482,0.2581755518913269,0.39493247866630554,0.24495907127857208,0.4223487675189972,0.6274310946464539,0.3336862325668335,0.733189046382904,0.28476181626319885,0.22068053483963013
lm,0.21407321095466614,0.17549239099025726,0.25725823640823364,0.23699620366096497,0.25534775853157043,0.2892628610134125,0.22814887762069702,0.12934845685958862,0.10970639437437057,0.24058711528778076,0.11947625130414963,0.2563120126724243,0.14001794159412384,0.15462981164455414,0.28517940640449524,0.2270602136850357
.,0.3287222981452942,0.3374604284763336,0.2202748954296112,0.3200591504573822,0.5934505462646484,0.23308148980140686,0.19272927939891815,0.31951451301574707,0.26250120997428894,0.2385488897562027,0.4446153938770294,0.500583827495575,0.24893930554389954,0.5352458953857422,0.19954590499401093,0.4130953550338745
