,how,long,is,the,section,that,turns,north,?
of,0.2480744868516922,0.2567519545555115,0.4854315221309662,0.733189046382904,0.21215301752090454,0.41498205065727234,0.2735316753387451,0.3604778051376343,0.1826142966747284
599,0.21432732045650482,0.05688042566180229,0.13035725057125092,0.15995720028877258,0.13664330542087555,0.303027868270874,0.04304680973291397,0.029822027310729027,0.198044091463089
m,0.17182649672031403,0.2667013108730316,0.22669823467731476,0.15156042575836182,0.15298180282115936,0.19798317551612854,0.15544116497039795,0.16915392875671387,0.2618667185306549
to,0.44169697165489197,0.30218687653541565,0.42745086550712585,0.535392165184021,0.28596532344818115,0.5436353087425232,0.2620235085487366,0.2743184268474579,0.29463258385658264
396,-0.09114819020032883,-0.018206816166639328,-0.09864754229784012,-0.028713300824165344,0.06070723012089729,-0.11029846221208572,-0.1305723488330841,0.044012557715177536,-0.0029854411259293556
m.,-0.12873266637325287,-0.06333046406507492,-0.06526678055524826,0.11779511719942093,-0.04013506695628166,-0.06254849582910538,-0.1265031099319458,0.052163511514663696,-0.0002856669598259032
it,0.36714982986450195,0.34568047523498535,0.6328473687171936,0.6251175999641418,0.3210811913013458,0.5921133160591125,0.2770182490348816,0.33463054895401,0.25732165575027466
flows,0.12961691617965698,0.1851889044046402,0.3137552738189697,0.32405155897140503,0.18790024518966675,0.1644459366798401,0.3443809747695923,0.36481401324272156,0.11636040359735489
through,0.2704794108867645,0.27183258533477783,0.27805060148239136,0.44071322679519653,0.24739643931388855,0.3152649402618408,0.27460092306137085,0.26369839906692505,0.16913433372974396
a,0.29312583804130554,0.3795371353626251,0.658733606338501,0.5829201340675354,0.29094603657722473,0.47537946701049805,0.30035504698753357,0.25008413195610046,0.23916715383529663
wide,0.2094327211380005,0.476868212223053,0.22456400096416473,0.28078147768974304,0.1736477017402649,0.25266513228416443,0.21210910379886627,0.22849127650260925,0.12719376385211945
glacial,0.10841327905654907,0.26544007658958435,0.18735899031162262,0.23225238919258118,0.18290415406227112,0.20797422528266907,0.154649019241333,0.2893790304660797,0.09140896797180176
alpine,0.09780821949243546,0.17545558512210846,0.1825626790523529,0.25914666056632996,0.2007877677679062,0.10647699236869812,0.1603119671344757,0.2391785830259323,0.08546924591064453
valley,0.16011130809783936,0.18953363597393036,0.21787452697753906,0.2923165559768677,0.12257915735244751,0.2223651260137558,0.09469322860240936,0.34153690934181213,0.11486150324344635
known,0.16194356977939606,0.24638257920742035,0.41921812295913696,0.3624623417854309,0.10096953809261322,0.20813259482383728,0.17086589336395264,0.1970449835062027,0.18314571678638458
as,0.33782753348350525,0.23432248830795288,0.43216490745544434,0.48381632566452026,0.21584227681159973,0.4735107421875,0.26661357283592224,0.22670356929302216,0.27043893933296204
the,0.33890387415885925,0.3075225353240967,0.5823672413825989,1.0,0.3365345895290375,0.5473989248275757,0.3179035782814026,0.36298373341560364,0.22068053483963013
rhine,0.09285783767700195,0.1596824824810028,0.15617261826992035,0.30735138058662415,0.15145494043827057,0.16362759470939636,0.1488197147846222,0.3832572400569916,0.13754533231258392
valley,0.16011130809783936,0.18953363597393036,0.21787452697753906,0.2923165559768677,0.12257915735244751,0.2223651260137558,0.09469322860240936,0.34153690934181213,0.11486150324344635
(,0.1676948219537735,0.2487790733575821,0.35393038392066956,0.33289089798927307,0.22324657440185547,0.2264307141304016,0.15674452483654022,0.20408999919891357,0.40561532974243164
german,0.17899556457996368,0.13117992877960205,0.19231973588466644,0.256483793258667,0.15850061178207397,0.18284347653388977,0.12337904423475266,0.17934419214725494,0.13978645205497742
:,-0.11215605586767197,-0.0983700081706047,-0.07222653180360794,-0.03403344005346298,-0.023922888562083244,-0.12200210988521576,-0.09153126925230026,-0.08169304579496384,-0.07156077772378922
rheintal,0.15185150504112244,0.19777598977088928,0.24463233351707458,0.3660815358161926,0.19897937774658203,0.26984310150146484,0.16088378429412842,0.30729207396507263,0.2123950719833374
),0.17939934134483337,0.23425164818763733,0.37732169032096863,0.3456730246543884,0.23834258317947388,0.23478686809539795,0.16249176859855652,0.19693730771541595,0.42300865054130554
.,0.3287222981452942,0.3247973620891571,0.4569662809371948,0.5934505462646484,0.26206159591674805,0.4460422694683075,0.26839587092399597,0.3171539604663849,0.4130953550338745
