,what,was,the,name,of,theodore,roosevelt,’,s,policy,of,imperialism,?
s,0.3634900748729706,0.3674983084201813,0.46610721945762634,0.21873673796653748,0.42263656854629517,0.15142197906970978,0.17730960249900818,-0.007914066314697266,1.0,0.2731717526912689,0.42263656854629517,0.25646671652793884,0.25130221247673035
mission,0.2317502647638321,0.20951420068740845,0.22673439979553223,0.11881495267152786,0.20170781016349792,0.13491922616958618,0.11090705543756485,-0.010442563332617283,0.24995537102222443,0.23640668392181396,0.20170781016349792,0.20377923548221588,0.19506393373012543
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.20603714883327484,0.24180909991264343,0.00253736088052392,0.35941416025161743,0.26804789900779724,0.41548454761505127,0.21685542166233063,0.29463258385658264
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.1001104861497879,0.06780257821083069,0.04328445345163345,0.059918854385614395,0.006244389805942774,-0.12108026444911957,0.06104245409369469,0.06780257821083069,0.050459738820791245,0.0685480609536171
make,0.3792211413383484,0.20205417275428772,0.3146495521068573,0.1792784184217453,0.2912110388278961,0.15071220695972443,0.18407042324543,-0.009745053015649319,0.2713300287723541,0.19926773011684418,0.2912110388278961,0.17227789759635925,0.28314751386642456
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,0.23792807757854462,0.24111860990524292,-0.04090067744255066,0.46610721945762634,0.2358427494764328,0.733189046382904,0.2716025412082672,0.22068053483963013
world,0.21669597923755646,0.3097524344921112,0.33604270219802856,0.15153928101062775,0.2828933000564575,0.11493409425020218,0.23988987505435944,0.02615460380911827,0.3157685399055481,0.13543905317783356,0.2828933000564575,0.2946701943874359,0.17579582333564758
safe,0.2761310935020447,0.21219900250434875,0.30060911178588867,0.09976865351200104,0.19918018579483032,0.07915264368057251,0.17709733545780182,0.03588671237230301,0.15056218206882477,0.2576850652694702,0.19918018579483032,0.0745639055967331,0.1838974803686142
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.15779632329940796,0.14108534157276154,-0.02041393518447876,0.29884564876556396,0.2759707272052765,0.4185989499092102,0.15846435725688934,0.264628142118454
democracy,0.22238294780254364,0.20376631617546082,0.22284646332263947,0.09775473922491074,0.2194477766752243,0.06935441493988037,0.18926289677619934,-0.11052799224853516,0.16733677685260773,0.3611586391925812,0.2194477766752243,0.484499990940094,0.20770417153835297
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.05773172527551651,-0.06067623570561409,-0.051117122173309326,0.024598468095064163,0.07160447537899017,0.13035868108272552,-0.013202380388975143,0.018684765323996544
changed,0.2667781710624695,0.3462000787258148,0.351829469203949,0.4129335880279541,0.3099449872970581,0.1663024127483368,0.21200574934482574,-0.09377432614564896,0.24592967331409454,0.26335904002189636,0.3099449872970581,0.2750897705554962,0.21123318374156952
all,0.41981086134910583,0.23179835081100464,0.4860881567001343,0.18820150196552277,0.42798417806625366,0.1279461681842804,0.1971195489168167,-0.01565263606607914,0.2446078360080719,0.25745657086372375,0.42798417806625366,0.13485780358314514,0.29575422406196594
this,0.5489566326141357,0.3638818562030792,0.6274310946464539,0.30142447352409363,0.45148900151252747,0.12918971478939056,0.1633072793483734,-0.03936062380671501,0.3481861650943756,0.3024657368659973,0.45148900151252747,0.2821269631385803,0.3155723512172699
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.2510453462600708,0.23071490228176117,0.032245345413684845,0.43327459692955017,0.25152966380119324,0.5352458953857422,0.22279119491577148,0.4130953550338745
,what,was,the,name,of,theodore,roosevelt,’,s,policy,of,imperialism,?
i,0.4411132335662842,0.23566235601902008,0.26687872409820557,0.1543835699558258,0.25849398970603943,0.17139968276023865,0.13373863697052002,-0.08119680732488632,0.29027336835861206,0.31834110617637634,0.25849398970603943,0.23699261248111725,0.4695145785808563
operated,0.12572449445724487,0.28584223985671997,0.24699872732162476,0.15752294659614563,0.2221631109714508,0.11923515796661377,0.15639904141426086,0.0366654172539711,0.2237333357334137,0.17615313827991486,0.2221631109714508,0.10529197007417679,0.12718230485916138
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.17627742886543274,0.3966929316520691,0.18591096997261047,0.1999989002943039,0.052648309618234634,0.334797739982605,0.2777305543422699,0.3966929316520691,0.09501302242279053,0.2714994251728058
three,0.24888746440410614,0.2748996615409851,0.43452659249305725,0.1462973952293396,0.3844621181488037,0.27425864338874817,0.2841210961341858,-0.0174576248973608,0.229322150349617,0.12279333174228668,0.3844621181488037,0.15102194249629974,0.20928427577018738
continents,0.22682933509349823,0.1926802545785904,0.3213147521018982,0.10996242612600327,0.2563624083995819,0.07459510117769241,0.20360654592514038,-0.03377371281385422,0.15370219945907593,0.15917982161045074,0.2563624083995819,0.2247481346130371,0.14156782627105713
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.05773172527551651,-0.06067623570561409,-0.051117122173309326,0.024598468095064163,0.07160447537899017,0.13035868108272552,-0.013202380388975143,0.018684765323996544
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.2510453462600708,0.23071490228176117,0.032245345413684845,0.43327459692955017,0.25152966380119324,0.5352458953857422,0.22279119491577148,0.4130953550338745
