,while,competition,between,workers,drives,down,wages,for,jobs,with,a,high,supply,of,worker,",",whose,competition,drives,wages,up,for,the,inverse,?
the,0.39804592728614807,0.257230669260025,0.39067012071609497,0.23066683113574982,0.20820994675159454,0.3325848877429962,0.15546856820583344,0.4739971458911896,0.25216126441955566,0.4223487675189972,0.5829201340675354,0.28034812211990356,0.31942567229270935,0.733189046382904,0.19223305583000183,0.4933079481124878,0.38253846764564514,0.257230669260025,0.20820994675159454,0.15546856820583344,0.38423117995262146,0.4739971458911896,1.0,0.1972402185201645,0.22068053483963013
job,0.2918860614299774,0.19034159183502197,0.11933554708957672,0.32602551579475403,0.14449389278888702,0.17859843373298645,0.31373345851898193,0.3520078659057617,0.6616148352622986,0.17762644588947296,0.2834402620792389,0.19996054470539093,0.2461424320936203,0.2253132164478302,0.3887879550457001,0.27190712094306946,0.22958192229270935,0.19034159183502197,0.14449389278888702,0.31373345851898193,0.2601930797100067,0.3520078659057617,0.24242734909057617,0.09877274930477142,0.22160480916500092
",",0.38232675194740295,0.2820526659488678,0.27714940905570984,0.17716385424137115,0.20152543485164642,0.23362469673156738,0.2121202051639557,0.4464869201183319,0.29151952266693115,0.4120737314224243,0.427140474319458,0.27938312292099,0.24017441272735596,0.4946078956127167,0.22260382771492004,1.0000001192092896,0.25601375102996826,0.2820526659488678,0.20152543485164642,0.2121202051639557,0.34193792939186096,0.4464869201183319,0.4933079481124878,0.18715699017047882,0.31091248989105225
since,0.3649234473705292,0.25229060649871826,0.25121670961380005,0.16877931356430054,0.15182408690452576,0.17723341286182404,0.15730904042720795,0.36751601099967957,0.23463226854801178,0.3120420575141907,0.3303585946559906,0.21109417080879211,0.19397304952144623,0.35513219237327576,0.11980576068162918,0.3991432189941406,0.22181667387485504,0.25229060649871826,0.15182408690452576,0.15730904042720795,0.2203017771244049,0.36751601099967957,0.4054957628250122,0.13028676807880402,0.2876587212085724
there,0.33146223425865173,0.2303357571363449,0.37209540605545044,0.21683305501937866,0.1881767362356186,0.23563720285892487,0.2281825989484787,0.3728419542312622,0.27026593685150146,0.37390366196632385,0.4214206337928772,0.21173454821109772,0.2964252829551697,0.44397735595703125,0.1348193734884262,0.4587128460407257,0.22558234632015228,0.2303357571363449,0.1881767362356186,0.2281825989484787,0.32834336161613464,0.3728419542312622,0.47025805711746216,0.16830329596996307,0.29405656456947327
is,0.2713196575641632,0.19382719695568085,0.26809602975845337,0.16085883975028992,0.25821930170059204,0.16725905239582062,0.11061973869800568,0.43268078565597534,0.1791449338197708,0.3250955045223236,0.658733606338501,0.2383800595998764,0.23221483826637268,0.4854315221309662,0.2077437937259674,0.4691906273365021,0.26491984724998474,0.19382719695568085,0.25821930170059204,0.11061973869800568,0.2853454053401947,0.43268078565597534,0.5823672413825989,0.27327731251716614,0.22961433231830597
a,0.3733035624027252,0.2435162365436554,0.29385313391685486,0.25033822655677795,0.23937544226646423,0.2387222796678543,0.19376714527606964,0.44038116931915283,0.23724274337291718,0.3783375024795532,1.0,0.22865821421146393,0.2115103155374527,0.5052502155303955,0.3212657570838928,0.427140474319458,0.3225097060203552,0.2435162365436554,0.23937544226646423,0.19376714527606964,0.32523053884506226,0.44038116931915283,0.5829201340675354,0.27019181847572327,0.23916715383529663
relative,0.22259335219860077,0.16103355586528778,0.2997622787952423,0.12118486315011978,0.12259407341480255,0.17314523458480835,0.22045649588108063,0.18817666172981262,0.11113647371530533,0.3084399700164795,0.3016895651817322,0.20353402197360992,0.24001313745975494,0.32158899307250977,0.12836390733718872,0.21147610247135162,0.2951555550098419,0.16103355586528778,0.12259407341480255,0.22045649588108063,0.23303066194057465,0.18817666172981262,0.24540278315544128,0.3800380527973175,0.1457768678665161
shortage,0.34196531772613525,0.22029158473014832,0.2612699866294861,0.2989572286605835,0.17489469051361084,0.28123512864112854,0.4495435953140259,0.350556343793869,0.3061252236366272,0.2852526009082794,0.3145276606082916,0.3012405335903168,0.523805558681488,0.3016875982284546,0.24771243333816528,0.3075525164604187,0.16576933860778809,0.22029158473014832,0.17489469051361084,0.4495435953140259,0.333828866481781,0.350556343793869,0.31014639139175415,0.22745762765407562,0.19423167407512665
of,0.3366928696632385,0.2000187635421753,0.3737983703613281,0.20827822387218475,0.1603955775499344,0.23279321193695068,0.17478904128074646,0.4185989499092102,0.27215415239334106,0.41827285289764404,0.5052502155303955,0.2803038954734802,0.23476092517375946,1.0,0.1631152182817459,0.4946078956127167,0.37058958411216736,0.2000187635421753,0.1603955775499344,0.17478904128074646,0.32945773005485535,0.4185989499092102,0.733189046382904,0.22207649052143097,0.1826142966747284
workers,0.21963463723659515,0.1193387508392334,0.14504988491535187,1.0000001192092896,0.1966431587934494,0.162458136677742,0.5291796326637268,0.2527289092540741,0.45520082116127014,0.17668847739696503,0.25033822655677795,0.14008451998233795,0.22504031658172607,0.20827822387218475,0.7420186996459961,0.17716385424137115,0.1102287694811821,0.1193387508392334,0.1966431587934494,0.5291796326637268,0.17912854254245758,0.2527289092540741,0.23066683113574982,0.09863878786563873,0.1706571877002716
for,0.4232339859008789,0.3370633125305176,0.24671313166618347,0.2527289092540741,0.20204462110996246,0.22538931667804718,0.28834453225135803,0.9999999403953552,0.3127319812774658,0.39140474796295166,0.44038116931915283,0.1925620585680008,0.2697718143463135,0.4185989499092102,0.24420714378356934,0.4464869201183319,0.22978365421295166,0.3370633125305176,0.20204462110996246,0.28834453225135803,0.342966228723526,0.9999999403953552,0.4739971458911896,0.1595207154750824,0.264628142118454
the,0.39804592728614807,0.257230669260025,0.39067012071609497,0.23066683113574982,0.20820994675159454,0.3325848877429962,0.15546856820583344,0.4739971458911896,0.25216126441955566,0.4223487675189972,0.5829201340675354,0.28034812211990356,0.31942567229270935,0.733189046382904,0.19223305583000183,0.4933079481124878,0.38253846764564514,0.257230669260025,0.20820994675159454,0.15546856820583344,0.38423117995262146,0.4739971458911896,1.0,0.1972402185201645,0.22068053483963013
particular,0.27121421694755554,0.2391389161348343,0.22530929744243622,0.15571501851081848,0.18981893360614777,0.17406167089939117,0.19184908270835876,0.3931528329849243,0.17436818778514862,0.34431731700897217,0.439316987991333,0.27586233615875244,0.2226414978504181,0.3490585684776306,0.1520565152168274,0.2547086179256439,0.33023568987846375,0.2391389161348343,0.18981893360614777,0.19184908270835876,0.18722175061702728,0.3931528329849243,0.4066357910633087,0.2804633677005768,0.2741454839706421
position,0.25766754150390625,0.19992581009864807,0.16931575536727905,0.1424153447151184,0.16585713624954224,0.18226854503154755,0.19134491682052612,0.27123650908470154,0.2265568971633911,0.16771268844604492,0.28626853227615356,0.13566097617149353,0.14629903435707092,0.23636478185653687,0.16303761303424835,0.1771278828382492,0.1492181420326233,0.19992581009864807,0.16585713624954224,0.19134491682052612,0.1963045299053192,0.27123650908470154,0.3183514177799225,0.27826356887817383,0.15529610216617584
.,0.38690751791000366,0.2138785570859909,0.30295518040657043,0.17509925365447998,0.1786690652370453,0.2362249493598938,0.22644665837287903,0.4726039469242096,0.27586984634399414,0.4446153938770294,0.50484299659729,0.24301011860370636,0.2485988885164261,0.5352458953857422,0.22654937207698822,0.6812511086463928,0.2718997597694397,0.2138785570859909,0.1786690652370453,0.22644665837287903,0.351434588432312,0.4726039469242096,0.5934505462646484,0.21249321103096008,0.4130953550338745
