,what,is,the,moniker,that,is,being,used,to,describe,the,region,'s,diversified,technology,?
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2117028832435608,0.4735107421875,0.43216490745544434,0.46524563431739807,0.35160550475120544,0.42092081904411316,0.32652774453163147,0.48381632566452026,0.17285758256912231,-0.05775856226682663,0.2804715037345886,0.197757288813591,0.27043893933296204
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.24851103127002716,0.47537946701049805,0.658733606338501,0.3727131485939026,0.3864384889602661,0.45503583550453186,0.3062607944011688,0.5829201340675354,0.23209655284881592,0.04866964742541313,0.23330137133598328,0.21604947745800018,0.23916715383529663
descriptor,0.3625287115573883,0.33003124594688416,0.3063916563987732,0.2507827579975128,0.414675235748291,0.33003124594688416,0.2771207392215729,0.34884071350097656,0.2960118055343628,0.5631744265556335,0.3063916563987732,0.1959029585123062,-0.012205892242491245,0.1984444409608841,0.20624986290931702,0.2425549477338791
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.19838285446166992,0.4137635827064514,0.43268078565597534,0.41687241196632385,0.4236139953136444,0.4451248347759247,0.2845272719860077,0.4739971458911896,0.17531010508537292,-0.07241261005401611,0.11162314563989639,0.24007871747016907,0.264628142118454
the,0.42745697498321533,0.5823672413825989,1.0,0.14551545679569244,0.5473989248275757,0.5823672413825989,0.419739305973053,0.3718377649784088,0.535392165184021,0.26495152711868286,1.0,0.35020557045936584,-0.01540423184633255,0.2821139991283417,0.21669498085975647,0.22068053483963013
region,0.2298986315727234,0.3317503035068512,0.35020557045936584,0.13095593452453613,0.20183102786540985,0.3317503035068512,0.1565544605255127,0.20852907001972198,0.24118299782276154,0.21532031893730164,0.35020557045936584,1.0,-0.058744437992572784,0.18804365396499634,0.19629421830177307,0.13441751897335052
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.07914290577173233,0.04397977516055107,0.02396530658006668,-0.055871423333883286,0.00600846204906702,0.03782717138528824,0.06470830738544464,-0.01540423184633255,-0.058744437992572784,0.9999999403953552,0.02515246346592903,0.021618375554680824,-0.023395681753754616
diversified,0.12123613804578781,0.16932843625545502,0.2821139991283417,0.18489991128444672,0.28641006350517273,0.16932843625545502,0.23794160783290863,0.22555872797966003,0.22423267364501953,0.22235849499702454,0.2821139991283417,0.18804365396499634,0.02515246346592903,1.0,0.22637997567653656,0.04989355057477951
technology,0.1940862536430359,0.20767556130886078,0.21669498085975647,0.16792479157447815,0.24191969633102417,0.20767556130886078,0.15024113655090332,0.22553960978984833,0.25372135639190674,0.14727158844470978,0.21669498085975647,0.19629421830177307,0.021618375554680824,0.22637997567653656,0.9999998807907104,0.11564995348453522
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.20644080638885498,0.4731321930885315,0.3859752118587494,0.4286794066429138,0.3150506615638733,0.48971283435821533,0.24788004159927368,0.5171257257461548,0.2372262328863144,0.06895173341035843,0.28675585985183716,0.2333960235118866,0.20544172823429108
industrial,0.16054853796958923,0.2672993242740631,0.30435431003570557,0.11572083085775375,0.2047373205423355,0.2672993242740631,0.23178434371948242,0.25484758615493774,0.23145946860313416,0.16756239533424377,0.30435431003570557,0.2722826600074768,0.049961574375629425,0.39911118149757385,0.3882328271865845,0.08039500564336777
base,0.1336955726146698,0.28868359327316284,0.2870652377605438,0.1255485564470291,0.23475483059883118,0.28868359327316284,0.1163100078701973,0.23934544622898102,0.2124793976545334,0.10254911333322525,0.2870652377605438,0.2056128978729248,-0.09340319037437439,0.2052289843559265,0.17151618003845215,0.10518061369657516
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2117028832435608,0.4735107421875,0.43216490745544434,0.46524563431739807,0.35160550475120544,0.42092081904411316,0.32652774453163147,0.48381632566452026,0.17285758256912231,-0.05775856226682663,0.2804715037345886,0.197757288813591,0.27043893933296204
well,0.4154493808746338,0.33406564593315125,0.42630070447921753,0.18047693371772766,0.4277172386646271,0.33406564593315125,0.44367727637290955,0.34104275703430176,0.3422003388404846,0.24256402254104614,0.42630070447921753,0.2001243531703949,-0.0049502006731927395,0.2709559500217438,0.1515112817287445,0.24815571308135986
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2117028832435608,0.4735107421875,0.43216490745544434,0.46524563431739807,0.35160550475120544,0.42092081904411316,0.32652774453163147,0.48381632566452026,0.17285758256912231,-0.05775856226682663,0.2804715037345886,0.197757288813591,0.27043893933296204
its,0.30393704771995544,0.4447362422943115,0.559237003326416,0.14532802999019623,0.416561484336853,0.4447362422943115,0.3381310999393463,0.294392853975296,0.3691340684890747,0.16449694335460663,0.559237003326416,0.2717832922935486,0.03202139586210251,0.3286868631839752,0.19256851077079773,0.15103481709957123
multitude,0.3254760205745697,0.19410203397274017,0.22660435736179352,0.20581120252609253,0.2420109063386917,0.19410203397274017,0.2895599603652954,0.1669168621301651,0.24071578681468964,0.23185530304908752,0.22660435736179352,0.21303755044937134,0.05864354223012924,0.2483077198266983,0.2899828851222992,0.1284782439470291
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.13126428425312042,0.41498205065727234,0.4854315221309662,0.34885138273239136,0.3075267970561981,0.41548454761505127,0.2764313519001007,0.733189046382904,0.2852717339992523,-0.03817026689648628,0.2651498019695282,0.25238582491874695,0.1826142966747284
prestigious,0.11413072049617767,0.21526983380317688,0.2841964662075043,0.16112947463989258,0.20906491577625275,0.21526983380317688,0.21882642805576324,0.14438264071941376,0.13997358083724976,0.1250385046005249,0.2841964662075043,0.2620536983013153,-0.01674887165427208,0.30089518427848816,0.2069084197282791,0.050204768776893616
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.20644080638885498,0.4731321930885315,0.3859752118587494,0.4286794066429138,0.3150506615638733,0.48971283435821533,0.24788004159927368,0.5171257257461548,0.2372262328863144,0.06895173341035843,0.28675585985183716,0.2333960235118866,0.20544172823429108
world-renowned,0.12698569893836975,0.2584953308105469,0.2999110519886017,0.26512059569358826,0.21355383098125458,0.2584953308105469,0.26689842343330383,0.2713088393211365,0.1481216996908188,0.27699723839759827,0.2999110519886017,0.2698630392551422,0.10908745229244232,0.3583473265171051,0.24499192833900452,0.18230976164340973
research,0.237140491604805,0.23478153347969055,0.24391183257102966,0.16419468820095062,0.3083151876926422,0.23478153347969055,0.23452793061733246,0.14202924072742462,0.2667310833930969,0.19318513572216034,0.24391183257102966,0.1994050294160843,-0.03923575207591057,0.33204028010368347,0.4581567943096161,0.13481977581977844
universities,0.1630716770887375,0.2421088069677353,0.2619408071041107,0.13328786194324493,0.19889220595359802,0.2421088069677353,0.17984434962272644,0.1780625283718109,0.2433011382818222,0.15697084367275238,0.2619408071041107,0.25974422693252563,0.006707479711622,0.3333969712257385,0.34147414565086365,0.16836881637573242
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.20644080638885498,0.4731321930885315,0.3859752118587494,0.4286794066429138,0.3150506615638733,0.48971283435821533,0.24788004159927368,0.5171257257461548,0.2372262328863144,0.06895173341035843,0.28675585985183716,0.2333960235118866,0.20544172823429108
other,0.341873437166214,0.25895947217941284,0.44152235984802246,0.1755151003599167,0.5570666193962097,0.25895947217941284,0.37174108624458313,0.3574926257133484,0.4193183183670044,0.2931009829044342,0.44152235984802246,0.20447027683258057,0.04445967823266983,0.2763986587524414,0.2436513751745224,0.24682199954986572
public,0.1729622185230255,0.1980048567056656,0.22857438027858734,0.11806441843509674,0.2622828185558319,0.1980048567056656,0.26446470618247986,0.21347127854824066,0.2672370672225952,0.15499211847782135,0.22857438027858734,0.13099455833435059,0.060657959431409836,0.2467685043811798,0.2256225198507309,0.19872993230819702
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.20644080638885498,0.4731321930885315,0.3859752118587494,0.4286794066429138,0.3150506615638733,0.48971283435821533,0.24788004159927368,0.5171257257461548,0.2372262328863144,0.06895173341035843,0.28675585985183716,0.2333960235118866,0.20544172823429108
private,0.16778090596199036,0.1420905888080597,0.18291357159614563,0.10876180231571198,0.20570282638072968,0.1420905888080597,0.13539089262485504,0.18543760478496552,0.18892748653888702,0.10336461663246155,0.18291357159614563,0.09587900340557098,0.08433578908443451,0.21384179592132568,0.28073015809059143,0.14389030635356903
institutions,0.22018329799175262,0.14988303184509277,0.2776423394680023,0.16665199398994446,0.2494417130947113,0.14988303184509277,0.1806265413761139,0.22198167443275452,0.21708254516124725,0.19614553451538086,0.2776423394680023,0.22350692749023438,-0.033028494566679,0.37065717577934265,0.38849523663520813,0.19119486212730408
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.21208976209163666,0.4460422694683075,0.4569662809371948,0.35574623942375183,0.33111312985420227,0.4645031690597534,0.17917026579380035,0.5934505462646484,0.2506107687950134,-0.003708066651597619,0.22346900403499603,0.21310871839523315,0.4130953550338745
