,in,what,time,frame,did,tesla,weigh,almost,exactly,the,same,amount,?
variance,0.19063737988471985,0.29636073112487793,0.2565173804759979,0.1525145024061203,0.17006132006645203,0.3056569993495941,0.19368907809257507,0.19353210926055908,0.36647143959999084,0.20574092864990234,0.2732066214084625,0.3098157048225403,0.22203101217746735
from,0.4274188280105591,0.2737620174884796,0.2964353561401367,0.13914267718791962,0.20248863101005554,0.10324860364198685,0.1376568078994751,0.3103662431240082,0.22496768832206726,0.40150508284568787,0.29289567470550537,0.26152533292770386,0.19969791173934937
1888,0.13696274161338806,0.15734994411468506,0.23980581760406494,0.12534113228321075,0.08121363818645477,0.12613868713378906,0.30795153975486755,0.24179016053676605,0.23458480834960938,0.2002750039100647,0.1522354632616043,0.26806148886680603,0.07625395059585571
to,0.45010748505592346,0.455847829580307,0.3679993152618408,0.1800948828458786,0.4452643394470215,0.17548894882202148,0.2372981756925583,0.2893180847167969,0.36282557249069214,0.535392165184021,0.3205692768096924,0.309798926115036,0.29463258385658264
about,0.39797019958496094,0.47976887226104736,0.305572509765625,0.14079368114471436,0.28723078966140747,0.16756023466587067,0.3371635377407074,0.4153151214122772,0.4140467047691345,0.37995871901512146,0.2800863981246948,0.2517687976360321,0.302409827709198
1926.:292,0.07074370235204697,0.09404227882623672,0.05532282963395119,0.20349976420402527,0.04017797112464905,0.13699762523174286,0.17560313642024994,0.1696707159280777,0.2200644612312317,0.08739347010850906,0.15040235221385956,0.1103833019733429,0.1896710991859436
he,0.41690486669540405,0.3114890456199646,0.37626320123672485,0.07566278427839279,0.3292143940925598,0.12373391538858414,0.1166909709572792,0.2586115002632141,0.20600275695323944,0.4571082592010498,0.22371946275234222,0.18310843408107758,0.2089974731206894
was,0.45514053106307983,0.22111038863658905,0.3641340136528015,0.15633782744407654,0.41399896144866943,0.16455206274986267,0.17012493312358856,0.2474903166294098,0.19652102887630463,0.48711544275283813,0.27172183990478516,0.18062427639961243,0.18412111699581146
an,0.2605783939361572,0.2821882665157318,0.17594800889492035,0.13257421553134918,0.22598257660865784,0.13714656233787537,0.1967550367116928,0.24420902132987976,0.19986575841903687,0.4207492768764496,0.2785528004169464,0.25767290592193604,0.19793890416622162
elegant,0.19399107992649078,0.17655086517333984,0.22930267453193665,0.21562863886356354,0.2340184450149536,0.1016157940030098,0.23815758526325226,0.1897951066493988,0.1507071852684021,0.20180509984493256,0.2070198655128479,0.14728190004825592,0.13489606976509094
",",0.5201468467712402,0.3087472915649414,0.3029961884021759,0.15437807142734528,0.3015086054801941,0.20599327981472015,0.21546107530593872,0.3425607979297638,0.2190619707107544,0.4933079481124878,0.3207721710205078,0.21125462651252747,0.31091248989105225
stylish,0.15976166725158691,0.19353562593460083,0.22665248811244965,0.2516070604324341,0.19059625267982483,0.18597227334976196,0.2071761041879654,0.19612868130207062,0.1725579798221588,0.17399585247039795,0.2463575303554535,0.12630759179592133,0.23916935920715332
figure,0.17097173631191254,0.2582065463066101,0.24600164592266083,0.13960714638233185,0.13151919841766357,0.1612440049648285,0.19965489208698273,0.1199595034122467,0.27930137515068054,0.24786046147346497,0.13595536351203918,0.14723855257034302,0.21107101440429688
in,1.0,0.30808621644973755,0.3431483507156372,0.11753834038972855,0.2593238651752472,0.17097744345664978,0.14941439032554626,0.3422279357910156,0.19650237262248993,0.6662389636039734,0.3692481815814972,0.2569429874420166,0.20430970191955566
new,0.3758552670478821,0.2130378633737564,0.2320125252008438,0.16117475926876068,0.227974995970726,0.15999311208724976,0.13547222316265106,0.22357848286628723,0.16846202313899994,0.3845241069793701,0.27928435802459717,0.1758616417646408,0.14782847464084625
york,0.2961827218532562,0.15652963519096375,0.18851232528686523,0.10255861282348633,0.16606222093105316,0.15629629790782928,0.15699368715286255,0.13439978659152985,0.15196137130260468,0.3034006953239441,0.17702773213386536,0.15414510667324066,0.15262620151042938
city,0.3911624252796173,0.17493832111358643,0.21582140028476715,0.0774652436375618,0.12266099452972412,0.13220614194869995,0.1001814678311348,0.2013421654701233,0.10117189586162567,0.35769423842430115,0.14402756094932556,0.21123197674751282,0.13423943519592285
",",0.5201468467712402,0.3087472915649414,0.3029961884021759,0.15437807142734528,0.3015086054801941,0.20599327981472015,0.21546107530593872,0.3425607979297638,0.2190619707107544,0.4933079481124878,0.3207721710205078,0.21125462651252747,0.31091248989105225
meticulous,0.28117260336875916,0.40332087874412537,0.3112035095691681,0.21926379203796387,0.23872576653957367,0.16345016658306122,0.34650200605392456,0.3161225914955139,0.31006965041160583,0.2685469388961792,0.2251504510641098,0.2677290439605713,0.4134001135826111
in,1.0,0.30808621644973755,0.3431483507156372,0.11753834038972855,0.2593238651752472,0.17097744345664978,0.14941439032554626,0.3422279357910156,0.19650237262248993,0.6662389636039734,0.3692481815814972,0.2569429874420166,0.20430970191955566
his,0.3598145842552185,0.26976513862609863,0.3553589880466461,0.14916005730628967,0.3546801507472992,0.1580733060836792,0.10320693999528885,0.23047927021980286,0.13750706613063812,0.4394008219242096,0.23959197103977203,0.18319322168827057,0.18075084686279297
grooming,0.17092275619506836,0.22854813933372498,0.20260204374790192,0.1722715198993683,0.1818551868200302,0.13040190935134888,0.31764426827430725,0.21174857020378113,0.14241479337215424,0.24453897774219513,0.22935271263122559,0.19724027812480927,0.14101433753967285
",",0.5201468467712402,0.3087472915649414,0.3029961884021759,0.15437807142734528,0.3015086054801941,0.20599327981472015,0.21546107530593872,0.3425607979297638,0.2190619707107544,0.4933079481124878,0.3207721710205078,0.21125462651252747,0.31091248989105225
clothing,0.24482418596744537,0.2208794504404068,0.24290308356285095,0.18449071049690247,0.17378680408000946,0.118923619389534,0.17605049908161163,0.1968112289905548,0.13337762653827667,0.2492084950208664,0.20073337852954865,0.2230311632156372,0.15363194048404694
",",0.5201468467712402,0.3087472915649414,0.3029961884021759,0.15437807142734528,0.3015086054801941,0.20599327981472015,0.21546107530593872,0.3425607979297638,0.2190619707107544,0.4933079481124878,0.3207721710205078,0.21125462651252747,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.3025408685207367,0.20931656658649445,0.34479495882987976,0.19560420513153076,0.2325696498155594,0.36736544966697693,0.19439062476158142,0.5171257257461548,0.3205644488334656,0.2668909728527069,0.20544172823429108
regimented,0.25499558448791504,0.1760093867778778,0.2137424796819687,0.07077379524707794,0.19072401523590088,0.13339175283908844,0.15831488370895386,0.24072769284248352,0.16588544845581055,0.2664867639541626,0.1939261257648468,0.13239312171936035,0.1335892677307129
in,1.0,0.30808621644973755,0.3431483507156372,0.11753834038972855,0.2593238651752472,0.17097744345664978,0.14941439032554626,0.3422279357910156,0.19650237262248993,0.6662389636039734,0.3692481815814972,0.2569429874420166,0.20430970191955566
his,0.3598145842552185,0.26976513862609863,0.3553589880466461,0.14916005730628967,0.3546801507472992,0.1580733060836792,0.10320693999528885,0.23047927021980286,0.13750706613063812,0.4394008219242096,0.23959197103977203,0.18319322168827057,0.18075084686279297
daily,0.22667531669139862,0.19118091464042664,0.21715588867664337,0.11712945252656937,0.14632445573806763,0.09677356481552124,0.1468580812215805,0.21441620588302612,0.12765322625637054,0.2515474557876587,0.13544417917728424,0.19810515642166138,0.1472100466489792
activities,0.2027697116136551,0.21757790446281433,0.2190672755241394,0.10155411809682846,0.20119842886924744,0.13251632452011108,0.11352124810218811,0.16053004562854767,0.14498303830623627,0.2626894414424896,0.1807495504617691,0.2164156138896942,0.11289679259061813
.,0.5591574311256409,0.3567904531955719,0.371569961309433,0.21271292865276337,0.35288307070732117,0.17949827015399933,0.26236048340797424,0.3878043293952942,0.28722473978996277,0.5934505462646484,0.3682591915130615,0.24893930554389954,0.4130953550338745
