,what,was,the,first,television,series,to,feature,an,openly,gay,character,?
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.4287874400615692,0.22552843391895294,0.23966510593891144,0.45503583550453186,0.2832804024219513,0.44552403688430786,0.19781415164470673,0.22624655067920685,0.3054544925689697,0.23916715383529663
controversial,0.3225577771663666,0.27358222007751465,0.275572806596756,0.2681048810482025,0.22157639265060425,0.2218918353319168,0.27754321694374084,0.17650023102760315,0.1757672280073166,0.3175823986530304,0.23090901970863342,0.12429593503475189,0.2903842329978943
soap,0.17847999930381775,0.13256825506687164,0.19385820627212524,0.1608956903219223,0.42396280169487,0.34729132056236267,0.16551382839679718,0.10683511942625046,0.1746242195367813,0.18019895255565643,0.20652249455451965,0.33158305287361145,0.1800997406244278
opera,0.19126243889331818,0.24672111868858337,0.21712259948253632,0.20054590702056885,0.3136312663555145,0.22588227689266205,0.18654409050941467,0.1439366489648819,0.13687722384929657,0.23050928115844727,0.21463792026042938,0.2979418635368347,0.12079104036092758
parody,0.2497410774230957,0.24700605869293213,0.25615355372428894,0.23426440358161926,0.3535935878753662,0.3436260521411896,0.17159569263458252,0.27583712339401245,0.17990103363990784,0.23718208074569702,0.17278192937374115,0.39629361033439636,0.20510025322437286
which,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.3828166127204895,0.21160198748111725,0.2484029233455658,0.5345056653022766,0.35925614833831787,0.3611921966075897,0.19373966753482819,0.14200101792812347,0.21732760965824127,0.25814583897590637
became,0.1434093862771988,0.6575068235397339,0.36325156688690186,0.37862223386764526,0.18646012246608734,0.18320977687835693,0.20401327311992645,0.16037331521511078,0.19704453647136688,0.2563767433166504,0.1359359323978424,0.16960279643535614,0.11374033987522125
known,0.20381177961826324,0.35203275084495544,0.3624623417854309,0.274125337600708,0.28405800461769104,0.23524020612239838,0.14337651431560516,0.18223530054092407,0.3156754970550537,0.16571958363056183,0.14233368635177612,0.22391322255134583,0.18314571678638458
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.3800288736820221,0.27045196294784546,0.2715710699558258,0.4451248347759247,0.3259601891040802,0.3236706852912903,0.22407542169094086,0.19833384454250336,0.29964926838874817,0.264628142118454
being,0.3760843276977539,0.5201660394668579,0.419739305973053,0.3338102698326111,0.20325174927711487,0.21262982487678528,0.4514104127883911,0.2130691260099411,0.2743402123451233,0.3437280058860779,0.2362166792154312,0.2279316931962967,0.26743772625923157
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.24569597840309143,0.31376904249191284,0.535392165184021,0.3053930699825287,0.4207492768764496,0.19510823488235474,0.21040017902851105,0.25992274284362793,0.22068053483963013
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,1.0,0.2787016034126282,0.3264976441860199,0.3792489171028137,0.22024497389793396,0.29757723212242126,0.22186768054962158,0.19724619388580322,0.24174492061138153,0.18701928853988647
television,0.19838058948516846,0.2516675293445587,0.24569597840309143,0.2787016034126282,1.0000001192092896,0.6111506819725037,0.1933557242155075,0.2139630764722824,0.22427234053611755,0.20419560372829437,0.17202016711235046,0.4073542058467865,0.16825827956199646
series,0.17328087985515594,0.2261398285627365,0.31376904249191284,0.3264976441860199,0.6111506819725037,1.0000001192092896,0.19879554212093353,0.22849884629249573,0.16255386173725128,0.12153470516204834,0.12300542742013931,0.47117695212364197,0.1709602326154709
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.3792489171028137,0.1933557242155075,0.19879554212093353,1.0,0.25759002566337585,0.3138085603713989,0.25191524624824524,0.22856906056404114,0.2381577491760254,0.29463258385658264
feature,0.23320603370666504,0.2405846118927002,0.3053930699825287,0.22024497389793396,0.2139630764722824,0.22849884629249573,0.25759002566337585,0.9999998807907104,0.22609657049179077,0.0945211797952652,0.12462378293275833,0.2931881546974182,0.2893312871456146
an,0.2821882665157318,0.3694365322589874,0.4207492768764496,0.29757723212242126,0.22427234053611755,0.16255386173725128,0.3138085603713989,0.22609657049179077,1.0,0.18145424127578735,0.17161114513874054,0.23903140425682068,0.19793890416622162
openly,0.24464668333530426,0.2920909523963928,0.19510823488235474,0.22186768054962158,0.20419560372829437,0.12153470516204834,0.25191524624824524,0.0945211797952652,0.18145424127578735,1.0,0.6265441179275513,0.1934424787759781,0.16308623552322388
gay,0.18720343708992004,0.2035265564918518,0.21040017902851105,0.19724619388580322,0.17202016711235046,0.12300542742013931,0.22856906056404114,0.12462378293275833,0.17161114513874054,0.6265441179275513,1.0000001192092896,0.18642683327198029,0.19433937966823578
main,0.2344268560409546,0.21035033464431763,0.38631999492645264,0.24865727126598358,0.1630113422870636,0.2151961624622345,0.26116618514060974,0.26328107714653015,0.18319673836231232,0.10487303882837296,0.15020038187503815,0.31948527693748474,0.1665669083595276
character,0.22097444534301758,0.22428974509239197,0.25992274284362793,0.24174492061138153,0.4073542058467865,0.47117695212364197,0.2381577491760254,0.2931881546974182,0.23903140425682068,0.1934424787759781,0.18642683327198029,0.9999998807907104,0.18056271970272064
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.2450505793094635,0.27449095249176025,0.21145714819431305,0.30882009863853455,0.1903994381427765,0.286407470703125,0.12581829726696014,0.10842379927635193,0.17166735231876373,0.40561532974243164
played,0.14831039309501648,0.3139837682247162,0.2603478729724884,0.2724764943122864,0.32837966084480286,0.30888867378234863,0.14824016392230988,0.12471719086170197,0.16061121225357056,0.25590163469314575,0.1436730921268463,0.32860106229782104,0.14096300303936005
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.3877052962779999,0.23368048667907715,0.267352432012558,0.33534231781959534,0.2009039670228958,0.2719563841819763,0.225434809923172,0.14740286767482758,0.2357267141342163,0.17966607213020325
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.4287874400615692,0.22552843391895294,0.23966510593891144,0.45503583550453186,0.2832804024219513,0.44552403688430786,0.19781415164470673,0.22624655067920685,0.3054544925689697,0.23916715383529663
then-unknown,0.3108491599559784,0.36869189143180847,0.41260817646980286,0.3493618369102478,0.2488970160484314,0.22452566027641296,0.3311431407928467,0.2579501271247864,0.25524982810020447,0.141387939453125,0.14871272444725037,0.21326476335525513,0.2598865032196045
billy,0.24142882227897644,0.164486363530159,0.228730708360672,0.18194763362407684,0.2201007902622223,0.14277276396751404,0.17754866182804108,0.08328517526388168,0.09685962647199631,0.22724662721157074,0.1883520931005478,0.16430391371250153,0.15347793698310852
crystal,0.22523897886276245,0.16763950884342194,0.22026708722114563,0.16835807263851166,0.20350901782512665,0.23263554275035858,0.1856728196144104,0.23544931411743164,0.17580600082874298,0.0714627280831337,0.07280851155519485,0.16747482120990753,0.17370280623435974
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.27228695154190063,0.27724143862724304,0.20434704422950745,0.31236231327056885,0.1909548044204712,0.2873353958129883,0.10813117772340775,0.08514031767845154,0.16354620456695557,0.42300865054130554
;,0.10986888408660889,0.0754367932677269,0.09152708947658539,0.07760433852672577,-0.018809376284480095,0.029867203906178474,0.0979827418923378,0.0473792739212513,-0.0424368716776371,0.15473870933055878,0.1144188717007637,0.06333817541599274,0.10349778085947037
it,0.45803478360176086,0.4577186405658722,0.6251175999641418,0.3491429388523102,0.17099279165267944,0.20531252026557922,0.513711154460907,0.25966158509254456,0.39472338557243347,0.22201499342918396,0.16840754449367523,0.21064384281635284,0.25732165575027466
last,0.23175878822803497,0.32424551248550415,0.3698786795139313,0.5431418418884277,0.19744735956192017,0.244269460439682,0.30156898498535156,0.22272013127803802,0.1592187136411667,0.12165774405002594,0.10461432486772537,0.1844954639673233,0.22371746599674225
ran,0.12850850820541382,0.3893149197101593,0.28357353806495667,0.2622654438018799,0.2603890895843506,0.28360751271247864,0.23770277202129364,0.1284550130367279,0.19637344777584076,0.2148769646883011,0.146404430270195,0.11236798018217087,0.11304427683353424
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.3120559751987457,0.2825660705566406,0.23828625679016113,0.41031414270401,0.29385992884635925,0.3192969560623169,0.1890537142753601,0.14891333878040314,0.15834535658359528,0.2714994251728058
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.24569597840309143,0.31376904249191284,0.535392165184021,0.3053930699825287,0.4207492768764496,0.19510823488235474,0.21040017902851105,0.25992274284362793,0.22068053483963013
network,0.16917307674884796,0.1994880586862564,0.27187061309814453,0.2069581300020218,0.4371747076511383,0.38316288590431213,0.25940340757369995,0.2398252934217453,0.22587502002716064,0.19068244099617004,0.17973272502422333,0.17407208681106567,0.17853789031505585
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.3120559751987457,0.2825660705566406,0.23828625679016113,0.41031414270401,0.29385992884635925,0.3192969560623169,0.1890537142753601,0.14891333878040314,0.15834535658359528,0.2714994251728058
april,0.21502700448036194,0.42695382237434387,0.23232673108577728,0.2994123697280884,0.272102952003479,0.16046153008937836,0.20614087581634521,0.11864391714334488,0.1859140843153,0.251658171415329,0.1369149088859558,0.1457272320985794,0.25704094767570496
20,-0.036424171179533005,-0.09198236465454102,-0.06418957561254501,-0.014052513986825943,-0.0385671928524971,-0.07679533958435059,-0.018198585137724876,-0.007842529565095901,0.022018564864993095,-0.021649226546287537,0.031500671058893204,0.0556180514395237,0.11360422521829605
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.27995240688323975,0.24060699343681335,0.44245919585227966,0.22241170704364777,0.3581022024154663,0.29348745942115784,0.22805914282798767,0.21002258360385895,0.31091248989105225
1981,-0.08909204602241516,0.06542467325925827,-0.010583994910120964,0.03177515044808388,0.09607779234647751,0.038815997540950775,-0.1489759087562561,0.061998043209314346,-0.007597080897539854,-0.00355910393409431,-0.0015262431697919965,0.018622571602463722,0.07968433201313019
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.2806251645088196,0.3121925890445709,0.4645031690597534,0.25145211815834045,0.3581749200820923,0.2294253706932068,0.19971729815006256,0.21426402032375336,0.4130953550338745
