,at,first,what,did,tesla,think,was,the,main,cause,of,damage,to,skin,cells,when,they,were,exposed,to,x-rays,?
not,0.22025953233242035,0.2955942749977112,0.5449194312095642,0.6481515765190125,0.12018213421106339,0.5479815602302551,0.2888734042644501,0.4310511648654938,0.199325293302536,0.4372738003730774,0.3307090103626251,0.2867008447647095,0.5149973034858704,0.26214873790740967,0.286389023065567,0.4799930453300476,0.5804335474967957,0.33318549394607544,0.291024774312973,0.5149973034858704,0.3541240692138672,0.41942933201789856
caused,0.19337967038154602,0.13120879232883453,0.22264783084392548,0.2858860194683075,0.05371434986591339,0.19661927223205566,0.25113144516944885,0.24990202486515045,0.18493472039699554,0.7314810156822205,0.29665443301200867,0.5883209705352783,0.2414499819278717,0.2730032503604889,0.2582071125507355,0.3178572356700897,0.28523552417755127,0.2655269205570221,0.36752578616142273,0.2414499819278717,0.2514411211013794,0.20679491758346558
by,0.2368064820766449,0.3877052962779999,0.2455483376979828,0.18574509024620056,0.16513796150684357,0.2680226266384125,0.4752357602119446,0.4408751428127289,0.21864338219165802,0.20837076008319855,0.3646814823150635,0.21140746772289276,0.33534231781959534,0.189737930893898,0.19208736717700958,0.4376842677593231,0.3391372263431549,0.4406847059726715,0.27567723393440247,0.33534231781959534,0.14097796380519867,0.17966607213020325
the,0.457212895154953,0.49448907375335693,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.3102172613143921,0.48711544275283813,1.0,0.38631999492645264,0.2551237642765045,0.733189046382904,0.2545957863330841,0.535392165184021,0.2213820368051529,0.19095487892627716,0.5091903209686279,0.49925389885902405,0.3906462490558624,0.23872122168540955,0.535392165184021,0.2762417197227478,0.22068053483963013
roentgen,0.1785927712917328,0.2942200005054474,0.17643509805202484,0.12845921516418457,0.33316570520401,0.1676432192325592,0.28675541281700134,0.27340176701545715,0.14851543307304382,0.1578863561153412,0.3029369115829468,0.15216733515262604,0.16441710293293,0.1839083433151245,0.2548118531703949,0.19539348781108856,0.14492906630039215,0.14316897094249725,0.1913975179195404,0.16441710293293,0.20140475034713745,0.18707747757434845
rays,0.1290295571088791,0.13083098828792572,0.20572713017463684,0.1964990496635437,0.1748773455619812,0.17031723260879517,0.10923529416322708,0.22839847207069397,0.09347119182348251,0.27653661370277405,0.20951195061206818,0.26630699634552,0.24316629767417908,0.29983237385749817,0.3209820091724396,0.21908418834209442,0.3344813585281372,0.15632401406764984,0.2655416429042816,0.24316629767417908,0.8249794840812683,0.12651073932647705
",",0.38314947485923767,0.34503069519996643,0.3087472915649414,0.3015086054801941,0.20599327981472015,0.3095206320285797,0.45456063747406006,0.4933079481124878,0.2989408075809479,0.2546827793121338,0.4946078956127167,0.27360406517982483,0.44245919585227966,0.24590502679347992,0.20582014322280884,0.36674630641937256,0.390799880027771,0.36755475401878357,0.17811930179595947,0.44245919585227966,0.252806156873703,0.31091248989105225
but,0.33498162031173706,0.34309494495391846,0.5029441118240356,0.49033689498901367,0.1549924612045288,0.5420777797698975,0.36023372411727905,0.4859698414802551,0.22118166089057922,0.3522830903530121,0.39942997694015503,0.2720026671886444,0.5542377829551697,0.2146303951740265,0.2235100120306015,0.5599016547203064,0.5579894781112671,0.38291117548942566,0.2763632535934448,0.5542377829551697,0.368625283241272,0.27921953797340393
by,0.2368064820766449,0.3877052962779999,0.2455483376979828,0.18574509024620056,0.16513796150684357,0.2680226266384125,0.4752357602119446,0.4408751428127289,0.21864338219165802,0.20837076008319855,0.3646814823150635,0.21140746772289276,0.33534231781959534,0.189737930893898,0.19208736717700958,0.4376842677593231,0.3391372263431549,0.4406847059726715,0.27567723393440247,0.33534231781959534,0.14097796380519867,0.17966607213020325
the,0.457212895154953,0.49448907375335693,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.3102172613143921,0.48711544275283813,1.0,0.38631999492645264,0.2551237642765045,0.733189046382904,0.2545957863330841,0.535392165184021,0.2213820368051529,0.19095487892627716,0.5091903209686279,0.49925389885902405,0.3906462490558624,0.23872122168540955,0.535392165184021,0.2762417197227478,0.22068053483963013
ozone,0.16978876292705536,0.11003586649894714,0.17115569114685059,0.0970415249466896,0.1849561631679535,0.14489053189754486,0.11137264221906662,0.23899611830711365,0.09857749193906784,0.328559547662735,0.22780866920948029,0.323359876871109,0.22140559554100037,0.3324475586414337,0.3917614817619324,0.18285903334617615,0.21147723495960236,0.09402331709861755,0.3747192323207855,0.22140559554100037,0.25601017475128174,0.159791961312294
generated,0.1775815784931183,0.15679597854614258,0.2341722995042801,0.14731889963150024,0.2448459267616272,0.23287895321846008,0.13891242444515228,0.27684199810028076,0.17436762154102325,0.3145456314086914,0.27549460530281067,0.23760445415973663,0.2428233027458191,0.18459975719451904,0.28611311316490173,0.21698065102100372,0.17226339876651764,0.19992420077323914,0.35540300607681274,0.2428233027458191,0.22060109674930573,0.28358349204063416
in,0.4374977946281433,0.4127444326877594,0.30808621644973755,0.2593238651752472,0.17097744345664978,0.23837615549564362,0.45514053106307983,0.6662389636039734,0.28862449526786804,0.24822883307933807,0.5696388483047485,0.21804088354110718,0.45010748505592346,0.19003425538539886,0.1711641103029251,0.4431333839893341,0.4330179989337921,0.3815755248069763,0.23804402351379395,0.45010748505592346,0.20745372772216797,0.20430970191955566
contact,0.1716928482055664,0.2564587891101837,0.2598453462123871,0.20494778454303741,0.11381082981824875,0.25323736667633057,0.12009545415639877,0.2564430236816406,0.09667994827032089,0.3047467768192291,0.18051373958587646,0.22736519575119019,0.29403218626976013,0.27055051922798157,0.23713582754135132,0.35935094952583313,0.2887929081916809,0.17422601580619812,0.3364633321762085,0.29403218626976013,0.22876091301441193,0.2231319397687912
with,0.29126521944999695,0.2691199779510498,0.2464839518070221,0.25472134351730347,0.16424812376499176,0.2712445855140686,0.27411898970603943,0.4223487675189972,0.1962798684835434,0.2820144593715668,0.41827285289764404,0.18497955799102783,0.4239959120750427,0.22355467081069946,0.2187740057706833,0.5075214505195618,0.42091572284698486,0.3179011940956116,0.24010324478149414,0.4239959120750427,0.239261195063591,0.2433311939239502
the,0.457212895154953,0.49448907375335693,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.3102172613143921,0.48711544275283813,1.0,0.38631999492645264,0.2551237642765045,0.733189046382904,0.2545957863330841,0.535392165184021,0.2213820368051529,0.19095487892627716,0.5091903209686279,0.49925389885902405,0.3906462490558624,0.23872122168540955,0.535392165184021,0.2762417197227478,0.22068053483963013
skin,0.13828162848949432,0.1832548826932907,0.22670333087444305,0.15159635245800018,0.08597852289676666,0.2606259882450104,0.123672254383564,0.2213820368051529,0.14875221252441406,0.36456841230392456,0.177443727850914,0.28846582770347595,0.21441614627838135,0.9999999403953552,0.3692505359649658,0.2756267786026001,0.2781796455383301,0.1538611650466919,0.3876190781593323,0.21441614627838135,0.3275090754032135,0.21488560736179352
",",0.38314947485923767,0.34503069519996643,0.3087472915649414,0.3015086054801941,0.20599327981472015,0.3095206320285797,0.45456063747406006,0.4933079481124878,0.2989408075809479,0.2546827793121338,0.4946078956127167,0.27360406517982483,0.44245919585227966,0.24590502679347992,0.20582014322280884,0.36674630641937256,0.390799880027771,0.36755475401878357,0.17811930179595947,0.44245919585227966,0.252806156873703,0.31091248989105225
and,0.3571503460407257,0.3167642652988434,0.31309178471565247,0.34479495882987976,0.19560420513153076,0.30740439891815186,0.3740963041782379,0.5171257257461548,0.29831406474113464,0.2858448028564453,0.5116966962814331,0.272375226020813,0.48971283435821533,0.25818943977355957,0.24033623933792114,0.4716290831565857,0.5073080658912659,0.42175528407096863,0.24437516927719116,0.48971283435821533,0.28136008977890015,0.20544172823429108
to,0.36524343490600586,0.3792489171028137,0.455847829580307,0.4452643394470215,0.17548894882202148,0.3748004138469696,0.3636345863342285,0.535392165184021,0.26116618514060974,0.3172815442085266,0.41548454761505127,0.23714354634284973,1.0,0.21441614627838135,0.26320719718933105,0.5423505902290344,0.5452046394348145,0.31913647055625916,0.26349055767059326,1.0,0.3761973977088928,0.29463258385658264
a,0.3095070421695709,0.4287874400615692,0.3320399522781372,0.2552328109741211,0.2211925983428955,0.35850703716278076,0.4508470594882965,0.5829201340675354,0.27217230200767517,0.2715701162815094,0.5052502155303955,0.22061721980571747,0.45503583550453186,0.22037984430789948,0.2297232300043106,0.44397395849227905,0.3528250455856323,0.17203083634376526,0.21803471446037292,0.45503583550453186,0.24246345460414886,0.23916715383529663
lesser,0.15372388064861298,0.15514624118804932,0.22745417058467865,0.17610923945903778,0.06657452136278152,0.21146859228610992,0.08380845189094543,0.27918535470962524,0.18580713868141174,0.26097485423088074,0.28063535690307617,0.26181668043136597,0.20995968580245972,0.19134119153022766,0.08405401557683945,0.16509698331356049,0.22372335195541382,0.13139481842517853,0.16697847843170166,0.20995968580245972,0.14933516085147858,0.17708076536655426
extent,0.10650227963924408,0.11459837108850479,0.369102418422699,0.24440979957580566,0.09796749800443649,0.31079500913619995,0.14524349570274353,0.2727625370025635,0.1520506888628006,0.2849667966365814,0.31072598695755005,0.23920945823192596,0.26711156964302063,0.19299915432929993,0.1696777194738388,0.15750713646411896,0.2773495018482208,0.15431098639965057,0.24917633831501007,0.26711156964302063,0.16185365617275238,0.1940663903951645
",",0.38314947485923767,0.34503069519996643,0.3087472915649414,0.3015086054801941,0.20599327981472015,0.3095206320285797,0.45456063747406006,0.4933079481124878,0.2989408075809479,0.2546827793121338,0.4946078956127167,0.27360406517982483,0.44245919585227966,0.24590502679347992,0.20582014322280884,0.36674630641937256,0.390799880027771,0.36755475401878357,0.17811930179595947,0.44245919585227966,0.252806156873703,0.31091248989105225
by,0.2368064820766449,0.3877052962779999,0.2455483376979828,0.18574509024620056,0.16513796150684357,0.2680226266384125,0.4752357602119446,0.4408751428127289,0.21864338219165802,0.20837076008319855,0.3646814823150635,0.21140746772289276,0.33534231781959534,0.189737930893898,0.19208736717700958,0.4376842677593231,0.3391372263431549,0.4406847059726715,0.27567723393440247,0.33534231781959534,0.14097796380519867,0.17966607213020325
nitrous,0.12984399497509003,0.22010880708694458,0.19127488136291504,0.18460258841514587,0.24106396734714508,0.2387850433588028,0.2195560485124588,0.20064882934093475,0.15302899479866028,0.2954067885875702,0.1720791906118393,0.20190609991550446,0.21421049535274506,0.3285718560218811,0.29267793893814087,0.32746654748916626,0.28246647119522095,0.21834729611873627,0.32000842690467834,0.21421049535274506,0.3285381495952606,0.12522947788238525
acid,0.1463240683078766,0.14679591357707977,0.16500361263751984,0.17204153537750244,0.2190495878458023,0.19210803508758545,0.14690634608268738,0.17908653616905212,0.1250596046447754,0.31087300181388855,0.1909172534942627,0.2543182075023651,0.1589188426733017,0.36405545473098755,0.3685872554779053,0.24278391897678375,0.23853643238544464,0.13428938388824463,0.30635467171669006,0.1589188426733017,0.25249090790748596,0.1556670069694519
.,0.4549728035926819,0.4345304071903229,0.3567904531955719,0.35288307070732117,0.17949827015399933,0.31119775772094727,0.40146201848983765,0.5934505462646484,0.31122034788131714,0.267557293176651,0.5352458953857422,0.2985546886920929,0.4645031690597534,0.28410694003105164,0.2868211269378662,0.475719153881073,0.4510921239852905,0.3378238379955292,0.23855656385421753,0.4645031690597534,0.2065625637769699,0.4130953550338745
