,what,did,bach,base,entirely,on,luther,chorales,?
",",0.3087472915649414,0.3015086054801941,0.23254862427711487,0.24008820950984955,0.3141396641731262,0.49057599902153015,0.23255878686904907,0.3130653500556946,0.31091248989105225
bwv,0.24373207986354828,0.17070232331752777,0.5655262470245361,0.12064225226640701,0.20749886333942413,0.22078339755535126,0.29516690969467163,0.5376423001289368,0.30875688791275024
4,-0.04324747622013092,0.0646207332611084,0.15186645090579987,0.1289951652288437,0.008982868865132332,0.0647423267364502,0.016695555299520493,0.20559220016002655,0.010515431873500347
",",0.3087472915649414,0.3015086054801941,0.23254862427711487,0.24008820950984955,0.3141396641731262,0.49057599902153015,0.23255878686904907,0.3130653500556946,0.31091248989105225
as,0.31749409437179565,0.3596470057964325,0.23173552751541138,0.20152351260185242,0.24206675589084625,0.36047765612602234,0.20242992043495178,0.25208207964897156,0.27043893933296204
early,0.2454567849636078,0.32047218084335327,0.19327765703201294,0.20314957201480865,0.2266419529914856,0.2426261156797409,0.20602326095104218,0.21877360343933105,0.15272949635982513
as,0.31749409437179565,0.3596470057964325,0.23173552751541138,0.20152351260185242,0.24206675589084625,0.36047765612602234,0.20242992043495178,0.25208207964897156,0.27043893933296204
possibly,0.30713677406311035,0.30350416898727417,0.12508513033390045,0.16936637461185455,0.33458495140075684,0.23431722819805145,0.10694734007120132,0.146530419588089,0.3334614038467407
1707,0.05530192703008652,0.05091797560453415,0.18508562445640564,0.10786932706832886,0.09289379417896271,0.020348653197288513,0.040798500180244446,0.24184256792068481,0.15624447166919708
",",0.3087472915649414,0.3015086054801941,0.23254862427711487,0.24008820950984955,0.3141396641731262,0.49057599902153015,0.23255878686904907,0.3130653500556946,0.31091248989105225
in,0.30808621644973755,0.2593238651752472,0.19327521324157715,0.2292785793542862,0.28567442297935486,0.46853652596473694,0.20523880422115326,0.20672595500946045,0.20430970191955566
his,0.26976513862609863,0.3546801507472992,0.2507949471473694,0.16151882708072662,0.20873697102069855,0.32064297795295715,0.27093374729156494,0.2656589150428772,0.18075084686279297
second,0.19948028028011322,0.20727969706058502,0.15301847457885742,0.2291887402534485,0.21552346646785736,0.26659107208251953,0.094020314514637,0.19148539006710052,0.17239587008953094
annual,0.14798973500728607,0.13183704018592834,0.0879528596997261,0.11682296544313431,0.14187417924404144,0.21208518743515015,0.10187903791666031,0.20310087502002716,0.1083487942814827
cycle,0.17920038104057312,0.09123732149600983,0.21489499509334564,0.13339249789714813,0.23117977380752563,0.14723779261112213,0.07404506951570511,0.26163536310195923,0.07156776636838913
(,0.2411840260028839,0.18979617953300476,0.13733388483524323,0.18551377952098846,0.17978374660015106,0.28656116127967834,0.1677781045436859,0.26004666090011597,0.40561532974243164
1724,0.08415815234184265,0.04875494912266731,0.04886312782764435,0.12423138320446014,0.13142335414886475,0.06481105089187622,0.02431720308959484,0.1402326226234436,0.13111154735088348
to,0.455847829580307,0.4452643394470215,0.17157365381717682,0.2124793976545334,0.30524495244026184,0.41031414270401,0.18029534816741943,0.21756835281848907,0.29463258385658264
1725,0.03217025101184845,0.04154248163104057,0.007928889244794846,0.11482778936624527,0.058335915207862854,0.05474168062210083,0.0547606460750103,0.051827266812324524,0.05538792908191681
),0.26259949803352356,0.18584993481636047,0.16679474711418152,0.1997317224740982,0.21150660514831543,0.29937487840652466,0.18587662279605865,0.26671460270881653,0.42300865054130554
ach,0.09060277789831161,0.07093913853168488,0.4370357096195221,0.07696142792701721,0.061497483402490616,0.10821303725242615,0.21521010994911194,0.20220841467380524,0.2080359309911728
gott,0.17180165648460388,0.20073828101158142,0.3783548176288605,0.07133609801530838,0.08211574703454971,0.12256740033626556,0.34552162885665894,0.29618027806282043,0.21327990293502808
",",0.3087472915649414,0.3015086054801941,0.23254862427711487,0.24008820950984955,0.3141396641731262,0.49057599902153015,0.23255878686904907,0.3130653500556946,0.31091248989105225
vom,0.14017586410045624,0.1721247434616089,0.3578396439552307,0.007945366203784943,0.026681283488869667,0.12336895614862442,0.29986944794654846,0.33970463275909424,0.13748297095298767
himmel,0.23518162965774536,0.14398911595344543,0.4565966725349426,0.02886437624692917,0.12149892747402191,0.1830531656742096,0.31131693720817566,0.33981719613075256,0.2635270059108734
sieh,0.17874161899089813,0.16556523740291595,0.2975127696990967,0.19659049808979034,0.07587999850511551,0.12564539909362793,0.2236400544643402,0.30965128540992737,0.21703167259693146
darein,0.24237383902072906,0.20401006937026978,0.28898876905441284,0.04014837369322777,0.22607643902301788,0.19822272658348083,0.2629992365837097,0.22303654253482819,0.24643126130104065
",",0.3087472915649414,0.3015086054801941,0.23254862427711487,0.24008820950984955,0.3141396641731262,0.49057599902153015,0.23255878686904907,0.3130653500556946,0.31091248989105225
bwv,0.24373207986354828,0.17070232331752777,0.5655262470245361,0.12064225226640701,0.20749886333942413,0.22078339755535126,0.29516690969467163,0.5376423001289368,0.30875688791275024
2,-0.049862053245306015,-0.044790901243686676,-0.09435094892978668,-0.010723079554736614,-0.020634710788726807,-0.0046874904073774815,0.05590825900435448,-0.10362572968006134,0.001977203879505396
",",0.3087472915649414,0.3015086054801941,0.23254862427711487,0.24008820950984955,0.3141396641731262,0.49057599902153015,0.23255878686904907,0.3130653500556946,0.31091248989105225
christ,0.2615339457988739,0.17013269662857056,0.2632921040058136,0.1761777698993683,0.15346992015838623,0.16157518327236176,0.2758595049381256,0.31319475173950195,0.13772203028202057
unser,0.1419113427400589,0.07905025780200958,0.245478555560112,0.07273014634847641,0.13061057031154633,0.08763892203569412,0.245738223195076,0.23636479675769806,0.1237528845667839
herr,0.15406423807144165,0.14053761959075928,0.3502577543258667,0.11510675400495529,0.17922353744506836,0.1181093156337738,0.2730134427547455,0.22041642665863037,0.23141801357269287
zum,0.21939845383167267,0.15006405115127563,0.3635357618331909,0.044545263051986694,0.09526252001523972,0.15131443738937378,0.30528920888900757,0.2859528362751007,0.18093763291835785
jordan,0.13918498158454895,0.16887551546096802,0.16619202494621277,0.13955020904541016,0.06918571889400482,0.1349843144416809,0.2172728329896927,0.1897345930337906,0.10991371423006058
kam,0.10272291302680969,0.05176397040486336,0.2515953779220581,0.08809082210063934,0.07202770560979843,0.09789758175611496,0.09561187028884888,0.13219097256660461,0.22345200181007385
",",0.3087472915649414,0.3015086054801941,0.23254862427711487,0.24008820950984955,0.3141396641731262,0.49057599902153015,0.23255878686904907,0.3130653500556946,0.31091248989105225
bwv,0.24373207986354828,0.17070232331752777,0.5655262470245361,0.12064225226640701,0.20749886333942413,0.22078339755535126,0.29516690969467163,0.5376423001289368,0.30875688791275024
7,-0.1699475795030594,-0.147744283080101,-0.009024975821375847,-0.018336918205022812,-0.10578034818172455,-0.10819486528635025,0.021675800904631615,-0.014406251721084118,-0.15092156827449799
",",0.3087472915649414,0.3015086054801941,0.23254862427711487,0.24008820950984955,0.3141396641731262,0.49057599902153015,0.23255878686904907,0.3130653500556946,0.31091248989105225
nun,0.12535716593265533,0.140253484249115,0.21235248446464539,0.1441783607006073,0.11834976077079773,0.14058446884155273,0.2797187566757202,0.29307642579078674,0.18081775307655334
komm,0.15932036936283112,0.050135303288698196,0.24975967407226562,0.05690425634384155,0.07126129418611526,0.18478000164031982,0.2003755122423172,0.18065133690834045,0.23406080901622772
",",0.3087472915649414,0.3015086054801941,0.23254862427711487,0.24008820950984955,0.3141396641731262,0.49057599902153015,0.23255878686904907,0.3130653500556946,0.31091248989105225
der,0.15763898193836212,0.1264456808567047,0.3083539307117462,0.021033793687820435,0.13195456564426422,0.2015618532896042,0.2851134240627289,0.2060946226119995,0.10571374744176865
heiden,0.18510212004184723,0.13151106238365173,0.2635667324066162,0.08373377472162247,0.14454305171966553,0.18409325182437897,0.2876211702823639,0.14719127118587494,0.11846069991588593
heiland,0.13331109285354614,0.14397436380386353,0.2838410437107086,0.12721732258796692,0.16233447194099426,0.2169455736875534,0.29983964562416077,0.2887929081916809,0.15920250117778778
",",0.3087472915649414,0.3015086054801941,0.23254862427711487,0.24008820950984955,0.3141396641731262,0.49057599902153015,0.23255878686904907,0.3130653500556946,0.31091248989105225
bwv,0.24373207986354828,0.17070232331752777,0.5655262470245361,0.12064225226640701,0.20749886333942413,0.22078339755535126,0.29516690969467163,0.5376423001289368,0.30875688791275024
62,-0.032169852405786514,0.051892153918743134,0.13574101030826569,-0.1053534671664238,-0.06306327134370804,-0.06990616023540497,0.035643648356199265,0.06667698919773102,0.11978938430547714
",",0.3087472915649414,0.3015086054801941,0.23254862427711487,0.24008820950984955,0.3141396641731262,0.49057599902153015,0.23255878686904907,0.3130653500556946,0.31091248989105225
gelobet,0.24997681379318237,0.20660103857517242,0.33212074637413025,0.14748500287532806,0.1732858568429947,0.21568121016025543,0.33805209398269653,0.4293155372142792,0.2419670820236206
seist,0.24127016961574554,0.22497668862342834,0.3529793620109558,0.11818062514066696,0.20193301141262054,0.22504374384880066,0.22136835753917694,0.29883667826652527,0.18851986527442932
du,0.10019232332706451,0.12283498793840408,0.11876477301120758,0.045677300542593,0.14506523311138153,0.14912180602550507,0.14201393723487854,0.1820736825466156,0.155681312084198
",",0.3087472915649414,0.3015086054801941,0.23254862427711487,0.24008820950984955,0.3141396641731262,0.49057599902153015,0.23255878686904907,0.3130653500556946,0.31091248989105225
jesu,0.16595783829689026,0.11140173673629761,0.4013110399246216,0.04790276661515236,0.11064662784337997,0.07492382824420929,0.3002506494522095,0.410676509141922,0.1590167135000229
christ,0.2615339457988739,0.17013269662857056,0.2632921040058136,0.1761777698993683,0.15346992015838623,0.16157518327236176,0.2758595049381256,0.31319475173950195,0.13772203028202057
",",0.3087472915649414,0.3015086054801941,0.23254862427711487,0.24008820950984955,0.3141396641731262,0.49057599902153015,0.23255878686904907,0.3130653500556946,0.31091248989105225
bwv,0.24373207986354828,0.17070232331752777,0.5655262470245361,0.12064225226640701,0.20749886333942413,0.22078339755535126,0.29516690969467163,0.5376423001289368,0.30875688791275024
91,0.052932608872652054,0.08400376886129379,0.03805975988507271,0.05450347065925598,0.060723502188920975,0.009463248774409294,-0.051346246153116226,0.04240801930427551,0.03706110641360283
",",0.3087472915649414,0.3015086054801941,0.23254862427711487,0.24008820950984955,0.3141396641731262,0.49057599902153015,0.23255878686904907,0.3130653500556946,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.21089112758636475,0.23155631124973297,0.350101500749588,0.4077630043029785,0.20796556770801544,0.28411614894866943,0.20544172823429108
aus,0.18372462689876556,0.14295589923858643,0.2808429002761841,0.06243349239230156,0.0882551521062851,0.13410520553588867,0.21375636756420135,0.21660585701465607,0.21818752586841583
tiefer,0.1581072062253952,0.15642046928405762,0.30272334814071655,0.14256620407104492,0.08032224327325821,0.2513904273509979,0.23750795423984528,0.2469407021999359,0.22696372866630554
not,0.5449194312095642,0.6481515765190125,0.19038240611553192,0.18659357726573944,0.44286593794822693,0.3516409695148468,0.21636232733726501,0.160981222987175,0.41942933201789856
schrei,0.1903093010187149,0.16953948140144348,0.4383365511894226,0.05221279338002205,0.12410453706979752,0.23117677867412567,0.34601566195487976,0.29446861147880554,0.2005736380815506
ich,0.12894415855407715,0.09222115576267242,0.4033796787261963,0.08205580711364746,0.10292977094650269,0.13713203370571136,0.23894745111465454,0.16406072676181793,0.16696366667747498
zu,0.17157815396785736,0.15647944808006287,0.40860697627067566,0.06244125962257385,0.11476235836744308,0.12019680440425873,0.21456845104694366,0.15628747642040253,0.18317864835262299
dir,0.1614450365304947,0.0516330860555172,0.09687110036611557,0.18842434883117676,0.14256571233272552,0.13896633684635162,0.09664689749479294,0.13653042912483215,0.14335119724273682
",",0.3087472915649414,0.3015086054801941,0.23254862427711487,0.24008820950984955,0.3141396641731262,0.49057599902153015,0.23255878686904907,0.3130653500556946,0.31091248989105225
bwv,0.24373207986354828,0.17070232331752777,0.5655262470245361,0.12064225226640701,0.20749886333942413,0.22078339755535126,0.29516690969467163,0.5376423001289368,0.30875688791275024
38,0.027150537818670273,0.021970633417367935,0.03935037553310394,-0.00937680620700121,0.012571617029607296,0.09701887518167496,-0.023724505677819252,-0.05807550996541977,0.014457103796303272
",",0.3087472915649414,0.3015086054801941,0.23254862427711487,0.24008820950984955,0.3141396641731262,0.49057599902153015,0.23255878686904907,0.3130653500556946,0.31091248989105225
later,0.2517229914665222,0.38386887311935425,0.2422581911087036,0.12992388010025024,0.22994151711463928,0.30872204899787903,0.23796728253364563,0.2727386951446533,0.1417175978422165
ein,0.1742001473903656,0.08797629922628403,0.3848787248134613,-0.014328972436487675,0.09805766493082047,0.14232580363750458,0.24216751754283905,0.2061896175146103,0.19649122655391693
feste,0.13311032950878143,0.099822036921978,0.269290566444397,0.10017438977956772,0.08000241219997406,0.20118166506290436,0.15111495554447174,0.3246036469936371,0.14262239634990692
burg,0.16567589342594147,0.08963721990585327,0.39875632524490356,0.03617662191390991,0.13889335095882416,0.13512864708900452,0.3562852442264557,0.25656160712242126,0.13924115896224976
ist,0.13865041732788086,0.10773003101348877,0.2551930248737335,0.0920235887169838,0.08703157305717468,0.15205955505371094,0.16391538083553314,0.2124841958284378,0.18802069127559662
unser,0.1419113427400589,0.07905025780200958,0.245478555560112,0.07273014634847641,0.13061057031154633,0.08763892203569412,0.245738223195076,0.23636479675769806,0.1237528845667839
gott,0.17180165648460388,0.20073828101158142,0.3783548176288605,0.07133609801530838,0.08211574703454971,0.12256740033626556,0.34552162885665894,0.29618027806282043,0.21327990293502808
",",0.3087472915649414,0.3015086054801941,0.23254862427711487,0.24008820950984955,0.3141396641731262,0.49057599902153015,0.23255878686904907,0.3130653500556946,0.31091248989105225
bwv,0.24373207986354828,0.17070232331752777,0.5655262470245361,0.12064225226640701,0.20749886333942413,0.22078339755535126,0.29516690969467163,0.5376423001289368,0.30875688791275024
80,0.04945533350110054,0.012174745090305805,-0.10141880065202713,0.02498307265341282,0.056851353496313095,-0.002207427518442273,-0.116390161216259,-0.08571919053792953,0.04445207491517067
",",0.3087472915649414,0.3015086054801941,0.23254862427711487,0.24008820950984955,0.3141396641731262,0.49057599902153015,0.23255878686904907,0.3130653500556946,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.21089112758636475,0.23155631124973297,0.350101500749588,0.4077630043029785,0.20796556770801544,0.28411614894866943,0.20544172823429108
in,0.30808621644973755,0.2593238651752472,0.19327521324157715,0.2292785793542862,0.28567442297935486,0.46853652596473694,0.20523880422115326,0.20672595500946045,0.20430970191955566
1735,0.1352374255657196,0.09082478284835815,0.12232864648103714,0.16905389726161957,0.10045777261257172,0.07649879157543182,0.11186052113771439,0.1851705014705658,0.2166009247303009
wär,0.14442035555839539,0.16334429383277893,0.271964967250824,0.09033329784870148,0.08316607773303986,0.19296810030937195,0.2744233012199402,0.3623654544353485,0.2942183315753937
gott,0.17180165648460388,0.20073828101158142,0.3783548176288605,0.07133609801530838,0.08211574703454971,0.12256740033626556,0.34552162885665894,0.29618027806282043,0.21327990293502808
nicht,0.1585693061351776,0.12475013732910156,0.38222917914390564,0.060879696160554886,0.14014802873134613,0.14237405359745026,0.3033011555671692,0.2195110023021698,0.20102067291736603
mit,0.15160860121250153,0.12066570669412613,0.2311330884695053,0.14281558990478516,0.12707637250423431,0.1455904245376587,0.296239972114563,0.13019168376922607,0.12031133472919464
uns,0.12178858369588852,0.1167963519692421,0.18990767002105713,0.0023238263092935085,0.21711325645446777,0.06752802431583405,0.18070848286151886,0.17076438665390015,0.11125347763299942
diese,0.16495783627033234,0.15583477914333344,0.19868123531341553,0.17968344688415527,0.14994171261787415,0.16688553988933563,0.16070245206356049,0.23286283016204834,0.22903218865394592
zeit,0.15858899056911469,0.15982940793037415,0.3561713993549347,0.03598221391439438,0.054047077894210815,0.18063576519489288,0.31929251551628113,0.2082759290933609,0.21001136302947998
",",0.3087472915649414,0.3015086054801941,0.23254862427711487,0.24008820950984955,0.3141396641731262,0.49057599902153015,0.23255878686904907,0.3130653500556946,0.31091248989105225
bwv,0.24373207986354828,0.17070232331752777,0.5655262470245361,0.12064225226640701,0.20749886333942413,0.22078339755535126,0.29516690969467163,0.5376423001289368,0.30875688791275024
14,0.050140514969825745,-0.0011860481463372707,0.1245449110865593,0.06433428078889847,0.03599817678332329,0.03868218511343002,0.15559260547161102,0.12613318860530853,0.11697390675544739
.,0.3567904531955719,0.35288307070732117,0.28733259439468384,0.26800644397735596,0.3153672218322754,0.49257001280784607,0.24907569587230682,0.23648180067539215,0.4130953550338745
