,who,made,up,19,%,of,the,student,body,in,the,2012,spring,quarter,?
of,0.2827862501144409,0.33167365193367004,0.32945773005485535,-0.18954584002494812,0.19953428208827972,1.0,0.733189046382904,0.20310284197330475,0.25063133239746094,0.5696388483047485,0.733189046382904,0.4422316551208496,0.2455621361732483,0.30494412779808044,0.1826142966747284
the,0.3733934462070465,0.3885267674922943,0.38423117995262146,-0.17766842246055603,0.21490740776062012,0.733189046382904,1.0,0.21259291470050812,0.31682634353637695,0.6662389636039734,1.0,0.46885523200035095,0.316989928483963,0.3659466803073883,0.22068053483963013
overall,0.16858626902103424,0.2091754823923111,0.22581496834754944,-0.05311022698879242,0.23766228556632996,0.2889781594276428,0.31739529967308044,0.18498677015304565,0.19308844208717346,0.26280614733695984,0.31739529967308044,0.183325856924057,0.09211841970682144,0.22357890009880066,0.18573027849197388
study,0.21352694928646088,0.1696501076221466,0.1260751187801361,0.0703933835029602,0.1986040472984314,0.29377859830856323,0.2533665597438812,0.37676331400871277,0.26717624068260193,0.2875489294528961,0.2533665597438812,0.17026697099208832,0.18834713101387024,0.20478883385658264,0.15902167558670044
body,0.2087378203868866,0.18869289755821228,0.23066724836826324,-0.04722670838236809,0.15585565567016602,0.25063133239746094,0.31682634353637695,0.1546131819486618,1.0,0.2549867033958435,0.31682634353637695,0.2116956263780594,0.12032173573970795,0.13282665610313416,0.20136451721191406
",",0.3365725874900818,0.32507219910621643,0.34193792939186096,-0.22645433247089386,0.22757403552532196,0.4946078956127167,0.4933079481124878,0.2261858433485031,0.22437527775764465,0.5201468467712402,0.4933079481124878,0.42079734802246094,0.30197975039482117,0.2742914855480194,0.31091248989105225
over,0.316001296043396,0.2679975628852844,0.37640950083732605,-0.09176947176456451,0.2424919307231903,0.36136594414711,0.39856547117233276,0.17360585927963257,0.2204807549715042,0.3605569899082184,0.39856547117233276,0.2756870985031128,0.17091059684753418,0.2553744912147522,0.25742942094802856
26,0.17144237458705902,0.0929388552904129,0.09837496280670166,-0.10274720191955566,0.02609313279390335,0.0640103667974472,0.11227777600288391,0.06135633960366249,0.06986156105995178,0.06889026612043381,0.11227777600288391,0.1022496372461319,-0.015733113512396812,0.08241362869739532,-0.05200668424367905
%,0.15813837945461273,0.1488196700811386,0.21216745674610138,0.032592639327049255,1.0,0.19953428208827972,0.21490740776062012,0.10459349304437637,0.15585565567016602,0.19465309381484985,0.21490740776062012,0.2653188109397888,0.0617687962949276,0.2756749391555786,0.21441808342933655
of,0.2827862501144409,0.33167365193367004,0.32945773005485535,-0.18954584002494812,0.19953428208827972,1.0,0.733189046382904,0.20310284197330475,0.25063133239746094,0.5696388483047485,0.733189046382904,0.4422316551208496,0.2455621361732483,0.30494412779808044,0.1826142966747284
students,0.3510516881942749,0.13892392814159393,0.2028108537197113,-0.04851827025413513,0.22348105907440186,0.25513339042663574,0.25268980860710144,0.7746244072914124,0.15162448585033417,0.2676171064376831,0.25268980860710144,0.2074812352657318,0.1874249279499054,0.21022437512874603,0.18017297983169556
were,0.3188014328479767,0.32412371039390564,0.29601457715034485,-0.1374261975288391,0.21132414042949677,0.34038281440734863,0.3906462490558624,0.13953939080238342,0.15840208530426025,0.3815755248069763,0.3906462490558624,0.25845152139663696,0.16154912114143372,0.24414455890655518,0.17890112102031708
domestic,0.22662828862667084,0.12693671882152557,0.06996261328458786,-0.15303073823451996,0.1919361799955368,0.1528376340866089,0.21731778979301453,0.10284252464771271,0.1705317199230194,0.208420991897583,0.21731778979301453,0.1556253433227539,0.08594950288534164,0.1768288016319275,0.1850636899471283
ethnic,0.2689220905303955,0.1281653195619583,0.14977522194385529,-0.06066611409187317,0.27381643652915955,0.2623131573200226,0.2494550496339798,0.24044917523860931,0.026039397343993187,0.21084432303905487,0.2494550496339798,0.2993096113204956,0.1255955696105957,0.18453969061374664,0.1578492373228073
minorities,0.26891475915908813,0.1665668785572052,0.12702925503253937,-0.03135410696268082,0.3793036937713623,0.2703961730003357,0.2637370824813843,0.2668883502483368,0.18127551674842834,0.2953944504261017,0.2637370824813843,0.2341873049736023,0.14066952466964722,0.20376481115818024,0.2070426493883133
",",0.3365725874900818,0.32507219910621643,0.34193792939186096,-0.22645433247089386,0.22757403552532196,0.4946078956127167,0.4933079481124878,0.2261858433485031,0.22437527775764465,0.5201468467712402,0.4933079481124878,0.42079734802246094,0.30197975039482117,0.2742914855480194,0.31091248989105225
and,0.41279885172843933,0.34954607486724854,0.4032393991947174,-0.17724736034870148,0.24616369605064392,0.5116966962814331,0.5171257257461548,0.2391568422317505,0.2872275710105896,0.4954058527946472,0.5171257257461548,0.38536936044692993,0.2709653973579407,0.24505728483200073,0.20544172823429108
about,0.3477841317653656,0.28390374779701233,0.34850332140922546,-0.07192207127809525,0.2035314440727234,0.40939709544181824,0.37995871901512146,0.2126065045595169,0.21537575125694275,0.39797019958496094,0.37995871901512146,0.30420026183128357,0.1086619645357132,0.23176057636737823,0.302409827709198
44,0.27583813667297363,0.16723118722438812,0.1645752489566803,0.014596040360629559,0.04147213324904442,0.2199704796075821,0.28236207365989685,0.2194877415895462,0.14967787265777588,0.26357224583625793,0.28236207365989685,0.12600573897361755,0.14221596717834473,0.17925822734832764,0.03696782514452934
%,0.15813837945461273,0.1488196700811386,0.21216745674610138,0.032592639327049255,1.0,0.19953428208827972,0.21490740776062012,0.10459349304437637,0.15585565567016602,0.19465309381484985,0.21490740776062012,0.2653188109397888,0.0617687962949276,0.2756749391555786,0.21441808342933655
of,0.2827862501144409,0.33167365193367004,0.32945773005485535,-0.18954584002494812,0.19953428208827972,1.0,0.733189046382904,0.20310284197330475,0.25063133239746094,0.5696388483047485,0.733189046382904,0.4422316551208496,0.2455621361732483,0.30494412779808044,0.1826142966747284
enrolled,0.24049487709999084,0.18586686253547668,0.14375628530979156,-0.13677765429019928,0.27047407627105713,0.23566614091396332,0.20082587003707886,0.506197452545166,0.13564805686473846,0.27873459458351135,0.20082587003707886,0.18887673318386078,0.1519748419523239,0.19942231476306915,0.09043214470148087
students,0.3510516881942749,0.13892392814159393,0.2028108537197113,-0.04851827025413513,0.22348105907440186,0.25513339042663574,0.25268980860710144,0.7746244072914124,0.15162448585033417,0.2676171064376831,0.25268980860710144,0.2074812352657318,0.1874249279499054,0.21022437512874603,0.18017297983169556
were,0.3188014328479767,0.32412371039390564,0.29601457715034485,-0.1374261975288391,0.21132414042949677,0.34038281440734863,0.3906462490558624,0.13953939080238342,0.15840208530426025,0.3815755248069763,0.3906462490558624,0.25845152139663696,0.16154912114143372,0.24414455890655518,0.17890112102031708
female,0.3403880000114441,0.1438259333372116,0.1548711210489273,-0.09504968672990799,0.15811799466609955,0.26416701078414917,0.2673940658569336,0.15968938171863556,0.2540149688720703,0.1986217200756073,0.2673940658569336,0.189406156539917,0.17023181915283203,0.13584540784358978,0.17839525640010834
.,0.3541337847709656,0.4032190144062042,0.351434588432312,-0.14419695734977722,0.29872366786003113,0.5352458953857422,0.5934505462646484,0.20994822680950165,0.29751062393188477,0.5591574311256409,0.5934505462646484,0.37805238366127014,0.2571665942668915,0.29042351245880127,0.4130953550338745
