,what,is,another,type,of,public,key,cryptography,algorithm,?
frequently,0.2888586223125458,0.24406132102012634,0.2933860123157501,0.14426550269126892,0.22709041833877563,0.27969372272491455,0.17122605443000793,0.20992650091648102,0.16479049623012543,0.21401989459991455
used,0.27546408772468567,0.3288823366165161,0.2980952560901642,0.30943769216537476,0.3075267970561981,0.21347127854824066,0.2001657783985138,0.2809755802154541,0.2289300262928009,0.22430120408535004
for,0.3017193675041199,0.43268078565597534,0.36770403385162354,0.20848464965820312,0.4185989499092102,0.3092794418334961,0.23655444383621216,0.25359827280044556,0.22014065086841583,0.264628142118454
rsa,0.19236625730991364,0.18473927676677704,0.19089145958423615,0.18676528334617615,0.18601128458976746,0.3306620121002197,0.36462634801864624,0.5119518041610718,0.4768146574497223,0.1906125843524933
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.16898801922798157,0.5116966962814331,0.3227643668651581,0.21098192036151886,0.13288335502147675,0.06731905043125153,0.20544172823429108
1024-bit,0.2453320026397705,0.24701066315174103,0.27880990505218506,0.12304572016000748,0.14189718663692474,0.21265527606010437,0.24352557957172394,0.2669653296470642,0.31476208567619324,0.21431182324886322
primes,0.2505246102809906,0.2382466346025467,0.2227129191160202,0.14125247299671173,0.22199293971061707,0.12457007169723511,0.19834928214550018,0.3143845498561859,0.39692890644073486,0.18851876258850098
are,0.29724663496017456,0.5330929756164551,0.23159852623939514,0.24155041575431824,0.39081433415412903,0.18111367523670197,0.18694549798965454,0.2141665369272232,0.19334718585014343,0.24591213464736938
typical,0.2897430658340454,0.28977829217910767,0.2637936770915985,0.3428100049495697,0.33413293957710266,0.096710704267025,0.1973230540752411,0.2147204726934433,0.18296176195144653,0.15633712708950043
for,0.3017193675041199,0.43268078565597534,0.36770403385162354,0.20848464965820312,0.4185989499092102,0.3092794418334961,0.23655444383621216,0.25359827280044556,0.22014065086841583,0.264628142118454
diffie–hellman,0.24193191528320312,0.22937829792499542,0.24009433388710022,0.1827303171157837,0.20568864047527313,0.3207013010978699,0.49888813495635986,0.5496421456336975,0.4099264442920685,0.2117975354194641
.,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.23195341229438782,0.5352458953857422,0.21888655424118042,0.2404657006263733,0.1461692452430725,0.15753796696662903,0.4130953550338745
),0.26259949803352356,0.37732169032096863,0.2743632197380066,0.18612703680992126,0.3680361211299896,0.15635275840759277,0.17377310991287231,0.13443614542484283,0.12365659326314926,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.23195341229438782,0.5352458953857422,0.21888655424118042,0.2404657006263733,0.1461692452430725,0.15753796696662903,0.4130953550338745
