,what,senate,committee,did,singer,speak,to,in,july,2000,?
singer,0.19231349229812622,0.18169930577278137,0.12865996360778809,0.1816350221633911,1.0,0.19973666965961456,0.13985668122768402,0.18326447904109955,0.3150786757469177,0.13227805495262146,0.16246667504310608
's,0.02692362666130066,-0.023981237784028053,0.04900093004107475,0.05069678649306297,0.02889201045036316,0.06387770920991898,0.03782717138528824,-0.037580832839012146,-0.06841624528169632,-0.01496386993676424,-0.023395681753754616
science,0.2612018585205078,0.13538002967834473,0.2013024091720581,0.14819081127643585,0.10360290110111237,0.12341418117284775,0.2226530760526657,0.269875705242157,0.13370415568351746,0.00947162788361311,0.17974960803985596
and,0.31309178471565247,0.20134705305099487,0.22311176359653473,0.34479495882987976,0.26673105359077454,0.24840866029262543,0.48971283435821533,0.4954058527946472,0.258785605430603,-0.004737076815217733,0.20544172823429108
environmental,0.16198831796646118,0.18443836271762848,0.29966825246810913,0.09464682638645172,0.14817562699317932,0.06996644288301468,0.22996102273464203,0.2718023955821991,0.12680062651634216,-0.15134720504283905,0.19728143513202667
policy,0.3869883120059967,0.27020198106765747,0.32253822684288025,0.2751549482345581,0.1368747055530548,0.19153034687042236,0.26804789900779724,0.1459147185087204,0.23199740052223206,-0.12514322996139526,0.30462446808815
project,0.27033838629722595,0.16944554448127747,0.2020391821861267,0.18681181967258453,0.09526176005601883,0.23596270382404327,0.28750085830688477,0.16277937591075897,0.20929688215255737,-0.07718190550804138,0.30569031834602356
held,0.0974166989326477,0.15482592582702637,0.2517305314540863,0.18607917428016663,0.12257358431816101,0.13995064795017242,0.22177374362945557,0.3127288818359375,0.19132110476493835,-0.07262770086526871,0.14103956520557404
a,0.3320399522781372,0.18100911378860474,0.1903151571750641,0.2552328109741211,0.19110652804374695,0.2206171452999115,0.45503583550453186,0.539380669593811,0.23807190358638763,-0.03899485245347023,0.23916715383529663
press,0.183354914188385,0.15225957334041595,0.19826777279376984,0.17585355043411255,0.15317726135253906,0.0927572026848793,0.212715283036232,0.17076928913593292,0.19264712929725647,-0.018935879692435265,0.14048311114311218
event,0.26981404423713684,0.12704728543758392,0.24399589002132416,0.17957442998886108,0.18001651763916016,0.08792996406555176,0.2585321366786957,0.27304479479789734,0.18267126381397247,-0.11003094911575317,0.16076280176639557
on,0.34226128458976746,0.17351797223091125,0.20945778489112854,0.2670976221561432,0.1866772621870041,0.13913126289844513,0.41031414270401,0.46853652596473694,0.36770564317703247,0.0072531066834926605,0.2714994251728058
capitol,0.1688985973596573,0.2737533152103424,0.18711970746517181,0.18397900462150574,0.15941283106803894,0.0835246741771698,0.24929608404636383,0.23477673530578613,0.1655060201883316,0.054748453199863434,0.12883435189723969
hill,0.17965343594551086,0.11309411376714706,0.11774779856204987,0.11027105897665024,0.22361917793750763,0.1170361116528511,0.20149561762809753,0.21030452847480774,0.11967742443084717,0.0017136752139776945,0.1149863451719284
",",0.3087472915649414,0.22473450005054474,0.20982497930526733,0.3015086054801941,0.3160518407821655,0.2902714014053345,0.44245919585227966,0.5201468467712402,0.4269406795501709,-0.03465369716286659,0.31091248989105225
washington,0.1399664729833603,0.22431309521198273,0.18896526098251343,0.19649098813533783,0.144607812166214,0.07506029307842255,0.24971476197242737,0.24838601052761078,0.2088150531053543,0.0012691339943557978,0.157786026597023
",",0.3087472915649414,0.22473450005054474,0.20982497930526733,0.3015086054801941,0.3160518407821655,0.2902714014053345,0.44245919585227966,0.5201468467712402,0.4269406795501709,-0.03465369716286659,0.31091248989105225
d.c.,0.008132431656122208,-0.06604304164648056,0.06598390638828278,0.08965326845645905,-0.0002996452967636287,0.09236501157283783,-0.07286594063043594,0.025006262585520744,-0.10802790522575378,0.05391930416226387,-0.06381701678037643
",",0.3087472915649414,0.22473450005054474,0.20982497930526733,0.3015086054801941,0.3160518407821655,0.2902714014053345,0.44245919585227966,0.5201468467712402,0.4269406795501709,-0.03465369716286659,0.31091248989105225
featuring,0.18412666022777557,0.10874930024147034,0.0852862298488617,0.18581709265708923,0.2811264991760254,0.16518938541412354,0.16750919818878174,0.1888517439365387,0.13259819149971008,0.10568023473024368,0.24838131666183472
comments,0.34725841879844666,0.19948701560497284,0.185012087225914,0.29261142015457153,0.16650661826133728,0.23153461515903473,0.31447818875312805,0.17926956713199615,0.3055249750614166,-0.06032557040452957,0.3595547676086426
on,0.34226128458976746,0.17351797223091125,0.20945778489112854,0.2670976221561432,0.1866772621870041,0.13913126289844513,0.41031414270401,0.46853652596473694,0.36770564317703247,0.0072531066834926605,0.2714994251728058
the,0.42745697498321533,0.23380520939826965,0.24322165548801422,0.34736719727516174,0.14885097742080688,0.2565973103046417,0.535392165184021,0.6662389636039734,0.2371699959039688,-0.015081177465617657,0.22068053483963013
graph,0.2775743007659912,0.1171160563826561,0.09688311070203781,0.13874512910842896,0.0766170471906662,0.07748785614967346,0.19438183307647705,0.19268742203712463,0.10633664578199387,-0.1670742630958557,0.20263607800006866
wibjörn,0.12691858410835266,0.16020101308822632,0.16546915471553802,0.12890121340751648,0.3573857247829437,0.26056426763534546,0.13333159685134888,0.22839650511741638,0.22627469897270203,0.07939622551202774,0.20279189944267273
karlén,0.21836119890213013,0.2497340440750122,0.23135825991630554,0.16558894515037537,0.33030691742897034,0.22151049971580505,0.20116235315799713,0.30952879786491394,0.2878895699977875,0.018917620182037354,0.2462022602558136
and,0.31309178471565247,0.20134705305099487,0.22311176359653473,0.34479495882987976,0.26673105359077454,0.24840866029262543,0.48971283435821533,0.4954058527946472,0.258785605430603,-0.004737076815217733,0.20544172823429108
singer,0.19231349229812622,0.18169930577278137,0.12865996360778809,0.1816350221633911,1.0,0.19973666965961456,0.13985668122768402,0.18326447904109955,0.3150786757469177,0.13227805495262146,0.16246667504310608
argued,0.31776854395866394,0.18065473437309265,0.21873608231544495,0.40107595920562744,0.11368624120950699,0.1389826238155365,0.24650873243808746,0.16827838122844696,0.1107008084654808,-0.07869597524404526,0.18905270099639893
against,0.24561616778373718,0.1620166301727295,0.21101708710193634,0.22514554858207703,0.14550331234931946,0.18018589913845062,0.310872346162796,0.27273955941200256,0.15973630547523499,-0.1319543570280075,0.18095137178897858
the,0.42745697498321533,0.23380520939826965,0.24322165548801422,0.34736719727516174,0.14885097742080688,0.2565973103046417,0.535392165184021,0.6662389636039734,0.2371699959039688,-0.015081177465617657,0.22068053483963013
graph,0.2775743007659912,0.1171160563826561,0.09688311070203781,0.13874512910842896,0.0766170471906662,0.07748785614967346,0.19438183307647705,0.19268742203712463,0.10633664578199387,-0.1670742630958557,0.20263607800006866
at,0.2838611304759979,0.1717224270105362,0.21561488509178162,0.28390252590179443,0.1398063749074936,0.17956554889678955,0.36524343490600586,0.4374977946281433,0.2789842486381531,-0.06926931440830231,0.21978627145290375
a,0.3320399522781372,0.18100911378860474,0.1903151571750641,0.2552328109741211,0.19110652804374695,0.2206171452999115,0.45503583550453186,0.539380669593811,0.23807190358638763,-0.03899485245347023,0.23916715383529663
united,0.20036718249320984,0.3187005817890167,0.2826536297798157,0.21137088537216187,0.20808468759059906,0.09169100224971771,0.2715383470058441,0.3938477039337158,0.2235460728406906,-0.02091298997402191,0.17266890406608582
states,0.21526020765304565,0.3835901916027069,0.30987825989723206,0.21754568815231323,0.17102020978927612,0.15295067429542542,0.2828785181045532,0.3977442979812622,0.2072976678609848,-0.035585954785346985,0.16272737085819244
senate,0.1894174963235855,1.0000001192092896,0.4550318419933319,0.11589532345533371,0.18169930577278137,0.18993398547172546,0.22204308211803436,0.1815723329782486,0.15679548680782318,0.07237492501735687,0.18454359471797943
committee,0.18195343017578125,0.4550318419933319,1.0,0.19008150696754456,0.12865996360778809,0.18344606459140778,0.24979650974273682,0.2107008546590805,0.18255048990249634,-0.09491179883480072,0.12144632637500763
on,0.34226128458976746,0.17351797223091125,0.20945778489112854,0.2670976221561432,0.1866772621870041,0.13913126289844513,0.41031414270401,0.46853652596473694,0.36770564317703247,0.0072531066834926605,0.2714994251728058
commerce,0.16863662004470825,0.3106044828891754,0.21523898839950562,0.1370212733745575,0.11005746573209763,0.17095409333705902,0.22621312737464905,0.2128394991159439,0.14870643615722656,-0.03367370367050171,0.09677373617887497
",",0.3087472915649414,0.22473450005054474,0.20982497930526733,0.3015086054801941,0.3160518407821655,0.2902714014053345,0.44245919585227966,0.5201468467712402,0.4269406795501709,-0.03465369716286659,0.31091248989105225
science,0.2612018585205078,0.13538002967834473,0.2013024091720581,0.14819081127643585,0.10360290110111237,0.12341418117284775,0.2226530760526657,0.269875705242157,0.13370415568351746,0.00947162788361311,0.17974960803985596
and,0.31309178471565247,0.20134705305099487,0.22311176359653473,0.34479495882987976,0.26673105359077454,0.24840866029262543,0.48971283435821533,0.4954058527946472,0.258785605430603,-0.004737076815217733,0.20544172823429108
transportation,0.20306137204170227,0.23561660945415497,0.25795507431030273,0.13095079362392426,0.11266479641199112,0.13785944879055023,0.2706189453601837,0.27774930000305176,0.14597563445568085,-0.14645323157310486,0.1712278425693512
hearing,0.34058091044425964,0.2568657696247101,0.26447737216949463,0.26051026582717896,0.12475007772445679,0.2843468189239502,0.26730701327323914,0.20339344441890717,0.15865890681743622,-0.009105339646339417,0.19994913041591644
on,0.34226128458976746,0.17351797223091125,0.20945778489112854,0.2670976221561432,0.1866772621870041,0.13913126289844513,0.41031414270401,0.46853652596473694,0.36770564317703247,0.0072531066834926605,0.2714994251728058
18,-0.09284763038158417,-0.03831874579191208,-0.13979895412921906,-0.16295963525772095,-0.08743170648813248,-0.10801593214273453,-0.17942632734775543,-0.061147160828113556,-0.09533287584781647,0.06161685287952423,-0.04919438064098358
july,0.22688010334968567,0.15679548680782318,0.18255048990249634,0.25485745072364807,0.3150786757469177,0.14497701823711395,0.228788822889328,0.26500701904296875,1.0,0.03407485783100128,0.2897891402244568
2000,-0.10562582314014435,0.07237492501735687,-0.09491179883480072,0.028451859951019287,0.13227805495262146,-0.09444765001535416,-0.05413077399134636,-0.0435720756649971,0.03407485783100128,1.0,-0.0824366956949234
.,0.3567904531955719,0.26619550585746765,0.18011361360549927,0.35288307070732117,0.22169901430606842,0.2704809308052063,0.4645031690597534,0.5591574311256409,0.3500252068042755,-0.03837863355875015,0.4130953550338745
