,antigone,was,a,play,made,by,whom,?
her,0.3209836483001709,0.34084662795066833,0.29850003123283386,0.22999481856822968,0.22199057042598724,0.2393665909767151,0.38562071323394775,0.20310723781585693
from,0.1413501501083374,0.31171464920043945,0.322764128446579,0.1498221457004547,0.23003742098808289,0.3373257517814636,0.19855497777462006,0.19969791173934937
giving,0.11254570633172989,0.2248714715242386,0.35822594165802,0.15668176114559174,0.2730445861816406,0.20881526172161102,0.2001951038837433,0.2052922248840332
her,0.3209836483001709,0.34084662795066833,0.29850003123283386,0.22999481856822968,0.22199057042598724,0.2393665909767151,0.38562071323394775,0.20310723781585693
brother,0.2562076151371002,0.30654317140579224,0.21524782478809357,0.1205231100320816,0.16486813127994537,0.2672276198863983,0.3126176595687866,0.14267398416996002
polynices,0.3100802004337311,0.15795764327049255,0.2618648409843445,0.20060338079929352,0.294646680355072,0.20287640392780304,0.23868678510189056,0.23299169540405273
a,0.21860060095787048,0.4508470594882965,1.0,0.21130098402500153,0.3180864453315735,0.32094135880470276,0.21455949544906616,0.23916715383529663
proper,0.08763105422258377,0.13788238167762756,0.3425057828426361,0.1346004605293274,0.129668727517128,0.19930511713027954,0.14352481067180634,0.2291053831577301
burial,0.18615010380744934,0.21821482479572296,0.1811772882938385,0.15867288410663605,0.14741025865077972,0.15182451903820038,0.1690087765455246,0.15331946313381195
.,0.23352663218975067,0.40146201848983765,0.50484299659729,0.25552695989608765,0.4032190144062042,0.3936232924461365,0.26115289330482483,0.4130953550338745
