,what,shape,is,the,water,feature,in,the,john,madejski,garden,?
be,0.3929833769798279,0.2912265360355377,0.4819129705429077,0.4248143136501312,0.3042290508747101,0.2583335041999817,0.3481820821762085,0.4248143136501312,0.1672002226114273,0.21604400873184204,0.19773371517658234,0.3324260413646698
drained,0.20504944026470184,0.22274591028690338,0.2827836871147156,0.32451367378234863,0.5148656368255615,0.16036608815193176,0.24517078697681427,0.32451367378234863,0.08089311420917511,0.14134769141674042,0.1616257131099701,0.1679747998714447
to,0.455847829580307,0.2912862002849579,0.42745086550712585,0.535392165184021,0.27858173847198486,0.25759002566337585,0.45010748505592346,0.535392165184021,0.2070634365081787,0.2673179805278778,0.19790683686733246,0.29463258385658264
use,0.3453877568244934,0.2619474530220032,0.3357410430908203,0.34342584013938904,0.2288510650396347,0.3357365131378174,0.2715643048286438,0.34342584013938904,0.10879159718751907,0.21029719710350037,0.141873300075531,0.32795652747154236
the,0.42745697498321533,0.29087939858436584,0.5823672413825989,1.0,0.297396719455719,0.3053930699825287,0.6662389636039734,1.0,0.2230520099401474,0.34439072012901306,0.23359008133411407,0.22068053483963013
area,0.21965408325195312,0.25427955389022827,0.29283958673477173,0.37834644317626953,0.32517942786216736,0.22213292121887207,0.33632898330688477,0.37834644317626953,0.133734330534935,0.18211115896701813,0.25230154395103455,0.12640461325645447
for,0.3017193675041199,0.17322315275669098,0.43268078565597534,0.4739971458911896,0.189085453748703,0.3259601891040802,0.4322226941585541,0.4739971458911896,0.22649751603603363,0.3226914703845978,0.19887973368167877,0.264628142118454
receptions,0.15346844494342804,0.18689875304698944,0.10050152987241745,0.19359152019023895,0.1507813185453415,0.2677178978919983,0.19997993111610413,0.19359152019023895,0.19549311697483063,0.24746541678905487,0.16931520402431488,0.12913717329502106
",",0.3087472915649414,0.224068284034729,0.4691906273365021,0.4933079481124878,0.26706066727638245,0.22241170704364777,0.5201468467712402,0.4933079481124878,0.23961079120635986,0.4347159266471863,0.2712799608707428,0.31091248989105225
gatherings,0.24137108027935028,0.23546159267425537,0.24407333135604858,0.3073239028453827,0.25777390599250793,0.18796806037425995,0.21652859449386597,0.3073239028453827,0.1296391487121582,0.25132858753204346,0.31229448318481445,0.11102838814258575
or,0.33867141604423523,0.29728466272354126,0.41870999336242676,0.4174870550632477,0.3301985263824463,0.2598951458930969,0.3586423695087433,0.4174870550632477,0.12893807888031006,0.17621339857578278,0.16767174005508423,0.32389625906944275
exhibition,0.1526671200990677,0.18523603677749634,0.16346363723278046,0.22614671289920807,0.1573224812746048,0.22679370641708374,0.28266429901123047,0.22614671289920807,0.1698158085346222,0.24237142503261566,0.27999112010002136,0.11494685709476471
purposes,0.2370537966489792,0.2270171195268631,0.2632380723953247,0.27476897835731506,0.2049076408147812,0.15451954305171967,0.25919109582901,0.27476897835731506,0.11099202185869217,0.11712682247161865,0.19757121801376343,0.15262550115585327
.,0.3567904531955719,0.267643541097641,0.4569662809371948,0.5934505462646484,0.26634910702705383,0.25145211815834045,0.5591574311256409,0.5934505462646484,0.26428887248039246,0.4087955057621002,0.231033593416214,0.4130953550338745
